# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD
11819	we (185)	-			我们	0	we [first person plural]	Zbu		-	-	-	we (189)	-		-	5455					Function word	0	-	rGyalrongic	we(182)	we(95)	-	we(1)	2.94
13241						0	we [first person plural]	Guzhang			我們	X		ɑ¹³			5455						0							
13426						0	we [first person plural]	Ganzhou		ŋo3 mə̃1	we (183)			ŋo⁴mə̃²			5455						0					ŋ o ⁴ m ə̃ ∼ ²		
13728						0	we [first person plural]	Caijia									5455						0							
13988						0	we [first person plural]	Jixi				我人		ɔ²¹³ iɑ̃⁰			5455						0							
14248						0	we [first person plural]	Changshan									5455						0							
14508						0	we [first person plural]	Qimen			我们	我大家		ɑ⁴² thɑ⁰ kɯːə⁰		plural	5455						0							
14768						0	we [first person plural]	Dancun				我X		ŋɔi³³			5455						0							
14809						0	we [first person plural]	Qimen			我们	我两个		ɑ⁴² niɑ̃⁴² kɔ⁰		dual							0							
#
11820	wet (141)	-			湿	0	wet	Dashi		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bai	wet(183)	-	-	-	15.83
11821	wet (141)	-			湿	0	wet	Zhaozhuang		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bai	wet(183)	-	-	-	15.83
11822	wet (141)	-			湿	0	wet	Ega		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bai	wet(183)	-	-	-	15.83
11823	wet (141)	-			湿	0	wet	Enqi		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bai	wet(183)	-	-	-	15.83
11824	wet (141)	pʰ - ɛ - ⁵⁵ - - -			湿	801	wet	Eryuan		pʰɛ55	wet / 湿	-	wet (190)	pʰɛ₅₅		-	7027					Adjective	1388	Allen2007, 420	Bai	wet(183)	-	pʰ ɛ ⁵⁵	-	15.83
11825	wet (141)	-			湿	0	wet	Gongxing		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bai	wet(183)	-	-	-	15.83
11826	wet (141)	ɕ - y - ³³ t͡ɕ i ³¹			湿	801	wet	Heqi		ɕy33tɕi31	wet / 水田	-	wet (190)	ɕy₃₃t͡ɕi₃₁		-	7027					Adjective	1380	Allen2007, 18	Bai	wet(183)	-	ɕ y ³³ t͡ɕ i ³¹	-	15.83
11827	wet (141)	x - ɛ̃ ∼ ⁵⁵ - - -			湿	801	wet	Jianchuan		xɛ̃55	wet / 湿	-	wet (190)	xɛ̃₅₅		-	7027					Adjective	1383	Allen2007, 420	Bai	wet(183)	-	x ɛ̃ ∼ ⁵⁵	-	15.83
11828	wet (141)	-			湿	0	wet	Jinman		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bai	wet(183)	-	-	-	15.83
11829	wet (141)	-			湿	0	wet	Jinxing		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bai	wet(183)	-	-	-	15.83
11830	wet (141)	x - ã ∼ ⁵⁵ - - -			湿	801	wet	Luobenzhuo		xã55	wet / 湿	-	wet (190)	xã₅₅		-	7027					Adjective	1383	Allen2007, 420	Bai	wet(183)	-	x ã ∼ ⁵⁵	-	15.83
11831	wet (141)	-			湿	0	wet	Mazhelong		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bai	wet(183)	-	-	-	15.83
11832	wet (141)	pʰ - ɛ - ⁵⁵ - - -			湿	801	wet	Qiliqiao		pʰɛ55	wet / 湿	-	wet (190)	pʰɛ₅₅		-	7027					Adjective	1388	Allen2007, 420	Bai	wet(183)	-	pʰ ɛ ⁵⁵	-	15.83
11833	wet (141)	pʰ i ɛ - ⁵⁵ - - -			湿	801	wet	Xiangyun		pʰiɛ55	wet / 湿	-	wet (190)	pʰiɛ₅₅		-	7027					Adjective	1394	Allen2007, 420	Bai	wet(183)	-	pʰ i ɛ ⁵⁵	-	15.83
11834	wet (141)	pʰ - ɛ - ⁵⁵ - - -			湿	801	wet	Yunlong		pʰɛ55	wet / 湿	-	wet (190)	pʰɛ₅₅		-	7027					Adjective	1388	Allen2007, 420	Bai	wet(183)	-	pʰ ɛ ⁵⁵	-	15.83
11835	wet (141)	-			湿	0	wet	Zhoucheng		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bai	wet(183)	-	-	-	15.83
11836	wet (141)	-			湿	0	wet	Cone_Tibetan		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bodic	wet(183)	-	-	-	15.83
11837	wet (141)	-			湿	0	wet	Lhasa_Tibetan		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Bodic	wet(183)	-	-	-	15.83
11838	wet (141)	-			湿	0	wet	Old_Tibetan		-	-	-	wet (190)	rlon		-	7027					Adjective	0	-	Bodic	wet(183)	-	-	-	15.83
11839	wet (141)	-			湿	0	wet	Achang_Lianghe		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11840	wet (141)	-			湿	0	wet	Achang_Longchuan		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11841	wet (141)	-			湿	0	wet	Achang_Luxi		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11842	wet (141)	-			湿	0	wet	Atsi		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11843	wet (141)	-			湿	0	wet	Bola		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11844	wet (141)	-			湿	0	wet	Burmese		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11845	wet (141)	-			湿	0	wet	Hpun		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11846	wet (141)	-			湿	0	wet	Lashi		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11847	wet (141)	-			湿	0	wet	Maru		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11848	wet (141)	-			湿	0	wet	Old_Burmese		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11849	wet (141)	-			湿	0	wet	Xiandau		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Burmish	wet(183)	-	-	-	15.83
11850	wet (141)	-			湿	0	wet	Dumi		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Kiranti	wet(183)	-	-	-	15.83
11851	wet (141)	-			湿	0	wet	Khaling		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Kiranti	wet(183)	-	-	-	15.83
11852	wet (141)	-			湿	0	wet	Limbu		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Kiranti	wet(183)	-	-	-	15.83
11853	wet (141)	-			湿	0	wet	Wambule		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Kiranti	wet(183)	-	-	-	15.83
11854	wet (141)	-			湿	0	wet	Yakkha		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Kiranti	wet(183)	-	-	-	15.83
11855	wet (141)	-			湿	0	wet	Yamphu		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Kiranti	wet(183)	-	-	-	15.83
11856	wet (141)	-			湿	0	wet	Dulong		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Nungish	wet(183)	-	-	-	15.83
11857	wet (141)	-			湿	0	wet	Jingpo		-	-	-	wet (190)	-		-	7027					Adjective	0	-	SAL	wet(183)	-	-	-	15.83
11858	wet (141)	-			湿	0	wet	Beijing		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Sinitic	wet(183)	-	-	-	15.83
11859	wet (141)	-			湿	0	wet	Caijia		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Sinitic	wet(183)	-	-	-	15.83
11860	wet (141)	-			湿	0	wet	Changsha		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Sinitic	wet(183)	-	-	-	15.83
11862	wet (141)	-			湿	0	wet	Guangzhou		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Sinitic	wet(183)	-	-	-	15.83
11863	wet (141)	-			湿	0	wet	Meixian		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Sinitic	wet(183)	-	-	-	15.83
11864	wet (141)	-			湿	801	wet	Old_Chinese		*[qʰ]ip	wet	濕	wet (190)	*[qʰ]ip		-	7027					Adjective	0	-	Sinitic	wet(183)	-	qʰ i p	-	15.83
11865	wet (141)	-			湿	0	wet	Xiamen		-	-	-	wet (190)	-		-	7027					Adjective	0	-	Sinitic	wet(183)	-	-	-	15.83
11866	wet (141)	-			湿	0	wet	Guiqiong		-	-	-	wet (190)	-		-	7027					Adjective	0	-	rGyalrongic	wet(183)	-	-	-	15.83
11867	wet (141)	-			湿	800	wet	Japhug		aci	-	-	wet (190)	aci		-	7027					Adjective	0	-	rGyalrongic	wet(183)	-	a c i	-	15.83
11868	wet (141)	-			湿	0	wet	Khroskyabs_Wobzi		-	-	-	wet (190)	-		-	7027					Adjective	0	-	rGyalrongic	wet(183)	-	-	-	15.83
11869	wet (141)	-			湿	0	wet	Muya		-	-	-	wet (190)	-		-	7027					Adjective	0	-	rGyalrongic	wet(183)	-	-	-	15.83
11870	wet (141)	-			湿	0	wet	Stau		-	-	-	wet (190)	-		-	7027					Adjective	0	-	rGyalrongic	wet(183)	-	-	-	15.83
11871	wet (141)	-			湿	0	wet	Tangut		-	-	-	wet (190)	-		-	7027					Adjective	0	-	rGyalrongic	wet(183)	-	-	-	15.83
11872	wet (141)	-			湿	0	wet	Zbu		-	-	-	wet (190)	-		-	7027					Adjective	0	-	rGyalrongic	wet(183)	-	-	-	15.83
13242						0	wet	Guzhang			濕	隰		dʑi¹³			7027						0							
13427						0	wet	Ganzhou		tshɔ2 səʔ5	wet (184)			ʦʰɔ³səʔ⁶			7027						0					ʦʰ ɔ ³ s ə ʔ ⁶		
13729						0	wet	Caijia									7027						0							
13989						0	wet	Jixi				潮		ʨˈie⁴⁴			7027						0							
14249						0	wet	Changshan									7027						0							
14769						0	wet	Dancun				濕		çiɛk³³			7027						0							
#
11873	what? (188)	-			设么	0	what	Dashi		-	-	-	what (191)	-		-	5491					Function word	0	-	Bai	what?(184)	what(96)	-	what(12)	17.64
11874	what? (188)	-			设么	0	what	Zhaozhuang		-	-	-	what (191)	-		-	5491					Function word	0	-	Bai	what?(184)	what(96)	-	what(12)	17.64
11875	what? (188)	-			设么	0	what	Ega		-	-	-	what (191)	-		-	5491					Function word	0	-	Bai	what?(184)	what(96)	-	what(12)	17.64
11876	what? (188)	-			设么	0	what	Enqi		-	-	-	what (191)	-		-	5491					Function word	0	-	Bai	what?(184)	what(96)	-	what(12)	17.64
11877	what? (188)	- a ⁵⁵ - - - n e - ³¹			设么	802	what	Eryuan		a55ne31	what / 什么	-	what (191)	a₅₅ne₃₁		-	5491					Function word	1395	Allen2007, 489	Bai	what?(184)	what(96)	a ⁵⁵ n e ³¹	what(12)	17.64
11878	what? (188)	-			设么	0	what	Gongxing		-	-	-	what (191)	-		-	5491					Function word	0	-	Bai	what?(184)	what(96)	-	what(12)	17.64
11879	what? (188)	- a ⁵⁵ - - - xʰ a - ³¹			设么	802	what	Heqi		a55xʰa31	what / 什么	-	what (191)	a₅₅xʰa₃₁		-	5491					Function word	1396	Allen2007, 489	Bai	what?(184)	what(96)	a ⁵⁵ xʰ a ³¹	what(12)	17.64
11880	what? (188)	- ɛ ⁵⁵ - - - x ɛ̃ ∼ ³¹			设么	802	what	Jianchuan		ɛ55xɛ̃31	what / 什么	-	what (191)	ɛ₅₅xɛ̃₃₁		-	5491					Function word	1396	Allen2007, 489	Bai	what?(184)	what(96)	ɛ ⁵⁵ x ɛ̃ ∼ ³¹	what(12)	17.64
11881	what? (188)	-			设么	0	what	Jinman		-	-	-	what (191)	-		-	5491					Function word	0	-	Bai	what?(184)	what(96)	-	what(12)	17.64
11882	what? (188)	-			设么	0	what	Jinxing		-	-	-	what (191)	-		-	5491					Function word	0	-	Bai	what?(184)	what(96)	-	what(12)	17.64
11883	what? (188)	- a ⁵⁵ - - - x ã ∼ ⁴²			设么	802	what	Luobenzhuo		a55xã42	what / 什么	-	what (191)	a₅₅xã₄₂		-	5491					Function word	1396	Allen2007, 489	Bai	what?(184)	what(96)	a ⁵⁵ x ã ∼ ⁴²	what(12)	17.64
11884	what? (188)	-			设么	0	what	Mazhelong		-	-	-	what (191)	-		-	5491					Function word	0	-	Bai	what?(184)	what(96)	-	what(12)	17.64
11885	what? (188)	x ɛ ³¹ - - - n e - ³¹			设么	802	what	Qiliqiao		xɛ31ne31	what / 什么	-	what (191)	xɛ₃₁ne₃₁		-	5491					Function word	1395	Allen2007, 489	Bai	what?(184)	what(96)	x ɛ ³¹ n e ³¹	what(12)	17.64
11886	what? (188)	- a ⁵⁵ l e ³¹ x ɔ - ⁴⁴			设么	802	what	Xiangyun		a55le31xɔ44	what / 什么	-	what (191)	a₅₅le₃₁xɔ₄₄		-	5491					Function word	1401	Allen2007, 489	Bai	what?(184)	what(96)	a ⁵⁵ l e ³¹ x ɔ ⁴⁴	what(12)	17.64
11887	what? (188)	- a ⁵⁵ - - - x e - ³¹			设么	802	what	Yunlong		a55xe31	what / 什么	-	what (191)	a₅₅xe₃₁		-	5491					Function word	1396	Allen2007, 489	Bai	what?(184)	what(96)	a ⁵⁵ x e ³¹	what(12)	17.64
11888	what? (188)	-			设么	0	what	Zhoucheng		-	-	-	what (191)	-		-	5491					Function word	0	-	Bai	what?(184)	what(96)	-	what(12)	17.64
11889	what? (188)	-			设么	0	what	Cone_Tibetan		-	-	-	what (191)	-		-	5491					Function word	0	-	Bodic	what?(184)	what(96)	-	what(12)	17.64
11890	what? (188)	-			设么	0	what	Lhasa_Tibetan		-	-	-	what (191)	-		-	5491					Function word	0	-	Bodic	what?(184)	what(96)	-	what(12)	17.64
11891	what? (188)	-			设么	805	what	Old_Tibetan		tɕʰi	what	何	what (191)	tɕʰi		-	5491					Function word	0	-	Bodic	what?(184)	what(96)	tɕʰ i	what(12)	17.64
11892	what? (188)	-			设么	0	what	Achang_Lianghe		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11893	what? (188)	-			设么	0	what	Achang_Longchuan		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11894	what? (188)	-			设么	0	what	Achang_Luxi		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11895	what? (188)	-			设么	0	what	Atsi		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11896	what? (188)	-			设么	0	what	Bola		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11897	what? (188)	-			设么	804	what	Burmese		ba	what	何	what (191)	ba		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	b a	what(12)	17.64
11898	what? (188)	-			设么	0	what	Hpun		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11899	what? (188)	-			设么	0	what	Lashi		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11900	what? (188)	-			设么	0	what	Maru		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11901	what? (188)	-			设么	0	what	Old_Burmese		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11902	what? (188)	-			设么	0	what	Xiandau		-	-	-	what (191)	-		-	5491					Function word	0	-	Burmish	what?(184)	what(96)	-	what(12)	17.64
11903	what? (188)	-			设么	0	what	Dumi		-	-	-	what (191)	-		-	5491					Function word	0	-	Kiranti	what?(184)	what(96)	-	what(12)	17.64
11904	what? (188)	-			设么	806	what	Khaling		ma^ŋ	what	何	what (191)	ma^ŋ		-	5491					Function word	0	-	Kiranti	what?(184)	what(96)	m a ^ ŋ	what(12)	17.64
11905	what? (188)	-			设么	805	what	Limbu		the	what	何	what (191)	the		-	5491					Function word	0	-	Kiranti	what?(184)	what(96)	tʰ e	what(12)	17.64
11906	what? (188)	-			设么	0	what	Wambule		-	-	-	what (191)	-		-	5491					Function word	0	-	Kiranti	what?(184)	what(96)	-	what(12)	17.64
11907	what? (188)	-			设么	0	what	Yakkha		-	-	-	what (191)	-		-	5491					Function word	0	-	Kiranti	what?(184)	what(96)	-	what(12)	17.64
11908	what? (188)	-			设么	0	what	Yamphu		-	-	-	what (191)	-		-	5491					Function word	0	-	Kiranti	what?(184)	what(96)	-	what(12)	17.64
11909	what? (188)	-			设么	0	what	Dulong		-	-	-	what (191)	-		-	5491					Function word	0	-	Nungish	what?(184)	what(96)	-	what(12)	17.64
11910	what? (188)	-			设么	0	what	Jingpo		-	-	-	what (191)	-		-	5491					Function word	0	-	SAL	what?(184)	what(96)	-	what(12)	17.64
11911	what? (188)	-			设么	0	what	Beijing		-	-	-	what (191)	-		-	5491					Function word	0	-	Sinitic	what?(184)	what(96)	-	what(12)	17.64
11912	what? (188)	-			设么	0	what	Caijia		-	-	-	what (191)	-		-	5491					Function word	0	-	Sinitic	what?(184)	what(96)	-	what(12)	17.64
11913	what? (188)	-			设么	0	what	Changsha		-	-	-	what (191)	-		-	5491					Function word	0	-	Sinitic	what?(184)	what(96)	-	what(12)	17.64
11915	what? (188)	-			设么	0	what	Guangzhou		-	-	-	what (191)	-		-	5491					Function word	0	-	Sinitic	what?(184)	what(96)	-	what(12)	17.64
11916	what? (188)	-			设么	0	what	Meixian		-	-	-	what (191)	-		-	5491					Function word	0	-	Sinitic	what?(184)	what(96)	-	what(12)	17.64
11917	what? (188)	-			设么	807	what	Old_Chinese		*[g]ˤaj	what?	何	what (191)	*[g]ˤaj		-	5491					Function word	0	-	Sinitic	what?(184)	what(96)	gˤ a j	what(12)	17.64
11918	what? (188)	-			设么	0	what	Xiamen		-	-	-	what (191)	-		-	5491					Function word	0	-	Sinitic	what?(184)	what(96)	-	what(12)	17.64
11919	what? (188)	-			设么	0	what	Guiqiong		-	-	-	what (191)	-		-	5491					Function word	0	-	rGyalrongic	what?(184)	what(96)	-	what(12)	17.64
11920	what? (188)	-		1	设么	802	what	Japhug	4871 (how)	%tɕʰi	what	何	what (191)	tɕʰi		-	5491					Function word	0	-	rGyalrongic	what?(184)	what(96)	tɕʰ i	what(12)	17.64
11921	what? (188)	-			设么	0	what	Khroskyabs_Wobzi		-	-	-	what (191)	-		-	5491					Function word	0	-	rGyalrongic	what?(184)	what(96)	-	what(12)	17.64
11922	what? (188)	-			设么	0	what	Muya		-	-	-	what (191)	-		-	5491					Function word	0	-	rGyalrongic	what?(184)	what(96)	-	what(12)	17.64
11923	what? (188)	-			设么	0	what	Stau		-	-	-	what (191)	-		-	5491					Function word	0	-	rGyalrongic	what?(184)	what(96)	-	what(12)	17.64
11924	what? (188)	-			设么	803	what	Tangut		xwa²	what	何	what (191)	xwa²		-	5491					Function word	0	-	rGyalrongic	what?(184)	what(96)	x w a ²	what(12)	17.64
11925	what? (188)	-			设么	0	what	Zbu		-	-	-	what (191)	-		-	5491					Function word	0	-	rGyalrongic	what?(184)	what(96)	-	what(12)	17.64
13243						0	what	Guzhang								none	5491						0							
13428						0	what	Ganzhou		sə̃2 mə	what (185)			sə̃³mə			5491						0					s ə̃ ∼ ³ m ə		
13730						0	what	Caijia									5491						0							
13990						0	what	Jixi				物X		mɤʔ³² nɤ²²			5491						0							
14250						0	what	Changshan									5491						0							
14510						0	what	Qimen			什么	X物		ɕi³³ ma³³			5491						0							
14770						0	what	Dancun				X		mɔt⁵⁵			5491						0							
#
11926	when? (170)	-			-	0	when	Dashi		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11927	when? (170)	-			-	0	when	Zhaozhuang		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11928	when? (170)	-			-	0	when	Ega		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11929	when? (170)	-			-	0	when	Enqi		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11930	when? (170)	-			-	0	when	Eryuan		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11931	when? (170)	-			-	0	when	Gongxing		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11932	when? (170)	-			-	0	when	Heqi		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11933	when? (170)	-			-	0	when	Jianchuan		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11934	when? (170)	-			-	0	when	Jinman		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11935	when? (170)	-			-	0	when	Jinxing		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11936	when? (170)	-			-	0	when	Luobenzhuo		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11937	when? (170)	-			-	0	when	Mazhelong		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11938	when? (170)	-			-	0	when	Qiliqiao		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11939	when? (170)	-			-	0	when	Xiangyun		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11940	when? (170)	-			-	0	when	Yunlong		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11941	when? (170)	-			-	0	when	Zhoucheng		-	-	-	when (192)	-		-	5493					Function word	0	-	Bai	when?(185)	-	-	-	17.65
11942	when? (170)	-			-	0	when	Cone_Tibetan		-	-	-	when (192)	-		-	5493					Function word	0	-	Bodic	when?(185)	-	-	-	17.65
11943	when? (170)	-			-	0	when	Lhasa_Tibetan		-	-	-	when (192)	-		-	5493					Function word	0	-	Bodic	when?(185)	-	-	-	17.65
11944	when? (170)	-			-	0	when	Old_Tibetan		-	-	-	when (192)	nam		-	5493					Function word	0	-	Bodic	when?(185)	-	-	-	17.65
11945	when? (170)	-			-	0	when	Achang_Lianghe		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11946	when? (170)	-			-	0	when	Achang_Longchuan		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11947	when? (170)	-			-	0	when	Achang_Luxi		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11948	when? (170)	-			-	0	when	Atsi		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11949	when? (170)	-			-	0	when	Bola		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11950	when? (170)	-			-	0	when	Burmese		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11951	when? (170)	-			-	0	when	Hpun		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11952	when? (170)	-			-	0	when	Lashi		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11953	when? (170)	-			-	0	when	Maru		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11954	when? (170)	-			-	0	when	Old_Burmese		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11955	when? (170)	-			-	0	when	Xiandau		-	-	-	when (192)	-		-	5493					Function word	0	-	Burmish	when?(185)	-	-	-	17.65
11956	when? (170)	-			-	0	when	Dumi		-	-	-	when (192)	-		-	5493					Function word	0	-	Kiranti	when?(185)	-	-	-	17.65
11957	when? (170)	-			-	0	when	Khaling		-	-	-	when (192)	-		-	5493					Function word	0	-	Kiranti	when?(185)	-	-	-	17.65
11958	when? (170)	-			-	0	when	Limbu		-	-	-	when (192)	-		-	5493					Function word	0	-	Kiranti	when?(185)	-	-	-	17.65
11959	when? (170)	-			-	0	when	Wambule		-	-	-	when (192)	-		-	5493					Function word	0	-	Kiranti	when?(185)	-	-	-	17.65
11960	when? (170)	-			-	0	when	Yakkha		-	-	-	when (192)	-		-	5493					Function word	0	-	Kiranti	when?(185)	-	-	-	17.65
11961	when? (170)	-			-	0	when	Yamphu		-	-	-	when (192)	-		-	5493					Function word	0	-	Kiranti	when?(185)	-	-	-	17.65
11962	when? (170)	-			-	0	when	Dulong		-	-	-	when (192)	-		-	5493					Function word	0	-	Nungish	when?(185)	-	-	-	17.65
11963	when? (170)	-			-	0	when	Jingpo		-	-	-	when (192)	-		-	5493					Function word	0	-	SAL	when?(185)	-	-	-	17.65
11964	when? (170)	-			-	0	when	Beijing		-	-	-	when (192)	-		-	5493					Function word	0	-	Sinitic	when?(185)	-	-	-	17.65
11965	when? (170)	-			-	0	when	Caijia		-	-	-	when (192)	-		-	5493					Function word	0	-	Sinitic	when?(185)	-	-	-	17.65
11966	when? (170)	-			-	0	when	Changsha		-	-	-	when (192)	-		-	5493					Function word	0	-	Sinitic	when?(185)	-	-	-	17.65
11968	when? (170)	-			-	0	when	Guangzhou		-	-	-	when (192)	-		-	5493					Function word	0	-	Sinitic	when?(185)	-	-	-	17.65
11969	when? (170)	-			-	0	when	Meixian		-	-	-	when (192)	-		-	5493					Function word	0	-	Sinitic	when?(185)	-	-	-	17.65
11970	when? (170)	-			-	809	when	Old_Chinese	12500 (the work)	-	-	-	when (192)	-		-	5493					Function word	0	-	Sinitic	when?(185)	-	◦	-	17.65
11971	when? (170)	-			-	0	when	Xiamen		-	-	-	when (192)	-		-	5493					Function word	0	-	Sinitic	when?(185)	-	-	-	17.65
11972	when? (170)	-			-	0	when	Guiqiong		-	-	-	when (192)	-		-	5493					Function word	0	-	rGyalrongic	when?(185)	-	-	-	17.65
11973	when? (170)	-			-	808	when	Japhug		thɤjɕu	-	-	when (192)	thɤjɕu		-	5493					Function word	0	-	rGyalrongic	when?(185)	-	tʰ ɤ jɕ u	-	17.65
11974	when? (170)	-			-	0	when	Khroskyabs_Wobzi		-	-	-	when (192)	-		-	5493					Function word	0	-	rGyalrongic	when?(185)	-	-	-	17.65
11975	when? (170)	-			-	0	when	Muya		-	-	-	when (192)	-		-	5493					Function word	0	-	rGyalrongic	when?(185)	-	-	-	17.65
11976	when? (170)	-			-	0	when	Stau		-	-	-	when (192)	-		-	5493					Function word	0	-	rGyalrongic	when?(185)	-	-	-	17.65
11977	when? (170)	-			-	0	when	Tangut		-	-	-	when (192)	-		-	5493					Function word	0	-	rGyalrongic	when?(185)	-	-	-	17.65
11978	when? (170)	-			-	0	when	Zbu		-	-	-	when (192)	-		-	5493					Function word	0	-	rGyalrongic	when?(185)	-	-	-	17.65
13244						0	when	Guzhang			什麼時候 (時間較長）	何X		o¹³ tɕʰi³³			5493						0							
13731						0	when	Caijia									5493						0							
13991						0	when	Jixi				哪一X		na²¹³ ieʔ³² ɕiaʔ³²		na213 character identification doubtful.	5493						0							
