# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD
14251						0	when	Changshan									5493						0							
14511						0	when	Qimen			什么时候	何X儿		xɑ⁵⁵ kɑn⁴³⁵			5493						0							
14771						0	when	Dancun				幾時		ki⁵⁵ si³⁵			5493						0							
14780						0	when	Guzhang			什麼時候 （時間較短）-	何個時候-		o¹³ kəɯ³³ si¹³ xəɯ-									0							
#
11979	where? (181)	-			哪里	0	where	Dashi		-	-	-	where (193)	-		-	5492					Function word	0	-	Bai	where?(186)	-	-	-	17.66
11980	where? (181)	-			哪里	0	where	Zhaozhuang		-	-	-	where (193)	-		-	5492					Function word	0	-	Bai	where?(186)	-	-	-	17.66
11981	where? (181)	-			哪里	0	where	Ega		-	-	-	where (193)	-		-	5492					Function word	0	-	Bai	where?(186)	-	-	-	17.66
11982	where? (181)	-			哪里	0	where	Enqi		-	-	-	where (193)	-		-	5492					Function word	0	-	Bai	where?(186)	-	-	-	17.66
11983	where? (181)	- a - ⁵⁵ n a - ⁴⁴ - - - -			哪里	811	where	Eryuan		a55na44	where / 哪里	-	where (193)	a₅₅na₄₄		-	5492					Function word	1402	Allen2007, 490	Bai	where?(186)	-	a ⁵⁵ n a ⁴⁴	-	17.66
11984	where? (181)	-			哪里	0	where	Gongxing		-	-	-	where (193)	-		-	5492					Function word	0	-	Bai	where?(186)	-	-	-	17.66
11985	where? (181)	m a - ⁴⁴ l ɯ - ³³ - - - -			哪里	811	where	Heqi		ma44lɯ33	where / 哪里	-	where (193)	ma₄₄lɯ₃₃		-	5492					Function word	1403	Allen2007, 490	Bai	where?(186)	-	m a ⁴⁴ l ɯ ³³	-	17.66
11986	where? (181)	- a - ⁵⁵ n a - ⁴⁴ - - - -			哪里	811	where	Jianchuan		a55na44	where / 哪里	-	where (193)	a₅₅na₄₄		-	5492					Function word	1402	Allen2007, 490	Bai	where?(186)	-	a ⁵⁵ n a ⁴⁴	-	17.66
11987	where? (181)	-			哪里	0	where	Jinman		-	-	-	where (193)	-		-	5492					Function word	0	-	Bai	where?(186)	-	-	-	17.66
11988	where? (181)	-			哪里	0	where	Jinxing		-	-	-	where (193)	-		-	5492					Function word	0	-	Bai	where?(186)	-	-	-	17.66
11989	where? (181)	- a - ⁵⁵ m ã ∼ ⁵⁵ - - - -			哪里	811	where	Luobenzhuo		a55mã55	where / 哪里	-	where (193)	a₅₅mã₅₅		-	5492					Function word	1405	Allen2007, 490	Bai	where?(186)	-	a ⁵⁵ m ã ∼ ⁵⁵	-	17.66
11990	where? (181)	-			哪里	0	where	Mazhelong		-	-	-	where (193)	-		-	5492					Function word	0	-	Bai	where?(186)	-	-	-	17.66
11991	where? (181)	- a - ⁵⁵ n a - ⁴⁴ - - - -			哪里	811	where	Qiliqiao		a55na44	where / 哪里	-	where (193)	a₅₅na₄₄		-	5492					Function word	1402	Allen2007, 490	Bai	where?(186)	-	a ⁵⁵ n a ⁴⁴	-	17.66
11992	where? (181)	t͡ɕ ɛ̃ ∼ ³⁵ t͡s ɿ - ⁵⁵ x o u ³³			哪里	811	where	Xiangyun		tɕɛ̃35tsɿ55xou33	where / 哪里	-	where (193)	t͡ɕɛ̃₃₅t͡sɿ₅₅xou₃₃		-	5492					Function word	1408	Allen2007, 490	Bai	where?(186)	-	t͡ɕ ɛ̃ ∼ ³⁵ t͡s ɿ ⁵⁵ x o u ³³	-	17.66
11993	where? (181)	- a - ⁵⁵ n a - ⁴⁴ - - - -			哪里	811	where	Yunlong		a55na44	where / 哪里	-	where (193)	a₅₅na₄₄		-	5492					Function word	1402	Allen2007, 490	Bai	where?(186)	-	a ⁵⁵ n a ⁴⁴	-	17.66
11994	where? (181)	-			哪里	0	where	Zhoucheng		-	-	-	where (193)	-		-	5492					Function word	0	-	Bai	where?(186)	-	-	-	17.66
11995	where? (181)	-			哪里	0	where	Cone_Tibetan		-	-	-	where (193)	-		-	5492					Function word	0	-	Bodic	where?(186)	-	-	-	17.66
11996	where? (181)	-			哪里	0	where	Lhasa_Tibetan		-	-	-	where (193)	-		-	5492					Function word	0	-	Bodic	where?(186)	-	-	-	17.66
11997	where? (181)	-			哪里	0	where	Old_Tibetan		-	-	-	where (193)	ga.na		-	5492					Function word	0	-	Bodic	where?(186)	-	-	-	17.66
11998	where? (181)	-			哪里	0	where	Achang_Lianghe		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
11999	where? (181)	-			哪里	0	where	Achang_Longchuan		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12000	where? (181)	-			哪里	0	where	Achang_Luxi		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12001	where? (181)	-			哪里	0	where	Atsi		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12002	where? (181)	-			哪里	0	where	Bola		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12003	where? (181)	-			哪里	0	where	Burmese		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12004	where? (181)	-			哪里	0	where	Hpun		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12005	where? (181)	-			哪里	0	where	Lashi		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12006	where? (181)	-			哪里	0	where	Maru		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12007	where? (181)	-			哪里	0	where	Old_Burmese		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12008	where? (181)	-			哪里	0	where	Xiandau		-	-	-	where (193)	-		-	5492					Function word	0	-	Burmish	where?(186)	-	-	-	17.66
12009	where? (181)	-			哪里	0	where	Dumi		-	-	-	where (193)	-		-	5492					Function word	0	-	Kiranti	where?(186)	-	-	-	17.66
12010	where? (181)	-			哪里	0	where	Khaling		-	-	-	where (193)	-		-	5492					Function word	0	-	Kiranti	where?(186)	-	-	-	17.66
12011	where? (181)	-			哪里	0	where	Limbu		-	-	-	where (193)	-		-	5492					Function word	0	-	Kiranti	where?(186)	-	-	-	17.66
12012	where? (181)	-			哪里	0	where	Wambule		-	-	-	where (193)	-		-	5492					Function word	0	-	Kiranti	where?(186)	-	-	-	17.66
12013	where? (181)	-			哪里	0	where	Yakkha		-	-	-	where (193)	-		-	5492					Function word	0	-	Kiranti	where?(186)	-	-	-	17.66
12014	where? (181)	-			哪里	0	where	Yamphu		-	-	-	where (193)	-		-	5492					Function word	0	-	Kiranti	where?(186)	-	-	-	17.66
12015	where? (181)	-			哪里	0	where	Dulong		-	-	-	where (193)	-		-	5492					Function word	0	-	Nungish	where?(186)	-	-	-	17.66
12016	where? (181)	-			哪里	0	where	Jingpo		-	-	-	where (193)	-		-	5492					Function word	0	-	SAL	where?(186)	-	-	-	17.66
12017	where? (181)	-			哪里	0	where	Beijing		-	-	-	where (193)	-		-	5492					Function word	0	-	Sinitic	where?(186)	-	-	-	17.66
12018	where? (181)	-			哪里	0	where	Caijia		-	-	-	where (193)	-		-	5492					Function word	0	-	Sinitic	where?(186)	-	-	-	17.66
12019	where? (181)	-			哪里	0	where	Changsha		-	-	-	where (193)	-		-	5492					Function word	0	-	Sinitic	where?(186)	-	-	-	17.66
12021	where? (181)	-			哪里	0	where	Guangzhou		-	-	-	where (193)	-		-	5492					Function word	0	-	Sinitic	where?(186)	-	-	-	17.66
12022	where? (181)	-			哪里	0	where	Meixian		-	-	-	where (193)	-		-	5492					Function word	0	-	Sinitic	where?(186)	-	-	-	17.66
12023	where? (181)	-			哪里	811	where	Old_Chinese		*[g]ˤaj *t.qʰaʔ	where?	何處	where (193)	*[g]ˤaj *t.qʰaʔ		-	5492					Function word	0	-	Sinitic	where?(186)	-	gˤ a j _ t qʰ a ʔ	-	17.66
12024	where? (181)	-			哪里	0	where	Xiamen		-	-	-	where (193)	-		-	5492					Function word	0	-	Sinitic	where?(186)	-	-	-	17.66
12025	where? (181)	-			哪里	0	where	Guiqiong		-	-	-	where (193)	-		-	5492					Function word	0	-	rGyalrongic	where?(186)	-	-	-	17.66
12026	where? (181)	-			哪里	810	where	Japhug		ŋotɕu	-	-	where (193)	ŋotɕu		-	5492					Function word	0	-	rGyalrongic	where?(186)	-	ŋ o tɕ u	-	17.66
12027	where? (181)	-			哪里	0	where	Khroskyabs_Wobzi		-	-	-	where (193)	-		-	5492					Function word	0	-	rGyalrongic	where?(186)	-	-	-	17.66
12028	where? (181)	-			哪里	0	where	Muya		-	-	-	where (193)	-		-	5492					Function word	0	-	rGyalrongic	where?(186)	-	-	-	17.66
12029	where? (181)	-			哪里	0	where	Stau		-	-	-	where (193)	-		-	5492					Function word	0	-	rGyalrongic	where?(186)	-	-	-	17.66
12030	where? (181)	-			哪里	0	where	Tangut		-	-	-	where (193)	-		-	5492					Function word	0	-	rGyalrongic	where?(186)	-	-	-	17.66
12031	where? (181)	-			哪里	0	where	Zbu		-	-	-	where (193)	-		-	5492					Function word	0	-	rGyalrongic	where?(186)	-	-	-	17.66
13245						0	where	Guzhang			什麼地方	何X		o¹³ ɲi³³			5492						0							
13732						0	where	Caijia									5492						0							
13992						0	where	Jixi				哪X		na²¹³ xa³⁵		character identification doubtful.	5492						0							
14252						0	where	Changshan									5492						0							
14512						0	where	Qimen			哪里	何X		xɑ⁵⁵ tan⁰			5492						0							
14772						0	where	Dancun				哪		nai³⁵			5492						0							
14810						0	where	Qimen			哪里	何X		xɑ⁵⁵ ti⁰									0							
14814						0	where	Qimen			哪里	何X		xɑ⁵⁵ ti⁰									0							
#
12032	white (148)	p ɚ ⁴²			白	812	white	Dashi		pɚ42	white	-	white (194)	pɚ₄₂		-	5825					Adjective	1409	Wang2006a, 1006	Bai	white(187)	white(97)	p ɚ ⁴²	white(79)	15.64
12033	white (148)	-			白	0	white	Zhaozhuang		-	-	-	white (194)	-		-	5825					Adjective	0	-	Bai	white(187)	white(97)	-	white(79)	15.64
12034	white (148)	p a ⁴²			白	812	white	Ega		pa42	white	-	white (194)	pa₄₂		-	5825					Adjective	1409	Wang2006a, 1006	Bai	white(187)	white(97)	p a ⁴²	white(79)	15.64
12035	white (148)	p a ²¹			白	812	white	Enqi		pa21	white	-	white (194)	pa₂₁		-	5825					Adjective	1409	Wang2006a, 1006	Bai	white(187)	white(97)	p a ²¹	white(79)	15.64
12036	white (148)	p ɛ ⁴²			白	812	white	Eryuan		pɛ42	white / 白	-	white (194)	pɛ₄₂		-	5825					Adjective	1409	Allen2007, 409	Bai	white(187)	white(97)	p ɛ ⁴²	white(79)	15.64
12037	white (148)	b æ ²¹			白	812	white	Gongxing		bæ21	white	-	white (194)	bæ₂₁		-	5825					Adjective	1409	Wang2006a, 1006	Bai	white(187)	white(97)	b æ ²¹	white(79)	15.64
12038	white (148)	p ɛ ⁴²			白	812	white	Heqi		pɛ42	white / 白	-	white (194)	pɛ₄₂		-	5825					Adjective	1409	Allen2007, 409	Bai	white(187)	white(97)	p ɛ ⁴²	white(79)	15.64
12039	white (148)	p ɛ ⁴²			白	812	white	Jianchuan		pɛ42	white / 白	-	white (194)	pɛ₄₂		-	5825					Adjective	1409	Allen2007, 409	Bai	white(187)	white(97)	p ɛ ⁴²	white(79)	15.64
12040	white (148)	p a ⁴²			白	812	white	Jinman		pa42	white	-	white (194)	pa₄₂		-	5825					Adjective	1409	Wang2006a, 1006	Bai	white(187)	white(97)	p a ⁴²	white(79)	15.64
12041	white (148)	p a ⁴²			白	812	white	Jinxing		pa42	white	-	white (194)	pa₄₂		-	5825					Adjective	1409	Wang2006a, 1006	Bai	white(187)	white(97)	p a ⁴²	white(79)	15.64
12042	white (148)	p a ⁴⁴			白	812	white	Luobenzhuo		pa44	white / 白	-	white (194)	pa₄₄		-	5825					Adjective	1409	Allen2007, 409	Bai	white(187)	white(97)	p a ⁴⁴	white(79)	15.64
12043	white (148)	pʰ ɚ ⁴²			白	812	white	Mazhelong		pʰɚ42	white	-	white (194)	pʰɚ₄₂		-	5825					Adjective	1409	Wang2006a, 1006	Bai	white(187)	white(97)	pʰ ɚ ⁴²	white(79)	15.64
12044	white (148)	p ɛ ⁴²			白	812	white	Qiliqiao		pɛ42	white / 白	-	white (194)	pɛ₄₂		-	5825					Adjective	1409	Allen2007, 409	Bai	white(187)	white(97)	p ɛ ⁴²	white(79)	15.64
12045	white (148)	p ɛ ⁴²			白	812	white	Xiangyun		pɛ42	white / 白	-	white (194)	pɛ₄₂		-	5825					Adjective	1409	Allen2007, 409	Bai	white(187)	white(97)	p ɛ ⁴²	white(79)	15.64
12046	white (148)	p ɛ ⁴²			白	812	white	Yunlong		pɛ42	white / 白	-	white (194)	pɛ₄₂		-	5825					Adjective	1409	Allen2007, 409	Bai	white(187)	white(97)	p ɛ ⁴²	white(79)	15.64
12047	white (148)	p ɛ ⁴²			白	812	white	Zhoucheng		pɛ42	white	-	white (194)	pɛ₄₂		-	5825					Adjective	1409	Wang2006a, 1006	Bai	white(187)	white(97)	p ɛ ⁴²	white(79)	15.64
12048	white (148)	-			白	0	white	Cone_Tibetan		-	-	-	white (194)	-		-	5825					Adjective	0	-	Bodic	white(187)	white(97)	-	white(79)	15.64
12049	white (148)	-			白	0	white	Lhasa_Tibetan		-	-	-	white (194)	-		-	5825					Adjective	0	-	Bodic	white(187)	white(97)	-	white(79)	15.64
12050	white (148)	-			白	815	white	Old_Tibetan		dkar-	white	白	white (194)	dkar-		-	5825					Adjective	0	-	Bodic	white(187)	white(97)	d k a r ◦	white(79)	15.64
12051	white (148)	-			白	0	white	Achang_Lianghe		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12052	white (148)	-			白	0	white	Achang_Longchuan		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12053	white (148)	-			白	0	white	Achang_Luxi		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12054	white (148)	-			白	0	white	Atsi		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12055	white (148)	-			白	0	white	Bola		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12056	white (148)	-			白	814	white	Burmese		pʰru	white	白	white (194)	pʰru		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	pʰ r u	white(79)	15.64
12057	white (148)	-			白	0	white	Hpun		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12058	white (148)	-			白	0	white	Lashi		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12059	white (148)	-			白	0	white	Maru		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12060	white (148)	-			白	0	white	Old_Burmese		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12061	white (148)	-			白	0	white	Xiandau		-	-	-	white (194)	-		-	5825					Adjective	0	-	Burmish	white(187)	white(97)	-	white(79)	15.64
12062	white (148)	-			白	0	white	Dumi		-	-	-	white (194)	-		-	5825					Adjective	0	-	Kiranti	white(187)	white(97)	-	white(79)	15.64
12063	white (148)	-			白	817	white	Khaling		bubûm	white	白	white (194)	bubûm		-	5825					Adjective	0	-	Kiranti	white(187)	white(97)	b u b û m	white(79)	15.64
12064	white (148)	-			白	816	white	Limbu		phɔ	white	白	white (194)	phɔ		-	5825					Adjective	0	-	Kiranti	white(187)	white(97)	pʰ ɔ	white(79)	15.64
12065	white (148)	-			白	0	white	Wambule		-	-	-	white (194)	-		-	5825					Adjective	0	-	Kiranti	white(187)	white(97)	-	white(79)	15.64
12066	white (148)	-			白	0	white	Yakkha		-	-	-	white (194)	-		-	5825					Adjective	0	-	Kiranti	white(187)	white(97)	-	white(79)	15.64
12067	white (148)	-			白	0	white	Yamphu		-	-	-	white (194)	-		-	5825					Adjective	0	-	Kiranti	white(187)	white(97)	-	white(79)	15.64
12068	white (148)	-			白	0	white	Dulong		-	-	-	white (194)	-		-	5825					Adjective	0	-	Nungish	white(187)	white(97)	-	white(79)	15.64
12069	white (148)	-			白	0	white	Jingpo		-	-	-	white (194)	-		-	5825					Adjective	0	-	SAL	white(187)	white(97)	-	white(79)	15.64
12070	white (148)	-			白	0	white	Beijing		-	-	-	white (194)	-		-	5825					Adjective	0	-	Sinitic	white(187)	white(97)	-	white(79)	15.64
12071	white (148)	-			白	0	white	Caijia		-	-	-	white (194)	-		-	5825					Adjective	0	-	Sinitic	white(187)	white(97)	-	white(79)	15.64
12072	white (148)	-			白	0	white	Changsha		-	-	-	white (194)	-		-	5825					Adjective	0	-	Sinitic	white(187)	white(97)	-	white(79)	15.64
12074	white (148)	-			白	0	white	Guangzhou		-	-	-	white (194)	-		-	5825					Adjective	0	-	Sinitic	white(187)	white(97)	-	white(79)	15.64
12075	white (148)	-			白	0	white	Meixian		-	-	-	white (194)	-		-	5825					Adjective	0	-	Sinitic	white(187)	white(97)	-	white(79)	15.64
12076	white (148)	-			白	818	white	Old_Chinese		*bˤrak	white	白	white (194)	*bˤrak		-	5825					Adjective	0	-	Sinitic	white(187)	white(97)	bˤ r a k	white(79)	15.64
12077	white (148)	-			白	0	white	Xiamen		-	-	-	white (194)	-		-	5825					Adjective	0	-	Sinitic	white(187)	white(97)	-	white(79)	15.64
12078	white (148)	-			白	0	white	Guiqiong		-	-	-	white (194)	-		-	5825					Adjective	0	-	rGyalrongic	white(187)	white(97)	-	white(79)	15.64
12079	white (148)	-			白	813	white	Japhug		wɣrum	white	白	white (194)	wɣrum		-	5825					Adjective	0	-	rGyalrongic	white(187)	white(97)	w ɣ r u m	white(79)	15.64
12080	white (148)	-			白	0	white	Khroskyabs_Wobzi		-	-	-	white (194)	-		-	5825					Adjective	0	-	rGyalrongic	white(187)	white(97)	-	white(79)	15.64
12081	white (148)	-			白	0	white	Muya		-	-	-	white (194)	-		-	5825					Adjective	0	-	rGyalrongic	white(187)	white(97)	-	white(79)	15.64
12082	white (148)	-			白	0	white	Stau		-	-	-	white (194)	-		-	5825					Adjective	0	-	rGyalrongic	white(187)	white(97)	-	white(79)	15.64
12083	white (148)	-			白	813	white	Tangut		phiow¹	white	白	white (194)	phiow¹		-	5825					Adjective	0	-	rGyalrongic	white(187)	white(97)	pʰ i o w ¹	white(79)	15.64
12084	white (148)	-			白	0	white	Zbu		-	-	-	white (194)	-		-	5825					Adjective	0	-	rGyalrongic	white(187)	white(97)	-	white(79)	15.64
13246						0	white	Guzhang			白	白		pʰo⁵⁵			5825						0							
13429						0	white	Ganzhou		pəʔ5	white (186)			pəʔ⁶			5825						0					p ə ʔ ⁶		
13733						0	white	Caijia									5825						0							
13993						0	white	Jixi				白		pˈɔʔ³²			5825						0							
14253						0	white	Changshan									5825						0							
#
12085	who? (189)	-			谁	0	who	Dashi		-	-	-	who (195)	-		-	5490					Function word	0	-	Bai	who?(188)	who(98)	-	who(6)	17.68
12086	who? (189)	-			谁	0	who	Zhaozhuang		-	-	-	who (195)	-		-	5490					Function word	0	-	Bai	who?(188)	who(98)	-	who(6)	17.68
12087	who? (189)	-			谁	0	who	Ega		-	-	-	who (195)	-		-	5490					Function word	0	-	Bai	who?(188)	who(98)	-	who(6)	17.68
12088	who? (189)	-			谁	0	who	Enqi		-	-	-	who (195)	-		-	5490					Function word	0	-	Bai	who?(188)	who(98)	-	who(6)	17.68
12089	who? (189)	- - - a ³¹ t ɔ ²¹ - -			谁	819	who	Eryuan		a31tɔ21	who / 谁	-	who (195)	a₃₁tɔ₂₁		-	5490					Function word	1410	Allen2007, 488	Bai	who?(188)	who(98)	a ³¹ t ɔ ²¹	who(6)	17.68
12090	who? (189)	-			谁	0	who	Gongxing		-	-	-	who (195)	-		-	5490					Function word	0	-	Bai	who?(188)	who(98)	-	who(6)	17.68
12091	who? (189)	- - m a ⁴⁴ t ɯ ²¹ - -			谁	819	who	Heqi		ma44tɯ21	who / 谁	-	who (195)	ma₄₄tɯ₂₁		-	5490					Function word	1411	Allen2007, 488	Bai	who?(188)	who(98)	m a ⁴⁴ t ɯ ²¹	who(6)	17.68
12092	who? (189)	- - - a ³¹ t o ²¹ - -			谁	819	who	Jianchuan		a31to21	who / 谁	-	who (195)	a₃₁to₂₁		-	5490					Function word	1410	Allen2007, 488	Bai	who?(188)	who(98)	a ³¹ t o ²¹	who(6)	17.68
12093	who? (189)	-			谁	0	who	Jinman		-	-	-	who (195)	-		-	5490					Function word	0	-	Bai	who?(188)	who(98)	-	who(6)	17.68
12094	who? (189)	-			谁	0	who	Jinxing		-	-	-	who (195)	-		-	5490					Function word	0	-	Bai	who?(188)	who(98)	-	who(6)	17.68
12095	who? (189)	- - - a ⁵⁵ t ɔ ³¹ - -			谁	819	who	Luobenzhuo		a55tɔ31	who / 谁	-	who (195)	a₅₅tɔ₃₁		-	5490					Function word	1410	Allen2007, 488	Bai	who?(188)	who(98)	a ⁵⁵ t ɔ ³¹	who(6)	17.68
12096	who? (189)	-			谁	0	who	Mazhelong		-	-	-	who (195)	-		-	5490					Function word	0	-	Bai	who?(188)	who(98)	-	who(6)	17.68
12097	who? (189)	- - - a ⁵⁵ ɲ i ²¹ - -			谁	819	who	Qiliqiao		a55ɲi21	who / 谁	-	who (195)	a₅₅ɲi₂₁		-	5490					Function word	1415	Allen2007, 488	Bai	who?(188)	who(98)	a ⁵⁵ ɲ i ²¹	who(6)	17.68
12098	who? (189)	- - - a ⁵⁵ t ɔ ²¹ i ⁴⁴			谁	819	who	Xiangyun		a55tɔ21i44	who / 谁	-	who (195)	a₅₅tɔ₂₁i₄₄		-	5490					Function word	1410	Allen2007, 488	Bai	who?(188)	who(98)	a ⁵⁵ t ɔ ²¹ i ⁴⁴	who(6)	17.68
12099	who? (189)	a ⁵⁵ n a ⁴⁴ ɲ i ²¹ - -			谁	819	who	Yunlong		a55na44ɲi21	who / 谁	-	who (195)	a₅₅na₄₄ɲi₂₁		-	5490					Function word	1417	Allen2007, 488	Bai	who?(188)	who(98)	a ⁵⁵ n a ⁴⁴ ɲ i ²¹	who(6)	17.68
12100	who? (189)	-			谁	0	who	Zhoucheng		-	-	-	who (195)	-		-	5490					Function word	0	-	Bai	who?(188)	who(98)	-	who(6)	17.68
12101	who? (189)	-			谁	0	who	Cone_Tibetan		-	-	-	who (195)	-		-	5490					Function word	0	-	Bodic	who?(188)	who(98)	-	who(6)	17.68
12102	who? (189)	-			谁	0	who	Lhasa_Tibetan		-	-	-	who (195)	-		-	5490					Function word	0	-	Bodic	who?(188)	who(98)	-	who(6)	17.68
12103	who? (189)	-			谁	820	who	Old_Tibetan		su	who	孰	who (195)	su		-	5490					Function word	0	-	Bodic	who?(188)	who(98)	s u	who(6)	17.68
12104	who? (189)	-			谁	0	who	Achang_Lianghe		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12105	who? (189)	-			谁	0	who	Achang_Longchuan		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12106	who? (189)	-			谁	0	who	Achang_Luxi		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12107	who? (189)	-			谁	0	who	Atsi		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12108	who? (189)	-			谁	0	who	Bola		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12109	who? (189)	-			谁	820	who	Burmese		bay.su	who	孰	who (195)	bay.su		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	b a y s u	who(6)	17.68
12110	who? (189)	-			谁	0	who	Hpun		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12111	who? (189)	-			谁	0	who	Lashi		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12112	who? (189)	-			谁	0	who	Maru		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12113	who? (189)	-			谁	0	who	Old_Burmese		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12114	who? (189)	-			谁	0	who	Xiandau		-	-	-	who (195)	-		-	5490					Function word	0	-	Burmish	who?(188)	who(98)	-	who(6)	17.68
12115	who? (189)	-			谁	0	who	Dumi		-	-	-	who (195)	-		-	5490					Function word	0	-	Kiranti	who?(188)	who(98)	-	who(6)	17.68
12116	who? (189)	-			谁	820	who	Khaling		sʉ	who	孰	who (195)	sʉ		-	5490					Function word	0	-	Kiranti	who?(188)	who(98)	s ʉ	who(6)	17.68
12117	who? (189)	-			谁	821	who	Limbu		ha:t	who	孰	who (195)	ha:t		-	5490					Function word	0	-	Kiranti	who?(188)	who(98)	ʰa: t	who(6)	17.68
12118	who? (189)	-			谁	0	who	Wambule		-	-	-	who (195)	-		-	5490					Function word	0	-	Kiranti	who?(188)	who(98)	-	who(6)	17.68
12119	who? (189)	-			谁	0	who	Yakkha		-	-	-	who (195)	-		-	5490					Function word	0	-	Kiranti	who?(188)	who(98)	-	who(6)	17.68
12120	who? (189)	-			谁	0	who	Yamphu		-	-	-	who (195)	-		-	5490					Function word	0	-	Kiranti	who?(188)	who(98)	-	who(6)	17.68
