# EDICTOR
@modified: 2015-01-20 10:39
#
ID	DOCULECT	CONCEPT	IPA	TOKENS	ALIGNMENT	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	SOURCE	ID_IN_SOURCE	COGID	CHINESE_GLOSS	PST	POS
2215	Ega	one	a₄₂	a ₄₂	- a ₄₂	a42	one	Wang2006a	797	217	?	VT	?
2216	Jinman	one	a₄₂	a ₄₂	- a ₄₂	a42	one	Wang2006a	797	217	?	VT	?
2217	Jinxing	one	a₄₂	a ₄₂	- a ₄₂	a42	one	Wang2006a	797	217	?	VT	?
2218	Zhoucheng	one	a₃₁	a ₃₁	- a ₃₁	a31	one	Wang2006a	797	217	?	VT	?
2219	Mazhelong	one	a₂₁	a ₂₁	- a ₂₁	a21	one	Wang2006a	797	217	?	VT	?
2220	Jianchuan	one	ji₄₄	j i ₄₄	j i ₄₄	ji44	one	Allen2007	450	217	一	CVT	?
2221	Eryuan	one	ji₄₄	j i ₄₄	j i ₄₄	ji44	one	Allen2007	450	217	一	CVT	?
2222	Heqi	one	ji₄₄	j i ₄₄	j i ₄₄	ji44	one	Allen2007	450	217	一	CVT	?
2223	Lanping	one	ji₄₄	j i ₄₄	j i ₄₄	ji44	one	Allen2007	450	217	一	CVT	?
2224	Qiliqiao	one	ji₄₄	j i ₄₄	j i ₄₄	ji44	one	Allen2007	450	217	一	CVT	?
2225	Yunlong	one	ji₄₄	j i ₄₄	j i ₄₄	ji44/a31	one	Allen2007	450	217	一	CVT	?
2226	Xiangyun	one	a₃₁	a ₃₁	- a ₃₁	a31	one	Allen2007	450	217	一	VT	?
2227	Luobenzhuo	one	ʔi₅₅	ʔ i ₅₅	ʔ i ₅₅	ʔi55	one	Allen2007	450	217	一	CVT	?
#
2228	Tuoluo	open	qʰɚ̃₅₅	qʰ ɚ̃ ₅₅	qʰ ɚ̃ ₅₅	qʰɚ̃55	open	Wang2006a	1461	369	?	CVT	verb
2229	Gongxing	open	qʰe₅₅	qʰ e ₅₅	qʰ e ₅₅	qʰe55	open	Wang2006a	1461	369	?	CVT	verb
2230	Enqi	open	qʰɯ₂₄	qʰ ɯ ₂₄	qʰ ɯ ₂₄	qʰɯ24	open	Wang2006a	1461	369	?	CVT	verb
2231	Ega	open	qʰɯ₅₅	qʰ ɯ ₅₅	qʰ ɯ ₅₅	qʰɯ55	open	Wang2006a	1461	369	?	CVT	verb
2232	Jinman	open	qʰɯ̃₅₅	qʰ ɯ̃ ₅₅	qʰ ɯ̃ ₅₅	qʰɯ̃55	open	Wang2006a	1461	369	?	CVT	verb
2233	Jinxing	open	kʰɯ₅₅	kʰ ɯ ₅₅	kʰ ɯ ₅₅	kʰɯ55	open	Wang2006a	1461	369	?	CVT	verb
2234	Dashi	open	kʰɯ₅₅	kʰ ɯ ₅₅	kʰ ɯ ₅₅	kʰɯ55	open	Wang2006a	1461	369	?	CVT	verb
2235	Zhoucheng	open	kʰɯ₅₅	kʰ ɯ ₅₅	kʰ ɯ ₅₅	kʰɯ55	open	Wang2006a	1461	369	?	CVT	verb
2236	Mazhelong	open	kʰǝ₅₅	kʰ ǝ ₅₅	kʰ ǝ ₅₅	kʰǝ55	open	Wang2006a	1461	369	?	CVT	verb
2237	Jianchuan	open	kʰɯ₅₅	kʰ ɯ ₅₅	kʰ ɯ ₅₅	kʰɯ55	open(door)	Allen2007	324	369	开（门）	CVT	verb
2238	Eryuan	open	kʰɯ₅₅	kʰ ɯ ₅₅	kʰ ɯ ₅₅	kʰɯ55	open(door)	Allen2007	324	369	开（门）	CVT	verb
2239	Heqi	open	kʰɯ₅₅	kʰ ɯ ₅₅	kʰ ɯ ₅₅	kʰɯ55	open(door)	Allen2007	324	369	开（门）	CVT	verb
2240	Lanping	open	kʰe₅₅	kʰ e ₅₅	kʰ e ₅₅	kʰe55	open(door)	Allen2007	324	369	开（门）	CVT	verb
2241	Qiliqiao	open	kʰɯ₅₅	kʰ ɯ ₅₅	kʰ ɯ ₅₅	kʰɯ55	open(door)	Allen2007	324	369	开（门）	CVT	verb
2242	Yunlong	open	kʰɯ₅₅	kʰ ɯ ₅₅	kʰ ɯ ₅₅	kʰɯ55	open(door)	Allen2007	324	369	开（门）	CVT	verb
2243	Xiangyun	open	kʰou₅₅	kʰ ou ₅₅	kʰ ou ₅₅	kʰou55	open(door)	Allen2007	324	369	开（门）	CVT	verb
2244	Luobenzhuo	open	qʰɯ̃₅₅	qʰ ɯ̃ ₅₅	qʰ ɯ̃ ₅₅	qʰɯ̃55	open(door)	Allen2007	324	369	开（门）	CVT	verb
#
2245	Tuoluo	outside	ŋuɔ₄₂	ŋ uɔ ₄₂	- - - - - - ŋ uɔ - ₄₂	ŋuɔ42	outside	Wang2006a	714	209	?	CVT	?
2246	Gongxing	outside	uaŋ₂₄	ua ŋ ₂₄	- - - - - - - ua ŋ ₂₄	uaŋ24	outside	Wang2006a	714	209	?	VcT	?
2247	Enqi	outside	ua₅₅	ua ₅₅	- - - - - - - ua - ₅₅	ua55	outside	Wang2006a	714	209	?	VT	?
2248	Ega	outside	ŋua₄₄	ŋ ua ₄₄	- - - - - - ŋ ua - ₄₄	ŋua44	outside	Wang2006a	714	209	?	CVT	?
2249	Jinman	outside	p|ɯ₅₅ʐɚ₂₁nõ₂₂	p| ɯ ₅₅ ʐ ɚ ₂₁ n õ ₂₂	p| ɯ ₅₅ ʐ ɚ ₂₁ n õ - ₂₂	(p|ɯ55ʐɚ21nõ22)	outside	Wang2006a	714	209	?	CVTCVTCVT	?
2250	Jinxing	outside	uɑ̃₄₄	uɑ̃ ₄₄	- - - - - - - uɑ̃ - ₄₄	uɑ̃44	outside	Wang2006a	714	209	?	VT	?
2251	Dashi	outside	uaŋ₃₃	ua ŋ ₃₃	- - - - - - - ua ŋ ₃₃	uaŋ33	outside	Wang2006a	714	209	?	VcT	?
2252	Zhoucheng	outside	ua₄₄	ua ₄₄	- - - - - - - ua - ₄₄	ua44	outside	Wang2006a	714	209	?	VT	?
2253	Mazhelong	outside	ŋua₄₄	ŋ ua ₄₄	- - - - - - ŋ ua - ₄₄	ŋua44	outside	Wang2006a	714	209	?	CVT	?
2254	Jianchuan	outside	wã₄₄fɤ₃₃	w ã ₄₄ f ɤ ₃₃	w ã ₄₄ - - - f ɤ - ₃₃	wã44fɤ33	outside	Allen2007	30	209	外边	CVTCVT	?
2255	Eryuan	outside	ŋua₄₄pɔ₃₁	ŋ ua ₄₄ p ɔ ₃₁	- - - ŋ ua ₄₄ p ɔ - ₃₁	ŋua44pɔ31	outside	Allen2007	30	209	外边	CVTCVT	?
2256	Heqi	outside	wã₄₄fɤ₃₃	w ã ₄₄ f ɤ ₃₃	w ã ₄₄ - - - f ɤ - ₃₃	wã44fɤ33	outside	Allen2007	30	209	外边	CVTCVT	?
2257	Lanping	outside	wã₅₅pʰao₄₄	w ã ₅₅ pʰ ao ₄₄	w ã ₅₅ - - - pʰ ao - ₄₄	wã55pʰao44	outside	Allen2007	30	209	外边	CVTCVT	?
2258	Qiliqiao	outside	wa₄₄pɔ₂₁	w a ₄₄ p ɔ ₂₁	w a ₄₄ - - - p ɔ - ₂₁	wa44pɔ21	outside	Allen2007	30	209	外边	CVTCVT	?
2259	Yunlong	outside	ŋua₄₄pɔ₃₁	ŋ ua ₄₄ p ɔ ₃₁	- - - ŋ ua ₄₄ p ɔ - ₃₁	ŋua44pɔ31	outside	Allen2007	30	209	外边	CVTCVT	?
2260	Xiangyun	outside	wã₄₄sɛ̃₂₁	w ã ₄₄ s ɛ̃ ₂₁	w ã ₄₄ s ɛ̃ ₂₁ - - - -	wã44sɛ̃21	outside	Allen2007	30	209	外边	CVTCVT	?
2261	Luobenzhuo	outside	po₃₃t͡ɕæ₃₃nao₃₁	p o ₃₃ t͡ɕ æ ₃₃ n ao ₃₁	p o ₃₃ t͡ɕ æ ₃₃ n ao - ₃₁	po33tɕæ33nao31	outside	Allen2007	30	209	外边	CVTCVTCVT	?
#
2262	Tuoluo	paddy field	ɕyi₃ʑi₂₁	ɕ yi ₃ ʑ i ₂₁	ɕ yi ₃ ʑ i ₂₁	ɕyi3ʑi21	paddy fields	Wang2006a	42	21	?	CVTCVT	?
2263	Jinxing	paddy field	t͡sa₂₁t͡ɕi₃₁	t͡s a ₂₁ t͡ɕ i ₃₁	t͡s a ₂₁ t͡ɕ i ₃₁	tsa21tɕi31	paddy fields	Wang2006a	42	21	?	CVTCVT	?
2264	Dashi	paddy field	ɕyi₃₃t͡ɕi₂₁	ɕ yi ₃₃ t͡ɕ i ₂₁	ɕ yi ₃₃ t͡ɕ i ₂₁	ɕyi33tɕi21	paddy fields	Wang2006a	42	21	?	CVTCVT	?
2265	Zhoucheng	paddy field	t͡ɕi₃₁	t͡ɕ i ₃₁	t͡ɕ i ₃₁ - - -	tɕi31	paddy fields	Wang2006a	42	21	?	CVT	?
2266	Mazhelong	paddy field	ɕu₃₃ti₃₁	ɕ u ₃₃ t i ₃₁	ɕ u ₃₃ t i ₃₁	ɕu33ti31	paddy fields	Wang2006a	42	21	?	CVTCVT	?
2267	Jianchuan	paddy field	kou₂₁	k ou ₂₁	k ou ₂₁ - - -	kou21	paddy field	Allen2007	93	21	水稻	CVT	?
2268	Eryuan	paddy field	kɔ₂₁	k ɔ ₂₁	k ɔ ₂₁ - - -	kɔ21	paddy field	Allen2007	93	21	水稻	CVT	?
2269	Heqi	paddy field	kuɔ₂₁	k uɔ ₂₁	k uɔ ₂₁ - - -	kuɔ21	paddy field	Allen2007	93	21	水稻	CVT	?
2270	Lanping	paddy field	ku₂₁t͡sɯ₃₃	k u ₂₁ t͡s ɯ ₃₃	k u ₂₁ t͡s ɯ ₃₃	ku21tsɯ33	paddy field	Allen2007	93	21	水稻	CVTCVT	?
2271	Qiliqiao	paddy field	kuɔ₂₁	k uɔ ₂₁	k uɔ ₂₁ - - -	kuɔ21	paddy field	Allen2007	93	21	水稻	CVT	?
2272	Yunlong	paddy field	kao₂₁	k ao ₂₁	k ao ₂₁ - - -	kao21	paddy field	Allen2007	93	21	水稻	CVT	?
2273	Xiangyun	paddy field	ku₂₁	k u ₂₁	k u ₂₁ - - -	ku21	paddy field	Allen2007	93	21	水稻	CVT	?
2274	Luobenzhuo	paddy field	qao₃₁	q ao ₃₁	q ao ₃₁ - - -	qao31	paddy field	Allen2007	93	21	水稻	CVT	?
#
2275	Tuoluo	paper	t͡ʂɚ̃₃₃	t͡ʂ ɚ̃ ₃₃	t͡ʂ ɚ̃ ₃₃	tʂɚ̃33	paper	Wang2006a	647	197	?	CVT	?
2276	Gongxing	paper	t͡ʂi₂₂	t͡ʂ i ₂₂	t͡ʂ i ₂₂	tʂi22	paper	Wang2006a	647	197	?	CVT	?
2277	Enqi	paper	t͡sɿ₂₂	t͡s ɿ ₂₂	t͡s ɿ ₂₂	tsɿ22	paper	Wang2006a	647	197	?	CVT	?
2278	Ega	paper	t͡sɛ₂₂	t͡s ɛ ₂₂	t͡s ɛ ₂₂	tsɛ22	paper	Wang2006a	647	197	?	CVT	?
2279	Jinman	paper	t͡ʂɚ̃₂₂	t͡ʂ ɚ̃ ₂₂	t͡ʂ ɚ̃ ₂₂	tʂɚ̃22	paper	Wang2006a	647	197	?	CVT	?
2280	Jinxing	paper	t͡si₃₃	t͡s i ₃₃	t͡s i ₃₃	tsi33	paper	Wang2006a	647	197	?	CVT	?
2281	Dashi	paper	t͡ʂi₃₃	t͡ʂ i ₃₃	t͡ʂ i ₃₃	tʂi33	paper	Wang2006a	647	197	?	CVT	?
2282	Zhoucheng	paper	t͡si₃₃	t͡s i ₃₃	t͡s i ₃₃	tsi33	paper	Wang2006a	647	197	?	CVT	?
2283	Mazhelong	paper	t͡si₃₃	t͡s i ₃₃	t͡s i ₃₃	tsi33	paper	Wang2006a	647	197	?	CVT	?
2284	Jianchuan	paper	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ ₃₃	tsɿ33	paper	Allen2007	234	197	纸	CVT	?
2285	Eryuan	paper	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ ₃₃	tsɿ33	paper	Allen2007	234	197	纸	CVT	?
2286	Heqi	paper	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ ₃₃	tsɿ33	paper	Allen2007	234	197	纸	CVT	?
2287	Lanping	paper	t͡sɿ₄₄	t͡s ɿ ₄₄	t͡s ɿ ₄₄	tsɿ44	paper	Allen2007	234	197	纸	CVT	?
2288	Qiliqiao	paper	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ ₃₃	tsɿ33	paper	Allen2007	234	197	纸	CVT	?
2289	Yunlong	paper	d͡zɿ₃₃	d͡z ɿ ₃₃	d͡z ɿ ₃₃	dzɿ33	paper	Allen2007	234	197	纸	CVT	?
2290	Xiangyun	paper	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ ₃₃	tsɿ33	paper	Allen2007	234	197	纸	CVT	?
2291	Luobenzhuo	paper	t͡ɕɯ̃₃₁	t͡ɕ ɯ̃ ₃₁	t͡ɕ ɯ̃ ₃₁	tɕɯ̃31	paper	Allen2007	234	197	纸	CVT	?
#
2292	Tuoluo	path;road	tʰɤ₃₃	tʰ ɤ ₃₃	- - - tʰ ɤ ₃₃	tʰv33	path; road	Wang2006a	38	19	?	CVT	?
2293	Gongxing	path;road	tʰy₂₂	tʰ y ₂₂	- - - tʰ y ₂₂	tʰy22	path; road	Wang2006a	38	19	?	CVT	?
2294	Enqi	path;road	tʰiu₂₂	tʰ iu ₂₂	- - - tʰ iu ₂₂	tʰiu22	path; road	Wang2006a	38	19	?	CVT	?
2295	Ega	path;road	t͡ɕiu₂₂	t͡ɕ iu ₂₂	- - - t͡ɕ iu ₂₂	tɕiu22	path; road	Wang2006a	38	19	?	CVT	?
2296	Jinman	path;road	ʈʰu₂₂	ʈʰ u ₂₂	- - - ʈʰ u ₂₂	ʈʰu22	path; road	Wang2006a	38	19	?	CVT	?
2297	Jinxing	path;road	tʰu₃₃	tʰ u ₃₃	- - - tʰ u ₃₃	tʰu33	path; road	Wang2006a	38	19	?	CVT	?
2298	Dashi	path;road	tʰu₃₃	tʰ u ₃₃	- - - tʰ u ₃₃	tʰu33	path; road	Wang2006a	38	19	?	CVT	?
2299	Zhoucheng	path;road	tʰo₃₃	tʰ o ₃₃	- - - tʰ o ₃₃	tʰo33	path; road	Wang2006a	38	19	?	CVT	?
2300	Mazhelong	path;road	tʰǝɯ₃₃	tʰ ǝɯ ₃₃	- - - tʰ ǝɯ ₃₃	tʰǝɯ33	path; road	Wang2006a	38	19	?	CVT	?
2301	Jianchuan	path;road	tʰu₃₃	tʰ u ₃₃	- - - tʰ u ₃₃	tʰu33	road	Allen2007	171	19	路	CVT	?
2302	Eryuan	path;road	tʰɔ₃₃	tʰ ɔ ₃₃	- - - tʰ ɔ ₃₃	tʰɔ33	road	Allen2007	171	19	路	CVT	?
2303	Heqi	path;road	tʰu₃₃	tʰ u ₃₃	- - - tʰ u ₃₃	tʰu33	road	Allen2007	171	19	路	CVT	?
2304	Lanping	path;road	tʰu₃₃	tʰ u ₃₃	- - - tʰ u ₃₃	tʰu33	road	Allen2007	171	19	路	CVT	?
2305	Qiliqiao	path;road	tʰu₃₃	tʰ u ₃₃	- - - tʰ u ₃₃	tʰu33	road	Allen2007	171	19	路	CVT	?
2306	Yunlong	path;road	tʰu₃₃	tʰ u ₃₃	- - - tʰ u ₃₃	tʰu33	road	Allen2007	171	19	路	CVT	?
2307	Xiangyun	path;road	tʰu₃₃	tʰ u ₃₃	- - - tʰ u ₃₃	tʰu33	road	Allen2007	171	19	路	CVT	?
2308	Luobenzhuo	path;road	tao₄₂cʰɤ₃₃	t ao ₄₂ cʰ ɤ ₃₃	t ao ₄₂ cʰ ɤ ₃₃	tao42cʰɤ33	road	Allen2007	171	19	路	CVTCVT	?
#
2309	Tuoluo	pea;bean	djɯ₂₁	d j ɯ ₂₁	d j ɯ ₂₁ - - -	djɯ21	pea; bean	Wang2006a	430	144	?	CCVT	?
2310	Gongxing	pea;bean	di₄₂	d i ₄₂	d - i ₄₂ - - -	di42	pea; bean	Wang2006a	430	144	?	CVT	?
2311	Enqi	pea;bean	dɯ₄₃	d ɯ ₄₃	d - ɯ ₄₃ - - -	dɯ43	pea; bean	Wang2006a	430	144	?	CVT	?
2312	Ega	pea;bean	dɯ₄₂	d ɯ ₄₂	d - ɯ ₄₂ - - -	dɯ42	pea; bean	Wang2006a	430	144	?	CVT	?
2313	Jinman	pea;bean	dɯ₄₂	d ɯ ₄₂	d - ɯ ₄₂ - - -	dɯ42	pea; bean	Wang2006a	430	144	?	CVT	?
2314	Jinxing	pea;bean	tǝ̃₃₁	t ǝ̃ ₃₁	t - ǝ̃ ₃₁ - - -	tǝ̃31	pea; bean	Wang2006a	430	144	?	CVT	?
2315	Dashi	pea;bean	tɯ₃₁	t ɯ ₃₁	t - ɯ ₃₁ - - -	tɯ31	pea; bean	Wang2006a	430	144	?	CVT	?
2316	Zhoucheng	pea;bean	tɯ₃₁	t ɯ ₃₁	t - ɯ ₃₁ - - -	tɯ31	pea; bean	Wang2006a	430	144	?	CVT	?
2317	Mazhelong	pea;bean	tɯ₃₁dǝɯ₂₁	t ɯ ₃₁ d ǝɯ ₂₁	t - ɯ ₃₁ d ǝɯ ₂₁	tɯ31dǝɯ21	pea; bean	Wang2006a	430	144	?	CVTCVT	?
2318	Jianchuan	pea;bean	tɯ₂₁	t ɯ ₂₁	t - ɯ ₂₁ - - -	tɯ21	bean	Allen2007	100	144	豆子	CVT	?
2319	Eryuan	pea;bean	tɯ₃₁	t ɯ ₃₁	t - ɯ ₃₁ - - -	tɯ31	bean	Allen2007	100	144	豆子	CVT	?
2320	Heqi	pea;bean	tɯ₃₁	t ɯ ₃₁	t - ɯ ₃₁ - - -	tɯ31	bean	Allen2007	100	144	豆子	CVT	?
2321	Lanping	pea;bean	tiɯ₂₁	t iɯ ₂₁	t - iɯ ₂₁ - - -	tiɯ21	bean	Allen2007	100	144	豆子	CVT	?
2322	Qiliqiao	pea;bean	tɯ₃₁	t ɯ ₃₁	t - ɯ ₃₁ - - -	tɯ31	bean	Allen2007	100	144	豆子	CVT	?
2323	Yunlong	pea;bean	dɯ₃₁	d ɯ ₃₁	d - ɯ ₃₁ - - -	dɯ31	bean	Allen2007	100	144	豆子	CVT	?
2324	Xiangyun	pea;bean	tou₃₁	t ou ₃₁	t - ou ₃₁ - - -	tou31	bean	Allen2007	100	144	豆子	CVT	?
2325	Luobenzhuo	pea;bean	dɯ₄₂	d ɯ ₄₂	d - ɯ ₄₂ - - -	dɯ42	bean	Allen2007	100	144	豆子	CVT	?
#
2326	Tuoluo	peach	dɔ₃₅	d ɔ ₃₅	d ɔ ₃₅ - - -	dɔ35	peach	Wang2006a	392	126	?	CVT	?
2327	Gongxing	peach	dao₁₂	d ao ₁₂	d ao ₁₂ - - -	dao12	peach	Wang2006a	392	126	?	CVT	?
2328	Enqi	peach	to₂₁	t o ₂₁	t o ₂₁ - - -	to21	peach	Wang2006a	392	126	?	CVT	?
2329	Ega	peach	to₂₁	t o ₂₁	t o ₂₁ - - -	to21	peach	Wang2006a	392	126	?	CVT	?
2330	Jinman	peach	to₂₁	t o ₂₁	t o ₂₁ - - -	to21	peach	Wang2006a	392	126	?	CVT	?
2331	Jinxing	peach	tɑ₂₁	t ɑ ₂₁	t ɑ ₂₁ - - -	tɑ21	peach	Wang2006a	392	126	?	CVT	?
2332	Dashi	peach	ta₂₁	t a ₂₁	t a ₂₁ - - -	ta21	peach	Wang2006a	392	126	?	CVT	?
2333	Zhoucheng	peach	ta₂₁	t a ₂₁	t a ₂₁ - - -	ta21	peach	Wang2006a	392	126	?	CVT	?
2334	Mazhelong	peach	tǝ₂₁	t ǝ ₂₁	t ǝ ₂₁ - - -	tǝ21	peach	Wang2006a	392	126	?	CVT	?
2335	Jianchuan	peach	ta₂₁	t a ₂₁	t a ₂₁ - - -	ta21	peach	Allen2007	109	126	桃子	CVT	?
2336	Eryuan	peach	ta₂₁	t a ₂₁	t a ₂₁ - - -	ta21	peach	Allen2007	109	126	桃子	CVT	?
2337	Heqi	peach	ta₂₁	t a ₂₁	t a ₂₁ - - -	ta21	peach	Allen2007	109	126	桃子	CVT	?
2338	Lanping	peach	ta₂₁	t a ₂₁	t a ₂₁ - - -	ta21	peach	Allen2007	109	126	桃子	CVT	?
2339	Qiliqiao	peach	ta₂₁	t a ₂₁	t a ₂₁ - - -	ta21	peach	Allen2007	109	126	桃子	CVT	?
2340	Yunlong	peach	ta₂₁	t a ₂₁	t a ₂₁ - - -	ta21	peach	Allen2007	109	126	桃子	CVT	?
2341	Xiangyun	peach	ta₂₁	t a ₂₁	t a ₂₁ - - -	ta21	peach	Allen2007	109	126	桃子	CVT	?
2342	Luobenzhuo	peach	tao₂₁χao₃₃	t ao ₂₁ χ ao ₃₃	t ao ₂₁ χ ao ₃₃	tao21χao33	peach	Allen2007	109	126	桃子	CVTCVT	?
#
2343	Tuoluo	persimmon	tʰa₄₂ʐɚ₃₃	tʰ a ₄₂ ʐ ɚ ₃₃	tʰ a ₄₂ - ʐ ɚ ₃₃	tʰa42(ʐɚ33)	persimmon	Wang2006a	395	127	?	CVTCVT	?
2344	Gongxing	persimmon	tʰæ₂₄	tʰ æ ₂₄	tʰ æ ₂₄ - - - -	tʰæ24	persimmon	Wang2006a	395	127	?	CVT	?
2345	Enqi	persimmon	tʰiæ₅₅	tʰ iæ ₅₅	tʰ iæ ₅₅ - - - -	tʰiæ55	persimmon	Wang2006a	395	127	?	CVT	?
2346	Ega	persimmon	t͡ɕʰia₅₅t͡sɛ₂₁	t͡ɕʰ ia ₅₅ t͡s ɛ ₂₁	t͡ɕʰ ia ₅₅ - t͡s ɛ ₂₁	tɕʰia55(tsɛ21)	persimmon	Wang2006a	395	127	?	CVTCVT	?
2347	Jinman	persimmon	ʈa₅₅ʐi₂₂	ʈ a ₅₅ ʐ i ₂₂	ʈ a ₅₅ - ʐ i ₂₂	ʈa55(ʐi22)	persimmon	Wang2006a	395	127	?	CVTCVT	?
2348	Jinxing	persimmon	tʰɑ₄₄t͡si₃₁	tʰ ɑ ₄₄ t͡s i ₃₁	tʰ ɑ ₄₄ - t͡s i ₃₁	tʰɑ44(tsi31)	persimmon	Wang2006a	395	127	?	CVTCVT	?
2349	Dashi	persimmon	tʰɑ₄₄t͡ʂi₃₁	tʰ ɑ ₄₄ t͡ʂ i ₃₁	tʰ ɑ ₄₄ - t͡ʂ i ₃₁	tʰɑ44(tʂi31)	persimmon	Wang2006a	395	127	?	CVTCVT	?
2350	Zhoucheng	persimmon	tʰa₄₄t͡si₃₁	tʰ a ₄₄ t͡s i ₃₁	tʰ a ₄₄ - t͡s i ₃₁	tʰa44(tsi31)	persimmon	Wang2006a	395	127	?	CVTCVT	?
2351	Mazhelong	persimmon	tʰɛ₄₂t͡si₃₃	tʰ ɛ ₄₂ t͡s i ₃₃	tʰ ɛ ₄₂ - t͡s i ₃₃	tʰɛ42(tsi33)	persimmon	Wang2006a	395	127	?	CVTCVT	?
2352	Jianchuan	persimmon	tʰa₄₄t͡sɿ₂₁	tʰ a ₄₄ t͡s ɿ ₂₁	tʰ a ₄₄ - t͡s ɿ ₂₁	tʰa44tsɿ21	persimmon	Allen2007	111	127	柿子	CVTCVT	?
2353	Eryuan	persimmon	tʰa₄₄t͡sɿ₂₁	tʰ a ₄₄ t͡s ɿ ₂₁	tʰ a ₄₄ - t͡s ɿ ₂₁	tʰa44tsɿ21	persimmon	Allen2007	111	127	柿子	CVTCVT	?
2354	Heqi	persimmon	tʰa₄₄t͡sɿ₂₁	tʰ a ₄₄ t͡s ɿ ₂₁	tʰ a ₄₄ - t͡s ɿ ₂₁	tʰa44tsɿ21	persimmon	Allen2007	111	127	柿子	CVTCVT	?
2355	Lanping	persimmon	tʰa₄₄t͡sɯ₄₄	tʰ a ₄₄ t͡s ɯ ₄₄	tʰ a ₄₄ - t͡s ɯ ₄₄	tʰa44tsɯ44	persimmon	Allen2007	111	127	柿子	CVTCVT	?
2356	Qiliqiao	persimmon	tʰa₄₄t͡sɿ₂₁	tʰ a ₄₄ t͡s ɿ ₂₁	tʰ a ₄₄ - t͡s ɿ ₂₁	tʰa44tsɿ21	persimmon	Allen2007	111	127	柿子	CVTCVT	?
2357	Yunlong	persimmon	sɿ₄₄xua₄₄	s ɿ ₄₄ x ua ₄₄	s ɿ ₄₄ - x ua ₄₄	sɿ44xua44	persimmon	Allen2007	111	127	柿子	CVTCVT	?
2358	Xiangyun	persimmon	tʰa₄₄t͡sɿ₂₁	tʰ a ₄₄ t͡s ɿ ₂₁	tʰ a ₄₄ - t͡s ɿ ₂₁	tʰa44tsɿ21	persimmon	Allen2007	111	127	柿子	CVTCVT	?
2359	Luobenzhuo	persimmon	cʰa₅₅dʐʅ̃₃₃	cʰ a ₅₅ d ʐ ʅ̃ ₃₃	cʰ a ₅₅ d ʐ ʅ̃ ₃₃	cʰa55dʐʅ̃33	persimmon	Allen2007	111	127	柿子	CVTCCVT	?
#
2360	Tuoluo	person	jen₃₅	j e n ₃₅	j e n ₃₅ - - - - - -	jen35	person	Wang2006a	167	64	?	CVcT	?
2361	Gongxing	person	ɲi₁₂	ɲ i ₁₂	ɲ i - ₁₂ - - - - - -	ɲi12	person	Wang2006a	167	64	?	CVT	?
2362	Enqi	person	ɲi₂₁	ɲ i ₂₁	ɲ i - ₂₁ - - - - - -	ɲi21	person	Wang2006a	167	64	?	CVT	?
2363	Ega	person	ɲi₂₁	ɲ i ₂₁	ɲ i - ₂₁ - - - - - -	ɲi21	person	Wang2006a	167	64	?	CVT	?
2364	Jinman	person	ɲi₂₁	ɲ i ₂₁	ɲ i - ₂₁ - - - - - -	ɲi21	person	Wang2006a	167	64	?	CVT	?
2365	Jinxing	person	jen₂₁	j e n ₂₁	j e n ₂₁ - - - - - -	jen21	person	Wang2006a	167	64	?	CVcT	?
2366	Dashi	person	jen₂₁	j e n ₂₁	j e n ₂₁ - - - - - -	jen21	person	Wang2006a	167	64	?	CVcT	?
2367	Zhoucheng	person	ɲi₂₁	ɲ i ₂₁	ɲ i - ₂₁ - - - - - -	ɲi21	person	Wang2006a	167	64	?	CVT	?
2368	Mazhelong	person	ɲien₂₁	ɲ ie n ₂₁	ɲ ie n ₂₁ - - - - - -	ɲien21	person	Wang2006a	167	64	?	CVcT	?
2369	Jianchuan	person	jĩ₂₁kɛ̃₅₅jĩ₂₁	j ĩ ₂₁ k ɛ̃ ₅₅ j ĩ ₂₁	j ĩ - ₂₁ k ɛ̃ ₅₅ j ĩ ₂₁	jĩ21kɛ̃55jĩ21	person	Allen2007	155	64	人	CVTCVTCVT	?
2370	Eryuan	person	ɲi₂₁kʲɛ₃₅ɲi₂₁	ɲ i ₂₁ kʲ ɛ ₃₅ ɲ i ₂₁	ɲ i - ₂₁ kʲ ɛ ₃₅ ɲ i ₂₁	ɲi21kʲɛ35ɲi21	person	Allen2007	155	64	人	CVTCVTCVT	?
2371	Heqi	person	jĩ₂₁kɛ̃₃₅jĩ₂₁	j ĩ ₂₁ k ɛ̃ ₃₅ j ĩ ₂₁	j ĩ - ₂₁ k ɛ̃ ₃₅ j ĩ ₂₁	jĩ21kɛ̃35jĩ21	person	Allen2007	155	64	人	CVTCVTCVT	?
2372	Lanping	person	jĩ₂₁kɛ̃₅₅	j ĩ ₂₁ k ɛ̃ ₅₅	j ĩ - ₂₁ k ɛ̃ ₅₅ - - -	jĩ21kɛ̃55	person	Allen2007	155	64	人	CVTCVT	?
