# EDICTOR
@modified: 2015-01-20 10:39
#
ID	DOCULECT	CONCEPT	IPA	TOKENS	ALIGNMENT	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	SOURCE	ID_IN_SOURCE	COGID	CHINESE_GLOSS	PST	POS
#
6507	Jianchuan	lunch	jĩ₄₄tɯ₂₁	j ĩ ₄₄ t ɯ ₂₁	j ĩ ₄₄ t ɯ ₂₁	jĩ44tɯ21	lunch	Allen2007	196	1240	午饭	CVTCVT	?
6508	Eryuan	lunch	ɲi₄₄tɯ₃₁	ɲ i ₄₄ t ɯ ₃₁	ɲ i ₄₄ t ɯ ₃₁	ɲi44tɯ31	lunch	Allen2007	196	1241	午饭	CVTCVT	?
6509	Heqi	lunch	jĩ₄₄tɯ₃₁	j ĩ ₄₄ t ɯ ₃₁	j ĩ ₄₄ t ɯ ₃₁	jĩ44tɯ31	lunch	Allen2007	196	1242	午饭	CVTCVT	?
6510	Lanping	lunch	jɯ₄₄tɯ̃₄₂	j ɯ ₄₄ t ɯ̃ ₄₂	j ɯ ₄₄ t ɯ̃ ₄₂	jɯ44tɯ̃42	lunch	Allen2007	196	1243	午饭	CVTCVT	?
6511	Qiliqiao	lunch	ɲi₄₄tɯ₂₁	ɲ i ₄₄ t ɯ ₂₁	ɲ i ₄₄ t ɯ ₂₁	ɲi44tɯ21	lunch	Allen2007	196	1244	午饭	CVTCVT	?
6512	Yunlong	lunch	ɲi₄₄tɯ₃₁	ɲ i ₄₄ t ɯ ₃₁	ɲ i ₄₄ t ɯ ₃₁	ɲi44tɯ31	lunch	Allen2007	196	1245	午饭	CVTCVT	?
6513	Xiangyun	lunch	ni₄₄tou₂₁	n i ₄₄ t ou ₂₁	n i ₄₄ t ou ₂₁	ni44tou21	lunch	Allen2007	196	1246	午饭	CVTCVT	?
6514	Luobenzhuo	lunch	ɲi₅₅ɴ̥ɴ̣₃₃bɛ̃₃₃	ɲ i ₅₅ ɴ̥ ɴ̣ ₃₃ b ɛ̃ ₃₃	ɲ i ₅₅ ɴ̥ ɴ̣ ₃₃ b ɛ̃ ₃₃	ɲi55ɴ̥ɴ̣33bɛ̃33	lunch	Allen2007	196	1247	午饭	CVTccTCVT	?
#
6515	Jianchuan	dinner(evening meal)	pẽ₃₃	p ẽ ₃₃	p ẽ ₃₃	pẽ33	dinner(evening meal)	Allen2007	197	1248	晚饭	CVT	?
6516	Eryuan	dinner(evening meal)	pe₃₃	p e ₃₃	p e ₃₃	pe33	dinner(evening meal)	Allen2007	197	1249	晚饭	CVT	?
6517	Heqi	dinner(evening meal)	pẽ₃₃	p ẽ ₃₃	p ẽ ₃₃	pẽ33	dinner(evening meal)	Allen2007	197	1250	晚饭	CVT	?
6518	Lanping	dinner(evening meal)	jɯ₄₄pẽ₄₂	j ɯ ₄₄ p ẽ ₄₂	j ɯ ₄₄ p ẽ ₄₂	(jɯ44)pẽ42	dinner(evening meal)	Allen2007	197	1251	晚饭	CVTCVT	?
6519	Qiliqiao	dinner(evening meal)	pe₃₃	p e ₃₃	p e ₃₃	pe33	dinner(evening meal)	Allen2007	197	1252	晚饭	CVT	?
6520	Yunlong	dinner(evening meal)	pe₃₃	p e ₃₃	p e ₃₃	pe33	dinner(evening meal)	Allen2007	197	1253	晚饭	CVT	?
6521	Xiangyun	dinner(evening meal)	pe₃₃	p e ₃₃	p e ₃₃	pe33	dinner(evening meal)	Allen2007	197	1254	晚饭	CVT	?
6522	Luobenzhuo	dinner(evening meal)	ɲi₅₅wu₄₂bɛ̃₃₃	ɲ i ₅₅ w u ₄₂ b ɛ̃ ₃₃	ɲ i ₅₅ w u ₄₂ b ɛ̃ ₃₃	ɲi55wu42bɛ̃33	dinner(evening meal)	Allen2007	197	1255	晚饭	CVTCVTCVT	?
#
6523	Jianchuan	cooked food	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	cooked food	Allen2007	202	1256	菜（熟菜）	CVT	?
6524	Eryuan	cooked food	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	cooked food	Allen2007	202	1257	菜（熟菜）	CVT	?
6525	Heqi	cooked food	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	cooked food	Allen2007	202	1258	菜（熟菜）	CVT	?
6526	Lanping	cooked food	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	cooked food	Allen2007	202	1259	菜（熟菜）	CVT	?
6527	Qiliqiao	cooked food	xɛ₅₅pʰa₄₄	x ɛ ₅₅ pʰ a ₄₄	x ɛ ₅₅ pʰ a ₄₄	xɛ55pʰa44	cooked food	Allen2007	202	1260	菜（熟菜）	CVTCVT	?
6528	Yunlong	cooked food	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	cooked food	Allen2007	202	1261	菜（熟菜）	CVT	?
6529	Xiangyun	cooked food	t͡sʰou₃₁	t͡sʰ ou ₃₁	t͡sʰ ou ₃₁	tsʰou31	cooked food	Allen2007	202	1262	菜（熟菜）	CVT	?
6530	Luobenzhuo	cooked food	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	cooked food	Allen2007	202	1263	菜（熟菜）	CVT	?
#
6531	Jianchuan	brown sugar	t͡sʰɛ̃₄₄so₅₅to₂₁	t͡sʰ ɛ̃ ₄₄ s o ₅₅ t o ₂₁	t͡sʰ ɛ̃ ₄₄ s o ₅₅ t o ₂₁	tsʰɛ̃44so55to21	brown sugar	Allen2007	206	1264	红糖	CVTCVTCVT	?
6532	Eryuan	brown sugar	ʂo₃₅tɔ₂₁	ʂ o ₃₅ t ɔ ₂₁	ʂ o ₃₅ t ɔ ₂₁	ʂo35tɔ21	brown sugar	Allen2007	206	1265	红糖	CVTCVT	?
6533	Heqi	brown sugar	t͡sʰɛ̃₄₄sɔu₃₅tɔu₂₁	t͡sʰ ɛ̃ ₄₄ s ɔu ₃₅ t ɔu ₂₁	t͡sʰ ɛ̃ ₄₄ s ɔu ₃₅ t ɔu ₂₁	tsʰɛ̃44sɔu35tɔu21	brown sugar	Allen2007	206	1266	红糖	CVTCVTCVT	?
6534	Lanping	brown sugar	sɿ₅₅tao₄₂	s ɿ ₅₅ t ao ₄₂	s ɿ ₅₅ t ao ₄₂	sɿ55tao42	brown sugar	Allen2007	206	1267	红糖	CVTCVT	?
6535	Qiliqiao	brown sugar	sɔ₅₅tɔ₂₁	s ɔ ₅₅ t ɔ ₂₁	s ɔ ₅₅ t ɔ ₂₁	sɔ55tɔ21	brown sugar	Allen2007	206	1268	红糖	CVTCVT	?
6536	Yunlong	brown sugar	sao₃₅tao₂₁	s ao ₃₅ t ao ₂₁	s ao ₃₅ t ao ₂₁	sao35tao21	brown sugar	Allen2007	206	1269	红糖	CVTCVT	?
6537	Xiangyun	brown sugar	so₃₅to₂₁	s o ₃₅ t o ₂₁	s o ₃₅ t o ₂₁	so35to21	brown sugar	Allen2007	206	1270	红糖	CVTCVT	?
6538	Luobenzhuo	brown sugar	ɕõ₅₅tao₃₁	ɕ õ ₅₅ t ao ₃₁	ɕ õ ₅₅ t ao ₃₁	ɕõ55tao31	brown sugar	Allen2007	206	1271	红糖	CVTCVT	?
#
6539	Jianchuan	knife	ji₅₅tã₅₅	j i ₅₅ t ã ₅₅	j i ₅₅ t ã ₅₅	ji55tã55	knife	Allen2007	207	1272	刀	CVTCVT	?
6540	Eryuan	knife	ji₅₅ta₅₅	j i ₅₅ t a ₅₅	j i ₅₅ t a ₅₅	ji55ta55	knife	Allen2007	207	1273	刀	CVTCVT	?
6541	Heqi	knife	ji₅₅tã₅₅	j i ₅₅ t ã ₅₅	j i ₅₅ t ã ₅₅	ji55tã55	knife	Allen2007	207	1274	刀	CVTCVT	?
6542	Lanping	knife	ji₅₅tã₅₅	j i ₅₅ t ã ₅₅	j i ₅₅ t ã ₅₅	ji55tã55	knife	Allen2007	207	1275	刀	CVTCVT	?
6543	Qiliqiao	knife	jo₃₅ta₃₅	j o ₃₅ t a ₃₅	j o ₃₅ t a ₃₅	jo35ta35	knife	Allen2007	207	1276	刀	CVTCVT	?
6544	Yunlong	knife	ji₅₅ta₅₅	j i ₅₅ t a ₅₅	j i ₅₅ t a ₅₅	ji55ta55	knife	Allen2007	207	1277	刀	CVTCVT	?
6545	Xiangyun	knife	ji₃₅tã₃₅	j i ₃₅ t ã ₃₅	j i ₃₅ t ã ₃₅	ji35tã35	knife	Allen2007	207	1278	刀	CVTCVT	?
6546	Luobenzhuo	knife	ʔi₅₅ci₅₅	ʔ i ₅₅ c i ₅₅	ʔ i ₅₅ c i ₅₅	ʔi55ci55	knife	Allen2007	207	1279	刀	CVTCVT	?
#
6547	Jianchuan	plough (implement)	t͡ɕĩ₅₅ku₃₁	t͡ɕ ĩ ₅₅ k u ₃₁	t͡ɕ ĩ ₅₅ k u ₃₁	tɕĩ55ku31	plough (implement)	Allen2007	209	1280	犁	CVTCVT	?
6548	Eryuan	plough (implement)	kʲi₃₅ta₄₂	kʲ i ₃₅ t a ₄₂	kʲ i ₃₅ t a ₄₂	kʲi35ta42	plough (implement)	Allen2007	209	1281	犁	CVTCVT	?
6549	Heqi	plough (implement)	t͡ɕi₅₅kɯ₃₁	t͡ɕ i ₅₅ k ɯ ₃₁	t͡ɕ i ₅₅ k ɯ ₃₁	tɕi55kɯ31	plough (implement)	Allen2007	209	1282	犁	CVTCVT	?
6550	Lanping	plough (implement)	t͡ɕi₄₄kʰɛ₃₃	t͡ɕ i ₄₄ kʰ ɛ ₃₃	t͡ɕ i ₄₄ kʰ ɛ ₃₃	tɕi44kʰɛ33	plough (implement)	Allen2007	209	1283	犁	CVTCVT	?
6551	Qiliqiao	plough (implement)	t͡ɕi₃₅kɯ₃₁	t͡ɕ i ₃₅ k ɯ ₃₁	t͡ɕ i ₃₅ k ɯ ₃₁	tɕi35kɯ31	plough (implement)	Allen2007	209	1284	犁	CVTCVT	?
6552	Yunlong	plough (implement)	t͡ɕi₃₁kʰao₅₅	t͡ɕ i ₃₁ kʰ ao ₅₅	t͡ɕ i ₃₁ kʰ ao ₅₅	tɕi31kʰao55	plough (implement)	Allen2007	209	1285	犁	CVTCVT	?
6553	Xiangyun	plough (implement)	t͡ɕi₃₅	t͡ɕ i ₃₅	t͡ɕ i ₃₅	tɕi35	plough (implement)	Allen2007	209	1286	犁	CVT	?
6554	Luobenzhuo	plough (implement)	t͡ɕʰi₅₅qʰo₅₅	t͡ɕʰ i ₅₅ qʰ o ₅₅	t͡ɕʰ i ₅₅ qʰ o ₅₅	tɕʰi55qʰo55	plough (implement)	Allen2007	209	1287	犁	CVTCVT	?
#
6555	Jianchuan	broom	t͡sue₄₄	t͡s ue ₄₄	t͡s ue ₄₄	tsue44	broom	Allen2007	212	1288	扫帚	CVT	?
6556	Eryuan	broom	t͡ʂue₄₄kɤ₂₁	t͡ʂ ue ₄₄ k ɤ ₂₁	t͡ʂ ue ₄₄ k ɤ ₂₁	tʂue44kɤ21	broom	Allen2007	212	1289	扫帚	CVTCVT	?
6557	Heqi	broom	t͡sue₄₄kɯ₂₁	t͡s ue ₄₄ k ɯ ₂₁	t͡s ue ₄₄ k ɯ ₂₁	tsue44kɯ21	broom	Allen2007	212	1290	扫帚	CVTCVT	?
6558	Lanping	broom	t͡sue₄₄ku₃₁	t͡s ue ₄₄ k u ₃₁	t͡s ue ₄₄ k u ₃₁	tsue44ku31	broom	Allen2007	212	1291	扫帚	CVTCVT	?
6559	Qiliqiao	broom	t͡ɕy₄₄kɤ₃₁	t͡ɕ y ₄₄ k ɤ ₃₁	t͡ɕ y ₄₄ k ɤ ₃₁	tɕy44kɤ31	broom	Allen2007	212	1292	扫帚	CVTCVT	?
6560	Yunlong	broom	yɛ₄₄kɤ₂₁	yɛ ₄₄ k ɤ ₂₁	yɛ ₄₄ k ɤ ₂₁	yɛ44kɤ21	broom	Allen2007	212	1293	扫帚	VTCVT	?
6561	Xiangyun	broom	t͡sue₄₄	t͡s ue ₄₄	t͡s ue ₄₄	tsue44	broom	Allen2007	212	1294	扫帚	CVT	?
6562	Luobenzhuo	broom	tuɛ₅₅	t uɛ ₅₅	t uɛ ₅₅	tuɛ55	broom	Allen2007	212	1295	扫帚	CVT	?
#
6563	Jianchuan	dustpan	po₃₃po₃₃t͡ɕi₅₅	p o ₃₃ p o ₃₃ t͡ɕ i ₅₅	p o ₃₃ p o ₃₃ t͡ɕ i ₅₅	po33po33tɕi55	dustpan	Allen2007	213	1296	簸箕	CVTCVTCVT	?
6564	Eryuan	dustpan	kʲi₃₅ʂe₄₂	kʲ i ₃₅ ʂ e ₄₂	kʲ i ₃₅ ʂ e ₄₂	kʲi35ʂe42	dustpan	Allen2007	213	1297	簸箕	CVTCVT	?
6565	Heqi	dustpan	pɔu₃₃pɔu₃₃sẽ₄₂	p ɔu ₃₃ p ɔu ₃₃ s ẽ ₄₂	p ɔu ₃₃ p ɔu ₃₃ s ẽ ₄₂	pɔu33pɔu33sẽ42	dustpan	Allen2007	213	1298	簸箕	CVTCVTCVT	?
6566	Lanping	dustpan	t͡ɕi₅₅sɛ̃₄₂	t͡ɕ i ₅₅ s ɛ̃ ₄₂	t͡ɕ i ₅₅ s ɛ̃ ₄₂	tɕi55sɛ̃42	dustpan	Allen2007	213	1299	簸箕	CVTCVT	?
6567	Qiliqiao	dustpan	po₃₃mɯ₃₃t͡ɕi₃₅	p o ₃₃ m ɯ ₃₃ t͡ɕ i ₃₅	p o ₃₃ m ɯ ₃₃ t͡ɕ i ₃₅	po33mɯ33tɕi35	dustpan	Allen2007	213	1300	簸箕	CVTCVTCVT	?
6568	Yunlong	dustpan	t͡ɕi₃₅sɛ₄₂	t͡ɕ i ₃₅ s ɛ ₄₂	t͡ɕ i ₃₅ s ɛ ₄₂	tɕi35sɛ42	dustpan	Allen2007	213	1301	簸箕	CVTCVT	?
6569	Xiangyun	dustpan	po₃₃me₃₃t͡ɕi₃₅	p o ₃₃ m e ₃₃ t͡ɕ i ₃₅	p o ₃₃ m e ₃₃ t͡ɕ i ₃₅	po33me33tɕi35	dustpan	Allen2007	213	1302	簸箕	CVTCVTCVT	?
6570	Luobenzhuo	dustpan	pɔ₃₃mɔ₃₃t͡ɕĩ₅₅	p ɔ ₃₃ m ɔ ₃₃ t͡ɕ ĩ ₅₅	p ɔ ₃₃ m ɔ ₃₃ t͡ɕ ĩ ₅₅	pɔ33mɔ33tɕĩ55	dustpan	Allen2007	213	1303	簸箕	CVTCVTCVT	?
#
6571	Jianchuan	bucket	tʰɤ̃₃₁	tʰ ɤ̃ ₃₁	tʰ ɤ̃ ₃₁	tʰɤ̃31	bucket	Allen2007	214	1304	桶	CVT	?
6572	Eryuan	bucket	tʰɤ₂₁	tʰ ɤ ₂₁	tʰ ɤ ₂₁	tʰɤ21	bucket	Allen2007	214	1305	桶	CVT	?
6573	Heqi	bucket	tʰɔ̃₃₁	tʰ ɔ̃ ₃₁	tʰ ɔ̃ ₃₁	tʰɔ̃31	bucket	Allen2007	214	1306	桶	CVT	?
6574	Lanping	bucket	tɯ̃₅₅	t ɯ̃ ₅₅	t ɯ̃ ₅₅	tɯ̃55	bucket	Allen2007	214	1307	桶	CVT	?
6575	Qiliqiao	bucket	tʰɤ₂₁	tʰ ɤ ₂₁	tʰ ɤ ₂₁	tʰɤ21	bucket	Allen2007	214	1308	桶	CVT	?
6576	Yunlong	bucket	tʰɤ₂₁	tʰ ɤ ₂₁	tʰ ɤ ₂₁	tʰɤ21	bucket	Allen2007	214	1309	桶	CVT	?
6577	Xiangyun	bucket	tʰɛ̃₄₂	tʰ ɛ̃ ₄₂	tʰ ɛ̃ ₄₂	tʰɛ̃42	bucket	Allen2007	214	1310	桶	CVT	?
6578	Luobenzhuo	bucket	tʰʊ₃₃	tʰ ʊ ₃₃	tʰ ʊ ₃₃	tʰʊ33	bucket	Allen2007	214	1311	桶	CVT	?
#
6579	Jianchuan	basin	pã₂₁	p ã ₂₁	p ã ₂₁	pã21	basin	Allen2007	215	1312	盆	CVT	?
6580	Eryuan	basin	pa₃₁	p a ₃₁	p a ₃₁	pa31	basin	Allen2007	215	1313	盆	CVT	?
6581	Heqi	basin	pã₂₁	p ã ₂₁	p ã ₂₁	pã21	basin	Allen2007	215	1314	盆	CVT	?
6582	Lanping	basin	pa₂₁t͡ɕi₃₃	p a ₂₁ t͡ɕ i ₃₃	p a ₂₁ t͡ɕ i ₃₃	pa21tɕi33	basin	Allen2007	215	1315	盆	CVTCVT	?
6583	Qiliqiao	basin	pa₂₁	p a ₂₁	p a ₂₁	pa21	basin	Allen2007	215	1316	盆	CVT	?
6584	Yunlong	basin	pa₃₁	p a ₃₁	p a ₃₁	pa31	basin	Allen2007	215	1317	盆	CVT	?
6585	Xiangyun	basin	pã₃₁	p ã ₃₁	p ã ₃₁	pã31	basin	Allen2007	215	1318	盆	CVT	?
6586	Luobenzhuo	basin	bɛ₅₅lu₃₁qa₅₅	b ɛ ₅₅ l u ₃₁ q a ₅₅	b ɛ ₅₅ l u ₃₁ q a ₅₅	bɛ55lu31qa55	basin	Allen2007	215	1319	盆	CVTCVTCVT	?
#
6587	Jianchuan	small bowl	ke₄₂	k e ₄₂	k e ₄₂	ke42	small bowl	Allen2007	216	1320	小碗	CVT	?
6588	Eryuan	small bowl	kʲe₄₂	kʲ e ₄₂	kʲ e ₄₂	kʲe42	small bowl	Allen2007	216	1321	小碗	CVT	?
6589	Heqi	small bowl	kɛ₄₂	k ɛ ₄₂	k ɛ ₄₂	kɛ42	small bowl	Allen2007	216	1322	小碗	CVT	?
6590	Lanping	small bowl	ke₄₂pe₃₃	k e ₄₂ p e ₃₃	k e ₄₂ p e ₃₃	ke42pe33	small bowl	Allen2007	216	1323	小碗	CVTCVT	?
6591	Qiliqiao	small bowl	ke₃₂	k e ₃₂	k e ₃₂	ke32	small bowl	Allen2007	216	1324	小碗	CVT	?
6592	Yunlong	small bowl	kɛ₄₂	k ɛ ₄₂	k ɛ ₄₂	kɛ42	small bowl	Allen2007	216	1325	小碗	CVT	?
6593	Xiangyun	small bowl	kʲi₄₂	kʲ i ₄₂	kʲ i ₄₂	kʲi42	small bowl	Allen2007	216	1326	小碗	CVT	?
6594	Luobenzhuo	small bowl	ni₃₃pʰɔ₅₅	n i ₃₃ pʰ ɔ ₅₅	n i ₃₃ pʰ ɔ ₅₅	ni33pʰɔ55	small bowl	Allen2007	216	1327	小碗	CVTCVT	?
#
6595	Jianchuan	clay,pot	sɛ̃₂₁	s ɛ̃ ₂₁	s ɛ̃ ₂₁	sɛ̃21	clay,pot	Allen2007	218	1328	土罐	CVT	?
6596	Eryuan	clay,pot	zɿ₂₁	z ɿ ₂₁	z ɿ ₂₁	zɿ21	clay,pot	Allen2007	218	1329	土罐	CVT	?
6597	Heqi	clay,pot	zɛ₂₁	z ɛ ₂₁	z ɛ ₂₁	zɛ21	clay,pot	Allen2007	218	1330	土罐	CVT	?
6598	Lanping	clay,pot	ʐe₂₁pe₃₃	ʐ e ₂₁ p e ₃₃	ʐ e ₂₁ p e ₃₃	ʐe21pe33	clay,pot	Allen2007	218	1331	土罐	CVTCVT	?
6599	Qiliqiao	clay,pot	sɿ₂₁	s ɿ ₂₁	s ɿ ₂₁	sɿ21	clay,pot	Allen2007	218	1332	土罐	CVT	?
6600	Yunlong	clay,pot	zɛ₂₁	z ɛ ₂₁	z ɛ ₂₁	zɛ21	clay,pot	Allen2007	218	1333	土罐	CVT	?
6601	Xiangyun	clay,pot	zɛ̃₂₁	z ɛ̃ ₂₁	z ɛ̃ ₂₁	zɛ̃21	clay,pot	Allen2007	218	1334	土罐	CVT	?
6602	Luobenzhuo	clay,pot	ɲæ₂₁	ɲ æ ₂₁	ɲ æ ₂₁	ɲæ21	clay,pot	Allen2007	218	1335	土罐	CVT	?
#
6603	Jianchuan	bottle	ku₂₁	k u ₂₁	k u ₂₁	ku21	bottle	Allen2007	219	1336	瓶子	CVT	?
6604	Eryuan	bottle	ku₂₁	k u ₂₁	k u ₂₁	ku21	bottle	Allen2007	219	1337	瓶子	CVT	?
6605	Heqi	bottle	pĩɛ̃₂₁	p ĩɛ̃ ₂₁	p ĩɛ̃ ₂₁	pĩɛ̃21	bottle	Allen2007	219	1338	瓶子	CVT	?
6606	Lanping	bottle	ku₂₁kʰu₅₅	k u ₂₁ kʰ u ₅₅	k u ₂₁ kʰ u ₅₅	ku21kʰu55	bottle	Allen2007	219	1339	瓶子	CVTCVT	?
6607	Qiliqiao	bottle	ku₂₁	k u ₂₁	k u ₂₁	ku21	bottle	Allen2007	219	1340	瓶子	CVT	?
6608	Yunlong	bottle	ʔɯ₄₄kʰao₃₃	ʔ ɯ ₄₄ kʰ ao ₃₃	ʔ ɯ ₄₄ kʰ ao ₃₃	ʔɯ44kʰao33	bottle	Allen2007	219	1341	瓶子	CVTCVT	?
6609	Xiangyun	bottle	pɛ̃₂₁	p ɛ̃ ₂₁	p ɛ̃ ₂₁	pɛ̃21	bottle	Allen2007	219	1342	瓶子	CVT	?
6610	Luobenzhuo	bottle	vĩ₅₅tʰã₅₅	v ĩ ₅₅ tʰ ã ₅₅	v ĩ ₅₅ tʰ ã ₅₅	vĩ55tʰã55	bottle	Allen2007	219	1343	瓶子	CVTCVT	?
#
6611	Jianchuan	wok	t͡sʰɛ̃₅₅	t͡sʰ ɛ̃ ₅₅	t͡sʰ ɛ̃ ₅₅	tsʰɛ̃55	wok	Allen2007	220	1344	锅（扁锅）	CVT	?
6612	Eryuan	wok	t͡ʂʰɛ₅₅pe₂₁	t͡ʂʰ ɛ ₅₅ p e ₂₁	t͡ʂʰ ɛ ₅₅ p e ₂₁	tʂʰɛ55pe21	wok	Allen2007	220	1345	锅（扁锅）	CVTCVT	?
6613	Heqi	wok	kuɔ₃₅pʰĩ₃₁	k uɔ ₃₅ pʰ ĩ ₃₁	k uɔ ₃₅ pʰ ĩ ₃₁	kuɔ35pʰĩ31	wok	Allen2007	220	1346	锅（扁锅）	CVTCVT	?
6614	Lanping	wok	t͡sʰɯ̃₅₅pʰi₃₃	t͡sʰ ɯ̃ ₅₅ pʰ i ₃₃	t͡sʰ ɯ̃ ₅₅ pʰ i ₃₃	tsʰɯ̃55pʰi33	wok	Allen2007	220	1347	锅（扁锅）	CVTCVT	?
6615	Qiliqiao	wok	kuɔ₃₅pe₂₁	k uɔ ₃₅ p e ₂₁	k uɔ ₃₅ p e ₂₁	kuɔ35pe21	wok	Allen2007	220	1348	锅（扁锅）	CVTCVT	?
6616	Yunlong	wok	kuɔ₅₅kʰao₃₃	k uɔ ₅₅ kʰ ao ₃₃	k uɔ ₅₅ kʰ ao ₃₃	kuɔ55kʰao33	wok	Allen2007	220	1349	锅（扁锅）	CVTCVT	?
6617	Xiangyun	wok	kuɔ₃₅	k uɔ ₃₅	k uɔ ₃₅	kuɔ35	wok	Allen2007	220	1350	锅（扁锅）	CVT	?
6618	Luobenzhuo	wok	ʈʰã₅₅t͡ɕi₃₃	ʈʰ ã ₅₅ t͡ɕ i ₃₃	ʈʰ ã ₅₅ t͡ɕ i ₃₃	ʈʰã55tɕi33	wok	Allen2007	220	1351	锅（扁锅）	CVTCVT	?
#
6619	Jianchuan	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1352	粪	CVT	?
6620	Eryuan	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1353	粪	CVT	?
6621	Heqi	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1354	粪	CVT	?
6622	Lanping	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1355	粪	CVT	?
6623	Qiliqiao	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1356	粪	CVT	?
6624	Yunlong	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1357	粪	CVT	?
6625	Xiangyun	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1358	粪	CVT	?
6626	Luobenzhuo	animal faeces,dung	ʂʅ₃₃	ʂ ʅ ₃₃	ʂ ʅ ₃₃	ʂʅ33	animal faeces,dung	Allen2007	223	1359	粪	CVT	?
#
6627	Jianchuan	table	t͡sɿ₅₅t͡sɿ₃₃	t͡s ɿ ₅₅ t͡s ɿ ₃₃	t͡s ɿ ₅₅ t͡s ɿ ₃₃	tsɿ55tsɿ33	table	Allen2007	224	1360	桌子	CVTCVT	?
6628	Eryuan	table	t͡ʂɛ₃₅t͡sɿ₃₃	t͡ʂ ɛ ₃₅ t͡s ɿ ₃₃	t͡ʂ ɛ ₃₅ t͡s ɿ ₃₃	tʂɛ35tsɿ33	table	Allen2007	224	1361	桌子	CVTCVT	?
6629	Heqi	table	t͡sɛ₅₅t͡sɿ₃₃	t͡s ɛ ₅₅ t͡s ɿ ₃₃	t͡s ɛ ₅₅ t͡s ɿ ₃₃	tsɛ55tsɿ33	table	Allen2007	224	1362	桌子	CVTCVT	?
6630	Lanping	table	t͡sɿ₄₄t͡sɿ₃₃t͡sɔ̃₅₅	t͡s ɿ ₄₄ t͡s ɿ ₃₃ t͡s ɔ̃ ₅₅	t͡s ɿ ₄₄ t͡s ɿ ₃₃ t͡s ɔ̃ ₅₅	tsɿ44tsɿ33tsɔ̃55	table	Allen2007	224	1363	桌子	CVTCVTCVT	?
6631	Qiliqiao	table	t͡sɛ₃₅t͡sɿ₃₃t͡so₃₅	t͡s ɛ ₃₅ t͡s ɿ ₃₃ t͡s o ₃₅	t͡s ɛ ₃₅ t͡s ɿ ₃₃ t͡s o ₃₅	tsɛ35tsɿ33tso35	table	Allen2007	224	1364	桌子	CVTCVTCVT	?
6632	Yunlong	table	t͡sao₃₅t͡sɿ₃₃	t͡s ao ₃₅ t͡s ɿ ₃₃	t͡s ao ₃₅ t͡s ɿ ₃₃	tsao35tsɿ33	table	Allen2007	224	1365	桌子	CVTCVT	?
6633	Xiangyun	table	t͡sɛ₃₅t͡so₃₃	t͡s ɛ ₃₅ t͡s o ₃₃	t͡s ɛ ₃₅ t͡s o ₃₃	tsɛ35tso33	table	Allen2007	224	1366	桌子	CVTCVT	?
6634	Luobenzhuo	table	pa₄₂tɯ₅₅	p a ₄₂ t ɯ ₅₅	p a ₄₂ t ɯ ₅₅	pa42tɯ55	table	Allen2007	224	1367	桌子	CVTCVT	?
#
6635	Jianchuan	stool,low chair	pa₄₂tɯ₅₅	p a ₄₂ t ɯ ₅₅	p a ₄₂ t ɯ ₅₅	pa42tɯ55	stool,low chair	Allen2007	225	1368	凳子	CVTCVT	?
6636	Eryuan	stool,low chair	pa₄₂tɯ₃₅	p a ₄₂ t ɯ ₃₅	p a ₄₂ t ɯ ₃₅	pa42tɯ35	stool,low chair	Allen2007	225	1369	凳子	CVTCVT	?
