# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	IPA	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	POS	DOCULECT	CONCEPT	OMEGAWIKI	CHINESE_GLOSS
#
6263	t͡ɕy₃₃	Allen2007, 130	mouth / 嘴	tɕy33	?	Qiliqiao	mouth	332000	嘴
6264	ʥy₃₃kɛ₃₃	Allen2007, 130	mouth / 嘴	ʥy33kɛ33	?	Yunlong	mouth	332000	嘴
6261	t͡sʰue₃₃kʰɔ̃₄₄	Allen2007, 130	mouth / 嘴	tsʰue33kʰɔ̃44	?	Heqi	mouth	332000	嘴
6265	y₃₃	Allen2007, 130	mouth / 嘴	y33	?	Xiangyun	mouth	332000	嘴
6266	t͡ɕo₄₄qo₄₄	Allen2007, 130	mouth / 嘴	tɕo44qo44	?	Luobenzhuo	mouth	332000	嘴
6259	t͡ɕy₃₃kɛ₅₅	Allen2007, 130	mouth / 嘴	tɕy33kɛ55	?	Jianchuan	mouth	332000	嘴
6260	t͡ɕy₃₃ka₃₅tɯ₂₁	Allen2007, 130	mouth / 嘴	tɕy33ka35tɯ21	?	Eryuan	mouth	332000	嘴
6262	t͡ɕy₃₃kuɛ₅₅kʰu₃₁	Allen2007, 130	mouth / 嘴	tɕy33kuɛ55kʰu31	?	Lanping	mouth	332000	嘴
#
2112	ɲua₅₅	Wang2006a, 687	name	ɲua55	?	Tuoluo	name	5995	?
2113	ɲuɛ₅₅	Wang2006a, 687	name	ɲuɛ55	?	Gongxing	name	5995	?
2114	miæ₂₄	Wang2006a, 687	name	miæ24	?	Enqi	name	5995	?
2115	ɲya₅₅	Wang2006a, 687	name	ɲya55	?	Ega	name	5995	?
2116	ɲo₅₅	Wang2006a, 687	name	ɲo55	?	Jinman	name	5995	?
2117	mian₅₅	Wang2006a, 687	name	mian55	?	Jinxing	name	5995	?
2118	miɚ₃₅	Wang2006a, 687	name	miɚ35	?	Dashi	name	5995	?
2119	miɛ₃₅	Wang2006a, 687	name	miɛ35	?	Zhoucheng	name	5995	?
2120	miɚ₅₅	Wang2006a, 687	name	miɚ55	?	Mazhelong	name	5995	?
2121	miɛ₅₅	Allen2007, 242	name / 名字	miɛ55	?	Jianchuan	name	5995	名字
2122	miɛ₃₅	Allen2007, 242	name / 名字	miɛ35	?	Eryuan	name	5995	名字
2123	miɛ₃₅	Allen2007, 242	name / 名字	miɛ35	?	Heqi	name	5995	名字
2124	miɛ₅₅	Allen2007, 242	name / 名字	miɛ55	?	Lanping	name	5995	名字
2125	miɛ₃₅	Allen2007, 242	name / 名字	miɛ35	?	Qiliqiao	name	5995	名字
2126	miɛ₃₅	Allen2007, 242	name / 名字	miɛ35	?	Yunlong	name	5995	名字
2127	miɛ₃₅	Allen2007, 242	name / 名字	miɛ35	?	Xiangyun	name	5995	名字
2128	ɲõ₅₅	Allen2007, 242	name / 名字	ɲõ55	?	Luobenzhuo	name	5995	名字
#
4809	t͡ʂɚ₃₃	Wang2006a, 977	narrow	tʂɚ33	?	Dashi	narrow	5566	?
4803	tia₄₂	Wang2006a, 977	narrow	tia42	?	Tuoluo	narrow	5566	?
4804	t͡sæ₂₄	Wang2006a, 977	narrow	tsæ24	?	Gongxing	narrow	5566	?
4805	tia₅₅	Wang2006a, 977	narrow	tia55	?	Enqi	narrow	5566	?
4806	so₅₅tɛ₄₄	Wang2006a, 977	narrow	(so55)tɛ44	?	Ega	narrow	5566	?
4807	t͡ʂɚ₅₅	Wang2006a, 977	narrow	tʂɚ55	?	Jinman	narrow	5566	?
4808	t͡sa₄₄	Wang2006a, 977	narrow	tsa44	?	Jinxing	narrow	5566	?
4810	t͡sɛ₄₄	Wang2006a, 977	narrow	tsɛ44	?	Zhoucheng	narrow	5566	?
4811	t͡sɚ₄₄	Wang2006a, 977	narrow	tsɚ44	?	Mazhelong	narrow	5566	?
#
2129	jen₃₃	Wang2006a, 975	near	jen33	?	Tuoluo	near	869106	?
2130	d͡ʑien₂₂	Wang2006a, 975	near	dʑien22	?	Gongxing	near	869106	?
2131	t͡ɕi₂₂	Wang2006a, 975	near	tɕi22	?	Enqi	near	869106	?
2132	t͡sʰo₅₅	Wang2006a, 975	near	(tsʰo55)	?	Ega	near	869106	?
2133	t͡sʰo₅₅	Wang2006a, 975	near	tsʰo55)	?	Jinman	near	869106	?
2134	t͡ɕien₃₃	Wang2006a, 975	near	(tɕien33	?	Jinxing	near	869106	?
2135	t͡ɕien₃₃	Wang2006a, 975	near	tɕien33	?	Dashi	near	869106	?
2136	t͡ɕie₃₃	Wang2006a, 975	near	tɕie33	?	Zhoucheng	near	869106	?
2137	t͡ɕen₃₃	Wang2006a, 975	near	tɕen33	?	Mazhelong	near	869106	?
2138	t͡ɕĩ₃₃	Allen2007, 397	near / 近	tɕĩ33	?	Jianchuan	near	869106	近
2139	t͡ɕi₃₃	Allen2007, 397	near / 近	tɕi33	?	Eryuan	near	869106	近
2140	t͡ɕĩ₃₃	Allen2007, 397	near / 近	tɕĩ33	?	Heqi	near	869106	近
2141	t͡ɕĩ₄₄	Allen2007, 397	near / 近	tɕĩ44	?	Lanping	near	869106	近
2142	t͡ɕiɛ₃₃	Allen2007, 397	near / 近	tɕiɛ33	?	Qiliqiao	near	869106	近
2143	t͡ɕi₃₃	Allen2007, 397	near / 近	tɕi33	?	Yunlong	near	869106	近
2144	jĩ₃₃	Allen2007, 397	near / 近	jĩ33	?	Xiangyun	near	869106	近
2145	t͡sʰuɔ₅₅	Allen2007, 397	near / 近	tsʰuɔ55	?	Luobenzhuo	near	869106	近
#
6287	pɔ₃₅t͡sɿ₃₃ku₄₄	Allen2007, 134	neck / 脖子	pɔ35tsɿ33ku44	?	Qiliqiao	neck	5823	脖子
6288	kao₄₂te₃₃	Allen2007, 134	neck / 脖子	kao42te33	?	Yunlong	neck	5823	脖子
6289	ku₂₁lu₅₅mi₄₂t͡ɕɿ₃₃	Allen2007, 134	neck / 脖子	ku21lu55mi42tɕɿ33	?	Xiangyun	neck	5823	脖子
6283	kɤ₄₂mi₄₂t͡sɤ₄₄	Allen2007, 134	neck / 脖子	kɤ42mi42tsɤ44	?	Jianchuan	neck	5823	脖子
6284	ɕɛ₃₃kʲɛ₃₅	Allen2007, 134	neck / 脖子	ɕɛ33kʲɛ35	?	Eryuan	neck	5823	脖子
6285	miɛ₄₂tʰɔ̃₅₅t͡suɔ₄₄	Allen2007, 134	neck / 脖子	miɛ42tʰɔ̃55tsuɔ44	?	Heqi	neck	5823	脖子
6286	kɔ₃₃mi₃₃t͡sa₄₄	Allen2007, 134	neck / 脖子	kɔ33mi33tsa44	?	Lanping	neck	5823	脖子
6290	qo₄₄ʈɛ₅₅	Allen2007, 134	neck / 脖子	qo44ʈɛ55	?	Luobenzhuo	neck	5823	脖子
#
4513	t͡ʂɚ̃₅₅	Wang2006a, 578	needle	tʂɚ̃55	?	Tuoluo	needle	5951	?
4514	t͡ʂɚ₅₅	Wang2006a, 578	needle	tʂɚ55	?	Gongxing	needle	5951	?
4515	t͡sɿ₂₄	Wang2006a, 578	needle	tsɿ24	?	Enqi	needle	5951	?
4516	t͡sẽ₅₅	Wang2006a, 578	needle	tsẽ55	?	Ega	needle	5951	?
4517	t͡ʂɚ̃₅₅	Wang2006a, 578	needle	tʂɚ̃55	?	Jinman	needle	5951	?
4518	t͡san₅₅	Wang2006a, 578	needle	tsan55	?	Jinxing	needle	5951	?
4519	t|srmɚ̃₃₅	Wang2006a, 578	needle	t|srmɚ̃35	?	Dashi	needle	5951	?
4520	t͡si₃₅	Wang2006a, 578	needle	tsi35	?	Zhoucheng	needle	5951	?
4521	t͡sen₅₅	Wang2006a, 578	needle	tsen55	?	Mazhelong	needle	5951	?
#
2146	ɕien₅₅	Wang2006a, 1050	new	ɕien55	?	Tuoluo	new	5484	?
2147	ɕien₅₅	Wang2006a, 1050	new	ɕien55	?	Gongxing	new	5484	?
2148	si₂₄	Wang2006a, 1050	new	si24	?	Enqi	new	5484	?
2149	sɛ₅₅	Wang2006a, 1050	new	sɛ55	?	Ega	new	5484	?
2150	sẽ₅₅	Wang2006a, 1050	new	sẽ55	?	Jinman	new	5484	?
2151	ɕien₅₅	Wang2006a, 1050	new	ɕien55	?	Jinxing	new	5484	?
2152	ɕʰien₅₅	Wang2006a, 1050	new	ɕʰien55	?	Dashi	new	5484	?
2153	ɕi₃₅	Wang2006a, 1050	new	ɕi35	?	Zhoucheng	new	5484	?
2154	ɕen₅₅	Wang2006a, 1050	new	ɕen55	?	Mazhelong	new	5484	?
2155	ɕĩ₅₅	Allen2007, 421	new / 新	ɕĩ55	?	Jianchuan	new	5484	新
2156	ɕi₅₅	Allen2007, 421	new / 新	ɕi55	?	Eryuan	new	5484	新
2157	ɕʰĩ₅₅	Allen2007, 421	new / 新	ɕʰĩ55	?	Heqi	new	5484	新
2158	ɕĩ₅₅	Allen2007, 421	new / 新	ɕĩ55	?	Lanping	new	5484	新
2159	ɕi₃₅	Allen2007, 421	new / 新	ɕi35	?	Qiliqiao	new	5484	新
2160	se₅₅	Allen2007, 421	new / 新	se55	?	Yunlong	new	5484	新
2161	ɕĩ₅₅	Allen2007, 421	new / 新	ɕĩ55	?	Xiangyun	new	5484	新
2162	sẽ₅₅	Allen2007, 421	new / 新	sẽ55	?	Luobenzhuo	new	5484	新
#
2163	t͡ɕi₃₃	Wang2006a, 805	nine	tɕi33	?	Tuoluo	nine	6193	?
2164	t͡ɕi₂₂	Wang2006a, 805	nine	tɕi22	?	Gongxing	nine	6193	?
2165	t͡ɕiɯ₂₂	Wang2006a, 805	nine	tɕiɯ22	?	Enqi	nine	6193	?
2166	t͡ɕi₂₂	Wang2006a, 805	nine	tɕi22	?	Ega	nine	6193	?
2167	t͡ɕi₂₂	Wang2006a, 805	nine	tɕi22	?	Jinman	nine	6193	?
2168	t͡ɕiɯ₃₃	Wang2006a, 805	nine	tɕiɯ33	?	Jinxing	nine	6193	?
2169	t͡ɕiɯ₃₃	Wang2006a, 805	nine	tɕiɯ33	?	Dashi	nine	6193	?
2170	t͡ɕiɯ₃₃	Wang2006a, 805	nine	tɕiɯ33	?	Zhoucheng	nine	6193	?
2171	t͡ɕǝɯ₃₃	Wang2006a, 805	nine	tɕǝɯ33	?	Mazhelong	nine	6193	?
2172	t͡ɕɯ₃₃	Allen2007, 458	nine / 九	tɕɯ33	?	Jianchuan	nine	6193	九
2173	t͡ɕɯ₃₃	Allen2007, 458	nine / 九	tɕɯ33	?	Eryuan	nine	6193	九
2174	t͡ɕɯ₃₃	Allen2007, 458	nine / 九	tɕɯ33	?	Heqi	nine	6193	九
2175	t͡ɕɯ₄₄	Allen2007, 458	nine / 九	tɕɯ44	?	Lanping	nine	6193	九
2176	t͡ɕɯ₃₃	Allen2007, 458	nine / 九	tɕɯ33	?	Qiliqiao	nine	6193	九
2177	t͡ɕɯ₃₃	Allen2007, 458	nine / 九	tɕɯ33	?	Yunlong	nine	6193	九
2178	t͡ɕou₃₃	Allen2007, 458	nine / 九	tɕou33	?	Xiangyun	nine	6193	九
2179	t͡ɕi₃₃	Allen2007, 458	nine / 九	tɕi33	?	Luobenzhuo	nine	6193	九
#
6243	ɤ̃₃₁kʰɤ₄₄tɯ₄₂	Allen2007, 128	nose / 鼻子	ɤ̃31kʰɤ44tɯ42	?	Jianchuan	nose	5471	鼻子
6244	pi₂₁t͡se₄₄	Allen2007, 128	nose / 鼻子	pi21tse44	?	Eryuan	nose	5471	鼻子
6245	vɤ₃₁tɯ₂₁	Allen2007, 128	nose / 鼻子	vɤ31tɯ21	?	Heqi	nose	5471	鼻子
6246	ɤ₃₃tiɯ₃₁	Allen2007, 128	nose / 鼻子	ɤ33tiɯ31	?	Lanping	nose	5471	鼻子
6249	pi₃₃tou₃₁	Allen2007, 128	nose / 鼻子	pi33tou31	?	Xiangyun	nose	5471	鼻子
6247	pi₂₁fɤ₄₄tɯ₂₁	Allen2007, 128	nose / 鼻子	pi21fɤ44tɯ21	?	Qiliqiao	nose	5471	鼻子
6248	pi₂₁kʰao₃₃	Allen2007, 128	nose / 鼻子	pi21kʰao33	?	Yunlong	nose	5471	鼻子
6250	qʰuɛ₅₅ʈɯ₂₁	Allen2007, 128	nose / 鼻子	qʰuɛ55ʈɯ21	?	Luobenzhuo	nose	5471	鼻子
#
2180	kɤ₃₃	Wang2006a, 1493	old	kv33	?	Tuoluo	old;aged	5482	?
2181	ku₂₂	Wang2006a, 1493	old	ku22	?	Gongxing	old;aged	5482	?
2182	ku₂₂	Wang2006a, 1493	old	ku22	?	Enqi	old;aged	5482	?
2183	kɤ₂₂	Wang2006a, 1493	old	kv22	?	Ega	old;aged	5482	?
2184	kɤ₂₂	Wang2006a, 1493	old	kv22	?	Jinman	old;aged	5482	?
2185	ku₃₃	Wang2006a, 1493	old	ku33	?	Jinxing	old;aged	5482	?
2186	ku₃₃	Wang2006a, 1493	old	ku33	?	Dashi	old;aged	5482	?
2187	ku₃₃	Wang2006a, 1493	old	ku33	?	Zhoucheng	old;aged	5482	?
2188	kɤ₃₃	Wang2006a, 1493	old	kv33	?	Mazhelong	old;aged	5482	?
2189	ku₃₃	Allen2007, 415	old / 老	ku33	?	Jianchuan	old;aged	5482	老
2190	ku₃₃	Allen2007, 415	old / 老	ku33	?	Eryuan	old;aged	5482	老
2191	ku₃₃	Allen2007, 415	old / 老	ku33	?	Heqi	old;aged	5482	老
2192	ku₃₃	Allen2007, 415	old / 老	ku33	?	Lanping	old;aged	5482	老
2193	ku₃₃	Allen2007, 415	old / 老	ku33	?	Qiliqiao	old;aged	5482	老
2194	ku₃₃	Allen2007, 415	old / 老	ku33	?	Yunlong	old;aged	5482	老
2195	ku₃₃	Allen2007, 415	old / 老	ku33	?	Xiangyun	old;aged	5482	老
2196	kɤ₃₃	Allen2007, 415	old / 老	kɤ33	?	Luobenzhuo	old;aged	5482	老
#
2197	geŋ₂₁	Wang2006a, 1051	used, old	geŋ21	?	Tuoluo	old;used	5482	?
2198	gɯ₄₂	Wang2006a, 1051	used, old	gɯ42	?	Gongxing	old;used	5482	?
2199	gɯ₄₃	Wang2006a, 1051	used, old	gɯ43	?	Enqi	old;used	5482	?
2200	gɯ₄₂	Wang2006a, 1051	used, old	gɯ42	?	Ega	old;used	5482	?
2201	gɯ̃₄₂	Wang2006a, 1051	used, old	gɯ̃42	?	Jinman	old;used	5482	?
2202	kɯ₃₁	Wang2006a, 1051	used, old	kɯ31	?	Zhoucheng	old;used	5482	?
2203	kǝɯ₂₁	Wang2006a, 1051	used, old	kǝɯ21	?	Mazhelong	old;used	5482	?
2204	kɯ₂₁	Allen2007, 422	old / 旧	kɯ21	?	Jianchuan	old;used	5482	旧
2205	kɯ₃₁	Allen2007, 422	old / 旧	kɯ31	?	Eryuan	old;used	5482	旧
2206	kɯ₃₁	Allen2007, 422	old / 旧	kɯ31	?	Heqi	old;used	5482	旧
2207	kɯ₃₁	Allen2007, 422	old / 旧	kɯ31	?	Lanping	old;used	5482	旧
2208	kɯ₃₃	Allen2007, 422	old / 旧	kɯ33	?	Qiliqiao	old;used	5482	旧
2209	kɯ₃₁	Allen2007, 422	old / 旧	kɯ31	?	Yunlong	old;used	5482	旧
2210	kɯ₂₁	Allen2007, 422	old / 旧	kɯ21	?	Xiangyun	old;used	5482	旧
2211	gɯ̃₃₃	Allen2007, 422	old / 旧	gɯ̃33	?	Luobenzhuo	old;used	5482	旧
#
2212	a₂₁	Wang2006a, 797	one	a21	?	Tuoluo	one	6244	?
2213	a₅₅	Wang2006a, 797	one	a55	?	Gongxing	one	6244	?
2214	a₄₃	Wang2006a, 797	one	a43	?	Enqi	one	6244	?
2215	a₄₂	Wang2006a, 797	one	a42	?	Ega	one	6244	?
2216	a₄₂	Wang2006a, 797	one	a42	?	Jinman	one	6244	?
2217	a₄₂	Wang2006a, 797	one	a42	?	Jinxing	one	6244	?
2218	a₃₁	Wang2006a, 797	one	a31	?	Zhoucheng	one	6244	?
2219	a₂₁	Wang2006a, 797	one	a21	?	Mazhelong	one	6244	?
2220	ji₄₄	Allen2007, 450	one / 一	ji44	?	Jianchuan	one	6244	一
2221	ji₄₄	Allen2007, 450	one / 一	ji44	?	Eryuan	one	6244	一
2222	ji₄₄	Allen2007, 450	one / 一	ji44	?	Heqi	one	6244	一
2223	ji₄₄	Allen2007, 450	one / 一	ji44	?	Lanping	one	6244	一
2224	ji₄₄	Allen2007, 450	one / 一	ji44	?	Qiliqiao	one	6244	一
2225	ji₄₄	Allen2007, 450	one / 一	ji44/a31	?	Yunlong	one	6244	一
2226	a₃₁	Allen2007, 450	one / 一	a31	?	Xiangyun	one	6244	一
2227	ʔi₅₅	Allen2007, 450	one / 一	ʔi55	?	Luobenzhuo	one	6244	一
#
2228	qʰɚ̃₅₅	Wang2006a, 1461	open	qʰɚ̃55	verb	Tuoluo	open	513017	?
2229	qʰe₅₅	Wang2006a, 1461	open	qʰe55	verb	Gongxing	open	513017	?
2230	qʰɯ₂₄	Wang2006a, 1461	open	qʰɯ24	verb	Enqi	open	513017	?
2231	qʰɯ₅₅	Wang2006a, 1461	open	qʰɯ55	verb	Ega	open	513017	?
2232	qʰɯ̃₅₅	Wang2006a, 1461	open	qʰɯ̃55	verb	Jinman	open	513017	?
2233	kʰɯ₅₅	Wang2006a, 1461	open	kʰɯ55	verb	Jinxing	open	513017	?
2234	kʰɯ₅₅	Wang2006a, 1461	open	kʰɯ55	verb	Dashi	open	513017	?
2235	kʰɯ₅₅	Wang2006a, 1461	open	kʰɯ55	verb	Zhoucheng	open	513017	?
2236	kʰǝ₅₅	Wang2006a, 1461	open	kʰǝ55	verb	Mazhelong	open	513017	?
2237	kʰɯ₅₅	Allen2007, 324	open(door) / 开（门）	kʰɯ55	verb	Jianchuan	open	513017	开（门）
2238	kʰɯ₅₅	Allen2007, 324	open(door) / 开（门）	kʰɯ55	verb	Eryuan	open	513017	开（门）
2239	kʰɯ₅₅	Allen2007, 324	open(door) / 开（门）	kʰɯ55	verb	Heqi	open	513017	开（门）
2240	kʰe₅₅	Allen2007, 324	open(door) / 开（门）	kʰe55	verb	Lanping	open	513017	开（门）
2241	kʰɯ₅₅	Allen2007, 324	open(door) / 开（门）	kʰɯ55	verb	Qiliqiao	open	513017	开（门）
2242	kʰɯ₅₅	Allen2007, 324	open(door) / 开（门）	kʰɯ55	verb	Yunlong	open	513017	开（门）
2243	kʰou₅₅	Allen2007, 324	open(door) / 开（门）	kʰou55	verb	Xiangyun	open	513017	开（门）
2244	qʰɯ̃₅₅	Allen2007, 324	open(door) / 开（门）	qʰɯ̃55	verb	Luobenzhuo	open	513017	开（门）
#
7589	sʰũɔ̃₃₁	Allen2007, 445	painful / 痛	sʰũɔ̃31	?	Heqi	painful	496633	痛
7587	sɤ̃₃₁	Allen2007, 445	painful / 痛	sɤ̃31	?	Jianchuan	painful	496633	痛
7588	sɤ₃₁	Allen2007, 445	painful / 痛	sɤ31	?	Eryuan	painful	496633	痛
7590	sɔ̃₃₁	Allen2007, 445	painful / 痛	sɔ̃31	?	Lanping	painful	496633	痛
7591	sɿ₃₁	Allen2007, 445	painful / 痛	sɿ31	?	Qiliqiao	painful	496633	痛
7592	sɿ₃₁	Allen2007, 445	painful / 痛	sɿ31	?	Yunlong	painful	496633	痛
7593	ɕɛ̃₃₁	Allen2007, 445	painful / 痛	ɕɛ̃31	?	Xiangyun	painful	496633	痛
7594	sõ₃₁	Allen2007, 445	painful / 痛	sõ31	?	Luobenzhuo	painful	496633	痛
#
2292	tʰɤ₃₃	Wang2006a, 38	path; road	tʰv33	?	Tuoluo	path;road	3258	?
2293	tʰy₂₂	Wang2006a, 38	path; road	tʰy22	?	Gongxing	path;road	3258	?
2294	tʰiu₂₂	Wang2006a, 38	path; road	tʰiu22	?	Enqi	path;road	3258	?
2295	t͡ɕiu₂₂	Wang2006a, 38	path; road	tɕiu22	?	Ega	path;road	3258	?
2296	ʈʰu₂₂	Wang2006a, 38	path; road	ʈʰu22	?	Jinman	path;road	3258	?
2297	tʰu₃₃	Wang2006a, 38	path; road	tʰu33	?	Jinxing	path;road	3258	?
2298	tʰu₃₃	Wang2006a, 38	path; road	tʰu33	?	Dashi	path;road	3258	?
2299	tʰo₃₃	Wang2006a, 38	path; road	tʰo33	?	Zhoucheng	path;road	3258	?
2300	tʰǝɯ₃₃	Wang2006a, 38	path; road	tʰǝɯ33	?	Mazhelong	path;road	3258	?
2301	tʰu₃₃	Allen2007, 171	road / 路	tʰu33	?	Jianchuan	path;road	3258	路
2302	tʰɔ₃₃	Allen2007, 171	road / 路	tʰɔ33	?	Eryuan	path;road	3258	路
2303	tʰu₃₃	Allen2007, 171	road / 路	tʰu33	?	Heqi	path;road	3258	路
2304	tʰu₃₃	Allen2007, 171	road / 路	tʰu33	?	Lanping	path;road	3258	路
2305	tʰu₃₃	Allen2007, 171	road / 路	tʰu33	?	Qiliqiao	path;road	3258	路
2306	tʰu₃₃	Allen2007, 171	road / 路	tʰu33	?	Yunlong	path;road	3258	路
2307	tʰu₃₃	Allen2007, 171	road / 路	tʰu33	?	Xiangyun	path;road	3258	路
2308	tao₄₂cʰɤ₃₃	Allen2007, 171	road / 路	tao42cʰɤ33	?	Luobenzhuo	path;road	3258	路
#
2360	jen₃₅	Wang2006a, 167	person	jen35	?	Tuoluo	person	333730	?
2361	ɲi₁₂	Wang2006a, 167	person	ɲi12	?	Gongxing	person	333730	?
2362	ɲi₂₁	Wang2006a, 167	person	ɲi21	?	Enqi	person	333730	?
2363	ɲi₂₁	Wang2006a, 167	person	ɲi21	?	Ega	person	333730	?
2364	ɲi₂₁	Wang2006a, 167	person	ɲi21	?	Jinman	person	333730	?
2365	jen₂₁	Wang2006a, 167	person	jen21	?	Jinxing	person	333730	?
2366	jen₂₁	Wang2006a, 167	person	jen21	?	Dashi	person	333730	?
2367	ɲi₂₁	Wang2006a, 167	person	ɲi21	?	Zhoucheng	person	333730	?
2368	ɲien₂₁	Wang2006a, 167	person	ɲien21	?	Mazhelong	person	333730	?
2369	jĩ₂₁kɛ̃₅₅jĩ₂₁	Allen2007, 155	person / 人	jĩ21kɛ̃55jĩ21	?	Jianchuan	person	333730	人
2370	ɲi₂₁kʲɛ₃₅ɲi₂₁	Allen2007, 155	person / 人	ɲi21kʲɛ35ɲi21	?	Eryuan	person	333730	人
2371	jĩ₂₁kɛ̃₃₅jĩ₂₁	Allen2007, 155	person / 人	jĩ21kɛ̃35jĩ21	?	Heqi	person	333730	人
2372	jĩ₂₁kɛ̃₅₅	Allen2007, 155	person / 人	jĩ21kɛ̃55	?	Lanping	person	333730	人
2373	ɲi₂₁kɛ₃₅	Allen2007, 155	person / 人	ɲi21kɛ35	?	Qiliqiao	person	333730	人
2374	ɲi₂₁kɛ₃₅	Allen2007, 155	person / 人	ɲi21kɛ35	?	Yunlong	person	333730	人
2375	ni₂₁kɛ̃₃₅	Allen2007, 155	person / 人	ni21kɛ̃35	?	Xiangyun	person	333730	人
2376	ɲi₃₁qao₅₅	Allen2007, 155	person / 人	ɲi31qao55	?	Luobenzhuo	person	333730	人
#
6907	t͡sɤ̃₄₂	Allen2007, 293	plant(seed) / 栽种	tsɤ̃42	?	Jianchuan	plant(seed)	619975	栽种
6909	t͡sũɔ̃₄₂	Allen2007, 293	plant(seed) / 栽种	tsũɔ̃42	?	Heqi	plant(seed)	619975	栽种
6910	t͡sɔ̃₄₂ku₄₄	Allen2007, 293	plant(seed) / 栽种	tsɔ̃42ku44/fɛ44	?	Lanping	plant(seed)	619975	栽种
6912	kɛ₃₃	Allen2007, 293	plant(seed) / 栽种	kɛ33	?	Yunlong	plant(seed)	619975	栽种
6913	kʲɛ₃₅	Allen2007, 293	plant(seed) / 栽种	kʲɛ35/tɕɛ̃42	?	Xiangyun	plant(seed)	619975	栽种
6908	t͡sɤ₄₂	Allen2007, 293	plant(seed) / 栽种	tsɤ42	?	Eryuan	plant(seed)	619975	栽种
6914	t͡ɕõ₄₂	Allen2007, 293	plant(seed) / 栽种	tɕõ42	?	Luobenzhuo	plant(seed)	619975	栽种
6911	t͡sɤ₃₂	Allen2007, 293	plant(seed) / 栽种	tsɤ32	?	Qiliqiao	plant(seed)	619975	栽种
#
7083	wa₄₂sẽ₂₁	Allen2007, 333	play / 玩耍	wa42sẽ21	verb	Jianchuan	play	6010	玩耍
7084	u₃₁t͡ɕʰu₃₁	Allen2007, 333	play / 玩耍	u31tɕʰu31	verb	Eryuan	play	6010	玩耍
7085	vɤ₄₂tɯ₃₃	Allen2007, 333	play / 玩耍	vɤ42tɯ33	verb	Heqi	play	6010	玩耍
7086	wa₄₂ʐɛ₂₁	Allen2007, 333	play / 玩耍	wa42ʐɛ21	verb	Lanping	play	6010	玩耍
7087	ɔ₂₁t͡ɕʰɔ₃₃	Allen2007, 333	play / 玩耍	ɔ21tɕʰɔ33	verb	Qiliqiao	play	6010	玩耍
7088	wu₃₁t͡ɕʰu₃₁	Allen2007, 333	play / 玩耍	wu31tɕʰu31	verb	Yunlong	play	6010	玩耍
7089	t͡sʰu₃₁	Allen2007, 333	play / 玩耍	tsʰu31	verb	Xiangyun	play	6010	玩耍
7090	xæ̃₃₅ʐæ₄₂	Allen2007, 333	play / 玩耍	xæ̃35ʐæ42	verb	Luobenzhuo	play	6010	玩耍
#
2478	ʑi₃₃	Wang2006a, 1487	pull; tug	ʑi33	verb	Tuoluo	pull	6071	?
2479	d͡ʑi₂₂	Wang2006a, 1487	pull; tug	dʑi22	verb	Gongxing	pull	6071	?
2480	d͡ʑi₂₂	Wang2006a, 1487	pull; tug	dʑi22	verb	Enqi	pull	6071	?
2481	kʰɛ₂₂	Wang2006a, 1487	pull; tug	(kʰɛ22/tɕʰio55)	verb	Ega	pull	6071	?
2482	t͡ɕi₃₃	Wang2006a, 1487	pull; tug	tɕi33	verb	Jinxing	pull	6071	?
2483	t͡ɕi₃₃	Wang2006a, 1487	pull; tug	tɕi33	verb	Dashi	pull	6071	?
2484	t͡ɕi₃₃	Wang2006a, 1487	pull; tug	tɕi33	verb	Zhoucheng	pull	6071	?
2485	kʰen₅₅	Wang2006a, 1487	pull; tug	(kʰen55)	verb	Mazhelong	pull	6071	?
2486	t͡ɕi₃₃	Allen2007, 275	pull / 拉	tɕi33	verb	Jianchuan	pull	6071	拉
2487	kʲi₃₃	Allen2007, 275	pull / 拉	kʲi33	verb	Eryuan	pull	6071	拉
2488	kʰa₃₃	Allen2007, 275	pull / 拉	kʰa33	verb	Heqi	pull	6071	拉
2489	t͡ɕi₃₃	Allen2007, 275	pull / 拉	tɕi33	verb	Lanping	pull	6071	拉
2490	t͡ɕi₃₃	Allen2007, 275	pull / 拉	tɕi33	verb	Qiliqiao	pull	6071	拉
2491	t͡ɕi₃₃	Allen2007, 275	pull / 拉	tɕi33	verb	Yunlong	pull	6071	拉
2492	t͡ɕi₄₄	Allen2007, 275	pull / 拉	tɕi44/tɕẽ35	verb	Xiangyun	pull	6071	拉
2493	t͡ɕã₄₄	Allen2007, 275	pull / 拉	tɕã44	verb	Luobenzhuo	pull	6071	拉
#
6827	mia₅₅	Allen2007, 276	push / 推	mia55	verb	Jianchuan	push	6068	推
6828	ma₃₅	Allen2007, 276	push / 推	ma35	verb	Eryuan	push	6068	推
6829	ma₅₅	Allen2007, 276	push / 推	ma55	verb	Heqi	push	6068	推
6830	ma₄₄	Allen2007, 276	push / 推	ma44	verb	Lanping	push	6068	推
6831	ma₃₅	Allen2007, 276	push / 推	ma35	verb	Qiliqiao	push	6068	推
6832	ma₃₅	Allen2007, 276	push / 推	ma35	verb	Yunlong	push	6068	推
6833	t͡sʰu₅₅	Allen2007, 276	push / 推	tsʰu55/ma35	verb	Xiangyun	push	6068	推
