# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	IPA	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	POS	DOCULECT	CONCEPT	OMEGAWIKI	CHINESE_GLOSS
1462	qo₄₂	Wang2006a, 263	horn	qo42	?	Tuoluo	horn	5981	?
1463	qao₂₄	Wang2006a, 263	horn	qao24	?	Gongxing	horn	5981	?
1464	qo₅₅	Wang2006a, 263	horn	qo55	?	Enqi	horn	5981	?
1465	qo₄₄	Wang2006a, 263	horn	qo44	?	Ega	horn	5981	?
1466	qo₅₅	Wang2006a, 263	horn	qo55	?	Jinman	horn	5981	?
1467	kɤ₄₄	Wang2006a, 263	horn	kv44	?	Jinxing	horn	5981	?
1468	ko₄₄	Wang2006a, 263	horn	ko44	?	Dashi	horn	5981	?
1469	kɤ₄₄	Wang2006a, 263	horn	kv44	?	Zhoucheng	horn	5981	?
1470	koŋ₄₄	Wang2006a, 263	horn	koŋ44	?	Mazhelong	horn	5981	?
1471	kɤ₄₄	Allen2007, 87	horn / 角	kɤ44	?	Jianchuan	horn	5981	角
1472	kɤ₄₄	Allen2007, 87	horn / 角	kɤ44	?	Eryuan	horn	5981	角
1473	kuɔ₄₄	Allen2007, 87	horn / 角	kuɔ44	?	Heqi	horn	5981	角
1474	ko₅₅	Allen2007, 87	horn / 角	ko55	?	Lanping	horn	5981	角
1475	kɤ₄₄	Allen2007, 87	horn / 角	kɤ44	?	Qiliqiao	horn	5981	角
1476	kɤ₄₄	Allen2007, 87	horn / 角	kɤ44	?	Yunlong	horn	5981	角
1477	kɯ₃₃	Allen2007, 87	horn / 角	kɯ33	?	Xiangyun	horn	5981	角
1478	qõ₅₅	Allen2007, 87	horn / 角	qõ55	?	Luobenzhuo	horn	5981	角
#
1513	hɔ₂₁	Wang2006a, 494	house	hɔ21	?	Tuoluo	house	5517	?
1514	ha₄₂	Wang2006a, 494	house	ha42	?	Gongxing	house	5517	?
1515	xo₄₃	Wang2006a, 494	house	xo43	?	Enqi	house	5517	?
1516	xo₄₂	Wang2006a, 494	house	xo42	?	Ega	house	5517	?
1517	xo₄₂	Wang2006a, 494	house	xo42	?	Jinman	house	5517	?
1518	xou₃₁	Wang2006a, 494	house	xou31	?	Jinxing	house	5517	?
1519	xou₃₁	Wang2006a, 494	house	xou31	?	Dashi	house	5517	?
1520	ho₃₁	Wang2006a, 494	house	ho31	?	Zhoucheng	house	5517	?
1521	xo₂₁	Wang2006a, 494	house	xo21	?	Mazhelong	house	5517	?
1522	xou₂₁	Allen2007, 168	house / 房	xou21	?	Jianchuan	house	5517	房
1523	xɔ₂₁	Allen2007, 168	house / 房	xɔ21	?	Eryuan	house	5517	房
1524	xʰɔu₃₁	Allen2007, 168	house / 房	xʰɔu31	?	Heqi	house	5517	房
1525	xo₃₁kjɛ̃₅₅	Allen2007, 168	house / 房	xo31kjɛ̃55	?	Lanping	house	5517	房
1526	xɔ₂₁	Allen2007, 168	house / 房	xɔ21	?	Qiliqiao	house	5517	房
1527	xao₂₁	Allen2007, 168	house / 房	xao21	?	Yunlong	house	5517	房
1528	xɔ₂₁	Allen2007, 168	house / 房	xɔ21	?	Xiangyun	house	5517	房
1529	xɔ₄₂	Allen2007, 168	house / 房	xɔ42	?	Luobenzhuo	house	5517	房
#
7807	i₄₄mɯ₄₄	Allen2007, 491	how / 怎样	i44mɯ44	?	Yunlong	how	5494	怎样
7804	t͡sɿ₅₅kɛ₂₁	Allen2007, 491	how / 怎样	tsɿ55kɛ21	?	Heqi	how	5494	怎样
7805	i₅₅kɛ₃₁	Allen2007, 491	how / 怎样	i55kɛ31	?	Lanping	how	5494	怎样
7808	t͡ʂɛ̃₅₅me₃₃xe₃₃	Allen2007, 491	how / 怎样	tʂɛ̃55me33xe33	?	Luobenzhuo	how	5494	怎样
7803	t͡sɿ₅₅kɛ₂₁	Allen2007, 491	how / 怎样	tsɿ55kɛ21	?	Jianchuan	how	5494	怎样
7806	t͡sɿ₅₅mɯ₅₅ne₃₁	Allen2007, 491	how / 怎样	tsɿ55mɯ55ne31	?	Qiliqiao	how	5494	怎样
#
1530	pa₄₂	Wang2006a, 824	hundred	pa42	?	Tuoluo	hundred	6685	?
1531	pæ₂₄	Wang2006a, 824	hundred	pæ24	?	Gongxing	hundred	6685	?
1532	pæ₅₅	Wang2006a, 824	hundred	pæ55	?	Enqi	hundred	6685	?
1533	pa₄₄	Wang2006a, 824	hundred	pa44	?	Ega	hundred	6685	?
1534	pa₅₅	Wang2006a, 824	hundred	pa55	?	Jinman	hundred	6685	?
1535	pa₄₄	Wang2006a, 824	hundred	pa44	?	Jinxing	hundred	6685	?
1536	pɚ₄₄	Wang2006a, 824	hundred	pɚ44	?	Dashi	hundred	6685	?
1537	pǝ₄₄	Wang2006a, 824	hundred	pǝ44	?	Zhoucheng	hundred	6685	?
1538	pɚ₄₄	Wang2006a, 824	hundred	pɚ44	?	Mazhelong	hundred	6685	?
1539	a₃₁pɛ₄₄	Allen2007, 460	one hundred / 一百	a31pɛ44	?	Jianchuan	hundred	6685	一百
1540	a₃₁pɛ₄₄	Allen2007, 460	one hundred / 一百	a31pɛ44	?	Eryuan	hundred	6685	一百
1541	a₃₁pɛ₄₄	Allen2007, 460	one hundred / 一百	a31pɛ44	?	Heqi	hundred	6685	一百
1542	a₃₁pæ₄₄	Allen2007, 460	one hundred / 一百	a31pæ44	?	Lanping	hundred	6685	一百
1543	a₃₁pɛ₄₄	Allen2007, 460	one hundred / 一百	a31pɛ44	?	Qiliqiao	hundred	6685	一百
1544	a₃₁pɛ₄₄	Allen2007, 460	one hundred / 一百	a31pɛ44	?	Yunlong	hundred	6685	一百
1545	a₃₁pɛ₄₄	Allen2007, 460	one hundred / 一百	a31pɛ44	?	Xiangyun	hundred	6685	一百
1546	ʔa₄₄pao₅₅	Allen2007, 460	one hundred / 一百	ʔa44pao55	?	Luobenzhuo	hundred	6685	一百
#
1547	ŋɔ₂₁	Wang2006a, 928	I	ŋɔ21	?	Tuoluo	i	5450	?
1548	ŋa₄₂	Wang2006a, 928	I	ŋa42	?	Gongxing	i	5450	?
1549	ɴo₄₃	Wang2006a, 928	I	ɴo43	?	Enqi	i	5450	?
1550	ŋo₄₂	Wang2006a, 928	I	ŋo42	?	Ega	i	5450	?
1551	õ₄₂	Wang2006a, 928	I	õ42	?	Jinman	i	5450	?
1552	uõ₃₁	Wang2006a, 928	I	uõ31	?	Jinxing	i	5450	?
1553	ŋõ₃₁	Wang2006a, 928	I	ŋõ31	?	Dashi	i	5450	?
1554	ŋo₃₁	Wang2006a, 928	I	ŋo31	?	Zhoucheng	i	5450	?
1555	nen₄₂	Wang2006a, 928	I	nen42	?	Mazhelong	i	5450	?
1556	ŋo₃₁	Allen2007, 474	I(1 p.s.) / 我	ŋo31	?	Jianchuan	i	5450	我
1557	ŋɔ₃₁	Allen2007, 474	I(1 p.s.) / 我	ŋɔ31	?	Eryuan	i	5450	我
1558	ŋɔ₃₁	Allen2007, 474	I(1 p.s.) / 我	ŋɔ31	?	Heqi	i	5450	我
1559	ŋɔ̃₃₁	Allen2007, 474	I(1 p.s.) / 我	ŋɔ̃31	?	Lanping	i	5450	我
1560	ŋɔ₃₁	Allen2007, 474	I(1 p.s.) / 我	ŋɔ31	?	Qiliqiao	i	5450	我
1561	ŋɔ₃₁	Allen2007, 474	I(1 p.s.) / 我	ŋɔ31	?	Yunlong	i	5450	我
1562	ŋɔ₃₁	Allen2007, 474	I(1 p.s.) / 我	ŋɔ31	?	Xiangyun	i	5450	我
1563	ɴɔ₄₂	Allen2007, 474	I(1 p.s.) / 我	ɴɔ42	?	Luobenzhuo	i	5450	我
#
3875	ɕioŋ₅₅qa₄₂	Wang2006a, 17	ice	ɕioŋ55qa42	?	Tuoluo	ice	1837	?
3876	soŋ₅₅ŋɛ₂₄	Wang2006a, 17	ice	soŋ55ŋɛ24	?	Gongxing	ice	1837	?
3877	ɕio₂₄pæ₂₂	Wang2006a, 17	ice	ɕio24pæ22	?	Enqi	ice	1837	?
3878	ɕioŋ₅₅	Wang2006a, 17	ice	ɕioŋ55	?	Ega	ice	1837	?
3879	ɕiõ₅₅	Wang2006a, 17	ice	ɕiõ55	?	Jinman	ice	1837	?
3880	sou₅₅lou₄₄pʰiɛ₅₅	Wang2006a, 17	ice	sou55lou44pʰiɛ55	?	Jinxing	ice	1837	?
3881	ʂou₅₅lou₄₄pʰiɚ₅₅	Wang2006a, 17	ice	ʂou55lou44pʰiɚ55	?	Dashi	ice	1837	?
3882	tɤ₂₁jɯ₂₁	Wang2006a, 17	ice	(tv21jɯ21)	?	Zhoucheng	ice	1837	?
3883	ɕyɛ₄₄pʰien₃₃	Wang2006a, 17	ice	ɕyɛ44pʰien33	?	Mazhelong	ice	1837	?
#
1564	baŋ₂₁	Wang2006a, 1160	to be ill	baŋ21	?	Tuoluo	ill;sick	7800	?
1565	ban₄₂	Wang2006a, 1160	to be ill	ban42	?	Gongxing	ill;sick	7800	?
1566	bæ₄₃	Wang2006a, 1160	to be ill	bæ43	?	Enqi	ill;sick	7800	?
1567	su₄₂	Wang2006a, 1160	to be ill	(su42)	?	Ega	ill;sick	7800	?
1568	sõ₄₂	Wang2006a, 1160	to be ill	(sõ42)	?	Jinman	ill;sick	7800	?
1569	pan₃₁	Wang2006a, 1160	to be ill	pan31	?	Jinxing	ill;sick	7800	?
1570	pɚ̃₃₁	Wang2006a, 1160	to be ill	pɚ̃31	?	Dashi	ill;sick	7800	?
1571	pɛ₂₁	Wang2006a, 1160	to be ill	pɛ21	?	Zhoucheng	ill;sick	7800	?
1572	pɚ̃₂₁	Wang2006a, 1160	to be ill	pɚ̃21	?	Mazhelong	ill;sick	7800	?
1573	pɛ̃₃₁	Allen2007, 378	be sick,ill / 病	pɛ̃31/sɤ̃31	?	Jianchuan	ill;sick	7800	病
1574	pɛ₃₁	Allen2007, 378	be sick,ill / 病	pɛ31	?	Eryuan	ill;sick	7800	病
1575	pɛ̃₃₁	Allen2007, 378	be sick,ill / 病	pɛ̃31	?	Heqi	ill;sick	7800	病
1576	sɔ̃₄₂	Allen2007, 378	be sick,ill / 病	sɔ̃42/pæ̃42	?	Lanping	ill;sick	7800	病
1577	pɛ₃₁	Allen2007, 378	be sick,ill / 病	pɛ31	?	Qiliqiao	ill;sick	7800	病
1578	pɛ₃₁	Allen2007, 378	be sick,ill / 病	pɛ31	?	Yunlong	ill;sick	7800	病
1579	pɛ̃₃₁	Allen2007, 378	be sick,ill / 病	pɛ̃31	?	Xiangyun	ill;sick	7800	病
1580	sõ₃₁	Allen2007, 378	be sick,ill / 病	sõ31	?	Luobenzhuo	ill;sick	7800	病
#
1598	dɤ₃₅	Wang2006a, 149	intestine; guts	dv35	?	Tuoluo	intestine;gut	950344	?
1599	ʣu₁₂	Wang2006a, 149	intestine; guts	dzu12	?	Gongxing	intestine;gut	950344	?
1600	tio₂₁	Wang2006a, 149	intestine; guts	tio21	?	Enqi	intestine;gut	950344	?
1601	tʣɨɯ₂₁	Wang2006a, 149	intestine; guts	tʣɨɯ21	?	Ega	intestine;gut	950344	?
1602	ʈõ₂₁	Wang2006a, 149	intestine; guts	ʈõ21	?	Jinman	intestine;gut	950344	?
1603	t͡sõ₂₁	Wang2006a, 149	intestine; guts	tsõ21	?	Jinxing	intestine;gut	950344	?
1604	t͡ʂoŋ₂₁	Wang2006a, 149	intestine; guts	tʂoŋ21	?	Dashi	intestine;gut	950344	?
1605	t͡sou₂₁	Wang2006a, 149	intestine; guts	tsou21	?	Zhoucheng	intestine;gut	950344	?
1606	t͡soŋ₂₁	Wang2006a, 149	intestine; guts	tsoŋ21	?	Mazhelong	intestine;gut	950344	?
1607	t͡sõ₂₁	Allen2007, 147	intestine,gut / 肠子	tsõ21	?	Jianchuan	intestine;gut	950344	肠子
1608	t͡ʂɔ₂₁	Allen2007, 147	intestine,gut / 肠子	tʂɔ21	?	Eryuan	intestine;gut	950344	肠子
1609	t͡sɔ̃u₂₁	Allen2007, 147	intestine,gut / 肠子	tsɔ̃u21	?	Heqi	intestine;gut	950344	肠子
1610	t͡sõ₂₁	Allen2007, 147	intestine,gut / 肠子	tsõ21	?	Lanping	intestine;gut	950344	肠子
1611	t͡so₂₁	Allen2007, 147	intestine,gut / 肠子	tso21	?	Qiliqiao	intestine;gut	950344	肠子
1612	t͡sao₂₁	Allen2007, 147	intestine,gut / 肠子	tsao21	?	Yunlong	intestine;gut	950344	肠子
1613	t͡sɤ̃₂₁	Allen2007, 147	intestine,gut / 肠子	tsɤ̃21	?	Xiangyun	intestine;gut	950344	肠子
1614	tõ₂₁	Allen2007, 147	intestine,gut / 肠子	tõ21	?	Luobenzhuo	intestine;gut	950344	肠子
#
6307	kʰuɛ₃₁t͡sɿ₃₁te₄₄	Allen2007, 143	knee / 膝盖	kʰuɛ31tsɿ31te44	?	Jianchuan	knee	5918	膝盖
6314	qu₅₅t͡sɛ₄₄	Allen2007, 143	knee / 膝盖	qu55tsɛ44	?	Luobenzhuo	knee	5918	膝盖
6308	kʰuɛ₃₁tɯ₂₁t͡se₄₄	Allen2007, 143	knee / 膝盖	kʰuɛ31tɯ21tse44	?	Eryuan	knee	5918	膝盖
6312	ku₃₃t͡sɛ₃₃ŋɛ₃₃	Allen2007, 143	knee / 膝盖	ku33tsɛ33ŋɛ33	?	Yunlong	knee	5918	膝盖
6313	kʰuɛ₃₁tɛ₂₁te₄₄	Allen2007, 143	knee / 膝盖	kʰuɛ31tɛ21te44	?	Xiangyun	knee	5918	膝盖
6311	kʰuɛ₃₁t͡sɿ₂₁te₄₄	Allen2007, 143	knee / 膝盖	kʰuɛ31tsɿ21te44	?	Qiliqiao	knee	5918	膝盖
6309	kʰuɛ₃₁tɯ₂₁t͡se₄₄	Allen2007, 143	knee / 膝盖	kʰuɛ31tɯ21tse44	?	Heqi	knee	5918	膝盖
6310	kʰuɛ₃₁tiɯ₂₁ka₄₄	Allen2007, 143	knee / 膝盖	kʰuɛ31tiɯ21ka44	?	Lanping	knee	5918	膝盖
#
7207	zɯ₄₄tɯ₄₄	Allen2007, 353	know / 知道	zɯ44tɯ44	?	Qiliqiao	know	6004	知道
7208	zɿ₃₃tɯ₃₃	Allen2007, 353	know / 知道	zɿ33tɯ33	?	Yunlong	know	6004	知道
7210	ʈa₅₅tɯ₅₅	Allen2007, 353	know / 知道	ʈa55tɯ55	?	Luobenzhuo	know	6004	知道
7203	sẽ₃₃	Allen2007, 353	know / 知道	sẽ33	?	Jianchuan	know	6004	知道
7204	se₃₃	Allen2007, 353	know / 知道	se33	?	Eryuan	know	6004	知道
7205	se₃₃	Allen2007, 353	know / 知道	se33	?	Heqi	know	6004	知道
7206	sũɛ̃₅₅	Allen2007, 353	know / 知道	sũɛ̃55	?	Lanping	know	6004	知道
7209	zɛ̃₂₁tou₄₄	Allen2007, 353	know / 知道	zɛ̃21tou44	?	Xiangyun	know	6004	知道
#
6892	t͡sɯ₅₅t͡sɔ₄₂ʂɯ₃₃	Allen2007, 291	labour / 劳动	tsɯ55tsɔ42ʂɯ33	?	Eryuan	labour	471303	劳动
6894	t͡su₅₅t͡su₃₁sɯ₄₄	Allen2007, 291	labour / 劳动	tsu55tsu31sɯ44	?	Lanping	labour	471303	劳动
6895	t͡sɿ₅₅t͡sɔ₃₂sɯ₃₃	Allen2007, 291	labour / 劳动	tsɿ55tsɔ32sɯ33	?	Qiliqiao	labour	471303	劳动
6898	t͡sɤ₃₃t͡sɤ₃₃ɕi₅₅	Allen2007, 291	labour / 劳动	tsɤ33tsɤ33ɕi55	?	Luobenzhuo	labour	471303	劳动
6891	t͡su₅₅t͡sou₄₂sɯ₃₃	Allen2007, 291	labour / 劳动	tsu55tsou42sɯ33	?	Jianchuan	labour	471303	劳动
6897	kã₅₅t͡sɔ₄₂sou₃₃	Allen2007, 291	labour / 劳动	kã55tsɔ42sou33	?	Xiangyun	labour	471303	劳动
6893	t͡sɿ₅₅t͡sɔu₄₂sʰɯ₃₃	Allen2007, 291	labour / 劳动	tsɿ55tsɔu42sʰɯ33	?	Heqi	labour	471303	劳动
6896	t͡sɿ₅₅t͡sɔ₄₂sɯ₃₃	Allen2007, 291	labour / 劳动	tsɿ55tsɔ42sɯ33	?	Yunlong	labour	471303	劳动
#
1658	ʁɔ₃₅	Wang2006a, 31	lake	ʁɔ35	?	Tuoluo	lake	2061	?
1659	qao₁₂	Wang2006a, 31	lake	qao12	?	Gongxing	lake	2061	?
1660	qo₂₁	Wang2006a, 31	lake	qo21	?	Enqi	lake	2061	?
1661	li₂₁bɯ₂₂	Wang2006a, 31	lake	(li21bɯ22)	?	Ega	lake	2061	?
1662	lu₂₁bɯ̃₂₂	Wang2006a, 31	lake	(lu21bɯ̃22)	?	Jinman	lake	2061	?
1663	kou₂₁	Wang2006a, 31	lake	kou21	?	Jinxing	lake	2061	?
1664	xu₄₂	Wang2006a, 31	lake	(xu42)	?	Dashi	lake	2061	?
1665	pɛ₂₁	Wang2006a, 31	lake	(pɛ21)	?	Zhoucheng	lake	2061	?
1666	ɕu₃₃tu₃₃	Wang2006a, 31	lake	(ɕu33tu33/pen33)	?	Mazhelong	lake	2061	?
1667	ko₂₁	Allen2007, 16	lake / 湖	ko21	?	Jianchuan	lake	2061	湖
1668	kɔ₂₁	Allen2007, 16	lake / 湖	kɔ21	?	Eryuan	lake	2061	湖
1669	kɔ₂₁	Allen2007, 16	lake / 湖	kɔ21	?	Heqi	lake	2061	湖
1670	kɔ₂₁	Allen2007, 16	lake / 湖	kɔ21	?	Lanping	lake	2061	湖
1671	kɔ₂₁	Allen2007, 16	lake / 湖	kɔ21	?	Qiliqiao	lake	2061	湖
1672	kao₂₁kao₂₁	Allen2007, 16	lake / 湖	kao21kao21	?	Yunlong	lake	2061	湖
1673	pɯ₃₃	Allen2007, 16	lake / 湖	pɯ33	?	Xiangyun	lake	2061	湖
1674	lu₃₁bɯ₃₃	Allen2007, 16	lake / 湖	lu31bɯ33	?	Luobenzhuo	lake	2061	湖
#
1692	sɔ₂₁	Wang2006a, 1735	laugh	sɔ21	?	Tuoluo	laugh	5876	?
1693	su₄₂	Wang2006a, 1735	laugh	su42	?	Gongxing	laugh	5876	?
1694	su₄₃	Wang2006a, 1735	laugh	su43	?	Enqi	laugh	5876	?
1695	sy₄₂	Wang2006a, 1735	laugh	sy42	?	Ega	laugh	5876	?
1696	su₄₂	Wang2006a, 1735	laugh	su42	?	Jinman	laugh	5876	?
1697	sou₃₁	Wang2006a, 1735	laugh	sou31	?	Jinxing	laugh	5876	?
1698	ɕʰi₃₁	Wang2006a, 1735	laugh	(ɕʰi31)	?	Dashi	laugh	5876	?
1699	so₃₁	Wang2006a, 1735	laugh	so31	?	Zhoucheng	laugh	5876	?
1700	sǝɯ₂₁	Wang2006a, 1735	laugh	sǝɯ21	?	Mazhelong	laugh	5876	?
1701	sou₃₁	Allen2007, 348	laugh / 笑	sou31	?	Jianchuan	laugh	5876	笑
1702	sɔ₃₃	Allen2007, 348	laugh / 笑	sɔ33	?	Eryuan	laugh	5876	笑
1703	ɕʰi₃₁	Allen2007, 348	laugh / 笑	ɕʰi31	?	Heqi	laugh	5876	笑
1704	su₃₁	Allen2007, 348	laugh / 笑	su31	?	Lanping	laugh	5876	笑
1705	sɔ₃₁	Allen2007, 348	laugh / 笑	sɔ31	?	Qiliqiao	laugh	5876	笑
1706	sao₃₁	Allen2007, 348	laugh / 笑	sao31	?	Yunlong	laugh	5876	笑
1707	sɔu₂₁	Allen2007, 348	laugh / 笑	sɔu21	?	Xiangyun	laugh	5876	笑
1708	su₄₄	Allen2007, 348	laugh / 笑	su44	?	Luobenzhuo	laugh	5876	笑
#
1726	qʰɔ₃₃	Wang2006a, 376	leaf	qʰɔ33	?	Tuoluo	leaf	2124	?
1727	qʰo₅₅	Wang2006a, 376	leaf	qʰo55	?	Enqi	leaf	2124	?
1728	d͡ʑi₄₂lɛ₂₁	Wang2006a, 376	leaf	(dʑi42lɛ21)	?	Ega	leaf	2124	?
1729	kʰou₃₃	Wang2006a, 376	leaf	kʰou33	?	Jinxing	leaf	2124	?
1730	ɕui₃₃kuo₃₃	Wang2006a, 376	leaf	[ɕui33kuo33]	?	Dashi	leaf	2124	?
1731	ɕyi₃₃li₅₅ta₂₁ko₃₃	Wang2006a, 376	leaf	(ɕyi33li55ta21ko33)	?	Zhoucheng	leaf	2124	?
1732	kʰo₃₃	Wang2006a, 376	leaf	kʰo33	?	Mazhelong	leaf	2124	?
1733	se₄₄	Allen2007, 116	leaf / 叶	se44	?	Jianchuan	leaf	2124	叶
1734	ʂe₄₄	Allen2007, 116	leaf / 叶	ʂe44	?	Eryuan	leaf	2124	叶
1735	sʰe₄₄	Allen2007, 116	leaf / 叶	sʰe44	?	Heqi	leaf	2124	叶
1736	se₄₄	Allen2007, 116	leaf / 叶	se44	?	Lanping	leaf	2124	叶
1737	se₄₄	Allen2007, 116	leaf / 叶	se44	?	Qiliqiao	leaf	2124	叶
1738	sɛ₄₄	Allen2007, 116	leaf / 叶	sɛ44	?	Yunlong	leaf	2124	叶
1739	se₄₄	Allen2007, 116	leaf / 叶	se44	?	Xiangyun	leaf	2124	叶
1740	ʂɛ₄₄	Allen2007, 116	leaf / 叶	ʂɛ44	?	Luobenzhuo	leaf	2124	叶
#
1758	t͡ɕy₅₅	Wang2006a, 710	left	tɕy55	?	Tuoluo	left side	1499731	?
1759	tjen₅₅	Wang2006a, 710	left	tjen55	?	Gongxing	left side	1499731	?
1760	t͡suɛ₂₄	Wang2006a, 710	left	tsuE24	?	Enqi	left side	1499731	?
1761	la₅₅t͡ɕo₄₄t͡ɕo₄₄pʰo₅₅	Wang2006a, 710	left	(la55tɕo44tɕo44pʰo55)	?	Ega	left side	1499731	?
1762	lo₅₅t͡ɕyẽ₅₅	Wang2006a, 710	left	(lo55tɕyẽ55)	?	Jinman	left side	1499731	?
1763	pi₅₅	Wang2006a, 710	left	pi55	?	Jinxing	left side	1499731	?
1764	piǝ₃₅	Wang2006a, 710	left	piǝ35	?	Dashi	left side	1499731	?
1765	pi₃₅	Wang2006a, 710	left	pi35	?	Zhoucheng	left side	1499731	?
1766	pi₅₅	Wang2006a, 710	left	pi55	?	Mazhelong	left side	1499731	?
1767	pi₅₅fɤ₃₃	Allen2007, 27	left(side) / 左边	pi55fɤ33	?	Jianchuan	left side	1499731	左边
1768	pi₃₅pɔ₃₁	Allen2007, 27	left(side) / 左边	pi35pɔ31	?	Eryuan	left side	1499731	左边
1769	pi₅₅fɤ₃₃	Allen2007, 27	left(side) / 左边	pi55fɤ33	?	Heqi	left side	1499731	左边
1770	fɯ̃₄₄pĩɛ̃₅₅pʰao₄₄	Allen2007, 27	left(side) / 左边	fɯ̃44pĩɛ̃55pʰao44	?	Lanping	left side	1499731	左边
1771	pi₃₅pɔ₂₁	Allen2007, 27	left(side) / 左边	pi35pɔ21	?	Qiliqiao	left side	1499731	左边
1772	pi₃₅pɔ₃₁	Allen2007, 27	left(side) / 左边	pi35pɔ31	?	Yunlong	left side	1499731	左边
1773	pi₃₅sɛ̃₂₁	Allen2007, 27	left(side) / 左边	pi35sɛ̃21	?	Xiangyun	left side	1499731	左边
1774	la₄₄t͡ɕỹ₅₅	Allen2007, 27	left(side) / 左边	la44tɕỹ55	?	Luobenzhuo	left side	1499731	左边
#
5675	qʰuæ₄₃	Wang2006a, 1829	leg	qʰuæ43	?	Enqi	leg	5665	?
5676	qʰua₄₂	Wang2006a, 1829	leg	qʰua42	?	Ega	leg	5665	?
5677	ko₄₄'foot'	Wang2006a, 1829	leg	ko44['foot']	?	Jinman	leg	5665	?
5678	kou₄₄	Wang2006a, 1829	leg	kou44	?	Jinxing	leg	5665	?
5679	kou₄₄	Wang2006a, 1829	leg	kou44	?	Dashi	leg	5665	?
5680	ko₄₄	Wang2006a, 1829	leg	ko44	?	Zhoucheng	leg	5665	?
5681	kʰuɚ₂₁	Wang2006a, 1829	leg	kʰuɚ21/ko44	?	Mazhelong	leg	5665	?
5673	qʰua₂₁	Wang2006a, 1829	leg	qʰua21	?	Tuoluo	leg	5665	?
5674	qʰuæ₄₂	Wang2006a, 1829	leg	qʰuæ42	?	Gongxing	leg	5665	?
#
5764	kʲi₃₁ŋue₃₃zɛ₃₃	Allen2007, 8	lightning(vb) / 闪电	kʲi31ŋue33zɛ33	?	Eryuan	lightning(vb)	6811	闪电
5765	t͡ɕi₃₁kɔu₅₅la₄₄	Allen2007, 8	lightning(vb) / 闪电	tɕi31kɔu55la44	?	Heqi	lightning(vb)	6811	闪电
5766	ʐɯ₃₃t͡sɿ₃₃pʰiɯ₄₄	Allen2007, 8	lightning(vb) / 闪电	ʐɯ33tsɿ33pʰiɯ44	?	Lanping	lightning(vb)	6811	闪电
5767	t͡ɕi₃₁kɤ₃₅la₄₄	Allen2007, 8	lightning(vb) / 闪电	tɕi31kɤ35la44	?	Qiliqiao	lightning(vb)	6811	闪电
5768	ʥi₃₃mi₃₃jɛ₃₃	Allen2007, 8	lightning(vb) / 闪电	ʥi33mi33jɛ33	?	Yunlong	lightning(vb)	6811	闪电
5770	xẽ₅₅t͡ɕæ₅₅mi₃₁	Allen2007, 8	lightning(vb) / 闪电	xẽ55tɕæ55mi31	?	Luobenzhuo	lightning(vb)	6811	闪电
5769	jĩ₂₁lũẽ₃₃jɛ̃₃₃	Allen2007, 8	lightning(vb) / 闪电	jĩ21lũẽ33jɛ̃33	?	Xiangyun	lightning(vb)	6811	闪电
5763	sɛ̃₂₁t͡sɿ₃₃pʰiɯ₄₄	Allen2007, 8	lightning(vb) / 闪电	sɛ̃21tsɿ33pʰiɯ44	?	Jianchuan	lightning(vb)	6811	闪电
#
5320	ko₄₂	Wang2006a, 1452	live; reside	ko42	?	Dashi	live; reside	478515	?
5321	kɤ₄₂	Wang2006a, 1452	live; reside	kv42	?	Zhoucheng	live; reside	478515	?
5322	kɤ₄₂	Wang2006a, 1452	live; reside	kv42	?	Mazhelong	live; reside	478515	?
5317	kɤ₄₂	Wang2006a, 1452	live; reside	kv42	?	Ega	live; reside	478515	?
5318	kɤ₄₂	Wang2006a, 1452	live; reside	kv42	?	Jinman	live; reside	478515	?
5319	kɤ₄₂	Wang2006a, 1452	live; reside	kv42	?	Jinxing	live; reside	478515	?
5314	ky₂₁	Wang2006a, 1452	live; reside	ky21	?	Tuoluo	live; reside	478515	?
5315	kao₄₂	Wang2006a, 1452	live; reside	kao42	?	Gongxing	live; reside	478515	?
5316	ku₄₃	Wang2006a, 1452	live; reside	ku43	?	Enqi	live; reside	478515	?
#
1809	qɔŋ₅₅	Wang2006a, 145	liver	qɔŋ55	?	Tuoluo	liver	5476	?
1810	qaŋ₅₅	Wang2006a, 145	liver	qaŋ55	?	Gongxing	liver	5476	?
1811	qa₂₄	Wang2006a, 145	liver	qa24	?	Enqi	liver	5476	?
1812	qo₅₅	Wang2006a, 145	liver	qo55	?	Ega	liver	5476	?
1813	qã₅₅	Wang2006a, 145	liver	qã55	?	Jinman	liver	5476	?
1814	kɑ₅₅	Wang2006a, 145	liver	kɑ55	?	Jinxing	liver	5476	?
1815	kã₃₅	Wang2006a, 145	liver	kã35	?	Dashi	liver	5476	?
1816	ka₃₅	Wang2006a, 145	liver	ka35	?	Zhoucheng	liver	5476	?
1817	kaŋ₅₅	Wang2006a, 145	liver	kaŋ55	?	Mazhelong	liver	5476	?
1818	kã₅₅	Allen2007, 150	liver / 肝	kã55	?	Jianchuan	liver	5476	肝
1819	ka₃₅	Allen2007, 150	liver / 肝	ka35	?	Eryuan	liver	5476	肝
1820	kã₅₅	Allen2007, 150	liver / 肝	kã55	?	Heqi	liver	5476	肝
