# Wordlist

# DATA
ID	SRCABBR	STEDT_GLOSS	CONCEPT	RN	GFN	SRCID	LGID	DOCULECT	REFLEX
32984	ZMYYC	dirty	dirty	223515		854.3	1380	Tibetan (Khams:Dege)	tso⁵⁵gu⁵³
33988	ZMYYC	dirty	dirty	223548		854.20	1409	Xumi	me⁵⁵ʂɑ̃⁵⁵
34992	ZMYYC	dirty	dirty	223554		854.32	1416	Hani (Shuikui)	ʒv̩³³ɕi̱³³tuɯ³³
35996	ZMYYC	dirty	dirty	223558		854.40	1428	Burmese (Spoken Rangoon)	ȵiʔ⁴⁴pɑʔ⁴⁴
37000	ZMYYC	dirty	dirty	223564		854.52	1431	Sulung [Puroik]	chə³³chɛʴ⁵³
37994	ZMYYC	dirty	dirty	232058		854.13	1496	Tangut [Xixia]	--
39008	ZMYYC	dirty	dirty	223540		854.4	1550	Tibetan (Amdo:Bla-brang)	hdzop to
40012	ZMYYC	dirty	dirty	223539		854.2	1557	Tibetan (Lhasa)	tsok⁵³pa⁵³
41016	ZMYYC	dirty	dirty	223514		854.1	1582	Tibetan (Written)	btsog pa
42020	ZMYYC	dirty	dirty	223516		854.5	1585	Tibetan (Amdo:Zeku)	rtsok kwa
43024	ZMYYC	dirty	dirty	223557		854.38	1615	Tujia	la³⁵tha⁵⁵
44028	ZMYYC	dirty	dirty	223549		854.22	1658	Yi (Dafang)	mi⁵⁵dʑa³³
45033	ZMYYC	dirty	dirty	223525		854.25	1662	Yi (Mile)	ni³³tsɛ³³; tsᴀ̃³³
46038	ZMYYC	dirty	dirty	223551		854.26	1663	Yi (Mojiang)	tsᴀ̃³³; mᴀ²¹xɒ²¹
47043	ZMYYC	dirty	dirty	223550		854.24	1664	Yi (Nanhua)	tsᴀ̃³³
48047	ZMYYC	dirty	dirty	223524		854.23	1666	Yi (Nanjian)	n̩(ɿ)³³tsɿ⁵⁵
49051	ZMYYC	dirty	dirty	223523		854.21	1670	Yi (Xide)	bo³³a²¹ʂo³³
50055	ZMYYC	dirty	dirty	223527		854.29	1676	Naxi (Yongning)	mə³³ʂu³¹
51059	ZMYYC	dirty	dirty	223559		854.42	1693	Atsi [Zaiwa]	kot²¹; tʃhaʔ⁵⁵
52064	ZMYYC	dirty	dirty	223546		854.16	1699	Queyu (Yajiang) [Zhaba]	tso⁵⁵rə⁵³
#
400	ZMYYC	dish	dish	200379		400.41	200	Achang (Longchuan)	uaŋ³¹
1404	ZMYYC	dish	dish	200406		400.44	269	Anong	khɛn⁵⁵
2408	ZMYYC	dish	dish	200377		400.37	311	Bai (Bijiang)	pɯ²¹dzi⁴²mɑ⁴⁴
3412	ZMYYC	dish	dish	200376		400.35	314	Bai (Dali)	xeʴ⁵⁵phɑ⁴⁴
4416	ZMYYC	dish	dish	200402		400.36	317	Bai (Jianchuan)	tshɯ³³
5420	ZMYYC	dish	dish	200384		400.51	368	Bokar Lhoba	ke taː
6424	ZMYYC	dish	dish	200378		400.39	411	Burmese (Written)	hɑŋ³
7428	ZMYYC	dish	dish	200399		400.30	418	Hani (Caiyuan)	kv̩³¹tsha̱³¹
8432	ZMYYC	dish	dish	200383		400.49	509	Darang [Taraon]	tɑ³¹nɑŋ³⁵
9436	ZMYYC	dish	dish	200374		400.31	510	Hani (Dazhai)	ɣo³¹tshø³¹
10440	ZMYYC	dish	dish	200407		400.46	537	Trung [Dulong]	dzɯ³¹gwɑʔ⁵⁵
11444	ZMYYC	dish	dish	200391		400.14	557	Ergong (Danba)	tshɛ
12448	ZMYYC	dish	dish	200393		400.18	561	Ersu	ntshɛ⁵⁵ntshɛ⁵⁵lɛ³³
13453	ZMYYC	dish	dish	200408		400.48	592	Kaman [Miju]	ɕɑu⁵⁵
14457	ZMYYC	dish	dish	200367		400.17	595	Guiqiong	zɛ³³npɑ⁵³
15461	ZMYYC	dish	dish	200409		400.50	662	Idu	ɑ³¹nɑ⁵⁵pɹɑ⁵⁵
16465	ZMYYC	dish	dish	200382		400.47	690	Jingpho	ʃat³¹mai⁵⁵; ʃaʔ³¹mai⁵⁵
17469	ZMYYC	dish	dish	200401		400.34	696	Jinuo	a³³ke³³
18473	ZMYYC	dish	dish	200375		400.33	851	Lahu (Black)	ɣɔ⁵³tsᴀ³⁵
19477	ZMYYC	dish	dish	200398		400.28	908	Naxi (Lijiang)	xo³¹phe⁵⁵
20481	ZMYYC	dish	dish	200372		400.27	942	Lisu	dzɑ³³tshɿ⁴¹
21485	ZMYYC	dish	dish	200380		400.43	1034	Maru [Langsu]	tsɔ̆³¹tshum³⁵
22489	ZMYYC	dish	dish	200363		400.7	1088	Tsangla (Motuo)	kam◦taŋ
23494	ZMYYC	dish	dish	200387		400.6	1092	Tshona (Mama)	tshɛ⁵³
24498	ZMYYC	dish	dish	200366		400.15	1136	Muya [Minyak]	to³³ʁo³⁵
25502	ZMYYC	dish	dish	200368		400.19	1147	Namuyi	dzɛ³³ntshy⁵⁵
26506	ZMYYC	dish	dish	200381		400.45	1215	Nusu (Bijiang)	ɣɑ̃⁵⁵
27510	ZMYYC	dish	dish	200365		400.11	1306	Pumi (Qinghua)	ȵɑ⁵⁵
28514	ZMYYC	dish	dish	200389		400.10	1309	Pumi (Taoba)	ʑõ⁵⁵ʑã⁵⁵
29518	ZMYYC	dish	dish	200388		400.8	1320	Qiang (Mawo)	qhɑːsti
30522	ZMYYC	dish	dish	200364		400.9	1323	Qiang (Taoping)	χu³³bɑ³³
31526	ZMYYC	dish	dish	200390		400.12	1340	rGyalrong	zɐ mthɐm
32530	ZMYYC	dish	dish	200361		400.3	1380	Tibetan (Khams:Dege)	tshɛ⁵⁵
33534	ZMYYC	dish	dish	200394		400.20	1409	Xumi	hɔ̃⁵⁵ʑũ³³ʑɛ³³
34538	ZMYYC	dish	dish	200400		400.32	1416	Hani (Shuikui)	ɣo³¹tʃha³¹
35542	ZMYYC	dish	dish	200404		400.40	1428	Burmese (Spoken Rangoon)	hĩ⁵⁵
36546	ZMYYC	dish	dish	200410		400.52	1431	Sulung [Puroik]	mə³³ȵaŋ⁵³
37491	ZMYYC	dish	dish	231555		400.13	1496	Tangut [Xixia]	--
38554	ZMYYC	dish	dish	200386		400.4	1550	Tibetan (Amdo:Bla-brang)	tsho ma
39558	ZMYYC	dish	dish	200385		400.2	1557	Tibetan (Lhasa)	tshɛ⁵⁵
40562	ZMYYC	dish	dish	200360		400.1	1582	Tibetan (Written)	tshal
41566	ZMYYC	dish	dish	200362		400.5	1585	Tibetan (Amdo:Zeku)	tshol ma
42570	ZMYYC	dish	dish	200403		400.38	1615	Tujia	xa⁵⁵tshie⁵⁵
43574	ZMYYC	dish	dish	200395		400.22	1658	Yi (Dafang)	tshɯ³³lu³³
44579	ZMYYC	dish	dish	200371		400.25	1662	Yi (Mile)	vu²¹tɕe̱⁵⁵
45584	ZMYYC	dish	dish	200397		400.26	1663	Yi (Mojiang)	ɣɒ²¹
46589	ZMYYC	dish	dish	200396		400.24	1664	Yi (Nanhua)	ɣᴀ²¹
47593	ZMYYC	dish	dish	200370		400.23	1666	Yi (Nanjian)	ɣu²¹
48597	ZMYYC	dish	dish	200369		400.21	1670	Yi (Xide)	tshi³³du³³
49601	ZMYYC	dish	dish	200373		400.29	1676	Naxi (Yongning)	u³¹tshe¹³
50605	ZMYYC	dish	dish	200405		400.42	1693	Atsi [Zaiwa]	tsaŋ²¹sun²¹
51610	ZMYYC	dish	dish	200392		400.16	1699	Queyu (Yajiang) [Zhaba]	tshɛ⁵⁵
#
24	ZMYYC	ditch	ditch	181203		24.41	200	Achang (Longchuan)	ti⁵⁵khʐua³¹
1028	ZMYYC	ditch	ditch	181230		24.44	269	Anong	di³¹tɕhɑ³¹
2032	ZMYYC	ditch	ditch	181201		24.37	311	Bai (Bijiang)	khu⁵⁵
3036	ZMYYC	ditch	ditch	181200		24.35	314	Bai (Dali)	kv³⁵
4040	ZMYYC	ditch	ditch	181226		24.36	317	Bai (Jianchuan)	kho⁵⁵
5044	ZMYYC	ditch	ditch	181208		24.51	368	Bokar Lhoba	ɕo koŋ
6048	ZMYYC	ditch	ditch	181202		24.39	411	Burmese (Written)	mrɔŋ³
7052	ZMYYC	ditch	ditch	181223		24.30	418	Hani (Caiyuan)	ɤ⁵⁵khɔ³¹; lu⁵⁵kaŋ³³
8056	ZMYYC	ditch	ditch	181207		24.49	509	Darang [Taraon]	thɯi⁵⁵jɑ⁵⁵ɑ³¹gui⁵⁵
9060	ZMYYC	ditch	ditch	181198		24.31	510	Hani (Dazhai)	lo⁵⁵ga⁵⁵
10064	ZMYYC	ditch	ditch	181231		24.46	537	Trung [Dulong]	ŋɑŋ⁵⁵mɯ³¹lɔŋ⁵³
11068	ZMYYC	ditch	ditch	181215		24.14	557	Ergong (Danba)	quɛ ʐɛ
12072	ZMYYC	ditch	ditch	181217		24.18	561	Ersu	bu⁵⁵bu⁵⁵
13077	ZMYYC	ditch	ditch	181232		24.48	592	Kaman [Miju]	giuŋ⁵³
14081	ZMYYC	ditch	ditch	181191		24.17	595	Guiqiong	lo³³mpø⁵⁵
15085	ZMYYC	ditch	ditch	181233		24.50	662	Idu	ɑ³¹goŋ⁵⁵
16089	ZMYYC	ditch	ditch	181206		24.47	690	Jingpho	khaʔ³¹la⁵⁵
17093	ZMYYC	ditch	ditch	181225		24.34	696	Jinuo	a³³khɹo³³
18097	ZMYYC	ditch	ditch	181199		24.33	851	Lahu (Black)	ɣɯ³¹qhᴀ⁵³
19101	ZMYYC	ditch	ditch	181222		24.28	908	Naxi (Lijiang)	khə³³ (kha³³)
20105	ZMYYC	ditch	ditch	181196		24.27	942	Lisu	e⁴⁴khuɑ³¹tʃɯ³⁵
21109	ZMYYC	ditch	ditch	181204		24.43	1034	Maru [Langsu]	xɔŋ³¹
22113	ZMYYC	ditch	ditch	181187		24.7	1088	Tsangla (Motuo)	ri lam
23118	ZMYYC	ditch	ditch	181211		24.6	1092	Tshona (Mama)	tshi⁵³khuʔ⁵³
24122	ZMYYC	ditch	ditch	181190		24.15	1136	Muya [Minyak]	tɕɯ⁵⁵ʐa³⁵
25126	ZMYYC	ditch	ditch	181192		24.19	1147	Namuyi	qhɛ³³
26130	ZMYYC	ditch	ditch	181205		24.45	1215	Nusu (Bijiang)	khɹɑ³⁵
27134	ZMYYC	ditch	ditch	181189		24.11	1306	Pumi (Qinghua)	tʃə⁵⁵qha⁵⁵
28138	ZMYYC	ditch	ditch	181213		24.10	1309	Pumi (Taoba)	tɕɨ⁵³pɐ⁵⁵rɛ̃⁵⁵
29142	ZMYYC	ditch	ditch	181212		24.8	1320	Qiang (Mawo)	tsə guiʴ
30146	ZMYYC	ditch	ditch	181188		24.9	1323	Qiang (Taoping)	tsuə³³χu³³
31150	ZMYYC	ditch	ditch	181214		24.12	1340	rGyalrong	ra ntɐk tʃi
32154	ZMYYC	ditch	ditch	181185		24.3	1380	Tibetan (Khams:Dege)	ju³¹tɕhu⁵³
33158	ZMYYC	ditch	ditch	181218		24.20	1409	Xumi	dʑɑ³³əʴ⁵⁵
34162	ZMYYC	ditch	ditch	181224		24.32	1416	Hani (Shuikui)	ɣɯ⁵⁵kɔ⁵⁵
35166	ZMYYC	ditch	ditch	181228		24.40	1428	Burmese (Spoken Rangoon)	mjɑũ⁵⁵
36170	ZMYYC	ditch	ditch	181234		24.52	1431	Sulung [Puroik]	ɕə⁵³tɕɔŋ³³
37312	ZMYYC	ditch	ditch	231376		24.13	1496	Tangut [Xixia]	--
38178	ZMYYC	ditch	ditch	181210		24.4	1550	Tibetan (Amdo:Bla-brang)	tɕhər ka
39182	ZMYYC	ditch	ditch	181209		24.2	1557	Tibetan (Lhasa)	jo¹³pu⁵³
40186	ZMYYC	ditch	ditch	181184		24.1	1582	Tibetan (Written)	jur bu
41190	ZMYYC	ditch	ditch	181186		24.5	1585	Tibetan (Amdo:Zeku)	tɕhə◦rka
42194	ZMYYC	ditch	ditch	181227		24.38	1615	Tujia	tshie²¹la²¹
43198	ZMYYC	ditch	ditch	181219		24.22	1658	Yi (Dafang)	tɕɔ³³lɔ³³
44203	ZMYYC	ditch	ditch	181195		24.25	1662	Yi (Mile)	ʑi³³tʂo³³
45208	ZMYYC	ditch	ditch	181221		24.26	1663	Yi (Mojiang)	ʑi²¹tho³³
46213	ZMYYC	ditch	ditch	181220		24.24	1664	Yi (Nanhua)	ʑi³³ɕo²¹
47217	ZMYYC	ditch	ditch	181194		24.23	1666	Yi (Nanjian)	ɣɯ⁵⁵khɑ²¹
48221	ZMYYC	ditch	ditch	181193		24.21	1670	Yi (Xide)	ʑɿ³³ga³³
49225	ZMYYC	ditch	ditch	181197		24.29	1676	Naxi (Yongning)	kha³³
50229	ZMYYC	ditch	ditch	181229		24.42	1693	Atsi [Zaiwa]	xoŋ²¹
51234	ZMYYC	ditch	ditch	181216		24.16	1699	Queyu (Yajiang) [Zhaba]	ʑi³⁵re⁵³
#
703	ZMYYC	divide	divide	215832		703.41	200	Achang (Longchuan)	miaŋ³⁵
1707	ZMYYC	divide	divide	215859		703.44	269	Anong	ɑ³¹vɛn⁵³
2711	ZMYYC	divide	divide	215830		703.37	311	Bai (Bijiang)	sõ⁵⁵feʴ⁵⁵
3715	ZMYYC	divide	divide	215829		703.35	314	Bai (Dali)	fv³⁵
4719	ZMYYC	divide	divide	215855		703.36	317	Bai (Jianchuan)	fṽ⁵⁵
5723	ZMYYC	divide	divide	215837		703.51	368	Bokar Lhoba	guː
6727	ZMYYC	divide	divide	215831		703.39	411	Burmese (Written)	we²
7731	ZMYYC	divide	divide	215852		703.30	418	Hani (Caiyuan)	pɤ⁵⁵
8735	ZMYYC	divide	divide	215836		703.49	509	Darang [Taraon]	peŋ⁵³
9739	ZMYYC	divide	divide	215827		703.31	510	Hani (Dazhai)	bi⁵⁵
10743	ZMYYC	divide	divide	215860		703.46	537	Trung [Dulong]	tɔn⁵³; wɑl⁵⁵
11747	ZMYYC	divide	divide	215844		703.14	557	Ergong (Danba)	vqhlɯu
12751	ZMYYC	divide	divide	215846		703.18	561	Ersu	nbzɿ³³nbzɿ⁵⁵
13756	ZMYYC	divide	divide	215861		703.48	592	Kaman [Miju]	pɹɑ⁵⁵
14760	ZMYYC	divide	divide	215820		703.17	595	Guiqiong	fẽ⁵⁵
15764	ZMYYC	divide	divide	215862		703.50	662	Idu	peŋ⁵⁵
16768	ZMYYC	divide	divide	215835		703.47	690	Jingpho	kă³¹ʒan⁵⁵
17772	ZMYYC	divide	divide	215854		703.34	696	Jinuo	pe⁴²
18776	ZMYYC	divide	divide	215828		703.33	851	Lahu (Black)	pɛ³¹
19780	ZMYYC	divide	divide	215851		703.28	908	Naxi (Lijiang)	fe³³; mby³³mby³³
20784	ZMYYC	divide	divide	215825		703.27	942	Lisu	be³³
21788	ZMYYC	divide	divide	215833		703.43	1034	Maru [Langsu]	kɛ̃³¹
22792	ZMYYC	divide	divide	215816		703.7	1088	Tsangla (Motuo)	buŋ
23797	ZMYYC	divide	divide	215840		703.6	1092	Tshona (Mama)	ȵɔm⁵³
24801	ZMYYC	divide	divide	215819		703.15	1136	Muya [Minyak]	ji³⁵rɯ³⁵
25805	ZMYYC	divide	divide	215821		703.19	1147	Namuyi	jy⁵⁵jy⁵⁵
26809	ZMYYC	divide	divide	215834		703.45	1215	Nusu (Bijiang)	gɑʴ³⁵
27813	ZMYYC	divide	divide	215818		703.11	1306	Pumi (Qinghua)	khə¹³dʐə⁵⁵
28817	ZMYYC	divide	divide	215842		703.10	1309	Pumi (Taoba)	nə³⁵dʐə³⁵
29821	ZMYYC	divide	divide	215841		703.8	1320	Qiang (Mawo)	ɹy ɹy
30825	ZMYYC	divide	divide	215817		703.9	1323	Qiang (Taoping)	ʐu³³ʐu⁵⁵
31829	ZMYYC	divide	divide	215843		703.12	1340	rGyalrong	ka kro
32833	ZMYYC	divide	divide	215814		703.3	1380	Tibetan (Khams:Dege)	go⁵³
33837	ZMYYC	divide	divide	215847		703.20	1409	Xumi	bɛ³³bu⁵⁵
34841	ZMYYC	divide	divide	215853		703.32	1416	Hani (Shuikui)	pi⁵⁵
35845	ZMYYC	divide	divide	215857		703.40	1428	Burmese (Spoken Rangoon)	we²²
36849	ZMYYC	divide	divide	215863		703.52	1431	Sulung [Puroik]	paȵ³³ɣɛ⁵³
37827	ZMYYC	divide	divide	231891		703.13	1496	Tangut [Xixia]	--
38857	ZMYYC	divide	divide	215839		703.4	1550	Tibetan (Amdo:Bla-brang)	hge
39861	ZMYYC	divide	divide	215838		703.2	1557	Tibetan (Lhasa)	ko¹³ɕa⁵³-cap¹³
40865	ZMYYC	divide	divide	215813		703.1	1582	Tibetan (Written)	bgod
41869	ZMYYC	divide	divide	215815		703.5	1585	Tibetan (Amdo:Zeku)	wgo
42873	ZMYYC	divide	divide	215856		703.38	1615	Tujia	phi²¹
43877	ZMYYC	divide	divide	215848		703.22	1658	Yi (Dafang)	fɯ³³
44882	ZMYYC	divide	divide	215824		703.25	1662	Yi (Mile)	vi³³
45887	ZMYYC	divide	divide	215850		703.26	1663	Yi (Mojiang)	vɯ⁵⁵
46892	ZMYYC	divide	divide	215849		703.24	1664	Yi (Nanhua)	bɯ³³
47896	ZMYYC	divide	divide	215823		703.23	1666	Yi (Nanjian)	by⁵⁵
48900	ZMYYC	divide	divide	215822		703.21	1670	Yi (Xide)	mbi³³
49904	ZMYYC	divide	divide	215826		703.29	1676	Naxi (Yongning)	bv³³
50908	ZMYYC	divide	divide	215858		703.42	1693	Atsi [Zaiwa]	kam⁵¹
51913	ZMYYC	divide	divide	215845		703.16	1699	Queyu (Yajiang) [Zhaba]	phɐ³⁵dʐi³³
#
584	ZMYYC	do	do	209763		584.41	200	Achang (Longchuan)	xot⁵⁵
1588	ZMYYC	do	do	209790		584.44	269	Anong	uɑ³¹
2592	ZMYYC	do	do	209761		584.37	311	Bai (Bijiang)	tsu⁵⁵
3596	ZMYYC	do	do	209760		584.35	314	Bai (Dali)	tsi⁵⁵
4600	ZMYYC	do	do	209786		584.36	317	Bai (Jianchuan)	tsu⁵⁵
5604	ZMYYC	do	do	209768		584.51	368	Bokar Lhoba	i; mo
6608	ZMYYC	do	do	209762		584.39	411	Burmese (Written)	lup
7612	ZMYYC	do	do	209783		584.30	418	Hani (Caiyuan)	mi⁵⁵
8616	ZMYYC	do	do	209767		584.49	509	Darang [Taraon]	bɑ⁵³
9620	ZMYYC	do	do	209758		584.31	510	Hani (Dazhai)	ɔ⁵⁵
10624	ZMYYC	do	do	209791		584.46	537	Trung [Dulong]	dzu⁵⁵; wɑ⁵³
11628	ZMYYC	do	do	209775		584.14	557	Ergong (Danba)	de
12632	ZMYYC	do	do	209777		584.18	561	Ersu	ŋ̩⁵⁵
13637	ZMYYC	do	do	209792		584.48	592	Kaman [Miju]	pɑm³⁵
14641	ZMYYC	do	do	209751		584.17	595	Guiqiong	bi³⁵
15645	ZMYYC	do	do	209793		584.50	662	Idu	dʑoŋ⁵⁵
16649	ZMYYC	do	do	209766		584.47	690	Jingpho	kă³¹lo³³
17653	ZMYYC	do	do	209785		584.34	696	Jinuo	mɯ⁴²
18657	ZMYYC	do	do	209759		584.33	851	Lahu (Black)	te³³
19661	ZMYYC	do	do	209782		584.28	908	Naxi (Lijiang)	be³³
20665	ZMYYC	do	do	209756		584.27	942	Lisu	ʒe⁴⁴
21669	ZMYYC	do	do	209764		584.43	1034	Maru [Langsu]	ka̱t⁵⁵
22673	ZMYYC	do	do	209747		584.7	1088	Tsangla (Motuo)	ʔa
23678	ZMYYC	do	do	209771		584.6	1092	Tshona (Mama)	jᴀ¹³
24682	ZMYYC	do	do	209750		584.15	1136	Muya [Minyak]	thɯ⁵⁵vi⁵³
25686	ZMYYC	do	do	209752		584.19	1147	Namuyi	mu⁵⁵
26690	ZMYYC	do	do	209765		584.45	1215	Nusu (Bijiang)	lɔ⁵³
27694	ZMYYC	do	do	209749		584.11	1306	Pumi (Qinghua)	dzu¹³
28698	ZMYYC	do	do	209773		584.10	1309	Pumi (Taoba)	pu̵⁵⁵
29702	ZMYYC	do	do	209772		584.8	1320	Qiang (Mawo)	tʃə; bəl
30706	ZMYYC	do	do	209748		584.9	1323	Qiang (Taoping)	pu³³
31710	ZMYYC	do	do	209774		584.12	1340	rGyalrong	ka pa
32714	ZMYYC	do	do	209745		584.3	1380	Tibetan (Khams:Dege)	ɕeʔ³¹
33718	ZMYYC	do	do	209778		584.20	1409	Xumi	bɛ⁵³
34722	ZMYYC	do	do	209784		584.32	1416	Hani (Shuikui)	ɣu⁵⁵
35726	ZMYYC	do	do	209788		584.40	1428	Burmese (Spoken Rangoon)	loʔ⁴⁴
36730	ZMYYC	do	do	209794		584.52	1431	Sulung [Puroik]	kaȶ³³
37694	ZMYYC	do	do	231758		584.13	1496	Tangut [Xixia]	--
38738	ZMYYC	do	do	209770		584.4	1550	Tibetan (Amdo:Bla-brang)	le
39742	ZMYYC	do	do	209769		584.2	1557	Tibetan (Lhasa)	tɕhɛʔ¹³
40746	ZMYYC	do	do	209744		584.1	1582	Tibetan (Written)	bjed
41750	ZMYYC	do	do	209746		584.5	1585	Tibetan (Amdo:Zeku)	li
42754	ZMYYC	do	do	209787		584.38	1615	Tujia	zi⁵⁵
43758	ZMYYC	do	do	209779		584.22	1658	Yi (Dafang)	m(u)²¹
44763	ZMYYC	do	do	209755		584.25	1662	Yi (Mile)	mo³³
45768	ZMYYC	do	do	209781		584.26	1663	Yi (Mojiang)	mu²¹
46773	ZMYYC	do	do	209780		584.24	1664	Yi (Nanhua)	mu³³
47777	ZMYYC	do	do	209754		584.23	1666	Yi (Nanjian)	m̩(u̪)⁵⁵
48781	ZMYYC	do	do	209753		584.21	1670	Yi (Xide)	m̩(u)³³
49785	ZMYYC	do	do	209757		584.29	1676	Naxi (Yongning)	ʑi³³
50789	ZMYYC	do	do	209789		584.42	1693	Atsi [Zaiwa]	ku̱t⁵⁵
51794	ZMYYC	do	do	209776		584.16	1699	Queyu (Yajiang) [Zhaba]	ʑu³⁵
#
311	ZMYYC	doctor	doctor	195840		311.41	200	Achang (Longchuan)	ʑi³¹sen³¹
1315	ZMYYC	doctor	doctor	195867		311.44	269	Anong	nɛ⁵⁵tshɿ³¹ɹɯ³¹mɯn⁵⁵su⁵⁵
2319	ZMYYC	doctor	doctor	195838		311.37	311	Bai (Bijiang)	o⁵⁵jo⁴⁴pu⁵⁵
3323	ZMYYC	doctor	doctor	195837		311.35	314	Bai (Dali)	jo⁴⁴seʴ³⁵
4327	ZMYYC	doctor	doctor	195863		311.36	317	Bai (Jianchuan)	jo⁴⁴sɛ̃⁵⁵
5331	ZMYYC	doctor	doctor	195845		311.51	368	Bokar Lhoba	am dʑi
6335	ZMYYC	doctor	doctor	195839		311.39	411	Burmese (Written)	hsɑ¹rɑ²wan²
7339	ZMYYC	doctor	doctor	195860		311.30	418	Hani (Caiyuan)	ji³³sɤŋ³³
8343	ZMYYC	doctor	doctor	195844		311.49	509	Darang [Taraon]	bɑ³¹bu⁵⁵
9347	ZMYYC	doctor	doctor	195835		311.31	510	Hani (Dazhai)	ji⁵⁵se⁵⁵;na³³tshi³¹a³¹bo⁵
10351	ZMYYC	doctor	doctor	195868		311.46	537	Trung [Dulong]	mɑ̆n⁵⁵ɑ³¹tsɑ̆ŋ⁵³
11355	ZMYYC	doctor	doctor	195852		311.14	557	Ergong (Danba)	smɛn ba
12359	ZMYYC	doctor	doctor	195854		311.18	561	Ersu	htɕi³³nba⁵⁵su⁵⁵
13364	ZMYYC	doctor	doctor	195869		311.48	592	Kaman [Miju]	bɑ³¹bɯu⁵⁵
14368	ZMYYC	doctor	doctor	195828		311.17	595	Guiqiong	ji⁵⁵sẽ⁵⁵
15372	ZMYYC	doctor	doctor	195870		311.50	662	Idu	tɑ³¹mɑŋ⁵⁵bɑ³¹bu⁵⁵
16376	ZMYYC	doctor	doctor	195843		311.47	690	Jingpho	tsi̱³¹să³¹ʒa³³
17380	ZMYYC	doctor	doctor	195862		311.34	696	Jinuo	nɔ³³mɯ⁴⁴tɛ⁴⁴mɯ⁴⁴tsha³⁵
18384	ZMYYC	doctor	doctor	195836		311.33	851	Lahu (Black)	nᴀ⁵⁴tshɿ⁵³pᴀ¹¹
19388	ZMYYC	doctor	doctor	195859		311.28	908	Naxi (Lijiang)	tʂhəɹ³³ɣɯ³³kuɑ³³
20392	ZMYYC	doctor	doctor	195833		311.27	942	Lisu	nɛ⁴⁴tshɿ⁴¹ʃɑ³⁵su⁴⁴
21396	ZMYYC	doctor	doctor	195841		311.43	1034	Maru [Langsu]	tʃhik⁵⁵sə̆³¹ʒa³⁵
22400	ZMYYC	doctor	doctor	195824		311.7	1088	Tsangla (Motuo)	manpa
23405	ZMYYC	doctor	doctor	195848		311.6	1092	Tshona (Mama)	ʔᴀm⁵⁵tɕi⁵³
24409	ZMYYC	doctor	doctor	195827		311.15	1136	Muya [Minyak]	me⁵⁵mbɛ³³
25413	ZMYYC	doctor	doctor	195829		311.19	1147	Namuyi	ji⁵⁵sẽ⁵⁵
26417	ZMYYC	doctor	doctor	195842		311.45	1215	Nusu (Bijiang)	ʔnɛ³⁵tshi³¹bi³¹su³⁵
27421	ZMYYC	doctor	doctor	195826		311.11	1306	Pumi (Qinghua)	m̥iɛ̃⁵⁵quɑ⁵⁵
28425	ZMYYC	doctor	doctor	195850		311.10	1309	Pumi (Taoba)	m̥ɪ̃⁵⁵khuẽ⁵³
29429	ZMYYC	doctor	doctor	195849		311.8	1320	Qiang (Mawo)	sman tʃən
30433	ZMYYC	doctor	doctor	195825		311.9	1323	Qiang (Taoping)	i⁵⁵sən⁵⁵
31437	ZMYYC	doctor	doctor	195851		311.12	1340	rGyalrong	smon mbɐ
32441	ZMYYC	doctor	doctor	195822		311.3	1380	Tibetan (Khams:Dege)	m̥en⁵⁵ba⁵³
33445	ZMYYC	doctor	doctor	195855		311.20	1409	Xumi	m̥ɪ̃⁵⁵khuẽ⁵⁵
34449	ZMYYC	doctor	doctor	195861		311.32	1416	Hani (Shuikui)	ji³³sɛ̃³³
35453	ZMYYC	doctor	doctor	195865		311.40	1428	Burmese (Spoken Rangoon)	hsɑ⁵³jɑ²²wũ²²
36457	ZMYYC	doctor	doctor	195871		311.52	1431	Sulung [Puroik]	*
37392	ZMYYC	doctor	doctor	231456		311.13	1496	Tangut [Xixia]	--
38465	ZMYYC	doctor	doctor	195847		311.4	1550	Tibetan (Amdo:Bla-brang)	hman pa
39469	ZMYYC	doctor	doctor	195846		311.2	1557	Tibetan (Lhasa)	am⁵⁵tɕi⁵³
40473	ZMYYC	doctor	doctor	195821		311.1	1582	Tibetan (Written)	ʔem rdʑe
41477	ZMYYC	doctor	doctor	195823		311.5	1585	Tibetan (Amdo:Zeku)	ɣm̥an mba
42481	ZMYYC	doctor	doctor	195864		311.38	1615	Tujia	sie²¹tso²¹
43485	ZMYYC	doctor	doctor	195856		311.22	1658	Yi (Dafang)	no²¹ŋgu²¹phu⁵⁵
44490	ZMYYC	doctor	doctor	195832		311.25	1662	Yi (Mile)	no³³go³³pho²¹
45495	ZMYYC	doctor	doctor	195858		311.26	1663	Yi (Mojiang)	no²¹ni⁵⁵pho²¹
46500	ZMYYC	doctor	doctor	195857		311.24	1664	Yi (Nanhua)	ʑo̱²¹sɛ̱³³
47504	ZMYYC	doctor	doctor	195831		311.23	1666	Yi (Nanjian)	ʑi³³sẽɪ̃³³
48508	ZMYYC	doctor	doctor	195830		311.21	1670	Yi (Xide)	ʑi⁴⁴sɯ³³
49512	ZMYYC	doctor	doctor	195834		311.29	1676	Naxi (Yongning)	tʂha³³ɣɯ³³ʑi³³xɪ̃³³
50516	ZMYYC	doctor	doctor	195866		311.42	1693	Atsi [Zaiwa]	tʃhi²¹să²¹ʒa⁵⁵
