# Wordlist

# DATA
ID	SRCABBR	STEDT_GLOSS	CONCEPT	RN	GFN	SRCID	LGID	DOCULECT	REFLEX
14062	ZMYYC	thunder	thunder	180222		5.17	595	Guiqiong	mɔ̃³⁵ɣɑ³³
15066	ZMYYC	thunder	thunder	180264		5.50	662	Idu	bɯ³¹|ɹuɑ³⁵mbo⁵³
16070	ZMYYC	thunder	thunder	180237		5.47	690	Jingpho	muʔ⁵⁵
17074	ZMYYC	thunder	thunder	180256		5.34	696	Jinuo	tshɯ⁴⁴na⁴²tɯ³³
18078	ZMYYC	thunder	thunder	180230		5.33	851	Lahu (Black)	mu⁵³tɔ³¹
19082	ZMYYC	thunder	thunder	180253		5.28	908	Naxi (Lijiang)	mɯ³³ŋgv³³
20086	ZMYYC	thunder	thunder	180227		5.27	942	Lisu	mu³¹gu³¹
21090	ZMYYC	thunder	thunder	180235		5.43	1034	Maru [Langsu]	muk⁵⁵kum³¹
22094	ZMYYC	thunder	thunder	180218		5.7	1088	Tsangla (Motuo)	muŋ
23099	ZMYYC	thunder	thunder	180242		5.6	1092	Tshona (Mama)	bruʔ⁵³
24103	ZMYYC	thunder	thunder	180221		5.15	1136	Muya [Minyak]	ndʐu³⁵
25107	ZMYYC	thunder	thunder	180223		5.19	1147	Namuyi	mu⁵⁵gu³³
26111	ZMYYC	thunder	thunder	180236		5.45	1215	Nusu (Bijiang)	mɯ³¹gɹɯ⁵⁵
27115	ZMYYC	thunder	thunder	180220		5.11	1306	Pumi (Qinghua)	mɤ⁵⁵dʒy¹³
28119	ZMYYC	thunder	thunder	180244		5.10	1309	Pumi (Taoba)	mə³⁵ruẽ⁵³
29123	ZMYYC	thunder	thunder	180243		5.8	1320	Qiang (Mawo)	mə rgu
30127	ZMYYC	thunder	thunder	180219		5.9	1323	Qiang (Taoping)	mə⁵⁵go³³
31131	ZMYYC	thunder	thunder	180245		5.12	1340	rGyalrong	ta rmok
32135	ZMYYC	thunder	thunder	180216		5.3	1380	Tibetan (Khams:Dege)	ndʐuʔ⁵³
33139	ZMYYC	thunder	thunder	180249		5.20	1409	Xumi	mɛ³³lyɛ⁵⁵sə̃⁵⁵khe⁵³
34143	ZMYYC	thunder	thunder	180255		5.32	1416	Hani (Shuikui)	u³¹tʃɿ³¹
35147	ZMYYC	thunder	thunder	180259		5.40	1428	Burmese (Spoken Rangoon)	mo⁵⁵tɕo⁵⁵
36151	ZMYYC	thunder	thunder	180265		5.52	1431	Sulung [Puroik]	ɣə³³mək³³
37600	ZMYYC	thunder	thunder	231664		5.13	1496	Tangut [Xixia]	--
38159	ZMYYC	thunder	thunder	180241		5.4	1550	Tibetan (Amdo:Bla-brang)	ndʐək
39163	ZMYYC	thunder	thunder	180240		5.2	1557	Tibetan (Lhasa)	tʂuʔ¹³kɛʔ⁵³
40167	ZMYYC	thunder	thunder	180215		5.1	1582	Tibetan (Written)	ɦbrug skad
41171	ZMYYC	thunder	thunder	180217		5.5	1585	Tibetan (Amdo:Zeku)	mdʐək
42175	ZMYYC	thunder	thunder	180258		5.38	1615	Tujia	mɯe³⁵tha⁵⁵tshie²¹
43179	ZMYYC	thunder	thunder	180250		5.22	1658	Yi (Dafang)	m̩(u)³³dzɿ³³
44184	ZMYYC	thunder	thunder	180226		5.25	1662	Yi (Mile)	mu²¹dɯ²¹
45189	ZMYYC	thunder	thunder	180252		5.26	1663	Yi (Mojiang)	mu³³(~tɯ²¹)
46194	ZMYYC	thunder	thunder	180251		5.24	1664	Yi (Nanhua)	mɯ²¹gɯ²¹
47198	ZMYYC	thunder	thunder	180225		5.23	1666	Yi (Nanjian)	m̩(u̪)²¹ɣu²¹
48202	ZMYYC	thunder	thunder	180224		5.21	1670	Yi (Xide)	m̩(u)³³tsɿ̄³³
49206	ZMYYC	thunder	thunder	180228		5.29	1676	Naxi (Yongning)	mv³³gv³³
50210	ZMYYC	thunder	thunder	180260		5.42	1693	Atsi [Zaiwa]	mau²¹mjiŋ⁵¹
51215	ZMYYC	thunder	thunder	180247		5.16	1699	Queyu (Yajiang) [Zhaba]	tho⁵⁵
#
755	ZMYYC	thunder	thunder (verb)	218484	v	755.41	200	Achang (Longchuan)	mau³¹mʐəŋ³⁵
1759	ZMYYC	thunder	thunder (verb)	218511	v	755.44	269	Anong	mɯ⁵⁵dɑʔ⁵³
2763	ZMYYC	thunder	thunder (verb)	218482	v	755.37	311	Bai (Bijiang)	xẽ⁵⁵mɑ²¹
3767	ZMYYC	thunder	thunder (verb)	218481	v	755.35	314	Bai (Dali)	lui²¹meʴ²¹
4771	ZMYYC	thunder	thunder (verb)	218507	v	755.36	317	Bai (Jianchuan)	xẽ⁵⁵thɛ⁴⁴
5775	ZMYYC	thunder	thunder (verb)	218489	v	755.51	368	Bokar Lhoba	doŋ gum gum
6779	ZMYYC	thunder	thunder (verb)	218483	v	755.39	411	Burmese (Written)	mo³khjun³
7783	ZMYYC	thunder	thunder (verb)	218504	v	755.30	418	Hani (Caiyuan)	tshv̱³¹tshi̱³³
8787	ZMYYC	thunder	thunder (verb)	218488	v	755.49	509	Darang [Taraon]	bɯ³¹|ɹuɑ³⁵khɹɑ⁵³
9791	ZMYYC	thunder	thunder (verb)	218479	v	755.31	510	Hani (Dazhai)	ɔ³¹dʑi³¹dʑi³¹
10795	ZMYYC	thunder	thunder (verb)	218512	v	755.46	537	Trung [Dulong]	tɕi³¹teŋ⁵³
11799	ZMYYC	thunder	thunder (verb)	218496	v	755.14	557	Ergong (Danba)	ntɕhɛ dʐɔ
12803	ZMYYC	thunder	thunder (verb)	218498	v	755.18	561	Ersu	dzɿ⁵⁵
13808	ZMYYC	thunder	thunder (verb)	218513	v	755.48	592	Kaman [Miju]	tɯ³¹mɑuŋ⁵³kɹɑ̆n⁵⁵
14812	ZMYYC	thunder	thunder (verb)	218472	v	755.17	595	Guiqiong	mɔ̃³⁵ɣɑ³³
15816	ZMYYC	thunder	thunder (verb)	218514	v	755.50	662	Idu	bɯ³¹|ɹuɑ³⁵mbo⁵³
16820	ZMYYC	thunder	thunder (verb)	218487	v	755.47	690	Jingpho	kuŋ³¹
17824	ZMYYC	thunder	thunder (verb)	218506	v	755.34	696	Jinuo	tɯ³³
18828	ZMYYC	thunder	thunder (verb)	218480	v	755.33	851	Lahu (Black)	tɔ³¹
19832	ZMYYC	thunder	thunder (verb)	218503	v	755.28	908	Naxi (Lijiang)	mɯ³³ŋgv³³
20836	ZMYYC	thunder	thunder (verb)	218477	v	755.27	942	Lisu	pe³⁵
21840	ZMYYC	thunder	thunder (verb)	218485	v	755.43	1034	Maru [Langsu]	kum³¹
22844	ZMYYC	thunder	thunder (verb)	218468	v	755.7	1088	Tsangla (Motuo)	*
23849	ZMYYC	thunder	thunder (verb)	218492	v	755.6	1092	Tshona (Mama)	bruʔ⁵³koŋ¹³
24853	ZMYYC	thunder	thunder (verb)	218471	v	755.15	1136	Muya [Minyak]	ndɐ⁵³
25857	ZMYYC	thunder	thunder (verb)	218473	v	755.19	1147	Namuyi	mu⁵⁵gu³³
26861	ZMYYC	thunder	thunder (verb)	218486	v	755.45	1215	Nusu (Bijiang)	mɯ³¹gɹɯ⁵⁵
27865	ZMYYC	thunder	thunder (verb)	218470	v	755.11	1306	Pumi (Qinghua)	mɤ⁵⁵sdʒu⁵⁵
28869	ZMYYC	thunder	thunder (verb)	218494	v	755.10	1309	Pumi (Taoba)	mə³⁵rẽ⁵⁵tɕhã⁵³
29873	ZMYYC	thunder	thunder (verb)	218493	v	755.8	1320	Qiang (Mawo)	mə rgu tʃə
30877	ZMYYC	thunder	thunder (verb)	218469	v	755.9	1323	Qiang (Taoping)	mə⁵⁵go³³
31881	ZMYYC	thunder	thunder (verb)	218495	v	755.12	1340	rGyalrong	ta rmok kə pa
32885	ZMYYC	thunder	thunder (verb)	218466	v	755.3	1380	Tibetan (Khams:Dege)	ndʐuʔ⁵³tʂɑʔ³¹
33889	ZMYYC	thunder	thunder (verb)	218499	v	755.20	1409	Xumi	mɛ³³lyɛ⁵⁵sɯ̃⁵⁵khe⁵³
34893	ZMYYC	thunder	thunder (verb)	218505	v	755.32	1416	Hani (Shuikui)	ɣu³¹tʃɿ³¹tʃɿ³¹
35897	ZMYYC	thunder	thunder (verb)	218509	v	755.40	1428	Burmese (Spoken Rangoon)	mo⁵⁵tɕhõ⁵⁵
36901	ZMYYC	thunder	thunder (verb)	218515	v	755.52	1431	Sulung [Puroik]	mək³³
37884	ZMYYC	thunder	thunder (verb)	231948	v	755.13	1496	Tangut [Xixia]	--
38909	ZMYYC	thunder	thunder (verb)	218491	v	755.4	1550	Tibetan (Amdo:Bla-brang)	ndʐək tɕak
39913	ZMYYC	thunder	thunder (verb)	218490	v	755.2	1557	Tibetan (Lhasa)	(tʂuʔ¹³kɛʔ⁵³)cap¹³
40917	ZMYYC	thunder	thunder (verb)	218465	v	755.1	1582	Tibetan (Written)	(ɦbrg skad) rgjag
41921	ZMYYC	thunder	thunder (verb)	218467	v	755.5	1585	Tibetan (Amdo:Zeku)	mdʐək cçak
42925	ZMYYC	thunder	thunder (verb)	218508	v	755.38	1615	Tujia	mɯe³⁵ɣoŋ²¹
43929	ZMYYC	thunder	thunder (verb)	218500	v	755.22	1658	Yi (Dafang)	m(u)³³dzɿ³³ʈe³³
44934	ZMYYC	thunder	thunder (verb)	218476	v	755.25	1662	Yi (Mile)	dɯ²¹
45939	ZMYYC	thunder	thunder (verb)	218502	v	755.26	1663	Yi (Mojiang)	tɯ²¹
46944	ZMYYC	thunder	thunder (verb)	218501	v	755.24	1664	Yi (Nanhua)	mɯ²¹kɯ̱⁵⁵
47948	ZMYYC	thunder	thunder (verb)	218475	v	755.23	1666	Yi (Nanjian)	m̩(u̱)²¹ɣu²¹de²¹
48952	ZMYYC	thunder	thunder (verb)	218474	v	755.21	1670	Yi (Xide)	m(u)³³ku³³
49956	ZMYYC	thunder	thunder (verb)	218478	v	755.29	1676	Naxi (Yongning)	gv³³; mv³³gv³³gv³³
50960	ZMYYC	thunder	thunder (verb)	218510	v	755.42	1693	Atsi [Zaiwa]	mau²¹mjiŋ⁵¹
51965	ZMYYC	thunder	thunder (verb)	218497	v	755.16	1699	Queyu (Yajiang) [Zhaba]	ndʐu³⁵tʂa⁵³
#
664	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213843		664.41	200	Achang (Longchuan)	toi³¹
1668	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213870		664.44	269	Anong	ɑ³¹ŋu³¹
2672	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213841		664.37	311	Bai (Bijiang)	kɯ⁴⁴
3676	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213840		664.35	314	Bai (Dali)	vu⁴²
4680	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213866		664.36	317	Bai (Jianchuan)	kɯ⁴⁴
5684	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213848		664.51	368	Bokar Lhoba	puː◦jək
6688	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213842		664.39	411	Burmese (Written)	sɑȵ³
7692	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213863		664.30	418	Hani (Caiyuan)	kɔ⁵⁵pha̱³¹
8696	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213847		664.49	509	Darang [Taraon]	wi³⁵jɑ³¹
9700	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213838		664.31	510	Hani (Dazhai)	dzɔ⁵¹
10704	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213871		664.46	537	Trung [Dulong]	ɟeɹ⁵⁵; dzɯn⁵³
11708	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213855		664.14	557	Ergong (Danba)	ʐtɕhe
12712	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213857		664.18	561	Ersu	tsɑ⁵⁵
13717	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213872		664.48	592	Kaman [Miju]	gɹoŋ⁵³
14721	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213831		664.17	595	Guiqiong	khuẽ⁵⁵
15725	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213873		664.50	662	Idu	ɑ⁵⁵bo⁵⁵
16729	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213846		664.47	690	Jingpho	ʃă³¹pon³¹
17733	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213865		664.34	696	Jinuo	tɕa⁴²
18737	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213839		664.33	851	Lahu (Black)	tshi²¹
19741	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213862		664.28	908	Naxi (Lijiang)	tsɯ³³tsɯ³³
20745	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213836		664.27	942	Lisu	xɯ³⁵
21749	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213844		664.43	1034	Maru [Langsu]	tɔ̱i³⁵
22753	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213827		664.7	1088	Tsangla (Motuo)	thik
23758	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213851		664.6	1092	Tshona (Mama)	tᴀm¹³
24762	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213830		664.15	1136	Muya [Minyak]	tɕi⁵⁵tɕɑ³³
25766	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213832		664.19	1147	Namuyi	ŋgu³³
26770	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213845		664.45	1215	Nusu (Bijiang)	phɯe³¹
27774	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213829		664.11	1306	Pumi (Qinghua)	xə¹³kuə̃¹³
28778	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213853		664.10	1309	Pumi (Taoba)	xə³⁵ɕi³⁵
29782	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213852		664.8	1320	Qiang (Mawo)	dʐu dʐu
30786	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213828		664.9	1323	Qiang (Taoping)	dʐɑ³³
31790	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213854		664.12	1340	rGyalrong	kɐ zgok
32794	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213825		664.3	1380	Tibetan (Khams:Dege)	dɑŋ⁵⁵
33798	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213858		664.20	1409	Xumi	lɛ³³u³³tshu⁵⁵
34802	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213864		664.32	1416	Hani (Shuikui)	tsu³¹
35806	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213868		664.40	1428	Burmese (Spoken Rangoon)	si⁵⁵
36810	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213874		664.52	1431	Sulung [Puroik]	tak³³
37783	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	231847		664.13	1496	Tangut [Xixia]	--
38818	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213850		664.4	1550	Tibetan (Amdo:Bla-brang)	ɕok dʑap
39822	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213849		664.2	1557	Tibetan (Lhasa)	tam¹³
40826	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213824		664.1	1582	Tibetan (Written)	sdom
41830	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213826		664.5	1585	Tibetan (Amdo:Zeku)	wdam
42834	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213867		664.38	1615	Tujia	phu²¹
43838	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213859		664.22	1658	Yi (Dafang)	ndɒ³³
44843	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213835		664.25	1662	Yi (Mile)	dzɛ²¹
45848	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213861		664.26	1663	Yi (Mojiang)	khɛ²¹
46853	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213860		664.24	1664	Yi (Nanhua)	ne⁵⁵
47857	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213834		664.23	1666	Yi (Nanjian)	so²¹
48861	ZMYYC	tie(firewood)into bund;tieAnim	tie (e.g. firewood)into a bund	213833		664.21	1670	Yi (Xide)	ʂa³³; tɕhɿ⁵⁵
49865	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213837		664.29	1676	Naxi (Yongning)	tsɿ³³tsɿ³³
50869	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213869		664.42	1693	Atsi [Zaiwa]	tu̱i²¹
51874	ZMYYC	tie (e.g. firewood)into a bund	tie (e.g. firewood)into a bund	213856		664.16	1699	Queyu (Yajiang) [Zhaba]	lə³⁵so⁵³
#
124	ZMYYC	tiger	tiger	186303		124.41	200	Achang (Longchuan)	lɔ³¹
1128	ZMYYC	tiger	tiger	186330		124.44	269	Anong	ɑ³¹khɑŋ³¹
2132	ZMYYC	tiger	tiger	186301		124.37	311	Bai (Bijiang)	lo²¹
3136	ZMYYC	tiger	tiger	186300		124.35	314	Bai (Dali)	lo²¹
4140	ZMYYC	tiger	tiger	186326		124.36	317	Bai (Jianchuan)	lo²¹
5144	ZMYYC	tiger	tiger	186308		124.51	368	Bokar Lhoba	ɕo◦m |jo
6148	ZMYYC	tiger	tiger	186302		124.39	411	Burmese (Written)	kjɑ³
7152	ZMYYC	tiger	tiger	186323		124.30	418	Hani (Caiyuan)	lɔ³¹mɔ³³
8156	ZMYYC	tiger	tiger	186307		124.49	509	Darang [Taraon]	bo⁵⁵da⁵⁵
9160	ZMYYC	tiger	tiger	186298		124.31	510	Hani (Dazhai)	xa³¹la³¹
10164	ZMYYC	tiger	tiger	186331		124.46	537	Trung [Dulong]	kɑŋ⁵³
11168	ZMYYC	tiger	tiger	186315		124.14	557	Ergong (Danba)	ɮi
12172	ZMYYC	tiger	tiger	186317		124.18	561	Ersu	lɑ⁵⁵
13177	ZMYYC	tiger	tiger	186332		124.48	592	Kaman [Miju]	bo⁵⁵dɑ⁵⁵
14181	ZMYYC	tiger	tiger	186291		124.17	595	Guiqiong	tɑ⁵⁵
15185	ZMYYC	tiger	tiger	186333		124.50	662	Idu	jɑ⁵⁵mɹɑ⁵⁵
16189	ZMYYC	tiger	tiger	186306		124.47	690	Jingpho	ʃă³¹ʒo³³; ʒoŋ³¹pa³¹
17193	ZMYYC	tiger	tiger	186325		124.34	696	Jinuo	lɔ⁴⁴mɯ⁴⁴
18197	ZMYYC	tiger	tiger	186299		124.33	851	Lahu (Black)	lᴀ⁵³qhᴀ⁵³pə³³
19201	ZMYYC	tiger	tiger	186322		124.28	908	Naxi (Lijiang)	lɑ³³
20205	ZMYYC	tiger	tiger	186296		124.27	942	Lisu	lɑ³¹mɑ⁴⁴
21209	ZMYYC	tiger	tiger	186304		124.43	1034	Maru [Langsu]	lɔ³⁵
22213	ZMYYC	tiger	tiger	186287		124.7	1088	Tsangla (Motuo)	khaila
23218	ZMYYC	tiger	tiger	186311		124.6	1092	Tshona (Mama)	tᴀʔ⁵³
24222	ZMYYC	tiger	tiger	186290		124.15	1136	Muya [Minyak]	tɑ⁵³
25226	ZMYYC	tiger	tiger	186292		124.19	1147	Namuyi	la⁵⁵
26230	ZMYYC	tiger	tiger	186305		124.45	1215	Nusu (Bijiang)	lɑ⁵⁵
27234	ZMYYC	tiger	tiger	186289		124.11	1306	Pumi (Qinghua)	ɣo¹³
28238	ZMYYC	tiger	tiger	186313		124.10	1309	Pumi (Taoba)	ɣo³⁵
29242	ZMYYC	tiger	tiger	186312		124.8	1320	Qiang (Mawo)	χu
30246	ZMYYC	tiger	tiger	186288		124.9	1323	Qiang (Taoping)	pzɿ³¹dɑ³³
31250	ZMYYC	tiger	tiger	186314		124.12	1340	rGyalrong	khuŋ
32254	ZMYYC	tiger	tiger	186285		124.3	1380	Tibetan (Khams:Dege)	tɑʔ⁵³
33258	ZMYYC	tiger	tiger	186318		124.20	1409	Xumi	lɑ⁵⁵
34262	ZMYYC	tiger	tiger	186324		124.32	1416	Hani (Shuikui)	xɔ³¹l̥ɔ³¹
35266	ZMYYC	tiger	tiger	186328		124.40	1428	Burmese (Spoken Rangoon)	tɕɑ⁵⁵
36270	ZMYYC	tiger	tiger	186334		124.52	1431	Sulung [Puroik]	a³³vuat⁵³bua¹¹
37184	ZMYYC	tiger	tiger	231248		124.13	1496	Tangut [Xixia]	--
38278	ZMYYC	tiger	tiger	186310		124.4	1550	Tibetan (Amdo:Bla-brang)	htak
39282	ZMYYC	tiger	tiger	186309		124.2	1557	Tibetan (Lhasa)	taʔ⁵³
40286	ZMYYC	tiger	tiger	186284		124.1	1582	Tibetan (Written)	stag
41290	ZMYYC	tiger	tiger	186286		124.5	1585	Tibetan (Amdo:Zeku)	rtak
42294	ZMYYC	tiger	tiger	186327		124.38	1615	Tujia	li³⁵
43298	ZMYYC	tiger	tiger	186319		124.22	1658	Yi (Dafang)	lu⁵⁵
44303	ZMYYC	tiger	tiger	186295		124.25	1662	Yi (Mile)	lo⁵⁵
45308	ZMYYC	tiger	tiger	186321		124.26	1663	Yi (Mojiang)	lo̱²¹
46313	ZMYYC	tiger	tiger	186320		124.24	1664	Yi (Nanhua)	lo²¹
47317	ZMYYC	tiger	tiger	186294		124.23	1666	Yi (Nanjian)	la²¹pa²¹
48321	ZMYYC	tiger	tiger	186293		124.21	1670	Yi (Xide)	tsho⁴⁴dzɯ³³la⁵⁵mo²¹
49325	ZMYYC	tiger	tiger	186297		124.29	1676	Naxi (Yongning)	lɑ³³
50329	ZMYYC	tiger	tiger	186329		124.42	1693	Atsi [Zaiwa]	lo²¹mo⁵⁵
51334	ZMYYC	tiger	tiger	186316		124.16	1699	Queyu (Yajiang) [Zhaba]	ta⁵³
#
881	ZMYYC	tight	tight	224910		881.41	200	Achang (Longchuan)	ʐat⁵⁵
1885	ZMYYC	tight	tight	224937		881.44	269	Anong	ɖɯ³¹ɖɯŋ⁵⁵
2889	ZMYYC	tight	tight	224908		881.37	311	Bai (Bijiang)	gɯ̃³³
3893	ZMYYC	tight	tight	224907		881.35	314	Bai (Dali)	tɕɯ³¹
4897	ZMYYC	tight	tight	224933		881.36	317	Bai (Jianchuan)	tɕɯ³¹
5901	ZMYYC	tight	tight	224915		881.51	368	Bokar Lhoba	ka tak
6905	ZMYYC	tight	tight	224909		881.39	411	Burmese (Written)	tɑŋ³
7909	ZMYYC	tight	tight	224930		881.30	418	Hani (Caiyuan)	tɤ⁵⁵
8913	ZMYYC	tight	tight	224914		881.49	509	Darang [Taraon]	mɑ³¹thɯŋ⁵⁵
9917	ZMYYC	tight	tight	224905		881.31	510	Hani (Dazhai)	sɿ³¹
10921	ZMYYC	tight	tight	224938		881.46	537	Trung [Dulong]	tɕɑt⁵⁵tɕɑt⁵⁵
11925	ZMYYC	tight	tight	224922		881.14	557	Ergong (Danba)	shɔ səʴ
12929	ZMYYC	tight	tight	224924		881.18	561	Ersu	khɛ⁵⁵su⁵⁵
13934	ZMYYC	tight	tight	224939		881.48	592	Kaman [Miju]	kɯ³¹dɑŋ³⁵
14938	ZMYYC	tight	tight	224898		881.17	595	Guiqiong	mɑ⁵⁵dɔ̃⁵⁵
15942	ZMYYC	tight	tight	224940		881.50	662	Idu	khe⁵⁵ɑ⁵⁵bu⁵⁵tie⁵⁵
16946	ZMYYC	tight	tight	224913		881.47	690	Jingpho	ka̱ŋ³³
17950	ZMYYC	tight	tight	224932		881.34	696	Jinuo	a³³tɕhɛ⁴²
18954	ZMYYC	tight	tight	224906		881.33	851	Lahu (Black)	ki³³
19958	ZMYYC	tight	tight	224929		881.28	908	Naxi (Lijiang)	ndi³¹
20962	ZMYYC	tight	tight	224903		881.27	942	Lisu	khɯ⁵⁵
21966	ZMYYC	tight	tight	224911		881.43	1034	Maru [Langsu]	ta̱ŋ³⁵
22970	ZMYYC	tight	tight	224894		881.7	1088	Tsangla (Motuo)	dampo
23975	ZMYYC	tight	tight	224918		881.6	1092	Tshona (Mama)	tᴀm¹³mo⁵³
24979	ZMYYC	tight	tight	224897		881.15	1136	Muya [Minyak]	sɯ⁵⁵sɯ⁵⁵
25983	ZMYYC	tight	tight	224899		881.19	1147	Namuyi	*
26987	ZMYYC	tight	tight	224912		881.45	1215	Nusu (Bijiang)	tɕi³⁵tɕi⁵³m̩⁵⁵
27991	ZMYYC	tight	tight	224896		881.11	1306	Pumi (Qinghua)	tɕĩ⁵⁵ti⁵⁵
28995	ZMYYC	tight	tight	224920		881.10	1309	Pumi (Taoba)	tɕĩ⁵⁵mə⁵³
29999	ZMYYC	tight	tight	224919		881.8	1320	Qiang (Mawo)	ɣɑp
31003	ZMYYC	tight	tight	224895		881.9	1323	Qiang (Taoping)	tɕiŋ⁵⁵thɑ³³
32007	ZMYYC	tight	tight	224921		881.12	1340	rGyalrong	kə sik
33011	ZMYYC	tight	tight	224892		881.3	1380	Tibetan (Khams:Dege)	tɑŋ¹³bo⁵³
34015	ZMYYC	tight	tight	224925		881.20	1409	Xumi	liɛ³³
35019	ZMYYC	tight	tight	224931		881.32	1416	Hani (Shuikui)	ȵi̱³¹
36023	ZMYYC	tight	tight	224935		881.40	1428	Burmese (Spoken Rangoon)	tĩ⁵⁵
37027	ZMYYC	tight	tight	224941		881.52	1431	Sulung [Puroik]	a³³kɔ¹¹
38024	ZMYYC	tight	tight	232088		881.13	1496	Tangut [Xixia]	--
39035	ZMYYC	tight	tight	224917		881.4	1550	Tibetan (Amdo:Bla-brang)	tam po
40039	ZMYYC	tight	tight	224916		881.2	1557	Tibetan (Lhasa)	tham¹⁵po⁵³
41043	ZMYYC	tight	tight	224891		881.1	1582	Tibetan (Written)	dam po
42047	ZMYYC	tight	tight	224893		881.5	1585	Tibetan (Amdo:Zeku)	to mbo
43051	ZMYYC	tight	tight	224934		881.38	1615	Tujia	kha⁵⁵lie⁵⁵kha⁵⁵lie⁵⁵
44055	ZMYYC	tight	tight	224926		881.22	1658	Yi (Dafang)	tɕi²¹
45060	ZMYYC	tight	tight	224902		881.25	1662	Yi (Mile)	khɯ³³; tɕi²¹
46065	ZMYYC	tight	tight	224928		881.26	1663	Yi (Mojiang)	tɕɪ̃²¹
47070	ZMYYC	tight	tight	224927		881.24	1664	Yi (Nanhua)	tɕu²¹
48074	ZMYYC	tight	tight	224901		881.23	1666	Yi (Nanjian)	tɕĩ²¹
49078	ZMYYC	tight	tight	224900		881.21	1670	Yi (Xide)	ndʑɿ³³
50082	ZMYYC	tight	tight	224904		881.29	1676	Naxi (Yongning)	di³¹
51086	ZMYYC	tight	tight	224936		881.42	1693	Atsi [Zaiwa]	ti̱ŋ⁵⁵
52091	ZMYYC	tight	tight	224923		881.16	1699	Queyu (Yajiang) [Zhaba]	qa⁵⁵qa⁵⁵
#
