# Wordlist

# META
@modified:2015-01-20 10:39
@tree:(((Luobenzhuo,(Enqi,(Ega,Jinman))),(Gongxing,Tuoluo)),(Mazhelong,((Xiangyun,((Qiliqiao,(Eryuan,Yunlong)),(Lanping,(Heqi,Jianchuan)))),(Zhoucheng,(Dashi,Jinxing)))));

# DATA
ID	GLOSS_IN_SOURCE	SOURCE	ENTRY_IN_SOURCE	POS	CHINESE_GLOSS	DOCULECT	IPA	CONCEPT	ID_IN_SOURCE	PST	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
86	to bark	Wang2006a	dʑua21	verb	?	Gongxing	d͡ʑua₂₁	bark	1438	CVT	d͡ʑ u a ₂₁	2 7 7 8	AXYT	CYA3	5	5.C.C 5.Y.V 5.A.V 5.3.T	1.6 3.0 3.0 1.0	0
87	to bark	Wang2006a	pia21	verb	?	Enqi	pia₂₁	bark	1438	CVT	p i a ₂₁	1 7 7 8	AXYT	PIA3	3	3.P.C 3.I.V 3.A.V 3.3.T	1.6 3.0 3.0 1.0	0
88	to bark	Wang2006a	tɕya21	verb	?	Ega	t͡ɕya₂₁	bark	1438	CVT	t͡ɕ y a ₂₁	2 7 7 8	AXYT	CYA3	2	2.C.C 2.Y.V 2.A.V 2.3.T	1.6 3.0 3.0 1.0	0
89	to bark	Wang2006a	tɕua53	verb	?	Jinman	t͡ɕua₅₃	bark	1438	CVT	t͡ɕ u a ₅₃	2 7 7 8	AXYT	CYA3	8	8.C.C 8.Y.V 8.A.V 8.3.T	1.6 3.0 3.0 1.0	0
90	to bark	Wang2006a	pio42	verb	?	Jinxing	pio₄₂	bark	1438	CVT	p i o ₄₂	1 7 7 8	AXYT	PIU3	9	9.P.C 9.I.V 9.U.V 9.3.T	1.6 3.0 3.0 1.0	0
91	to bark	Wang2006a	pia42	verb	?	Dashi	pia₄₂	bark	1438	CVT	p i a ₄₂	1 7 7 8	AXYT	PIA3	1	1.P.C 1.I.V 1.A.V 1.3.T	1.6 3.0 3.0 1.0	0
92	to bark	Wang2006a	pia42	verb	?	Zhoucheng	pia₄₂	bark	1438	CVT	p i a ₄₂	1 7 7 8	AXYT	PIA3	17	17.P.C 17.I.V 17.A.V 17.3.T	1.6 3.0 3.0 1.0	0
93	to bark	Wang2006a	pʰia42	verb	?	Mazhelong	pʰia₄₂	bark	1438	CVT	pʰ i a ₄₂	1 7 7 8	AXYT	PIA3	12	12.P.C 12.I.V 12.A.V 12.3.T	1.6 3.0 3.0 1.0	0
94	bark(of dog)	Allen2007	pia42	verb	吠	Jianchuan	pia₄₂	bark	382	CVT	p i a ₄₂	1 7 7 8	AXYT	PIA3	7	7.P.C 7.I.V 7.A.V 7.3.T	1.6 3.0 3.0 1.0	0
95	bark(of dog)	Allen2007	pia42	verb	吠	Eryuan	pia₄₂	bark	382	CVT	p i a ₄₂	1 7 7 8	AXYT	PIA3	4	4.P.C 4.I.V 4.A.V 4.3.T	1.6 3.0 3.0 1.0	0
96	bark(of dog)	Allen2007	pia42	verb	吠	Heqi	pia₄₂	bark	382	CVT	p i a ₄₂	1 7 7 8	AXYT	PIA3	6	6.P.C 6.I.V 6.A.V 6.3.T	1.6 3.0 3.0 1.0	0
97	bark(of dog)	Allen2007	pia42	verb	吠	Lanping	pia₄₂	bark	382	CVT	p i a ₄₂	1 7 7 8	AXYT	PIA3	10	10.P.C 10.I.V 10.A.V 10.3.T	1.6 3.0 3.0 1.0	0
98	bark(of dog)	Allen2007	pia42	verb	吠	Qiliqiao	pia₄₂	bark	382	CVT	p i a ₄₂	1 7 7 8	AXYT	PIA3	13	13.P.C 13.I.V 13.A.V 13.3.T	1.6 3.0 3.0 1.0	0
99	bark(of dog)	Allen2007	pia42	verb	吠	Yunlong	pia₄₂	bark	382	CVT	p i a ₄₂	1 7 7 8	AXYT	PIA3	16	16.P.C 16.I.V 16.A.V 16.3.T	1.6 3.0 3.0 1.0	0
100	bark(of dog)	Allen2007	pia42	verb	吠	Xiangyun	pia₄₂	bark	382	CVT	p i a ₄₂	1 7 7 8	AXYT	PIA3	15	15.P.C 15.I.V 15.A.V 15.3.T	1.6 3.0 3.0 1.0	0
101	bark(of dog)	Allen2007	ʧua44	verb	吠	Luobenzhuo	ʧua₄₄	bark	382	CVT	ʧ u a ₄₄	2 7 7 8	AXYT	CYA5	11	11.C.C 11.Y.V 11.A.V 11.5.T	1.6 3.0 3.0 1.0	0
#
102	barley	Wang2006a	zɔ35	?	?	Tuoluo	zɔ₃₅	barley	411	CVT	z ɔ ₃₅	3 7 8	AXT	SU2	14	14.S.C 14.U.V 14.2.T	1.6 3.0 1.0	0
103	barley	Wang2006a	zao12	?	?	Gongxing	zao₁₂	barley	411	CVT	z a o ₁₂	3 7 7 8	AXYT	SAU2	5	5.S.C 5.A.V 5.U.V 5.2.T	1.6 3.0 3.0 1.0	0
104	barley	Wang2006a	zo43	?	?	Enqi	zo₄₃	barley	411	CVT	z o ₄₃	3 7 8	AXT	SU3	3	3.S.C 3.U.V 3.3.T	1.6 3.0 1.0	0
105	barley	Wang2006a	zo21	?	?	Ega	zo₂₁	barley	411	CVT	z o ₂₁	3 7 8	AXT	SU3	2	2.S.C 2.U.V 2.3.T	1.6 3.0 1.0	0
106	barley	Wang2006a	zao21	?	?	Jinman	zao₂₁	barley	411	CVT	z a o ₂₁	3 7 7 8	AXYT	SAU3	8	8.S.C 8.A.V 8.U.V 8.3.T	1.6 3.0 3.0 1.0	0
107	barley	Wang2006a	sou21	?	?	Jinxing	sou₂₁	barley	411	CVT	s o u ₂₁	3 7 7 8	AXYT	SUY3	9	9.S.C 9.U.V 9.Y.V 9.3.T	1.6 3.0 3.0 1.0	0
108	barley	Wang2006a	zau21	?	?	Dashi	zau₂₁	barley	411	CVT	z a u ₂₁	3 7 7 8	AXYT	SAY3	1	1.S.C 1.A.V 1.Y.V 1.3.T	1.6 3.0 3.0 1.0	0
109	barley	Wang2006a	zo21	?	?	Zhoucheng	zo₂₁	barley	411	CVT	z o ₂₁	3 7 8	AXT	SU3	17	17.S.C 17.U.V 17.3.T	1.6 3.0 1.0	0
110	barley	Wang2006a	zo21	?	?	Mazhelong	zo₂₁	barley	411	CVT	z o ₂₁	3 7 8	AXT	SU3	12	12.S.C 12.U.V 12.3.T	1.6 3.0 1.0	0
111	barley	Allen2007	me55sou21	?	大麦	Jianchuan	me₅₅sou₂₁	barley	95	CVTCVT	m e ₅₅ s o u ₂₁	4 7 8 3 7 7 8	AXTBYYT	ME5SUY3	7	7.M.C 7.E.V 7.5.T 7.S.C 7.U.V 7.Y.V 7.3.T	1.6 3.0 1.0 1.3 3.0 3.0 1.0	0
112	barley	Allen2007	mi35zɔ21	?	大麦	Eryuan	mi₃₅zɔ₂₁	barley	95	CVTCVT	m i ₃₅ z ɔ ₂₁	4 7 8 3 7 8	AXTBYT	MI2SU3	4	4.M.C 4.I.V 4.2.T 4.S.C 4.U.V 4.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
113	barley	Allen2007	mi55zɔu31	?	大麦	Heqi	mi₅₅zɔu₃₁	barley	95	CVTCVT	m i ₅₅ z ɔ u ₃₁	4 7 8 3 7 7 8	AXTBYYT	MI5SUY3	6	6.M.C 6.I.V 6.5.T 6.S.C 6.U.V 6.Y.V 6.3.T	1.6 3.0 1.0 1.3 3.0 3.0 1.0	0
114	barley	Allen2007	me55ʐao21	?	大麦	Lanping	me₅₅ʐao₂₁	barley	95	CVTCVT	m e ₅₅ ʐ a o ₂₁	4 7 8 3 7 7 8	AXTBYYT	ME5SAU3	10	10.M.C 10.E.V 10.5.T 10.S.C 10.A.V 10.U.V 10.3.T	1.6 3.0 1.0 1.3 3.0 3.0 1.0	0
115	barley	Allen2007	mi35sɔ21	?	大麦	Qiliqiao	mi₃₅sɔ₂₁	barley	95	CVTCVT	m i ₃₅ s ɔ ₂₁	4 7 8 3 7 8	AXTBYT	MI2SU3	13	13.M.C 13.I.V 13.2.T 13.S.C 13.U.V 13.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
116	barley	Allen2007	mi35zɔ21	?	大麦	Yunlong	mi₃₅zɔ₂₁	barley	95	CVTCVT	m i ₃₅ z ɔ ₂₁	4 7 8 3 7 8	AXTBYT	MI2SU3	16	16.M.C 16.I.V 16.2.T 16.S.C 16.U.V 16.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
117	barley	Allen2007	mi35zo21	?	大麦	Xiangyun	mi₃₅zo₂₁	barley	95	CVTCVT	m i ₃₅ z o ₂₁	4 7 8 3 7 8	AXTBYT	MI2SU3	15	15.M.C 15.I.V 15.2.T 15.S.C 15.U.V 15.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
118	barley	Allen2007	mɯ̃55ʐao31	?	大麦	Luobenzhuo	mɯ̃₅₅ʐao₃₁	barley	95	CVTCVT	m ɯ̃ ₅₅ ʐ a o ₃₁	4 7 8 3 7 7 8	AXTBYYT	MI5SAU3	11	11.M.C 11.I.V 11.5.T 11.S.C 11.A.V 11.U.V 11.3.T	1.6 3.0 1.0 1.3 3.0 3.0 1.0	0
#
119	bed	Wang2006a	dioŋ35	?	?	Tuoluo	dioŋ₃₅	bed	526	CVcT	d i o ŋ ₃₅	1 7 7 4 8	AXYLT	TIUN2	14	14.T.C 14.I.V 14.U.V 14.N.c 14.2.T	1.6 3.0 3.0 1.1 1.0	0
120	bed	Wang2006a	dzoŋ12	?	?	Gongxing	d͡zoŋ₁₂	bed	526	CVcT	d͡z o ŋ ₁₂	2 7 4 8	AXLT	CUN2	5	5.C.C 5.U.V 5.N.c 5.2.T	1.6 3.0 1.1 1.0	0
121	bed	Wang2006a	tio21	?	?	Enqi	tio₂₁	bed	526	CVT	t i o ₂₁	1 7 7 8	AXYT	TIU3	3	3.T.C 3.I.V 3.U.V 3.3.T	1.6 3.0 3.0 1.0	1
122	bed	Wang2006a	(ŋu22ti22tɕʰu42qʰa44)	?	?	Ega	ŋu₂₂ti₂₂t͡ɕʰu₄₂qʰa₄₄	bed	526	CVTCVTCVTCVT	ŋ u ₂₂ t i ₂₂ t͡ɕʰ u ₄₂ qʰ a ₄₄	4 7 8 1 7 8 1 7 8 1 7 8	AXTBYTBYTBYT	NY1TI1TY3KA5	2	2.N.C 2.Y.V 2.1.T 2.T.C 2.I.V 2.1.T 2.T.C 2.Y.V 2.3.T 2.K.C 2.A.V 2.5.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
123	bed	Wang2006a	(ũ42fi22tɕʰu42)	?	?	Jinman	ũ₄₂fi₂₂t͡ɕʰu₄₂	bed	526	VTCVTCVT	ũ ₄₂ f i ₂₂ t͡ɕʰ u ₄₂	7 8 3 7 8 1 7 8	XTBYTBYT	Y3BI1TY3	8	8.Y.V 8.3.T 8.B.C 8.I.V 8.1.T 8.T.C 8.Y.V 8.3.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
124	bed	Wang2006a	tsõ21	?	?	Jinxing	t͡sõ₂₁	bed	526	CVT	t͡s õ ₂₁	2 7 8	AXT	CU3	9	9.C.C 9.U.V 9.3.T	1.6 3.0 1.0	1
125	bed	Wang2006a	(kʰo33)	?	?	Dashi	kʰo₃₃	bed	526	CVT	kʰ o ₃₃	1 7 8	AXT	KU4	1	1.K.C 1.U.V 1.4.T	1.6 3.0 1.0	0
126	bed	Wang2006a	tso21	?	?	Zhoucheng	t͡so₂₁	bed	526	CVT	t͡s o ₂₁	2 7 8	AXT	CU3	17	17.C.C 17.U.V 17.3.T	1.6 3.0 1.0	0
127	bed	Wang2006a	(tɕʰyi21)	?	?	Mazhelong	t͡ɕʰyi₂₁	bed	526	CVT	t͡ɕʰ y i ₂₁	1 7 7 8	AXYT	TYI3	12	12.T.C 12.Y.V 12.I.V 12.3.T	1.6 3.0 3.0 1.0	0
128	bed	Allen2007	tsõũ21	?	床	Jianchuan	t͡sõũ₂₁	bed	226	CVT	t͡s õ ũ ₂₁	2 7 7 8	AXYT	CUY3	7	7.C.C 7.U.V 7.Y.V 7.3.T	1.6 3.0 3.0 1.0	0
129	bed	Allen2007	tʂɔ31	?	床	Eryuan	t͡ʂɔ₃₁	bed	226	CVT	t͡ʂ ɔ ₃₁	2 7 8	AXT	CU3	4	4.C.C 4.U.V 4.3.T	1.6 3.0 1.0	0
130	bed	Allen2007	tsɔ̃ũ21	?	床	Heqi	t͡sɔ̃ũ₂₁	bed	226	CVT	t͡s ɔ̃ ũ ₂₁	2 7 7 8	AXYT	CUY3	6	6.C.C 6.U.V 6.Y.V 6.3.T	1.6 3.0 3.0 1.0	0
131	bed	Allen2007	tsɔ33	?	床	Lanping	t͡sɔ₃₃	bed	226	CVT	t͡s ɔ ₃₃	2 7 8	AXT	CU4	10	10.C.C 10.U.V 10.4.T	1.6 3.0 1.0	0
132	bed	Allen2007	tso21	?	床	Qiliqiao	t͡so₂₁	bed	226	CVT	t͡s o ₂₁	2 7 8	AXT	CU3	13	13.C.C 13.U.V 13.3.T	1.6 3.0 1.0	1
133	bed	Allen2007	kʰɤ31	?	床	Yunlong	kʰɤ₃₁	bed	226	CVT	kʰ ɤ ₃₁	1 7 8	AXT	KE3	16	16.K.C 16.E.V 16.3.T	1.6 3.0 1.0	0
134	bed	Allen2007	pʰẽ31	?	床	Xiangyun	pʰẽ₃₁	bed	226	CVT	pʰ ẽ ₃₁	1 7 8	AXT	PE3	15	15.P.C 15.E.V 15.3.T	1.6 3.0 1.0	0
135	bed	Allen2007	ɴ̣33tĩ33ʧʰʊ31qʰã42	?	床	Luobenzhuo	ɴ̣₃₃tĩ₃₃ʧʰʊ₃₁qʰã₄₂	bed	226	cTCVTCVTCVT	ɴ̣ ₃₃ t ĩ ₃₃ ʧʰ ʊ ₃₁ qʰ ã ₄₂	4 8 1 7 8 2 7 8 1 7 8	ATBYTBYTBYT	N4TI4CY3KA3	11	11.N.C 11.4.T 11.T.C 11.I.V 11.4.T 11.C.C 11.Y.V 11.3.T 11.K.C 11.A.V 11.3.T	1.6 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
#
136	bee	Wang2006a	fɚ̃55	?	?	Tuoluo	fɚ̃₅₅	bee	367	CVT	f ɚ̃ ₅₅	3 7 8	AXT	BE5	14	14.B.C 14.E.V 14.5.T	1.6 3.0 1.0	0
137	bee	Wang2006a	pfuŋ55	?	?	Gongxing	pfuŋ₅₅	bee	367	CCVcT	p f u ŋ ₅₅	1 3 7 4 8	ACXLT	PBYN5	5	5.P.C 5.B.C 5.Y.V 5.N.c 5.5.T	1.6 1.2 3.0 1.1 1.0	0
138	bee	Wang2006a	fo24	?	?	Enqi	fo₂₄	bee	367	CVT	f o ₂₄	3 7 8	AXT	BU2	3	3.B.C 3.U.V 3.2.T	1.6 3.0 1.0	1
139	bee	Wang2006a	xõ55	?	?	Ega	xõ₅₅	bee	367	CVT	x õ ₅₅	3 7 8	AXT	GU5	2	2.G.C 2.U.V 2.5.T	1.6 3.0 1.0	0
140	bee	Wang2006a	xõ55	?	?	Jinman	xõ₅₅	bee	367	CVT	x õ ₅₅	3 7 8	AXT	GU5	8	8.G.C 8.U.V 8.5.T	1.6 3.0 1.0	0
141	bee	Wang2006a	fṽ55	?	?	Jinxing	fɤ̃₅₅	bee	367	CVT	f ɤ̃ ₅₅	3 7 8	AXT	BE5	9	9.B.C 9.E.V 9.5.T	1.6 3.0 1.0	0
142	bee	Wang2006a	fṽ55	?	?	Dashi	fɤ̃₅₅	bee	367	CVT	f ɤ̃ ₅₅	3 7 8	AXT	BE5	1	1.B.C 1.E.V 1.5.T	1.6 3.0 1.0	0
143	bee	Wang2006a	fv55	?	?	Zhoucheng	fɤ₅₅	bee	367	CVT	f ɤ ₅₅	3 7 8	AXT	BE5	17	17.B.C 17.E.V 17.5.T	1.6 3.0 1.0	0
144	bee	Wang2006a	pʰen55	?	?	Mazhelong	pʰen₅₅	bee	367	CVcT	pʰ e n ₅₅	1 7 4 8	AXLT	PEN5	12	12.P.C 12.E.V 12.N.c 12.5.T	1.6 3.0 1.1 1.0	0
145	bee	Allen2007	fɤ̃55	?	蜜蜂	Jianchuan	fɤ̃₅₅	bee	71	CVT	f ɤ̃ ₅₅	3 7 8	AXT	BE5	7	7.B.C 7.E.V 7.5.T	1.6 3.0 1.0	0
146	bee	Allen2007	tsɿ55fɤ55	?	蜜蜂	Eryuan	t͡sɿ₅₅fɤ₅₅	bee	71	CVTCVT	t͡s ɿ ₅₅ f ɤ ₅₅	2 7 8 3 7 8	AXTBYT	CI5BE5	4	4.C.C 4.I.V 4.5.T 4.B.C 4.E.V 4.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
147	bee	Allen2007	fɤ̃55	?	蜜蜂	Heqi	fɤ̃₅₅	bee	71	CVT	f ɤ̃ ₅₅	3 7 8	AXT	BE5	6	6.B.C 6.E.V 6.5.T	1.6 3.0 1.0	0
148	bee	Allen2007	fɯ̃55	?	蜜蜂	Lanping	fɯ̃₅₅	bee	71	CVT	f ɯ̃ ₅₅	3 7 8	AXT	BI5	10	10.B.C 10.I.V 10.5.T	1.6 3.0 1.0	0
149	bee	Allen2007	fɤ55	?	蜜蜂	Qiliqiao	fɤ₅₅	bee	71	CVT	f ɤ ₅₅	3 7 8	AXT	BE5	13	13.B.C 13.E.V 13.5.T	1.6 3.0 1.0	0
150	bee	Allen2007	tsɿ55fɤ55	?	蜜蜂	Yunlong	t͡sɿ₅₅fɤ₅₅	bee	71	CVTCVT	t͡s ɿ ₅₅ f ɤ ₅₅	2 7 8 3 7 8	AXTBYT	CI5BE5	16	16.C.C 16.I.V 16.5.T 16.B.C 16.E.V 16.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
151	bee	Allen2007	fɯ̃55	?	蜜蜂	Xiangyun	fɯ̃₅₅	bee	71	CVT	f ɯ̃ ₅₅	3 7 8	AXT	BI5	15	15.B.C 15.I.V 15.5.T	1.6 3.0 1.0	0
152	bee	Allen2007	tɕɛ̃55ɴ̥ɴ̣55	?	蜜蜂	Luobenzhuo	t͡ɕɛ̃₅₅ɴ̥ɴ̣₅₅	bee	71	CVTccT	t͡ɕ ɛ̃ ₅₅ ɴ̥ ɴ̣ ₅₅	2 7 8 4 4 8	AXTLLT	CE5NN5	11	11.C.C 11.E.V 11.5.T 11.N.c 11.N.c 11.5.T	1.6 3.0 1.0 1.1 1.1 1.0	0
#
153	back, behind	Wang2006a	ɣɯ33	?	?	Tuoluo	ɣɯ₃₃	behind	713	CVT	ɣ ɯ ₃₃	3 7 8	AXT	GI4	14	14.G.C 14.I.V 14.4.T	1.6 3.0 1.0	1
154	back, behind	Wang2006a	ɣe22	?	?	Gongxing	ɣe₂₂	behind	713	CVT	ɣ e ₂₂	3 7 8	AXT	GE1	5	5.G.C 5.E.V 5.1.T	1.6 3.0 1.0	0
155	back, behind	Wang2006a	ɯ22	?	?	Enqi	ɯ₂₂	behind	713	VT	ɯ ₂₂	7 8	XT	I1	3	3.I.V 3.1.T	3.0 1.0	1
156	back, behind	Wang2006a	xɯ̃22	?	?	Ega	xɯ̃₂₂	behind	713	CVT	x ɯ̃ ₂₂	3 7 8	AXT	GI1	2	2.G.C 2.I.V 2.1.T	1.6 3.0 1.0	0
157	back, behind	Wang2006a	xẽ55	?	?	Jinman	xẽ₅₅	behind	713	CVT	x ẽ ₅₅	3 7 8	AXT	GE5	8	8.G.C 8.E.V 8.5.T	1.6 3.0 1.0	0
158	back, behind	Wang2006a	ɣeǝ33	?	?	Jinxing	ɣeǝ₃₃	behind	713	CVT	ɣ e ǝ ₃₃	3 7 7 8	AXYT	GEE4	9	9.G.C 9.E.V 9.E.V 9.4.T	1.6 3.0 3.0 1.0	0
159	back, behind	Wang2006a	ɣɯ33	?	?	Dashi	ɣɯ₃₃	behind	713	CVT	ɣ ɯ ₃₃	3 7 8	AXT	GI4	1	1.G.C 1.I.V 1.4.T	1.6 3.0 1.0	0
160	back, behind	Wang2006a	ɣɯ33	?	?	Zhoucheng	ɣɯ₃₃	behind	713	CVT	ɣ ɯ ₃₃	3 7 8	AXT	GI4	17	17.G.C 17.I.V 17.4.T	1.6 3.0 1.0	0
161	back, behind	Wang2006a	ɣǝ33	?	?	Mazhelong	ɣǝ₃₃	behind	713	CVT	ɣ ǝ ₃₃	3 7 8	AXT	GE4	12	12.G.C 12.E.V 12.4.T	1.6 3.0 1.0	0
162	behind	Allen2007	ɣɯ33mi42	?	后面	Jianchuan	ɣɯ₃₃mi₄₂	behind	26	CVTCVT	ɣ ɯ ₃₃ m i ₄₂	3 7 8 4 7 8	AXTBYT	GI4MI3	7	7.G.C 7.I.V 7.4.T 7.M.C 7.I.V 7.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
163	behind	Allen2007	ɣɯ33pɔ31	?	后面	Eryuan	ɣɯ₃₃pɔ₃₁	behind	26	CVTCVT	ɣ ɯ ₃₃ p ɔ ₃₁	3 7 8 1 7 8	AXTBYT	GI4PU3	4	4.G.C 4.I.V 4.4.T 4.P.C 4.U.V 4.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
164	behind	Allen2007	ɣɯ33mi42	?	后面	Heqi	ɣɯ₃₃mi₄₂	behind	26	CVTCVT	ɣ ɯ ₃₃ m i ₄₂	3 7 8 4 7 8	AXTBYT	GI4MI3	6	6.G.C 6.I.V 6.4.T 6.M.C 6.I.V 6.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
165	behind	Allen2007	ɣɯ44mi33nɔ44	?	后面	Lanping	ɣɯ₄₄mi₃₃nɔ₄₄	behind	26	CVTCVTCVT	ɣ ɯ ₄₄ m i ₃₃ n ɔ ₄₄	3 7 8 4 7 8 4 7 8	AXTBYTBYT	GI5MI4NU5	10	10.G.C 10.I.V 10.5.T 10.M.C 10.I.V 10.4.T 10.N.C 10.U.V 10.5.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
166	behind	Allen2007	ɔ21tɔ35mi44	?	后面	Qiliqiao	ɔ₂₁tɔ₃₅mi₄₄	behind	26	VTCVTCVT	ɔ ₂₁ t ɔ ₃₅ m i ₄₄	7 8 1 7 8 4 7 8	XTBYTBYT	U3TU2MI5	13	13.U.V 13.3.T 13.T.C 13.U.V 13.2.T 13.M.C 13.I.V 13.5.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
167	behind	Allen2007	dɔ31xɯ55	?	后面	Yunlong	dɔ₃₁xɯ₅₅	behind	26	CVTCVT	d ɔ ₃₁ x ɯ ₅₅	1 7 8 3 7 8	AXTBYT	TU3GI5	16	16.T.C 16.U.V 16.3.T 16.G.C 16.I.V 16.5.T	1.6 3.0 1.0 1.3 3.0 1.0	0
168	behind	Allen2007	ɣɯ33sɛ̃21	?	后面	Xiangyun	ɣɯ₃₃sɛ̃₂₁	behind	26	CVTCVT	ɣ ɯ ₃₃ s ɛ̃ ₂₁	3 7 8 3 7 8	AXTBYT	GI4SE3	15	15.G.C 15.I.V 15.4.T 15.S.C 15.E.V 15.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
169	behind	Allen2007	dɯ̃31xɯ̃33	?	后面	Luobenzhuo	dɯ̃₃₁xɯ̃₃₃	behind	26	CVTCVT	d ɯ̃ ₃₁ x ɯ̃ ₃₃	1 7 8 3 7 8	AXTBYT	TI3GI4	11	11.T.C 11.I.V 11.3.T 11.G.C 11.I.V 11.4.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
170	belly	Wang2006a	fɚ42	?	?	Tuoluo	fɚ₄₂	belly;stomach	96	CVT	f ɚ ₄₂	3 7 8	AXT	BE3	14	14.B.C 14.E.V 14.3.T	1.6 3.0 1.0	0
171	belly	Wang2006a	[ʐi21]	?	?	Gongxing	ʐi₂₁	belly;stomach	96	CVT	ʐ i ₂₁	3 7 8	AXT	SI3	5	5.S.C 5.I.V 5.3.T	1.6 3.0 1.0	0
172	belly	Wang2006a	fo24	?	?	Enqi	fo₂₄	belly;stomach	96	CVT	f o ₂₄	3 7 8	AXT	BU2	3	3.B.C 3.U.V 3.2.T	1.6 3.0 1.0	0
173	belly	Wang2006a	xu44	?	?	Ega	xu₄₄	belly;stomach	96	CVT	x u ₄₄	3 7 8	AXT	GY5	2	2.G.C 2.Y.V 2.5.T	1.6 3.0 1.0	0
174	belly	Wang2006a	[ʐɚ42]	?	?	Jinman	ʐɚ₄₂	belly;stomach	96	CVT	ʐ ɚ ₄₂	3 7 8	AXT	SE3	8	8.S.C 8.E.V 8.3.T	1.6 3.0 1.0	0
175	belly	Wang2006a	fv44	?	?	Jinxing	fɤ₄₄	belly;stomach	96	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	9	9.B.C 9.E.V 9.5.T	1.6 3.0 1.0	0
176	belly	Wang2006a	fo44	?	?	Dashi	fo₄₄	belly;stomach	96	CVT	f o ₄₄	3 7 8	AXT	BU5	1	1.B.C 1.U.V 1.5.T	1.6 3.0 1.0	0
177	belly	Wang2006a	fv44	?	?	Zhoucheng	fɤ₄₄	belly;stomach	96	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	17	17.B.C 17.E.V 17.5.T	1.6 3.0 1.0	0
178	belly	Wang2006a	pɯ44	?	?	Mazhelong	pɯ₄₄	belly;stomach	96	CVT	p ɯ ₄₄	1 7 8	AXT	PI5	12	12.P.C 12.I.V 12.5.T	1.6 3.0 1.0	0
179	belly,stomach	Allen2007	fɤ44	?	肚子	Jianchuan	fɤ₄₄	belly;stomach	139	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	7	7.B.C 7.E.V 7.5.T	1.6 3.0 1.0	0
180	belly,stomach	Allen2007	fɤ44	?	肚子	Eryuan	fɤ₄₄	belly;stomach	139	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	4	4.B.C 4.E.V 4.5.T	1.6 3.0 1.0	0
181	belly,stomach	Allen2007	fɤ44	?	肚子	Heqi	fɤ₄₄	belly;stomach	139	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	6	6.B.C 6.E.V 6.5.T	1.6 3.0 1.0	0
182	belly,stomach	Allen2007	ʐɛ31kʰu33	?	肚子	Lanping	ʐɛ₃₁kʰu₃₃	belly;stomach	139	CVTCVT	ʐ ɛ ₃₁ kʰ u ₃₃	3 7 8 1 7 8	AXTBYT	SE3KY4	10	10.S.C 10.E.V 10.3.T 10.K.C 10.Y.V 10.4.T	1.6 3.0 1.0 1.3 3.0 1.0	0
183	belly,stomach	Allen2007	fɤ44	?	肚子	Qiliqiao	fɤ₄₄	belly;stomach	139	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	13	13.B.C 13.E.V 13.5.T	1.6 3.0 1.0	0
184	belly,stomach	Allen2007	fɤ44	?	肚子	Yunlong	fɤ₄₄	belly;stomach	139	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	16	16.B.C 16.E.V 16.5.T	1.6 3.0 1.0	0
185	belly,stomach	Allen2007	fɤ44	?	肚子	Xiangyun	fɤ₄₄	belly;stomach	139	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	15	15.B.C 15.E.V 15.5.T	1.6 3.0 1.0	0
186	belly,stomach	Allen2007	ʐa44	?	肚子	Luobenzhuo	ʐa₄₄	belly;stomach	139	CVT	ʐ a ₄₄	3 7 8	AXT	SA5	11	11.S.C 11.A.V 11.5.T	1.6 3.0 1.0	0
#
187	big	Wang2006a	dɔ21	?	?	Tuoluo	dɔ₂₁	big	964	CVT	d ɔ ₂₁	1 7 8	AXT	TU3	14	14.T.C 14.U.V 14.3.T	1.6 3.0 1.0	0
