# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD	STEDT_TAXON_NAME	STEDT_RN	REFLEX	LGID	GFN	SRCID	SRCABBR	RGEN	STEDT_GLOSS
4390	to hear (44)	-			听见	0	to hear	Meixian		-	-	-	hear (73)	-		-	5999					Verb	0	-	Sinitic	to hear(69)	hear(39)	-	hear(59)	15.41	Meixian								
4391	to hear (44)	-			听见	653	to hear	Old_Chinese		*mu[n]	to hear	聞	hear (73)	*mu[n]		-	5999					Verb	0	-	Sinitic	to hear(69)	hear(39)	m u n	hear(59)	15.41	Old_Chinese								
4392	to hear (44)	-			听见	0	to hear	Xiamen		-	-	-	hear (73)	-		-	5999					Verb	0	-	Sinitic	to hear(69)	hear(39)	-	hear(59)	15.41	Xiamen								
4393	to hear (44)	-			听见	0	to hear	Guiqiong		-	-	-	hear (73)	-		-	5999					Verb	0	-	rGyalrongic	to hear(69)	hear(39)	-	hear(59)	15.41	Guiqiong								
4394	to hear (44)	-			听见	648	to hear	Japhug		mtsʰɤm	hear	聞	hear (73)	mtsʰɤm		-	5999					Verb	0	-	rGyalrongic	to hear(69)	hear(39)	m tsʰ ɤ m	hear(59)	15.41	Japhug								
4395	to hear (44)	-			听见	0	to hear	Khroskyabs_Wobzi		-	-	-	hear (73)	-		-	5999					Verb	0	-	rGyalrongic	to hear(69)	hear(39)	-	hear(59)	15.41	Khroskyabs_Wobzi								
4396	to hear (44)	-			听见	0	to hear	Muya		-	-	-	hear (73)	-		-	5999					Verb	0	-	rGyalrongic	to hear(69)	hear(39)	-	hear(59)	15.41	Muya								
4397	to hear (44)	-			听见	0	to hear	Stau		-	-	-	hear (73)	-		-	5999					Verb	0	-	rGyalrongic	to hear(69)	hear(39)	-	hear(59)	15.41	Stau								
4398	to hear (44)	-			听见	649	to hear	Tangut	6995 (not)	mji¹	hear	聞	hear (73)	mji¹		-	5999					Verb	0	-	rGyalrongic	to hear(69)	hear(39)	m j i ¹	hear(59)	15.41	Tangut								
4399	to hear (44)	-			听见	0	to hear	Zbu		-	-	-	hear (73)	-		-	5999					Verb	0	-	rGyalrongic	to hear(69)	hear(39)	-	hear(59)	15.41	Zbu								
13193						0	to hear	Guzhang			聞	聞		vai¹³			5999						0								Guzhang								
13309						0	to hear	Ganzhou		thĩ1	hear (71)			tʰĩ²			5999						0					tʰ ĩ ∼ ²			Ganzhou								
13680						0	to hear	Caijia									5999						0								Caijia								
13940						0	to hear	Jixi				聽X		tˈiɑ̃³⁵ ʨˈyoʔ³²			5999						0								Jixi								
14200						0	to hear	Changshan									5999						0								Changshan								
14720						0	to hear	Dancun				聽		hiɛŋ³³			5999						0								Dancun								
15008						0	to hear	Xumi						ma³⁵									0	STEDT/TBL	Qiangic			m a ³⁵			Xumi	16607	ma³⁵	1812	v.	1682.17	TBL	428056	hear
15233						0	to hear	Karen						na̱³¹xu⁵⁵									0	STEDT/TBL	Karenic			n a̱ ³¹ ◦ x u ⁵⁵			Karen	82486	na̱³¹xu⁵⁵	1849	v.	1682.50	TBL	428087	hear
15552						0	to hear	Tibetan_Batang						kᴜ²³¹									0	STEDT/TBL	Tibetan			k ᴜ ²³¹			Tibetan (Batang)	41139	kᴜ²³¹	1826	v.	1682.03	TBL	428042	hear
15702						0	to hear	Hani_Mojiang						kɔ³¹									0	STEDT/TBL	Southern Loloish			k ɔ ³¹			Hani (Mojiang)	66834	kɔ³¹	1840	v.	1682.42	TBL	428079	hear
16086						0	to hear	Tibetan_Written						tshor									0	STEDT/TBL	Tibetan			tsh o r			Tibetan (Written)	1883	tshor	1804	v.	1682.01	TBL	428088	hear
16220						0	to hear	Tibetan_Lhasa						kho¹³									0	STEDT/TBL	Tibetan			kh o ¹³			Tibetan (Lhasa)	22438	kho¹³	1815	v.	1682.02	TBL	428041	hear
16366						0	to hear	Cuona_Menba						ȵan³⁵thoʔ⁵³									0	STEDT/TBL	Bodic			ȵ a n ³⁵ ◦ th o ʔ ⁵³			Cuona Menba	84205	ȵan³⁵thoʔ⁵³	1850	v.	1682.06	TBL	428045	hear
16786						0	to hear	Yi_Xide						ɣɯ²¹gɯ³³									0	STEDT/TBL	Northern Loloish			ɣ ɯ ²¹ ◦ g ɯ ³³			Yi (Xide)	52085	ɣɯ²¹gɯ³³	1832	v.	1682.35	TBL	428072	hear
16909						0	to hear	Lahu_Lancang						nɑ³³kɑ⁵³									0	STEDT/TBL	Central Loloish			n ɑ ³³ ◦ k ɑ ⁵³			Lahu (Lancang)	68655	nɑ³³kɑ⁵³	1841	v.	1682.43	TBL	428080	hear
18076						0	to hear	Yi_Weishan						gɑ²¹									0	STEDT/TBL	Northern Loloish			g ɑ ²¹			Yi (Weishan)	53990	gɑ²¹	1833	v.	1682.36	TBL	428073	hear
18137						0	to hear	Jinuo						nɔ³⁵									0	STEDT/TBL	Central Loloish			n ɔ ³⁵			Jinuo	70475	nɔ³⁵	1842	v.	1682.44	TBL	428081	hear
18399						0	to hear	Tibetan_Alike						ko									0	STEDT/TBL	Tibetan			k o			Tibetan (Alike)	80920	ko	1848	v.	1682.05	TBL	428044	hear
18477						0	to hear	rGyalrong_Maerkang						kɑ msɑm									0	STEDT/TBL	rGyalrong			k ɑ _ ms ɑ m			rGyalrong (Maerkang)	5426	kɑ msɑm	1806	v.	1682.11	TBL	428050	hear
18673						0	to hear	Nusu_Central						n̥a³³tha̱⁵³									0	STEDT/TBL	Northern Loloish			n̥ a ³³ ◦ th a̱ ⁵³			Nusu (Central)	50110	n̥a³³tha̱⁵³	1831	v.	1682.34	TBL	428071	hear
19375						0	to hear	Naxi						kho³³mi³³thv̩³³									0	STEDT/TBL	Naxi			kh o ³³ ◦ m i ³³ ◦ th v̩ ³³			Naxi	72313	kho³³mi³³thv̩³³	1843	v.	1682.45	TBL	428082	hear
19831						0	to hear	Daofu						də ntɕhi									0	STEDT/TBL	rGyalrongic			d ə _ n ◦ tɕh i			Daofu	7405	də ntɕhi	1807	v.	1682.12	TBL	428051	hear
20083						0	to hear	Pumi_Lanping						xə¹³ni¹³si⁵⁵									0	STEDT/TBL	Qiangic			x ə ¹³ ◦ n i ¹³ ◦ s i ⁵⁵			Pumi (Lanping)	89721	xə¹³ni¹³si⁵⁵	1853	v.	1682.09	TBL	428048	hear
20434						0	to hear	Motuo_Menba						than									0	STEDT/TBL	Bodic			th a n			Motuo Menba	85931	than	1851	v.	1682.07	TBL	428046	hear
20456						0	to hear	Tibetan_Batang						tsho⁵⁵									0	STEDT/TBL	Tibetan			tsh o ⁵⁵			Tibetan (Batang)	41140	tsho⁵⁵	1826	v.	1682.03	TBL	428089	hear
20630						0	to hear	Namuyi						gi⁵⁵ʂæ³¹									0	STEDT/TBL	Qiangic			g i ⁵⁵ ◦ ʂ æ ³¹			Namuyi	74154	gi⁵⁵ʂæ³¹	1844	v.	1682.46	TBL	428083	hear
20632						0	to hear	Yi_Wuding						dʑu³³									0	STEDT/TBL	Northern Loloish			dʑ u ³³			Yi (Wuding)	57774	dʑu³³	1835	v.	1682.38	TBL	428075	hear
21052						0	to hear	Queyu_Xinlong						kɯ⁵⁵mȵo³³									0	STEDT/TBL	Qiangic			k ɯ ⁵⁵ m ◦ ȵ o ³³			Queyu (Xinlong)	9235	kɯ⁵⁵mȵo³³	1808	v.	1682.13	TBL	428052	hear
21438						0	to hear	Pumi_Jiulong						mã³⁵									0	STEDT/TBL	Qiangic			m ã ∼ ³⁵			Pumi (Jiulong)	3600	mã³⁵	1805	v.	1682.10	TBL	428049	hear
21704						0	to hear	Gazhuo						na³⁵tɕa³¹									0	STEDT/TBL	Northern Loloish			n a ³⁵ ◦ tɕ a ³¹			Gazhuo	75865	na³⁵tɕa³¹	1845	v.	1682.47	TBL	428084	hear
21723						0	to hear	Qiang_Mawo						kəm									0	STEDT/TBL	Qiangic			k ə m			Qiang (Mawo)	87849	kəm	1852	v.	1682.08	TBL	428047	hear
22260						0	to hear	Zhaba_Daofu_County						ȵu⁵⁵									0	STEDT/TBL	Qiangic			ȵ u ⁵⁵			Zhaba (Daofu County)	11143	ȵu⁵⁵	1809	v.	1682.14	TBL	428053	hear
22361						0	to hear	Tibetan_Written						go									0	STEDT/TBL	Tibetan			g o			Tibetan (Written)	1882	go	1804	v.	1682.01	TBL	428040	hear
22914						0	to hear	Tibetan_Xiahe						ko									0	STEDT/TBL	Tibetan			k o			Tibetan (Xiahe)	61381	ko	1837	v.	1682.04	TBL	428043	hear
22933						0	to hear	Bai_Jianchuan						tɕhã⁵⁵tiə̱³³									0	STEDT/TBL	Bai			tɕh ã ∼ ⁵⁵ ◦ t i ə̱ ³³			Bai (Jianchuan)	77791	tɕhã⁵⁵tiə̱³³	1846	v.	1682.48	TBL	428085	hear
22997						0	to hear	Kaman_Miju						tɑt⁵⁵									0	STEDT/TBL	Deng			t ɑ t ⁵⁵			Kaman [Miju]	28736	tɑt⁵⁵	1819	v.	1682.23	TBL	428061	hear
23145						0	to hear	Lyuzu						the³³dʐɿ⁵³									0	STEDT/TBL	Qiangic			th e ³³ ◦ dʐ ɿ ⁵³			Lyuzu	18473	the³³dʐɿ⁵³	1813	v.	1682.18	TBL	428057	hear
23477						0	to hear	Muya						ndo⁵³									0	STEDT/TBL	Qiangic			n ◦ d o ⁵³			Muya	13073	ndo⁵³	1810	v.	1682.15	TBL	428054	hear
23576						0	to hear	Hani_Lüchun						ga³¹									0	STEDT/TBL	Southern Loloish			g a ³¹			Hani (Lüchun)	65007	ga³¹	1839	v.	1682.41	TBL	428078	hear
23894						0	to hear	Yi_Nanhua						no⁵⁵ȵi³³									0	STEDT/TBL	Northern Loloish			n o ⁵⁵ ◦ ȵ i ³³			Yi (Nanhua)	55847	no⁵⁵ȵi³³	1834	v.	1682.37	TBL	428074	hear
23979						0	to hear	Yi_Nanhua						po³³tɕo²¹									0	STEDT/TBL	Northern Loloish			p o ³³ ◦ tɕ o ²¹			Yi (Nanhua)	55848	po³³tɕo²¹	1834	v.	1682.37	TBL	428090	hear
23987						0	to hear	Tujia						zu²¹liau⁵⁵									0	STEDT/TBL	Tujia			z u ²¹ ◦ l i a u ⁵⁵			Tujia	79338	zu²¹liau⁵⁵	1847	v.	1682.49	TBL	428086	hear
24188						0	to hear	Lisu						pɑ³³dʑɑ³¹									0	STEDT/TBL	Central Loloish			p ɑ ³³ ◦ dʑ ɑ ³¹			Lisu	63210	pɑ³³dʑɑ³¹	1838	v.	1682.40	TBL	428077	hear
24242						0	to hear	Bokar						taː◦poŋ									0	STEDT/TBL	Western Tani			t aː ◦ ◦ p o ŋ			Bokar	30587	taː◦poŋ	1820	v.	1682.24	TBL	428062	hear
24657						0	to hear	Guiqiong						tɕa⁵⁵									0	STEDT/TBL	Qiangic			tɕ a ⁵⁵			Guiqiong	14783	tɕa⁵⁵	1811	v.	1682.16	TBL	428055	hear
25013						0	to hear	Yi_Sani						nɒ⁴⁴gɒ¹¹									0	STEDT/TBL	Central Loloish			n ɒ ⁴⁴ ◦ g ɒ ¹¹			Yi (Sani)	59603	nɒ⁴⁴gɒ¹¹	1836	v.	1682.39	TBL	428076	hear
25134						0	to hear	Jingpho						na³¹									0	STEDT/TBL	Jingpho			n a ³¹			Jingpho	20325	na³¹	1814	v.	1682.19	TBL	428058	hear
25252						0	to hear	Dulong						tɔ⁵⁵									0	STEDT/TBL	Nungic			t ɔ ⁵⁵			Dulong	24327	tɔ⁵⁵	1816	v.	1682.20	TBL	428059	hear
25687						0	to hear	Darang_Taraon						thɑ³¹tiɯŋ⁵³									0	STEDT/TBL	Deng			th ɑ ³¹ ◦ t i ɯ ŋ ⁵³			Darang [Taraon]	27292	thɑ³¹tiɯŋ⁵³	1818	v.	1682.22	TBL	428060	hear
#
4559	to hide (171)	t͡s o ŋ - ²¹			-	656	to hide (conceal)	Dashi		tsoŋ21	hide	-	-	t͡soŋ₂₁		-	161806					Verb	457	Wang2006a, 1169	Bai	-	-	t͡s o ŋ ²¹	-	12.27	Dashi								
4560	to hide (171)	-			-	0	to hide (conceal)	Zhaozhuang		-	-	-	-	-		-	161806					Verb	0	-	Bai	-	-	-	-	12.27	Zhaozhuang								
4561	to hide (171)	t͡s u - - ²¹			-	656	to hide (conceal)	Ega		tsu21	hide	-	-	t͡su₂₁		-	161806					Verb	458	Wang2006a, 1169	Bai	-	-	t͡s u ²¹	-	12.27	Ega								
4562	to hide (171)	t͡s o - - ²¹			-	656	to hide (conceal)	Enqi		tso21	hide	-	-	t͡so₂₁		-	161806					Verb	458	Wang2006a, 1169	Bai	-	-	t͡s o ²¹	-	12.27	Enqi								
4563	to hide (171)	t͡s ɔ - - ²¹			-	656	to hide (conceal)	Eryuan		tsɔ21	hide / 藏	-	-	t͡sɔ₂₁		-	161806					Verb	458	Allen2007, 326	Bai	-	-	t͡s ɔ ²¹	-	12.27	Eryuan								
4564	to hide (171)	d͡z o ŋ - ¹²			-	656	to hide (conceal)	Gongxing		dzoŋ12	hide	-	-	d͡zoŋ₁₂		-	161806					Verb	457	Wang2006a, 1169	Bai	-	-	d͡z o ŋ ¹²	-	12.27	Gongxing								
4565	to hide (171)	t͡s ɔ̃ ∼ u ²¹			-	656	to hide (conceal)	Heqi		tsɔ̃u21	hide / 藏	-	-	t͡sɔ̃u₂₁		-	161806					Verb	462	Allen2007, 326	Bai	-	-	t͡s ɔ̃ ∼ u ²¹	-	12.27	Heqi								
4566	to hide (171)	t͡s õ ∼ - ²¹			-	656	to hide (conceal)	Jianchuan		tsõ21	hide / 藏	-	-	t͡sõ₂₁		-	161806					Verb	458	Allen2007, 326	Bai	-	-	t͡s õ ∼ ²¹	-	12.27	Jianchuan								
4567	to hide (171)	t͡s õ ∼ - ⁴²			-	656	to hide (conceal)	Jinman		tsõ42	hide	-	-	t͡sõ₄₂		-	161806					Verb	458	Wang2006a, 1169	Bai	-	-	t͡s õ ∼ ⁴²	-	12.27	Jinman								
4568	to hide (171)	t͡s õ ∼ - ²¹			-	656	to hide (conceal)	Jinxing		tsõ21	hide	-	-	t͡sõ₂₁		-	161806					Verb	458	Wang2006a, 1169	Bai	-	-	t͡s õ ∼ ²¹	-	12.27	Jinxing								
4569	to hide (171)	t͡s ɔ̃ ∼ - ³¹			-	656	to hide (conceal)	Luobenzhuo		tsɔ̃31	hide / 藏	-	-	t͡sɔ̃₃₁		-	161806					Verb	458	Allen2007, 326	Bai	-	-	t͡s ɔ̃ ∼ ³¹	-	12.27	Luobenzhuo								
4570	to hide (171)	t͡s o ŋ - ²¹			-	656	to hide (conceal)	Mazhelong		tsoŋ21	hide	-	-	t͡soŋ₂₁		-	161806					Verb	457	Wang2006a, 1169	Bai	-	-	t͡s o ŋ ²¹	-	12.27	Mazhelong								
4571	to hide (171)	t͡s o - - ²¹			-	656	to hide (conceal)	Qiliqiao		tso21	hide / 藏	-	-	t͡so₂₁		-	161806					Verb	458	Allen2007, 326	Bai	-	-	t͡s o ²¹	-	12.27	Qiliqiao								
4572	to hide (171)	t͡s ã ∼ - ²¹			-	656	to hide (conceal)	Xiangyun		tsã21	hide / 藏	-	-	t͡sã₂₁		-	161806					Verb	458	Allen2007, 326	Bai	-	-	t͡s ã ∼ ²¹	-	12.27	Xiangyun								
4573	to hide (171)	t͡s ɔ - - ²¹			-	656	to hide (conceal)	Yunlong		tsɔ21	hide / 藏	-	-	t͡sɔ₂₁		-	161806					Verb	458	Allen2007, 326	Bai	-	-	t͡s ɔ ²¹	-	12.27	Yunlong								
4574	to hide (171)	t͡s o - u ²¹			-	656	to hide (conceal)	Zhoucheng		tsou21	hide	-	-	t͡sou₂₁		-	161806					Verb	462	Wang2006a, 1169	Bai	-	-	t͡s o u ²¹	-	12.27	Zhoucheng								
4575	to hide (171)	-			-	0	to hide (conceal)	Cone_Tibetan		-	-	-	-	-		-	161806					Verb	0	-	Bodic	-	-	-	-	12.27	Cone_Tibetan								
4576	to hide (171)	-			-	0	to hide (conceal)	Lhasa_Tibetan		-	-	-	-	-		-	161806					Verb	0	-	Bodic	-	-	-	-	12.27	Lhasa_Tibetan								
4577	to hide (171)	-			-	0	to hide (conceal)	Old_Tibetan		-	-	-	-	sbed sbas		-	161806					Verb	0	-	Bodic	-	-	-	-	12.27	Old_Tibetan								
4578	to hide (171)	-			-	0	to hide (conceal)	Achang_Lianghe		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Achang_Lianghe								
4579	to hide (171)	-			-	0	to hide (conceal)	Achang_Longchuan		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Achang_Longchuan								
4580	to hide (171)	-			-	0	to hide (conceal)	Achang_Luxi		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Achang_Luxi								
4581	to hide (171)	-			-	0	to hide (conceal)	Atsi		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Atsi								
4582	to hide (171)	-			-	0	to hide (conceal)	Bola		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Bola								
4583	to hide (171)	-			-	0	to hide (conceal)	Burmese		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Burmese								
4584	to hide (171)	-			-	0	to hide (conceal)	Hpun		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Hpun								
4585	to hide (171)	-			-	0	to hide (conceal)	Lashi		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Lashi								
4586	to hide (171)	-			-	0	to hide (conceal)	Maru		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Maru								
4587	to hide (171)	-			-	0	to hide (conceal)	Old_Burmese		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Old_Burmese								
4588	to hide (171)	-			-	0	to hide (conceal)	Xiandau		-	-	-	-	-		-	161806					Verb	0	-	Burmish	-	-	-	-	12.27	Xiandau								
4589	to hide (171)	-			-	0	to hide (conceal)	Dumi		-	-	-	-	-		-	161806					Verb	0	-	Kiranti	-	-	-	-	12.27	Dumi								
4590	to hide (171)	-			-	0	to hide (conceal)	Khaling		-	-	-	-	-		-	161806					Verb	0	-	Kiranti	-	-	-	-	12.27	Khaling								
4591	to hide (171)	-			-	0	to hide (conceal)	Limbu		-	-	-	-	-		-	161806					Verb	0	-	Kiranti	-	-	-	-	12.27	Limbu								
4592	to hide (171)	-			-	0	to hide (conceal)	Wambule		-	-	-	-	-		-	161806					Verb	0	-	Kiranti	-	-	-	-	12.27	Wambule								
4593	to hide (171)	-			-	0	to hide (conceal)	Yakkha		-	-	-	-	-		-	161806					Verb	0	-	Kiranti	-	-	-	-	12.27	Yakkha								
4594	to hide (171)	-			-	0	to hide (conceal)	Yamphu		-	-	-	-	-		-	161806					Verb	0	-	Kiranti	-	-	-	-	12.27	Yamphu								
4595	to hide (171)	-			-	0	to hide (conceal)	Dulong		-	-	-	-	-		-	161806					Verb	0	-	Nungish	-	-	-	-	12.27	Dulong								
4596	to hide (171)	-			-	0	to hide (conceal)	Jingpo		-	-	-	-	-		-	161806					Verb	0	-	SAL	-	-	-	-	12.27	Jingpo								
4597	to hide (171)	-			-	0	to hide (conceal)	Beijing		-	-	-	-	-		-	161806					Verb	0	-	Sinitic	-	-	-	-	12.27	Beijing								
4598	to hide (171)	-			-	0	to hide (conceal)	Caijia		-	-	-	-	-		-	161806					Verb	0	-	Sinitic	-	-	-	-	12.27	Caijia								
4599	to hide (171)	-			-	0	to hide (conceal)	Changsha		-	-	-	-	-		-	161806					Verb	0	-	Sinitic	-	-	-	-	12.27	Changsha								
4601	to hide (171)	-			-	0	to hide (conceal)	Guangzhou		-	-	-	-	-		-	161806					Verb	0	-	Sinitic	-	-	-	-	12.27	Guangzhou								
4602	to hide (171)	-			-	0	to hide (conceal)	Meixian		-	-	-	-	-		-	161806					Verb	0	-	Sinitic	-	-	-	-	12.27	Meixian								
4603	to hide (171)	-			-	656	to hide (conceal)	Old_Chinese	12500 (the work)	-	-	-	-	-		-	161806					Verb	0	-	Sinitic	-	-	◦	-	12.27	Old_Chinese								
4604	to hide (171)	-			-	0	to hide (conceal)	Xiamen		-	-	-	-	-		-	161806					Verb	0	-	Sinitic	-	-	-	-	12.27	Xiamen								
4605	to hide (171)	-			-	0	to hide (conceal)	Guiqiong		-	-	-	-	-		-	161806					Verb	0	-	rGyalrongic	-	-	-	-	12.27	Guiqiong								
4606	to hide (171)	-			-	655	to hide (conceal)	Japhug		sɤnbaʁ	-	-	-	sɤnbaʁ		-	161806					Verb	0	-	rGyalrongic	-	-	s ɤ n b a ʁ	-	12.27	Japhug								
4607	to hide (171)	-			-	0	to hide (conceal)	Khroskyabs_Wobzi		-	-	-	-	-		-	161806					Verb	0	-	rGyalrongic	-	-	-	-	12.27	Khroskyabs_Wobzi								
4608	to hide (171)	-			-	0	to hide (conceal)	Muya		-	-	-	-	-		-	161806					Verb	0	-	rGyalrongic	-	-	-	-	12.27	Muya								
4609	to hide (171)	-			-	0	to hide (conceal)	Stau		-	-	-	-	-		-	161806					Verb	0	-	rGyalrongic	-	-	-	-	12.27	Stau								
4610	to hide (171)	-			-	0	to hide (conceal)	Tangut		-	-	-	-	-		-	161806					Verb	0	-	rGyalrongic	-	-	-	-	12.27	Tangut								
4611	to hide (171)	-			-	0	to hide (conceal)	Zbu		-	-	-	-	-		-	161806					Verb	0	-	rGyalrongic	-	-	-	-	12.27	Zbu								
13194						0	to hide (conceal)	Guzhang			躲藏	躲到X		tu⁵⁵ tau kʰuai⁴¹		hide oneself	161806						0								Guzhang								
13681						0	to hide (conceal)	Caijia									161806						0								Caijia								
14201						0	to hide (conceal)	Changshan									161806						0								Changshan								
15004						0	to hide (conceal)	Karen						pa̱³¹khu⁵⁵tθi̱³¹									0	STEDT/TBL	Karenic			p a̱ ³¹ ◦ kh u ⁵⁵ ◦ tθ i̱ ³¹			Karen	82134	pa̱³¹khu⁵⁵tθi̱³¹	1849		1169.50	TBL	404652	hide (sthg.)
15405						0	to hide (conceal)	Hani_Mojiang						xɛ⁵⁵tʃhu⁵⁵									0	STEDT/TBL	Southern Loloish			x ɛ ⁵⁵ ◦ tʃh u ⁵⁵			Hani (Mojiang)	66350	xɛ⁵⁵tʃhu⁵⁵	1840		1169.42	TBL	404644	hide (sthg.)
15711						0	to hide (conceal)	Tibetan_Written						skuŋ									0	STEDT/TBL	Tibetan			s ◦ k u ŋ			Tibetan (Written)	1314	skuŋ	1804		1169.01	TBL	404603	hide (sthg.)
15905						0	to hide (conceal)	Lyuzu						the³³kɯ⁵³ʂɯ⁵³									0	STEDT/TBL	Qiangic			th e ³³ ◦ k ɯ ⁵³ ◦ ʂ ɯ ⁵³			Lyuzu	17964	the³³kɯ⁵³ʂɯ⁵³	1813		1169.18	TBL	404620	hide (sthg.)
16047						0	to hide (conceal)	Cuona_Menba						ȵi³⁵ka³⁵									0	STEDT/TBL	Bodic			ȵ i ³⁵ ◦ k a ³⁵			Cuona Menba	83742	ȵi³⁵ka³⁵	1850		1169.06	TBL	404608	hide (sthg.)
16430						0	to hide (conceal)	Yi_Xide						mbo⁵⁵									0	STEDT/TBL	Northern Loloish			m ◦ b o ⁵⁵			Yi (Xide)	51522	mbo⁵⁵	1832		1169.35	TBL	404637	hide (sthg.)
16610						0	to hide (conceal)	Lahu_Lancang						fɑ³⁵									0	STEDT/TBL	Central Loloish			f ɑ ³⁵			Lahu (Lancang)	68142	fɑ³⁵	1841		1169.43	TBL	404645	hide (sthg.)
16990						0	to hide (conceal)	Pumi_Jiulong						xə¹¹tʃu⁵⁵									0	STEDT/TBL	Qiangic			x ə ¹¹ ◦ tʃ u ⁵⁵			Pumi (Jiulong)	3236	xə¹¹tʃu⁵⁵	1805		1169.10	TBL	404612	hide (sthg.)
17128						0	to hide (conceal)	Jingpho						mă³¹ko̱i³³									0	STEDT/TBL	Jingpho			m ă ³¹ ◦ k o̱ i ³³			Jingpho	19820	mă³¹ko̱i³³	1814		1169.19	TBL	404621	hide (sthg.)
17725						0	to hide (conceal)	Zhaba_Daofu_County						ka³³sə⁵⁵									0	STEDT/TBL	Qiangic			k a ³³ ◦ s ə ⁵⁵			Zhaba (Daofu County)	10612	ka³³sə⁵⁵	1809		1169.14	TBL	404616	hide (sthg.)
17785						0	to hide (conceal)	Yi_Nanhua						khɯ²¹tʂɑ³³									0	STEDT/TBL	Northern Loloish			kh ɯ ²¹ ◦ tʂ ɑ ³³			Yi (Nanhua)	55335	khɯ²¹tʂɑ³³	1834		1169.37	TBL	404639	hide (sthg.)
17846						0	to hide (conceal)	Jinuo						ko⁴²va⁵⁵									0	STEDT/TBL	Central Loloish			k o ⁴² ◦ v a ⁵⁵			Jinuo	69974	ko⁴²va⁵⁵	1842		1169.44	TBL	404646	hide (sthg.)
18118						0	to hide (conceal)	rGyalrong_Maerkang						kɑ ʃɑ pki									0	STEDT/TBL	rGyalrong			k ɑ _ ʃ ɑ _ p ◦ k i			rGyalrong (Maerkang)	4911	kɑ ʃɑ pki	1806		1169.11	TBL	404613	hide (sthg.)
18419						0	to hide (conceal)	Motuo_Menba						gum									0	STEDT/TBL	Bodic			g u m			Motuo Menba	85539	gum	1851		1169.07	TBL	404609	hide (sthg.)
18502						0	to hide (conceal)	Tibetan_Lhasa						jip¹³²									0	STEDT/TBL	Tibetan			j i p ¹³²			Tibetan (Lhasa)	21842	jip¹³²	1815		1169.02	TBL	404653	hide (sthg.)
19050						0	to hide (conceal)	Naxi						tsɿ⁵⁵									0	STEDT/TBL	Naxi			ts ɿ ⁵⁵			Naxi	71834	tsɿ⁵⁵	1843		1169.45	TBL	404647	hide (sthg.)
19849						0	to hide (conceal)	Dulong						ɑ³¹xɔt⁵⁵									0	STEDT/TBL	Nungic			ɑ ³¹ ◦ x ɔ t ⁵⁵			Dulong	23818	ɑ³¹xɔt⁵⁵	1816		1169.20	TBL	404655	hide (sthg.)
20102						0	to hide (conceal)	Tibetan_Batang						kũ⁵⁵									0	STEDT/TBL	Tibetan			k ũ ∼ ⁵⁵			Tibetan (Batang)	40594	kũ⁵⁵	1826		1169.03	TBL	404605	hide (sthg.)
20274						0	to hide (conceal)	Yi_Wuding						fɑ̱⁵⁵									0	STEDT/TBL	Northern Loloish			f ɑ̱ ⁵⁵			Yi (Wuding)	57212	fɑ̱⁵⁵	1835		1169.38	TBL	404640	hide (sthg.)
20306						0	to hide (conceal)	Namuyi						quo³¹ta⁵³									0	STEDT/TBL	Qiangic			q u o ³¹ ◦ t a ⁵³			Namuyi	73651	quo³¹ta⁵³	1844		1169.46	TBL	404648	hide (sthg.)
20560						0	to hide (conceal)	Daofu						ndzə									0	STEDT/TBL	rGyalrongic			n ◦ dz ə			Daofu	6881	ndzə	1807		1169.12	TBL	404614	hide (sthg.)
20717						0	to hide (conceal)	Queyu_Xinlong						kɯ⁵⁵sɛ¹³									0	STEDT/TBL	Qiangic			k ɯ ⁵⁵ ◦ s ɛ ¹³			Queyu (Xinlong)	8761	kɯ⁵⁵sɛ¹³	1808		1169.13	TBL	404615	hide (sthg.)
21026						0	to hide (conceal)	Nung						m̥ɑu⁵³									0	STEDT/TBL	Nungic			m̥ ɑ u ⁵³			Nung	25575	m̥ɑu⁵³	1817		1169.21	TBL	404623	hide (sthg.)
