ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	IPA	HANZI	SOURCE	TOKENS
1413	Meixian	the child (young human)	1304	169	*child // *child // child	小孩兒 // 小孩兒 // 孩子	sɛ⁴²lau³¹kɔ⁴⁴ // sɛ⁴²ȵin¹² // se⁵⁵/⁵³+ŋin¹¹+ne⁰	細佬哥 // 細人 // 細 人	BeijingDaxue1964, BeijingDaxue1964, Liu2007	s ɛ ⁴² l a u ³¹ k ɔ ⁴⁴
1645	Nanchang	the child (young human)	1304	169	*child // *child // child // child	小孩兒 // 小孩兒 // 孩子 // 孩子	ɕi⁵⁵ȵin⁵⁵tsๅ⁰ // ɕi⁵⁵ŋa⁵⁵tsๅ⁰ // hai²⁴ // ɕi⁴⁵+ŋa⁰+tsɿ⁰	細人子 // 細伢子 // 孩 // 細 伢 子	BeijingDaxue1964, BeijingDaxue1964, Liu2007, Liu2007	ɕ i ⁵⁵ ȵ i n ⁵⁵ ts ๅ ⁰
1877	Suzhou	the child (young human)	1304	169	*child // *child // child	小孩兒 // 小孩兒 // 孩子	siæ⁴¹kø⁴⁴₃₅ // siæ⁴¹ȵin²⁴ // siæ⁴¹/⁵²+ɲin²¹/¹³	小幹 // 小人 // 小 人	BeijingDaxue1964, BeijingDaxue1964, Liu2007	s i æ ⁴¹ k ø ⁴⁴₃₅
2109	Wenzhou	the child (young human)	1304	169	*child // child // child	小孩兒 // 孩子 // 孩子	sei⁴²ῃ³¹ // mai³/⁴⁴+mai⁴⁴ // sei⁴²/⁵¹+ŋ̍⁰	細兒 // 娒 娒 // 細	BeijingDaxue1964, Liu2007, Liu2007	s e i ⁴² ῃ ³¹
2341	Xiamen	the child (young human)	1304	169	*child // child	小孩兒 // 孩子	@gin⁵¹₅₅a⁵¹ // in⁵⁵/⁵³+na⁵³	仔 // 囝 仔	BeijingDaxue1964, Liu2007	@ g i n ⁵¹₅₅ a ⁵¹
22	Beijing	the cloud	1489	7	cloud	雲	yn³⁵	云	Liu2007	y n ³⁵
254	Changsha	the cloud	1489	7	cloud	雲	yn¹³	云	Liu2007	y n ¹³
486	Chengdu	the cloud	1489	7	cloud	雲	yn²¹	云	Liu2007	y n ²¹
718	Fuzhou	the cloud	1489	7	cloud	雲	huŋ⁵³	云	Liu2007	h u ŋ ⁵³
950	Guangzhou	the cloud	1489	7	cloud	雲	uɐn²¹	云	Liu2007	u ɐ n ²¹
1182	Jinan	the cloud	1489	7	cloud	雲	yẽ∼⁵³	云	Liu2007	y ẽ ∼ ⁵³
1414	Meixian	the cloud	1489	7	cloud	雲	iun¹¹	云	Liu2007	i u n ¹¹
1646	Nanchang	the cloud	1489	7	cloud	雲	yn²⁴	云	Liu2007	y n ²⁴
1878	Suzhou	the cloud	1489	7	cloud	雲	ɦyən¹³	云	Liu2007	ɦ y ə n ¹³
2110	Wenzhou	the cloud	1489	7	cloud	雲	jyoŋ³⁴¹	云	Liu2007	j y o ŋ ³⁴¹
2342	Xiamen	the cloud	1489	7	cloud	雲	hun²⁴	云	Liu2007	h u n ²⁴
29	Beijing	the daughter	1357	222	daughter // daughter // daughter // daughter // daughter // daughter	女兒 // 女兒 // 女兒 // 女兒 // 女儿 // 女儿	kuei⁵⁵ny⁰ // ku⁵⁵niaŋ⁰ // ia⁵⁵tʰou⁰ // ny²¹⁴₂₁xuar⁰ // kuei⁵⁵+ny² // ny²¹⁴/²¹+ər⁴	閨女 // 姑娘 // 丫頭 // 女花兒 // 闺女 // 女	BeijingDaxue1964, BeijingDaxue1964, BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004	k u e i ⁵⁵ n y ⁰
261	Changsha	the daughter	1357	222	daughter // daughter // daughter	女兒 // 女兒 // 女儿	ȵy⁴¹ // mei²¹tsๅ⁰ // ɲy⁴¹	女 // 妹子 // 女	BeijingDaxue1964, BeijingDaxue1964, Hou2004	ȵ y ⁴¹
493	Chengdu	the daughter	1357	222	daughter // daughter // daughter // daughter	女兒 // 女儿 // 女儿 // 女儿	ȵyər⁵³ // ɲyər⁵³ // ɲy⁵³+ua³¹+tsɿ⁰ // ku⁵⁵+ɲiaŋ³¹/⁵⁵+tɕia⁵⁵	女兒 // 女 // 女娃子 // 姑娘家	BeijingDaxue1964, Hou2004, Hou2004, Hou2004	ȵ y ə r ⁵³
725	Fuzhou	the daughter	1357	222	daughter // daughter	女兒 // 女儿	tsy⁴⁴nøyŋ⁵²ŋiaŋ³¹ // tsy⁴⁴/⁵³+nøyŋ⁵³/³²+ŋiaŋ³²	諸 娘子 // 诸娘囝	BeijingDaxue1964, Hou2004	ts y ⁴⁴ n ø y ŋ ⁵² ŋ i a ŋ ³¹
957	Guangzhou	the daughter	1357	222	daughter // daughter	女兒 // 女儿	nøy²³₃₅ // nøy²³/³⁵	女 // 女	BeijingDaxue1964, Hou2004	n ø y ²³₃₅
1189	Jinan	the daughter	1357	222	daughter // daughter // daughter	女兒 // 女兒 // 女儿	kuei²¹³ȵy⁰ // ɕiɔ⁵⁵ȵir²¹³ // kuei²¹³/²¹+ɲy⁰	閨女 // 小妮兒 // 闺女	BeijingDaxue1964, BeijingDaxue1964, Hou2004	k u e i ²¹³ ȵ y ⁰
1421	Meixian	the daughter	1357	222	daughter // daughter // daughter	女兒 // 女兒 // 女儿	ȵi³¹ // ῃ³¹ // moi⁵⁵+e³¹	女 // ! □ // 妹仔	BeijingDaxue1964, BeijingDaxue1964, Hou2004	ȵ i ³¹
1653	Nanchang	the daughter	1357	222	daughter // daughter // daughter	女兒 // 女儿 // 女儿	ȵy²¹³ // ɲy²¹³ // ɲyn²¹³	女 // 女 // 女	BeijingDaxue1964, Hou2004, Hou2004	ȵ y ²¹³
1885	Suzhou	the daughter	1357	222	daughter // daughter	女兒 // 女儿	nø²⁴₂₂ῃ³¹₃₃ // nø¹³+ŋŋ̍∼⁰	囡五 // 囡五	BeijingDaxue1964, Hou2004	n ø ²⁴₂₂ ῃ ³¹₃₃
2117	Wenzhou	the daughter	1357	222	daughter // daughter	女兒 // 女儿	na³¹ῃ⁰ // na³⁵/⁴²+ŋŋ̍∼³¹/²¹	囡兒 // 女	BeijingDaxue1964, Hou2004	n a ³¹ ῃ ⁰
2349	Xiamen	the daughter	1357	222	daughter // daughter	女兒 // 女儿	@@tsa²⁴₃₃bɔ⁵¹₅₅kĩã∼⁵¹ // tsa³⁵/²²+bɔ⁵³/⁵⁵+kiã∼⁵³	仔 // 查某囝	BeijingDaxue1964, Hou2004	@@ ts a ²⁴₃₃ b ɔ ⁵¹₅₅ k ĩ ã ∼ ⁵¹
30	Beijing	the dew	1977	15	dew	露水	lu⁵¹ʂueir²¹⁴	露水兒	BeijingDaxue1964	l u ⁵¹ ʂ u e i r ²¹⁴
262	Changsha	the dew	1977	15	dew	露水	ləu²¹ɕyei⁴¹	露水	BeijingDaxue1964	l ə u ²¹ ɕ y e i ⁴¹
494	Chengdu	the dew	1977	15	dew	露水	nu¹³suei⁵³	露水	BeijingDaxue1964	n u ¹³ s u e i ⁵³
726	Fuzhou	the dew	1977	15	dew	露水	lou²¹³	露	BeijingDaxue1964	l o u ²¹³
958	Guangzhou	the dew	1977	15	dew	露水	lou²²ʃøy³⁵	露水	BeijingDaxue1964	l o u ²² ʃ ø y ³⁵
1190	Jinan	the dew	1977	15	dew	露水	lu²¹ʂuei⁰	露水	BeijingDaxue1964	l u ²¹ ʂ u e i ⁰
1422	Meixian	the dew	1977	15	dew	露水	lu⁴²sui³¹	露水	BeijingDaxue1964	l u ⁴² s u i ³¹
1654	Nanchang	the dew	1977	15	dew	露水	lu³¹sui²¹³	露水	BeijingDaxue1964	l u ³¹ s u i ²¹³
1886	Suzhou	the dew	1977	15	dew	露水	ləu³¹₂₂sʮ⁴¹₄₄	露水	BeijingDaxue1964	l ə u ³¹₂₂ s ʮ ⁴¹₄₄
2118	Wenzhou	the dew	1977	15	dew	露水	ləu¹¹sɿ⁴⁵	露水	BeijingDaxue1964	l ə u ¹¹ s ɿ ⁴⁵
2350	Xiamen	the dew	1977	15	dew	露水	lɔ³³₁₁tsui⁵¹	露水	BeijingDaxue1964	l ɔ ³³₁₁ ts u i ⁵¹
34	Beijing	the dog	2009	289	*male dog // dog	公狗 // 狗	kuŋ⁵⁵kou²¹⁴ // kou²¹⁴	公狗 // 狗	BeijingDaxue1964, Liu2007	k u ŋ ⁵⁵ k o u ²¹⁴
266	Changsha	the dog	2009	289	*male dog // *male dog // dog	公狗 // 公狗 // 狗	kəu⁴¹kən³³tsɿ⁰ // kəu⁴¹ku⁴¹tsɿ⁰ // kəu⁴¹	狗公子 // 狗牯子 // 狗	BeijingDaxue1964, BeijingDaxue1964, Liu2007	k ə u ⁴¹ k ə n ³³ ts ɿ ⁰
498	Chengdu	the dog	2009	289	*male dog // dog	公狗 // 狗	koŋ⁴⁴kəu⁵³ // kəu⁵³	公狗 // 狗	BeijingDaxue1964, Liu2007	k o ŋ ⁴⁴ k ə u ⁵³
730	Fuzhou	the dog	2009	289	*male dog // dog // dog	公狗 // 狗 // 狗	kʰeiŋ³¹ // kʰɛiŋ³² // kʰɛiŋ³⁵/³²+ŋiaŋ³²	犬〔雄〕 // 犬 // 犬 囝	BeijingDaxue1964, Liu2007, Liu2007	kʰ e i ŋ ³¹
962	Guangzhou	the dog	2009	289	*male dog // dog	公狗 // 狗	kɐu³⁵kʊŋ⁵⁵ // kɐu³⁵	狗公 // 狗	BeijingDaxue1964, Liu2007	k ɐ u ³⁵ k ʊ ŋ ⁵⁵
1194	Jinan	the dog	2009	289	*male dog // dog	公狗 // 狗	ia⁴²kou⁵⁵ // kou⁴⁵	牙狗 // 狗	BeijingDaxue1964, Liu2007	i a ⁴² k o u ⁵⁵
1426	Meixian	the dog	2009	289	*male dog // dog	公狗 // 狗	kɛu³¹ku³¹ // keu³¹	狗牯 // 狗	BeijingDaxue1964, Liu2007	k ɛ u ³¹ k u ³¹
1658	Nanchang	the dog	2009	289	*male dog // dog	公狗 // 狗	kiɛu²¹³kuŋ⁴² // kiɛu²¹³	狗公 // 狗	BeijingDaxue1964, Liu2007	k i ɛ u ²¹³ k u ŋ ⁴²
1890	Suzhou	the dog	2009	289	*male dog // dog	公狗 // 狗	ioŋ²⁴₂₂kʏ⁴¹₄₄ // kʏ⁵²	雄狗 // 狗	BeijingDaxue1964, Liu2007	i o ŋ ²⁴₂₂ k ʏ ⁴¹₄₄
2122	Wenzhou	the dog	2009	289	*male dog // dog	公狗 // 狗	ɦyoŋ³¹kau⁴⁵ // kau²⁴²	雄狗 // 狗	BeijingDaxue1964, Liu2007	ɦ y o ŋ ³¹ k a u ⁴⁵
2354	Xiamen	the dog	2009	289	*male dog // dog	公狗 // 狗	kau⁵¹₅₅kaŋ⁵⁵ // kau⁵³	狗公 // 狗	BeijingDaxue1964, Liu2007	k a u ⁵¹₅₅ k a ŋ ⁵⁵
37	Beijing	the dust	2	45	dust // dust	灰塵 // 塵土	tʰu²¹⁴ // ʈʂʰən³⁵+tʰu²¹⁴	〔塵〕土 // 塵 土	BeijingDaxue1964, Liu2007	tʰ u ²¹⁴
269	Changsha	the dust	2	45	dust // dust	灰塵 // 塵土	fei³³ // fei³³+tsən¹³	灰 // 灰 塵	BeijingDaxue1964, Liu2007	f e i ³³
501	Chengdu	the dust	2	45	dust // dust // dust	灰塵 // 塵土 // 塵土	xuei⁴⁴ // tsa⁴⁵+tsa⁵⁵ // tsa⁴⁵+tsɿ²¹/⁵³	灰〔塵〕 // 渣 渣 // 渣 子	BeijingDaxue1964, Liu2007, Liu2007	x u e i ⁴⁴
733	Fuzhou	the dust	2	45	dust // dust // dust	灰塵 // 灰塵 // 塵土	uŋ⁴⁴niŋ⁵² // tʰu⁵²₃₁ʔuŋ³¹ // uŋ⁵⁵+niŋ⁵³	塕塵 // 塗粉 // 滃 塵	BeijingDaxue1964, BeijingDaxue1964, Liu2007	u ŋ ⁴⁴ n i ŋ ⁵²
965	Guangzhou	the dust	2	45	dust // dust	灰塵 // 塵土	jin⁶³tʃʰɐn²¹ // fui⁵³+tsʰɐn²¹	煙塵 // 灰 塵	BeijingDaxue1964, Liu2007	j i n ⁶³ tʃʰ ɐ n ²¹
1197	Jinan	the dust	2	45	dust // dust // dust // dust	灰塵 // 灰塵 // 灰塵 // 塵土	pu²¹tʰu⁰ // tʰu⁵⁵ // xuei²¹³ // tʰu²¹⁴/⁴⁵+la⁰	步 土 // 土 // 灰 // 土 垃	BeijingDaxue1964, BeijingDaxue1964, BeijingDaxue1964, Liu2007	p u ²¹ tʰ u ⁰
1429	Meixian	the dust	2	45	dust // dust	灰塵 // 塵土	tsʰən¹²fɔi⁴⁴ // tsʰən¹¹	塵灰 // 塵	BeijingDaxue1964, Liu2007	tsʰ ə n ¹² f ɔ i ⁴⁴
1661	Nanchang	the dust	2	45	dust // dust // dust	灰塵 // 塵土 // 塵土	fei⁴² // tsʰɛn²⁴+tʰu²¹³ // fɨi⁴²+tsʰɛn⁰	灰 // 塵 土 // 灰 塵	BeijingDaxue1964, Liu2007, Liu2007	f e i ⁴²
1893	Suzhou	the dust	2	45	dust // dust // dust	灰塵 // 灰塵 // 塵土	huɛ⁴⁴zən²⁴₂₁ // boŋ³¹₂₂zən²⁴₃₃ // hue̞⁴⁴+zən²¹/¹³	灰塵 // 塳塵 // 灰 塵	BeijingDaxue1964, BeijingDaxue1964, Liu2007	h u ɛ ⁴⁴ z ə n ²⁴₂₁
2125	Wenzhou	the dust	2	45	dust // dust // dust	灰塵 // 灰塵 // 塵土	baŋ³¹dzaŋ³¹ // baŋ³¹yoŋ⁴⁴ // baŋ³¹/³⁴¹+dzaŋ²¹/³⁴¹	塳塵 // 縫□ // 坌 塵	BeijingDaxue1964, BeijingDaxue1964, Liu2007	b a ŋ ³¹ dz a ŋ ³¹
2357	Xiamen	the dust	2	45	dust // dust // dust	灰塵 // 灰塵 // 塵土	tʰɔ²⁴₃₃hun⁵¹ // iŋ⁵⁵₃₃ia⁵⁵ // tʰɔ²²/²⁴+hun⁵³	塗粉 // 埃 // 塗 粉	BeijingDaxue1964, BeijingDaxue1964, Liu2007	tʰ ɔ ²⁴₃₃ h u n ⁵¹
38	Beijing	the ear	1247	81	ear // ear	耳朵 // 耳朵	ɚ²¹⁴₂₁tuo⁰ // ə˞/ə²¹⁴	耳朵 // 耳	BeijingDaxue1964, Liu2007	ɚ ²¹⁴₂₁ t u o ⁰
270	Changsha	the ear	1247	81	ear // ear // ear	耳朵 // 耳朵 // 耳朵	ə⁴¹to⁰ // ə⁴¹ // ə⁴¹+to⁰	耳朵 // 耳 // 耳 朵	BeijingDaxue1964, Liu2007, Liu2007	ə ⁴¹ t o ⁰
502	Chengdu	the ear	1247	81	ear // ear // ear	耳朵 // 耳朵 // 耳朵	ɚ⁵³to⁵³₄₄ // ə˞/ə⁵³ // ə˞/ə⁵⁵/⁵³+to⁵⁵	耳朵 // 耳 // 耳 朵	BeijingDaxue1964, Liu2007, Liu2007	ɚ ⁵³ t o ⁵³₄₄
734	Fuzhou	the ear	1247	81	ear // ear // ear	耳朵 // 耳朵 // 耳朵	ŋei²⁴² // ŋi²⁴²₅₂iaŋ³¹₄₄ // ŋɛi²⁴²	耳 // 耳仔 // 耳	BeijingDaxue1964, BeijingDaxue1964, Liu2007	ŋ e i ²⁴²
966	Guangzhou	the ear	1247	81	ear // ear	耳朵 // 耳朵	ji²³tʃɐi³⁵ // i²³+tsɐi³⁵	耳仔 // 耳 仔	BeijingDaxue1964, Liu2007	j i ²³ tʃ ɐ i ³⁵
1198	Jinan	the ear	1247	81	ear // ear	耳朵 // 耳朵	ɚ⁵⁵tuə⁰ // ə˞/ə²¹⁴/⁴⁵+tuɤ⁰	耳朵 // 耳 朵	BeijingDaxue1964, Liu2007	ɚ ⁵⁵ t u ə ⁰
1430	Meixian	the ear	1247	81	ear // ear	耳朵 // 耳朵	ȵi³¹kuŋ⁴⁴ // ŋi³¹+kuŋ³³	耳公 // 耳 公	BeijingDaxue1964, Liu2007	ȵ i ³¹ k u ŋ ⁴⁴
1662	Nanchang	the ear	1247	81	ear // ear	耳朵 // 耳朵	ə²¹³tɔ⁰ // ɵ²¹³+tɔ⁰	耳朵 // 耳 朵	BeijingDaxue1964, Liu2007	ə ²¹³ t ɔ ⁰
1894	Suzhou	the ear	1247	81	ear // ear	耳朵 // 耳朵	ȵi³¹₂₂təu⁴¹₄₄ // ɲ²²/²³¹+təu⁴⁴/⁵²	耳朵 // 耳 朵	BeijingDaxue1964, Liu2007	ȵ i ³¹₂₂ t ə u ⁴¹₄₄
2126	Wenzhou	the ear	1247	81	ear // ear	耳朵 // 耳朵	ῃ²⁴to⁴⁵ // ŋ̍⁴²/²⁴+to²⁴²	耳朵 // 耳 朵	BeijingDaxue1964, Liu2007	ῃ ²⁴ t o ⁴⁵
2358	Xiamen	the ear	1247	81	ear // ear	耳朵 // 耳朵	hi⁵¹₅₅a⁵¹ // hi²¹/²²+ia⁵³	耳仔 // 耳 仔	BeijingDaxue1964, Liu2007	h i ⁵¹₅₅ a ⁵¹
40	Beijing	the earth (soil)	1228	40	soil, earth // earth	土 // 土地	tʰll214 // tʰu²¹/²¹³+ti⁵¹	土 // 土 地	BeijingDaxue1964, Liu2007	tʰ ll 214
272	Changsha	the earth (soil)	1228	40	soil, earth // earth	土 // 土地	tʰəu⁴¹ // tʰəu⁴¹+ti¹¹	土 // 土 地	BeijingDaxue1964, Liu2007	tʰ ə u ⁴¹
504	Chengdu	the earth (soil)	1228	40	soil, earth // earth // earth	土 // 土地 // 土地	ȵi³¹pa⁴⁴ // tʰu⁵⁵/⁵³+ti²¹³ // ti²¹³	泥巴 // 土 地 // 土	BeijingDaxue1964, Liu2007, Liu2007	ȵ i ³¹ p a ⁴⁴
736	Fuzhou	the earth (soil)	1228	40	soil, earth // earth	土 // 土地	tʰu⁵² // tʰu⁵³+lɛi²⁴²	塗 // 涂 地	BeijingDaxue1964, Liu2007	tʰ u ⁵²
968	Guangzhou	the earth (soil)	1228	40	soil, earth // earth	土 // 土地	nɐi²¹ // tʰou³⁵+tei²²	泥 // 土 地	BeijingDaxue1964, Liu2007	n ɐ i ²¹
1200	Jinan	the earth (soil)	1228	40	soil, earth // earth	土 // 土地	tʰu⁵⁵ // tʰu⁴⁵+ti³¹	土 // 土 地	BeijingDaxue1964, Liu2007	tʰ u ⁵⁵
1432	Meixian	the earth (soil)	1228	40	soil, earth // earth	土 // 土地	nɛ¹² // tʰu³¹+tʰi⁵³	泥 // 土 地	BeijingDaxue1964, Liu2007	n ɛ ¹²
1664	Nanchang	the earth (soil)	1228	40	soil, earth // earth	土 // 土地	tʰu²¹³ // tʰu²¹³+tʰi⁴²	土 // 土 地	BeijingDaxue1964, Liu2007	tʰ u ²¹³
1896	Suzhou	the earth (soil)	1228	40	soil, earth // earth // earth	土 // 土地 // 土地	lɛ³¹₂₂ȵi²⁴₃₃ // di²²/²³¹+bi³¹/¹³ // tʰəu⁴¹/⁵²+di²¹/²³¹	爛泥 // 地 皮 // 土 地	BeijingDaxue1964, Liu2007, Liu2007	l ɛ ³¹₂₂ ȵ i ²⁴₃₃
2128	Wenzhou	the earth (soil)	1228	40	soil, earth // earth	土 // 土地	la¹¹vu³¹ȵi³¹ // tʰøy⁵³/²⁴²+dei²¹/²²	爛汙泥 // 土 地	BeijingDaxue1964, Liu2007	l a ¹¹ v u ³¹ ȵ i ³¹
2360	Xiamen	the earth (soil)	1228	40	soil, earth // earth	土 // 土地	tʰɔ²⁴ // tʰɔ⁵⁵/⁵³+tue²²	塗 // 土 地	BeijingDaxue1964, Liu2007	tʰ ɔ ²⁴
41	Beijing	the earthworm	2350	363	earthworm	蚯蚓	tɕʰy⁵⁵tɕʰin⁰	蛐親	BeijingDaxue1964	tɕʰ y ⁵⁵ tɕʰ i n ⁰
273	Changsha	the earthworm	2350	363	earthworm	蚯蚓	tsʰəu²⁴aɤn²¹tsɿ⁰	蛐蟮子	BeijingDaxue1964	tsʰ ə u ²⁴ a ɤ n ²¹ ts ɿ ⁰
505	Chengdu	the earthworm	2350	363	earthworm	蚯蚓	tɕʰy³¹sər¹³	蛐蟮兒	BeijingDaxue1964	tɕʰ y ³¹ s ə r ¹³
737	Fuzhou	the earthworm	2350	363	earthworm // earthworm	蚯蚓 // 蚯蚓	ti²⁴²₄₄lyŋ⁵² // ka⁵²₃₁uŋ³¹	地龍 // 猴 蚓	BeijingDaxue1964, BeijingDaxue1964	t i ²⁴²₄₄ l y ŋ ⁵²
969	Guangzhou	the earthworm	2350	363	earthworm	蚯蚓	wɔŋ²¹hyn³⁵	黃犬	BeijingDaxue1964	w ɔ ŋ ²¹ h y n ³⁵
1201	Jinan	the earthworm	2350	363	earthworm	蚯蚓	tɕʰy²¹³ʂæ̃∼⁰	蛐蟮	BeijingDaxue1964	tɕʰ y ²¹³ ʂ æ̃ ∼ ⁰
1433	Meixian	the earthworm	2350	363	earthworm	蚯蚓	tsʰuŋ¹²hian³¹	蟲螺	BeijingDaxue1964	tsʰ u ŋ ¹² h i a n ³¹
1665	Nanchang	the earthworm	2350	363	earthworm	蚯蚓	hɔn²⁴tɕin⁰tsɿ⁰	! 寒□子	BeijingDaxue1964	h ɔ n ²⁴ tɕ i n ⁰ ts ɿ ⁰
1897	Suzhou	the earthworm	2350	363	earthworm	蚯蚓	tɕʰioʔ⁴zø³¹₂₄	蛐蟮	BeijingDaxue1964	tɕʰ i o ʔ ⁴ z ø ³¹₂₄
2129	Wenzhou	the earthworm	2350	363	earthworm	蚯蚓	kʰuɔ⁴⁴ɕy⁴⁵	康 許	BeijingDaxue1964	kʰ u ɔ ⁴⁴ ɕ y ⁴⁵
2361	Xiamen	the earthworm	2350	363	earthworm	蚯蚓	tɔ³³₁₁un⁵¹	杜 蚓	BeijingDaxue1964	t ɔ ³³₁₁ u n ⁵¹
43	Beijing	the egg	744	450	*egg // egg	雞蛋 // 雞蛋	tɕi⁵⁵tsɿr²¹⁴ // tɕi⁵⁵+tan⁵¹	雞子兒 // 雞 蛋	BeijingDaxue1964, Liu2007	tɕ i ⁵⁵ ts ɿ r ²¹⁴
275	Changsha	the egg	744	450	*egg // egg	雞蛋 // 雞蛋	tɕi³³tan²¹ // tɕi³³+tan¹¹	雞蛋 // 雞 蛋	BeijingDaxue1964, Liu2007	tɕ i ³³ t a n ²¹
507	Chengdu	the egg	744	450	*egg // egg	雞蛋 // 雞蛋	tɕi⁴⁴tan¹³ // tɕi⁴⁵+tan²¹/²¹³	雞蛋 // 雞 蛋	BeijingDaxue1964, Liu2007	tɕ i ⁴⁴ t a n ¹³
739	Fuzhou	the egg	744	450	*egg // egg	雞蛋 // 雞蛋	kie⁴⁴₅₂louŋ²⁴² // kie⁵³/⁵⁵+lɔuŋ²⁴²	雞卵 // 雞 卵	BeijingDaxue1964, Liu2007	k i e ⁴⁴₅₂ l o u ŋ ²⁴²
971	Guangzhou	the egg	744	450	*egg // *egg // egg	雞蛋 // 雞蛋 // 雞蛋	kɐi⁵⁵tʃʰøn⁵³ // kɐi⁵³tan²²₃₅ // kɐi⁵³+tan²²	雞春 // 雞蛋 // 雞 蛋	BeijingDaxue1964, BeijingDaxue1964, Liu2007	k ɐ i ⁵⁵ tʃʰ ø n ⁵³
1203	Jinan	the egg	744	450	*egg // egg	雞蛋 // 雞蛋	tɕi²¹³tæ̃∼²¹ // tɕi²³/²¹⁴+tæ̃∼⁴¹	雞蛋 // 雞 蛋	BeijingDaxue1964, Liu2007	tɕ i ²¹³ t æ̃ ∼ ²¹
1435	Meixian	the egg	744	450	*egg // *egg // egg	雞蛋 // 雞蛋 // 雞蛋	kɛ⁴⁴lɔn³¹ // kɛ⁴⁴tsʰun⁴⁴ // ke³³+lon³¹	雞卵 // 雞春 // 雞 蛋	BeijingDaxue1964, BeijingDaxue1964, Liu2007	k ɛ ⁴⁴ l ɔ n ³¹
1667	Nanchang	the egg	744	450	*egg // egg	雞蛋 // 雞蛋	tɕi⁴²tʰan³¹ // tɕʰi⁴²+tʰan²¹	雞蛋 // 雞 蛋	BeijingDaxue1964, Liu2007	tɕ i ⁴² tʰ a n ³¹
1899	Suzhou	the egg	744	450	*egg // egg	雞蛋 // 雞蛋	tɕi⁴⁴dɛ³¹₂₁ // tɕi⁴⁴+de̞²¹/²³¹	雞蛋 // 雞 蛋	BeijingDaxue1964, Liu2007	tɕ i ⁴⁴ d ɛ ³¹₂₁
2131	Wenzhou	the egg	744	450	*egg // egg	雞蛋 // 雞蛋	tsɿ⁴⁴laŋ²⁴ // tsɿ⁵³/⁴⁴+laŋ²¹/²⁴	雞卵 // 雞 蛋	BeijingDaxue1964, Liu2007	ts ɿ ⁴⁴ l a ŋ ²⁴
2363	Xiamen	the egg	744	450	*egg // egg	雞蛋 // 雞蛋	kue⁵⁵₃₃nῃ³³ // kue²²/⁵⁵+nŋ̍²²	雞卵 // 雞 卵	BeijingDaxue1964, Liu2007	k u e ⁵⁵₃₃ n ῃ ³³
45	Beijing	the eye	1248	79	eye // eye	眼睛 // 眼睛	ian²¹⁴₂₁tɕiŋ⁰ // iɛn²¹/²¹³+tɕiŋ⁵⁵	眼睛 // 眼 睛	BeijingDaxue1964, Liu2007	i a n ²¹⁴₂₁ tɕ i ŋ ⁰
277	Changsha	the eye	1248	79	eye // eye	眼睛 // 眼睛	ŋan⁴¹tɕin⁰ // ŋan⁴⁴/⁴¹+tɕin⁰	眼睛 // 眼 睛	BeijingDaxue1964, Liu2007	ŋ a n ⁴¹ tɕ i n ⁰
509	Chengdu	the eye	1248	79	eye // eye	眼睛 // 眼睛	ian⁵³tɕin⁴⁴ // iɛn⁵⁵/⁵³+tɕin⁵⁵	眼睛 // 眼 睛	BeijingDaxue1964, Liu2007	i a n ⁵³ tɕ i n ⁴⁴
741	Fuzhou	the eye	1248	79	eye // eye // eye	眼睛 // 眼睛 // 眼睛	meiʔ⁴tsiu⁴⁴ // mɛʔ⁴ // mɛiʔ⁵+tsieu⁵⁵	目睭 // 目 // 目 睭	BeijingDaxue1964, BeijingDaxue1964, Liu2007	m e i ʔ ⁴ ts i u ⁴⁴
973	Guangzhou	the eye	1248	79	eye // eye	眼睛 // 眼睛	ŋan²³ // ŋan²³+tsɛŋ⁵⁵	眼 // 眼 睛	BeijingDaxue1964, Liu2007	ŋ a n ²³
1205	Jinan	the eye	1248	79	eye // eye	眼睛 // 眼睛	iæ̃∼⁵⁵ // iæ̃∼²¹³/⁴⁵+tɕiŋ⁰	眼 // 眼 睛	BeijingDaxue1964, Liu2007	i æ̃ ∼ ⁵⁵
1437	Meixian	the eye	1248	79	eye // eye	眼睛 // 眼睛	muk²¹tsu⁴⁴ // ŋian³¹+tsu³³	目珠 // 眼 珠	BeijingDaxue1964, Liu2007	m u k ²¹ ts u ⁴⁴
1669	Nanchang	the eye	1248	79	eye // eye	眼睛 // 眼睛	ŋan²¹³tɕiaŋ⁴² // ŋan²¹³+tɕiaŋ⁰	眼睛 // 眼 睛	BeijingDaxue1964, Liu2007	ŋ a n ²¹³ tɕ i a ŋ ⁴²
1901	Suzhou	the eye	1248	79	eye // eye // eye	眼睛 // 眼睛 // 眼睛	ŋɛ³¹₂₂tsin⁴⁴ // ŋɛ³¹₂₂əu⁴⁴tsʮ⁴⁴₂₁ // ŋe̞²²/²³¹+u⁴⁴+tsʯ²¹/⁴⁴	眼睛 // 眼烏珠 // 眼 烏 珠	BeijingDaxue1964, BeijingDaxue1964, Liu2007	ŋ ɛ ³¹₂₂ ts i n ⁴⁴
