ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	IPA	HANZI	SOURCE	TOKENS
2080	Suzhou	the woman	962	174	woman // woman // woman	女人 // 女人 // 女人	ȵy³¹₂₂ȵin²⁴₃₃ // ɲy³¹/¹³+ɲin¹³/³³ // ɲy²²/²³¹+ɲin⁴⁴/¹³	女人 // 女人 // 女 人	BeijingDaxue1964, Hou2004, Liu2007	ȵ y ³¹₂₂ ȵ i n ²⁴₃₃
2312	Wenzhou	the woman	962	174	woman // woman // woman // woman	女人 // 女人 // 女人 // 女人	ȵy²⁴gei⁰ // lɜ²⁴ȵiaŋ³¹kʰa²³ // lɜ³⁵/²¹+ɲaŋ³¹/³⁵+kʰa²¹³/¹³ // lə²/²⁴+ɲiaŋ⁴⁴/³⁴¹+kʰa⁴¹	! 女□ // 老迎 客 // 老人客 // 老 人 客	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Liu2007	ȵ y ²⁴ g e i ⁰
2544	Xiamen	the woman	962	174	woman // woman // woman // woman	女人 // 女人 // 女人 // 女人	@@tsa⁵⁵₃₃bɔ⁵¹₅₅laŋ²⁴ // tsa³⁵/²²+bɔ⁰ // lu⁵³+e⁰ // tsa²²/⁵⁵+bɔ⁵⁵/⁵³+laŋ²⁴	人 // 查某 // 女的 // 查 某 人	BeijingDaxue1964, Hou2004, Hou2004, Liu2007	@@ ts a ⁵⁵₃₃ b ɔ ⁵¹₅₅ l a ŋ ²⁴
225	Beijing	the wood (material)	1803	511	wood	木頭	mu⁵¹tʰou⁰	木頭	BeijingDaxue1964	m u ⁵¹ tʰ o u ⁰
457	Changsha	the wood (material)	1803	511	wood	木頭	mo²⁴təu⁰	木頭	BeijingDaxue1964	m o ²⁴ t ə u ⁰
689	Chengdu	the wood (material)	1803	511	wood	木頭	mu³¹tʰəu³¹₄₄	木頭	BeijingDaxue1964	m u ³¹ tʰ ə u ³¹₄₄
921	Fuzhou	the wood (material)	1803	511	wood	木頭	tsʰia⁵²₃₁lau⁵²	柴頭	BeijingDaxue1964	tsʰ i a ⁵²₃₁ l a u ⁵²
1153	Guangzhou	the wood (material)	1803	511	wood	木頭	mʊk²	木	BeijingDaxue1964	m ʊ k ²
1385	Jinan	the wood (material)	1803	511	wood	木頭	mu²¹tʰou⁰	木頭	BeijingDaxue1964	m u ²¹ tʰ o u ⁰
1617	Meixian	the wood (material)	1803	511	wood	木頭	muk²¹tʰɛu¹²	木頭	BeijingDaxue1964	m u k ²¹ tʰ ɛ u ¹²
1849	Nanchang	the wood (material)	1803	511	wood	木頭	muk⁵tʰɛu²⁴	木頭	BeijingDaxue1964	m u k ⁵ tʰ ɛ u ²⁴
2081	Suzhou	the wood (material)	1803	511	wood	木頭	moʔ²³dʏ²⁴₂₁	木頭	BeijingDaxue1964	m o ʔ ²³ d ʏ ²⁴₂₁
2313	Wenzhou	the wood (material)	1803	511	wood	木頭	mo²³diu³¹	木頭	BeijingDaxue1964	m o ²³ d i u ³¹
2545	Xiamen	the wood (material)	1803	511	wood	木頭	tsʰa²⁴₃₃tʰau²⁴	柴頭	BeijingDaxue1964	tsʰ a ²⁴₃₃ tʰ a u ²⁴
227	Beijing	the year	1226	777	*this year // *this year // year	今年 // 今年 // 年	tɕin⁵⁵nian⁰ // taŋ⁵⁵nianr⁰ // niɛn³⁵	今年 // 當年兒 // 年	BeijingDaxue1964, BeijingDaxue1964, Liu2007	tɕ i n ⁵⁵ n i a n ⁰
459	Changsha	the year	1226	777	*this year // year	今年 // 年	tɕin³³ȵiẽ∼¹³ // ɲiẽ∼¹³	今年 // 年	BeijingDaxue1964, Liu2007	tɕ i n ³³ ȵ i ẽ ∼ ¹³
691	Chengdu	the year	1226	777	*this year // year // year	今年 // 年 // 年	tɕin⁴⁴ȵian³¹ // ɲiɛn²¹ // ɲiɛn⁵⁵/²¹+fən²¹/²¹³	今年〔子〕 // 年 // 年 份	BeijingDaxue1964, Liu2007, Liu2007	tɕ i n ⁴⁴ ȵ i a n ³¹
923	Fuzhou	the year	1226	777	*this year // year // year	今年 // 年 // 年	kiŋ⁴⁴nieŋ⁵²₄₄maŋ⁵² // tsai³² // huoi²¹²	今年曫 // 載 // 歲	BeijingDaxue1964, Liu2007, Liu2007	k i ŋ ⁴⁴ n i e ŋ ⁵²₄₄ m a ŋ ⁵²
1155	Guangzhou	the year	1226	777	*this year // year	今年 // 年	kɐm⁵³nin²¹₃₅ // nin²¹	今年 // 年	BeijingDaxue1964, Liu2007	k ɐ m ⁵³ n i n ²¹₃₅
1387	Jinan	the year	1226	777	*this year // year	今年 // 年	tɕiẽ∼²¹³ȵiæ̃∼⁰ // niæ̃∼⁵³	今年 // 年	BeijingDaxue1964, Liu2007	tɕ i ẽ ∼ ²¹³ ȵ i æ̃ ∼ ⁰
1619	Meixian	the year	1226	777	*this year // year	今年 // 年	kim⁴⁴ȵiɛa¹² // se⁵³	今年 // 歲	BeijingDaxue1964, Liu2007	k i m ⁴⁴ ȵ i ɛ a ¹²
1851	Nanchang	the year	1226	777	*this year // year	今年 // 年	tɕin⁴²ȵiɛn⁵⁵ // ɲiɛn⁴⁵	今年 // 年	BeijingDaxue1964, Liu2007	tɕ i n ⁴² ȵ i ɛ n ⁵⁵
2083	Suzhou	the year	1226	777	*this year // year	今年 // 年	tɕin⁴⁴ȵiɪ²⁴₂₁ // ɲiɪ¹³	今年 // 年	BeijingDaxue1964, Liu2007	tɕ i n ⁴⁴ ȵ i ɪ ²⁴₂₁
2315	Wenzhou	the year	1226	777	*this year // year	今年 // 年	ki²³ȵi³¹ // ɲi³⁴¹	!  年 // 年	BeijingDaxue1964, Liu2007	k i ²³ ȵ i ³¹
2547	Xiamen	the year	1226	777	*this year // year	今年 // 年	kin⁵⁵₃₃nĩ∼²⁴ // he²¹/²²+tʰau²⁴	今年 // 歲 頭	BeijingDaxue1964, Liu2007	k i n ⁵⁵₃₃ n ĩ ∼ ²⁴
191	Beijing	there	1937	950	that side, there // there // there // there // there // there	那邊 // 那里 // 那里 // 那里 // 那里 // 那人	na⁵¹pianr⁰ // nar⁵¹ // nər⁰ // na⁵¹+xar⁰ // na⁵¹+xər⁰ // na˞/a⁵¹	那邊兒 // 那 // 那 // 那下 // 那下 // 那	BeijingDaxue1964, Hou2004, Hou2004, Hou2004, Hou2004, Liu2007	n a ⁵¹ p i a n r ⁰
423	Changsha	there	1937	950	that side, there // there // there // there	那邊 // 那里 // 那里 // 那人	la⁵⁵piẽ∼³³ // la⁵⁵+li⁰ // la⁵⁵+kʰuai⁴¹+tsɿ⁰ // la⁵⁵+li⁴¹	那邊 // 那里 // 那块子 // 那 里	BeijingDaxue1964, Hou2004, Hou2004, Liu2007	l a ⁵⁵ p i ẽ ∼ ³³
655	Chengdu	there	1937	950	that side, there // there // there // there	那邊 // 那里 // 那人 // 那人	na¹³pian⁴⁴ // nər⁵⁵ // nə˞/ə²¹³ // na²¹³+ko⁵⁵+ti²¹³+faŋ⁵⁵	那邊 // 那 // 那 // 那 個 地 方	BeijingDaxue1964, Hou2004, Liu2007, Liu2007	n a ¹³ p i a n ⁴⁴
887	Fuzhou	there	1937	950	that side, there // there // there	那邊 // 那里 // 那人	xi³¹βeiŋ⁴⁴ // hy³²/⁴⁴+lɔy²¹³ // hu⁵³/⁵⁵+uoi²¹²	!  邊 // 许块 // 夫 塊	BeijingDaxue1964, Hou2004, Liu2007	x i ³¹ β e i ŋ ⁴⁴
1119	Guangzhou	there	1937	950	that side, there // there	那邊 // 那人	kɔ³⁵pin²² // kɔ³³+tou³³	嗰便 // 個 到	BeijingDaxue1964, Liu2007	k ɔ ³⁵ p i n ²²
1351	Jinan	there	1937	950	that side, there // there // there // there // there	那邊 // 那里 // 那里 // 那里 // 那人	na²¹pɛr⁰ // na²¹/⁵⁴⁴+ɲi⁰ // nar²¹ // na²¹/⁵⁴⁴+və⁰+ɲi⁰ // na˞/a³¹	那邊兒 // 那里 // 那 // 那窝里 // 那	BeijingDaxue1964, Hou2004, Hou2004, Hou2004, Liu2007	n a ²¹ p ɛ r ⁰
1583	Meixian	there	1937	950	that side, there // there	那邊 // 那人	kɛ⁴²pʰiɛn³¹ // e⁵⁵/⁵³+ie⁰	!  片 // 那	BeijingDaxue1964, Liu2007	k ɛ ⁴² pʰ i ɛ n ³¹
1815	Nanchang	there	1937	950	that side, there // there // there // there	那邊 // 那里 // 那里 // 那人	hɛ²⁴piɛn⁴² // he²¹³+li⁰⁴ // he²¹³+kʰuai⁰⁴+ɕiɛʔ⁵+tsɿ⁰² // la²¹³+li⁰	!  邊 // 许里 // 许块屑子 // 那 里	BeijingDaxue1964, Hou2004, Hou2004, Liu2007	h ɛ ²⁴ p i ɛ n ⁴²
2047	Suzhou	there	1937	950	that side, there // that side, there // there // there // there	那邊 // 那邊 // 那里 // 那里 // 那人	kuɛ⁴⁴miɪ³¹₂₁ // uɛ⁴⁴miɪ³¹₂₁ // uᴇ⁵⁵+taʔ⁰ // kuᴇ⁵⁵+taʔ⁰ // ue̞⁴⁴+miɪ²¹/²³¹	歸 面 // !  面 // 弯搭 // 关搭 // 彎 面	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Liu2007	k u ɛ ⁴⁴ m i ɪ ³¹₂₁
2279	Wenzhou	there	1937	950	that side, there // there // there // there	那邊 // 那里 // 那里 // 那人	hi⁴⁵mai¹¹ // hau³⁵ // buɔ³¹/²²+mai²²/⁴² // buɔ²/³⁴¹+ta⁴⁴	! □面 // 许+屋 // 旁面 // 旁 單	BeijingDaxue1964, Hou2004, Hou2004, Liu2007	h i ⁴⁵ m a i ¹¹
2511	Xiamen	there	1937	950	that side, there // there // there // there	那邊 // 那里 // 那里 // 那人	hit³²₅piŋ²⁴ // hit³²/⁵+te²¹ // hia³⁵ // hit⁵/³²*+te²¹	!  平 // 迄带 // 遐 // 迄 帶	BeijingDaxue1964, Hou2004, Hou2004, Liu2007	h i t ³²₅ p i ŋ ²⁴
192	Beijing	thick	1244	980	thick // thick // thick // thick	厚 // 粗 // 粗 // 厚	xou⁵¹ // tsʰu⁵⁵ // xan⁵⁵ // xou⁵¹	厚 // 粗 // 顸 // 厚	BeijingDaxue1964, Hou2004, Hou2004, Liu2007	x o u ⁵¹
424	Changsha	thick	1244	980	thick // thick // thick	厚 // 粗 // 厚	xəu²¹ // tsʰəu³³ // xəi⁴¹	厚 // 粗 // 厚	BeijingDaxue1964, Hou2004, Liu2007	x ə u ²¹
656	Chengdu	thick	1244	980	thick // thick // thick	厚 // 粗 // 厚	xəu¹³ // tsʰu⁵⁵ // xəu²¹³	厚 // 粗 // 厚	BeijingDaxue1964, Hou2004, Liu2007	x ə u ¹³
888	Fuzhou	thick	1244	980	thick // thick // thick	厚 // 粗 // 厚	kau²⁴² // tsʰu⁴⁴ // kau²⁴²	厚 // 粗 // 厚	BeijingDaxue1964, Hou2004, Liu2007	k a u ²⁴²
1120	Guangzhou	thick	1244	980	thick // thick	厚 // 厚	hɐu²³ // hɐu²³	厚 // 厚	BeijingDaxue1964, Liu2007	h ɐ u ²³
1352	Jinan	thick	1244	980	thick // thick // thick	厚 // 粗 // 厚	xou²¹ // tsʰu²¹³ // xou³¹	厚 // 粗 // 厚	BeijingDaxue1964, Hou2004, Liu2007	x o u ²¹
1584	Meixian	thick	1244	980	thick // thick // thick	厚 // 粗 // 厚	pʰun⁴⁴ // tsʰɿ⁴⁴ // pʰun³³	! // 粗 // 賁	BeijingDaxue1964, Hou2004, Liu2007	pʰ u n ⁴⁴
1816	Nanchang	thick	1244	980	thick // thick // thick	厚 // 粗 // 厚	hɛu³¹ // tsʰu⁴² // hɛu²¹	厚 // 粗 // 厚	BeijingDaxue1964, Hou2004, Liu2007	h ɛ u ³¹
2048	Suzhou	thick	1244	980	thick // thick // thick	厚 // 粗 // 厚	ɦʏ³¹ // tsʰəu⁵⁵ // ɦʏ²³¹	厚 // 粗 // 厚	BeijingDaxue1964, Hou2004, Liu2007	ɦ ʏ ³¹
2280	Wenzhou	thick	1244	980	thick // thick // thick	厚 // 粗 // 厚	gau²⁴ // tsʰøy³³ // gau²⁴	厚 // 粗 // 厚	BeijingDaxue1964, Hou2004, Liu2007	g a u ²⁴
2512	Xiamen	thick	1244	980	thick // thick	厚 // 厚	kau³³ // kau²²	厚 // 厚	BeijingDaxue1964, Liu2007	k a u ³³
194	Beijing	thin (object)	2307	981	thin	薄	pau³⁵	薄	BeijingDaxue1964	p a u ³⁵
426	Changsha	thin (object)	2307	981	thin	薄	po²⁴	薄	BeijingDaxue1964	p o ²⁴
658	Chengdu	thin (object)	2307	981	thin	薄	po³¹	薄	BeijingDaxue1964	p o ³¹
890	Fuzhou	thin (object)	2307	981	thin	薄	pɔʔ⁴	薄	BeijingDaxue1964	p ɔ ʔ ⁴
1122	Guangzhou	thin (object)	2307	981	thin	薄	pɔk³³	薄	BeijingDaxue1964	p ɔ k ³³
1354	Jinan	thin (object)	2307	981	thin	薄	pə⁴²	薄	BeijingDaxue1964	p ə ⁴²
1586	Meixian	thin (object)	2307	981	thin	薄	pʰɔk⁴	薄	BeijingDaxue1964	pʰ ɔ k ⁴
1818	Nanchang	thin (object)	2307	981	thin	薄	pʰɔk⁵	薄	BeijingDaxue1964	pʰ ɔ k ⁵
2050	Suzhou	thin (object)	2307	981	thin	薄	boʔ²³	薄	BeijingDaxue1964	b o ʔ ²³
2282	Wenzhou	thin (object)	2307	981	thin	薄	bo¹²	薄	BeijingDaxue1964	b o ¹²
2514	Xiamen	thin (object)	2307	981	thin	薄	poʔ⁵	薄	BeijingDaxue1964	p o ʔ ⁵
196	Beijing	this	1214	942	this // this // this // this	這個 // 这个 // 这个 // 這	tʂə⁵¹kə⁰ // ʈʂə⁵¹+kə¹ // ʈʂei⁵¹+kə¹ // ʈʂɤ⁵¹	這個 // 这个 // 这+一个 // 这	BeijingDaxue1964, Hou2004, Hou2004, Liu2007	tʂ ə ⁵¹ k ə ⁰
428	Changsha	this	1214	942	this // this // this // this // this	這個 // 這個 // 这个 // 这个 // 這	ko²⁴ko⁵⁵ // kei²⁴ko⁵⁵ // kai²⁴+ko⁰ // kai²⁴+ʈʂa²⁴ // ko²⁴	!  個 // !  個 // 咯个 // 咯只 // 咯	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Liu2007	k o ²⁴ k o ⁵⁵
660	Chengdu	this	1214	942	this // this // this	這個 // 这个 // 這	tse¹³ko¹³₄₄ // tse¹³+ko¹³/⁵⁵ // tse²¹³	這個 // 这个 // 这	BeijingDaxue1964, Hou2004, Liu2007	ts e ¹³ k o ¹³₄₄
892	Fuzhou	this	1214	942	this // this // this // this // this // this	這個 // 這個 // 这个 // 这个 // 這 // 這	tsi³¹₄₄zieʔ²³ // tsi³¹βiʔ⁴ // tsi³²/⁴⁴+jiɛʔ⁰ // tsi³²/²¹+βiʔ⁵ // tsi³² // tsia³²	只 只 // 只 // 只隻 // 只芘 // 只 // 者	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Liu2007, Liu2007	ts i ³¹₄₄ z i e ʔ ²³
1124	Guangzhou	this	1214	942	this // this // this	這個 // 这个 // 這	ni⁵³kɔ³³ // nei⁵⁵+kɔ³³ // li⁵⁵	呢個 // 呢个 // 呢	BeijingDaxue1964, Hou2004, Liu2007	n i ⁵³ k ɔ ³³
1356	Jinan	this	1214	942	this // this // this	這個 // 这个 // 這	tʂə²¹kə⁰ // ʈʂə²¹/⁵⁴⁴+kə⁰ // ʈʂɤ³¹	這個 // 这个 // 这	BeijingDaxue1964, Hou2004, Liu2007	tʂ ə ²¹ k ə ⁰
1588	Meixian	this	1214	942	this // this // this	這個 // 這個 // 這	li³¹kɛ⁴² // kɛ³¹kɛ⁴² // e³¹	俚個 // !  個 // 这	BeijingDaxue1964, BeijingDaxue1964, Liu2007	l i ³¹ k ɛ ⁴²
1820	Nanchang	this	1214	942	this // this // this	這個 // 这个 // 這	kɔ²¹³kɔ⁰ // ko²¹³+tsɑʔ⁵ // ko²¹³	!  個 // 箇只 // 竹 固 -	BeijingDaxue1964, Hou2004, Liu2007	k ɔ ²¹³ k ɔ ⁰
2052	Suzhou	this	1214	942	this // this // this // this // this // this // this	這個 // 這個 // 這個 // 这个 // 这个 // 这个 // 這	kɛ⁴⁴kɤʔ⁴₂₁ // ɛ⁴⁴kɤʔ⁴₂₁ // gɤʔ²³kɤʔ⁴ // ᴇ⁵⁵+ʔkəʔ⁰ // kᴇ⁵⁵+ʔkəʔ⁰ // gəʔ³+kəʔ⁰ // ke̞⁴⁴	該 個 // 哀 個 // !  個 // 哀个 // 该个 // 搿个 // 该	BeijingDaxue1964, BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Hou2004, Liu2007	k ɛ ⁴⁴ k ɤ ʔ ⁴₂₁
2284	Wenzhou	this	1214	942	this // this // this	這個 // 这个 // 這	ki²³kai⁴² // ki²¹³+kai⁴²/¹² // ki³/⁴¹+kai⁴¹	!  個 // 居个 // 该 个	BeijingDaxue1964, Hou2004, Liu2007	k i ²³ k a i ⁴²
2516	Xiamen	this	1214	942	this // this // this	這個 // 这个 // 這	tsit³²₅e²⁴ // tsit³²/⁵+e³⁵ // tsit³²*/³²	! // 即个 // 即	BeijingDaxue1964, Hou2004, Liu2007	ts i t ³²₅ e ²⁴
197	Beijing	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	ni²¹⁴ // ni²¹⁴	你 // 你	BeijingDaxue1964, Hou2004	n i ²¹⁴
429	Changsha	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	ȵi⁴¹，li⁴¹，ṇ⁴¹ // ɲi⁴¹	你 ， ， // 你	BeijingDaxue1964, Hou2004	ȵ i ⁴¹ ， l i ⁴¹ ， ṇ ⁴¹
661	Chengdu	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	ȵi⁵³ // ɲi⁵³	你 // 你	BeijingDaxue1964, Hou2004	ȵ i ⁵³
893	Fuzhou	thou [second person singular]	1215	931	you (second person singular) // thou // thou	你 // 你 // 你	ny³¹ // ny³² // ny³²+nøyŋ⁵³	汝 // 汝 // 汝侬	BeijingDaxue1964, Hou2004, Hou2004	n y ³¹
1125	Guangzhou	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	nei²³ // nei²³	你 // 你	BeijingDaxue1964, Hou2004	n e i ²³
1357	Jinan	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	ȵi⁵⁵ // ɲi⁵⁵	你 // 你	BeijingDaxue1964, Hou2004	ȵ i ⁵⁵
1589	Meixian	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	ȵi¹²，ṇ¹² // nn̩∼¹¹	你 ， // 你	BeijingDaxue1964, Hou2004	ȵ i ¹² ， ṇ ¹²
1821	Nanchang	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	li²¹³ // nn̩∼²¹³	你 // 你	BeijingDaxue1964, Hou2004	l i ²¹³
2053	Suzhou	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	nɛ³¹ // nᴇ³¹	耐 // 倷	BeijingDaxue1964, Hou2004	n ɛ ³¹
2285	Wenzhou	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	ȵi²⁴ // ɲi³⁵	你 // 你	BeijingDaxue1964, Hou2004	ȵ i ²⁴
2517	Xiamen	thou [second person singular]	1215	931	you (second person singular) // thou	你 // 你	li⁵¹ // li⁵³	你 // 你	BeijingDaxue1964, Hou2004	l i ⁵¹
198	Beijing	three	492	799	three // three	三 // 三	san⁵⁵ // san⁵⁵	三 // 三	Hou2004, Liu2007	s a n ⁵⁵
430	Changsha	three	492	799	three // three	三 // 三	san³³ // san³³	三 // 三	Hou2004, Liu2007	s a n ³³
662	Chengdu	three	492	799	three // three	三 // 三	san⁵⁵ // san⁴⁵	三 // 三	Hou2004, Liu2007	s a n ⁵⁵
894	Fuzhou	three	492	799	three // three	三 // 三	saŋ⁴⁴ // saŋ⁵⁵	三 // 三	Hou2004, Liu2007	s a ŋ ⁴⁴
1126	Guangzhou	three	492	799	three // three	三 // 三	sam⁵³ // sam⁵⁵	三 // 三	Hou2004, Liu2007	s a m ⁵³
1358	Jinan	three	492	799	three // three	三 // 三	sã∼²¹³ // sæ̃∼²¹⁴	三 // 三	Hou2004, Liu2007	s ã ∼ ²¹³
1590	Meixian	three	492	799	three // three	三 // 三	sam⁴⁴ // sam³³	三 // 三	Hou2004, Liu2007	s a m ⁴⁴
1822	Nanchang	three	492	799	three // three	三 // 三	san⁴² // san⁴²	三 // 三	Hou2004, Liu2007	s a n ⁴²
2054	Suzhou	three	492	799	three // three	三 // 三	sᴇ⁵⁵ // se̞⁴⁴	三 // 三	Hou2004, Liu2007	s ᴇ ⁵⁵
2286	Wenzhou	three	492	799	three // three	三 // 三	sa³³ // sa⁴⁴	三 // 三	Hou2004, Liu2007	s a ³³
2518	Xiamen	three	492	799	three // three // three	三 // 三 // 三	sã∼⁵⁵ // sam⁵⁵ // sã∼⁵⁵	三 // 三 // 三	Hou2004, Hou2004, Liu2007	s ã ∼ ⁵⁵
7	Beijing	to be alive	1422	1087	live // live(alive)	活 // 活的	xuo³⁵ // xuo³⁵+tɤ⁰	活 // 活 着	BeijingDaxue1964, Liu2007	x u o ³⁵
239	Changsha	to be alive	1422	1087	live // live(alive)	活 // 活的	xo²⁴ // xo²⁴+ti⁰	活 // 活 的	BeijingDaxue1964, Liu2007	x o ²⁴
471	Chengdu	to be alive	1422	1087	live // live(alive)	活 // 活的	xo³¹ // xo⁵⁵/²¹+li⁵⁵	活 // 活 着	BeijingDaxue1964, Liu2007	x o ³¹
703	Fuzhou	to be alive	1422	1087	live // live(alive)	活 // 活的	uaʔ⁴ // uaʔ⁵+ki⁵³	活 // 活 其	BeijingDaxue1964, Liu2007	u a ʔ ⁴
935	Guangzhou	to be alive	1422	1087	live // live(alive)	活 // 活的	ʃaŋ⁵³ // saŋ⁵³+kɛ³³	生 // 生 嘅	BeijingDaxue1964, Liu2007	ʃ a ŋ ⁵³
1167	Jinan	to be alive	1422	1087	live // live(alive)	活 // 活的	xuə⁴² // xuɤ⁴⁵/⁵³+ti⁰	活 // 活 着	BeijingDaxue1964, Liu2007	x u ə ⁴²
1399	Meixian	to be alive	1422	1087	live // live(alive)	活 // 活的	saŋ⁴⁴ // saŋ³⁵/³³+ŋe⁵³	生 // 生 個	BeijingDaxue1964, Liu2007	s a ŋ ⁴⁴
1631	Nanchang	to be alive	1422	1087	live // live(alive)	活 // 活的	uɔt⁵ // uot²¹*/²¹+ko⁴²	活 // 活 個	BeijingDaxue1964, Liu2007	u ɔ t ⁵
1863	Suzhou	to be alive	1422	1087	live // live(alive)	活 // 活的	ɦuɤʔ²³ // ɦuə²³*/²³+kəʔ⁴	活 // 活 葛	BeijingDaxue1964, Liu2007	ɦ u ɤ ʔ ²³
2095	Wenzhou	to be alive	1422	1087	live // live(alive)	活 // 活的	ɦo¹² // dʑi³³/²²+gi⁰	活 // 健 個	BeijingDaxue1964, Liu2007	ɦ o ¹²
2327	Xiamen	to be alive	1422	1087	live // live(alive)	活 // 活的	uaʔ⁵ // uaʔ³²*/⁵+e⁰	活 // 活 的	BeijingDaxue1964, Liu2007	u a ʔ ⁵
12	Beijing	to bite	1403	1753	bite // bite	咬 // 咬	iau²¹⁴ // iɑu²¹³	咬 // 咬	BeijingDaxue1964, Liu2007	i a u ²¹⁴
244	Changsha	to bite	1403	1753	bite // bite	咬 // 咬	ŋa⁵⁵ // ŋa⁴¹	! // 咬	BeijingDaxue1964, Liu2007	ŋ a ⁵⁵
476	Chengdu	to bite	1403	1753	bite // bite	咬 // 咬	ŋau⁵³ // ŋau⁵³	咬 // 咬	BeijingDaxue1964, Liu2007	ŋ a u ⁵³
708	Fuzhou	to bite	1403	1753	bite // bite	咬 // 咬	ka²⁴² // ka²⁴²	咬 // 咬	BeijingDaxue1964, Liu2007	k a ²⁴²
940	Guangzhou	to bite	1403	1753	bite // bite	咬 // 咬	ŋau²³ // ŋau²³	咬 // 咬	BeijingDaxue1964, Liu2007	ŋ a u ²³
1172	Jinan	to bite	1403	1753	bite // bite	咬 // 咬	iɔ⁵⁵ // iɔ⁴⁵	咬 // 咬	BeijingDaxue1964, Liu2007	i ɔ ⁵⁵
1404	Meixian	to bite	1403	1753	bite // bite	咬 // 咬	ŋau⁴⁴ // ŋat¹	咬 // 嚙	BeijingDaxue1964, Liu2007	ŋ a u ⁴⁴
1636	Nanchang	to bite	1403	1753	bite // bite	咬 // 咬	ŋau²¹³ // ŋau²¹³	咬 // 咬	BeijingDaxue1964, Liu2007	ŋ a u ²¹³
1868	Suzhou	to bite	1403	1753	bite // bite	咬 // 咬	ŋæ³¹ // ŋæ²³¹	咬 // 咬	BeijingDaxue1964, Liu2007	ŋ æ ³¹
2100	Wenzhou	to bite	1403	1753	bite // bite	咬 // 咬	ŋuɔ²⁴ // ŋuɔ²⁴²	咬 // 咬	BeijingDaxue1964, Liu2007	ŋ u ɔ ²⁴
2332	Xiamen	to bite	1403	1753	bite // bite	咬 // 咬	ka³³ // ka²²	咬 // 咬	BeijingDaxue1964, Liu2007	k a ³³
15	Beijing	to blow (of wind)	175	1738	blow (of wind) // blow // blow	刮風 // 刮风 // 吹	kua⁵⁵fəŋ⁵⁵ // kua⁵⁵+fəŋ⁵⁵ // ʈʂʰuei⁵⁵	刮風 // 刮风 // 吹	BeijingDaxue1964, Hou2004, Liu2007	k u a ⁵⁵ f ə ŋ ⁵⁵
247	Changsha	to blow (of wind)	175	1738	blow (of wind) // blow // blow // blow	刮風 // 刮风 // 刮风 // 吹	fa²⁴xən⁴⁴ // tɕʰi⁴¹+xoŋ³³ // fa²⁴+xoŋ³³ // tɕʰuei³³	發風 // 起风 // 发风 // 吹	BeijingDaxue1964, Hou2004, Hou2004, Liu2007	f a ²⁴ x ə n ⁴⁴
479	Chengdu	to blow (of wind)	175	1738	blow (of wind) // blow // blow // blow // blow	刮風 // 刮风 // 刮风 // 刮风 // 吹	tsʰuei⁴⁴foŋ⁴⁴ // kua³¹+foŋ⁵⁵ // tɕʰi⁵³+foŋ⁵⁵ // tsʰuei⁵⁵+foŋ⁵⁵ // tsʰuei⁴⁵	吹風 // 刮风 // 起风 // 吹风 // 吹	BeijingDaxue1964, Hou2004, Hou2004, Hou2004, Liu2007	tsʰ u e i ⁴⁴ f o ŋ ⁴⁴
711	Fuzhou	to blow (of wind)	175	1738	blow (of wind) // blow // blow // blow // blow	刮風 // 刮风 // 刮风 // 吹 // 吹	kʰi³¹uŋ⁴⁴ // pʰaʔ²⁴/⁴⁴+huŋ⁴⁴ // kʰi³²/²¹+huŋ⁴⁴ // tsʰuoi⁵⁵ // puŋ⁵³	起風 // 拍风 // 起风 // 吹 // 㖹	BeijingDaxue1964, Hou2004, Hou2004, Liu2007, Liu2007	kʰ i ³¹ u ŋ ⁴⁴
943	Guangzhou	to blow (of wind)	175	1738	blow (of wind) // blow (of wind) // blow // blow // blow	刮風 // 刮風 // 刮风 // 刮风 // 吹	fan⁵³fʊŋ⁵³ // ta³⁵fʊŋ⁵³ // fan⁵³+foŋ⁵³ // ta³⁵+foŋ⁵³ // tsʰøy⁵⁵	翻風 // 打風 // 翻风 // 打风 // 吹	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Liu2007	f a n ⁵³ f ʊ ŋ ⁵³
