ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	ALT_IPA	ALT_GLOSS	ALT_SOURCE	ALT_CHARS	ALT_CHINESE_GLOSS	IPA	HANZI	SOURCE	TOKENS	COGIDS
1258	Meixian	the knee	1371	101	knee	膝頭	tsʰit¹+tʰeu¹¹+hoŋ⁵³ / tsʰit¹+tʰeu¹¹	knee / knee	Hou2004 / Liu2007	膝头项 / 膝 頭	膝盖 / 膝	tsʰit²¹tʰɛu¹²	膝頭	BeijingDaxue1964	tsʰ i t ²¹ tʰ ɛ u ¹²	376 377
1446	Nanchang	the knee	1371	101	knee	膝老拐子	kʰiɛʔ⁵+ɕiʔ⁵+tʰɛu²⁴+tsɿ⁰⁴ / tɕʰit⁵+kai⁴²	knee / knee	Hou2004 / Liu2007	克膝头子 / 膝 蓋	膝盖 / 膝	ɕit⁵lau²¹³kuai²¹³tsๅ	膝老拐子	BeijingDaxue1964	ɕ i t ⁵ l a u ²¹³ k u a i ²¹³ ts ๅ	376 886 887 888
1447	Nanchang	the knee	1371	101	knee	膝						kiɛt⁵hit⁵	膝	BeijingDaxue1964	k i ɛ t ⁵ h i t ⁵	376
1648	Suzhou	the knee	1371	101	knee	膝饅頭	tɕia⁵+mø¹³/³³+dʏ¹³/²¹ / tɕiɑʔ⁴+mø²³/¹³+dʏ²¹/¹³	knee / knee	Hou2004 / Liu2007	脚馒头 / 腳 饅 頭	膝盖 / 膝	siɪʔ⁴mø²⁴dʏ²⁴₂₁	膝饅頭	BeijingDaxue1964	s i ɪ ʔ ⁴ m ø ²⁴ d ʏ ²⁴₂₁	376 926 377
1649	Suzhou	the knee	1371	101	knee	腳饅頭						tɕiɒʔ⁴mø²⁴dʏ²⁴₂₁	腳饅頭	BeijingDaxue1964	tɕ i ɒ ʔ ⁴ m ø ²⁴ d ʏ ²⁴₂₁	927 926 377
1850	Wenzhou	the knee	1371	101	knee	腳坎頭	tɕia³/³¹+kʰø⁴¹+dɤu²¹/³⁴¹	knee	Liu2007	腳 胐 頭	膝	tɕia²³kʰy⁴²diu³¹	腳坎頭	BeijingDaxue1964	tɕ i a ²³ kʰ y ⁴² d i u ³¹	927 1010 377
2045	Xiamen	the knee	1371	101	knee	骹頭汚	kʰa⁵⁵/²²+tʰau³⁵/²²+u⁵⁵ / kʰa²¹/²²+tʰau²²/²⁴+hu⁵⁵	knee / knee	Hou2004 / Liu2007	骹头趺 / 腳 頭 足夫	膝盖 / 膝	kʰa⁵⁵₃₃tʰɐu²⁴₃₃u⁵⁵	骹頭汚	BeijingDaxue1964	kʰ a ⁵⁵₃₃ tʰ ɐ u ²⁴₃₃ u ⁵⁵	573 377 1090
87	Beijing	the lake	624	31	lake	湖	xu³⁵	lake	Liu2007	湖	湖	xu³⁵	湖	BeijingDaxue1964	x u ³⁵	153
280	Changsha	the lake	624	31	lake	湖	fu¹³	lake	Liu2007	湖	湖	fu¹³	湖	BeijingDaxue1964	f u ¹³	153
471	Chengdu	the lake	624	31	lake	湖	fu²¹	lake	Liu2007	湖	湖	fu³¹	湖	BeijingDaxue1964	f u ³¹	153
669	Fuzhou	the lake	624	31	lake	湖	hu⁵³	lake	Liu2007	湖	湖	u⁵²	湖	BeijingDaxue1964	u ⁵²	153
869	Guangzhou	the lake	624	31	lake	湖	u²¹	lake	Liu2007	湖	湖	wu²¹	湖	BeijingDaxue1964	w u ²¹	153
1067	Jinan	the lake	624	31	lake	湖	xu⁵³	lake	Liu2007	湖	湖	xu⁴²	湖	BeijingDaxue1964	x u ⁴²	153
1261	Meixian	the lake	624	31	lake	湖	fu¹¹	lake	Liu2007	湖	湖	fu¹²	湖	BeijingDaxue1964	f u ¹²	153
1450	Nanchang	the lake	624	31	lake	湖	fu⁴⁵	lake	Liu2007	湖	湖	fu⁵⁵	湖	BeijingDaxue1964	f u ⁵⁵	153
1652	Suzhou	the lake	624	31	lake	湖	ɦəu¹³	lake	Liu2007	湖	湖	ɦəu²⁴	湖	BeijingDaxue1964	ɦ ə u ²⁴	153
1853	Wenzhou	the lake	624	31	lake	湖	vu³⁴¹	lake	Liu2007	湖	湖	vu³¹	湖	BeijingDaxue1964	v u ³¹	153
2049	Xiamen	the lake	624	31	lake	湖	ɔ²⁴	lake	Liu2007	湖	湖	ɔ²⁴	湖	BeijingDaxue1964	ɔ ²⁴	153
94	Beijing	the liver	1224	145	*pork liver	豬肝兒	kan⁵⁵	liver	Liu2007	肝	肝	tʂu⁵⁵kanr⁵⁵	豬肝兒	BeijingDaxue1964	tʂ u ⁵⁵ k a n r ⁵⁵	161 162 163
287	Changsha	the liver	1224	145	*pork liver	豬肝	kan³³	liver	Liu2007	肝	肝	tɕy³³kan³³	豬肝	BeijingDaxue1964	tɕ y ³³ k a n ³³	161 162
478	Chengdu	the liver	1224	145	*pork liver	豬肝子	tan⁵³	liver	Liu2007	肝	肝	tsu⁴⁴kan⁴⁴tsɿ⁵³	豬肝子	BeijingDaxue1964	ts u ⁴⁴ k a n ⁴⁴ ts ɿ ⁵³	161 162 463
479	Chengdu	the liver	1224	145	*pork liver	豬肝兒						tsu⁴⁴kər⁴⁴	豬肝兒	BeijingDaxue1964	ts u ⁴⁴ k ə r ⁴⁴	161 162 163
677	Fuzhou	the liver	1224	145	*pork liver	豬肝	kaŋ⁵⁵	liver	Liu2007	肝	肝	ty⁴⁴aŋ⁴⁴	豬肝	BeijingDaxue1964	t y ⁴⁴ a ŋ ⁴⁴	161 162
878	Guangzhou	the liver	1224	145	*pork liver	豬膶	kɔn⁵³	liver	Liu2007	肝	肝	tʃy⁵³jøn²²₃₅	豬膶	BeijingDaxue1964	tʃ y ⁵³ j ø n ²²₃₅	161 704
1074	Jinan	the liver	1224	145	*pork liver	豬肝	kæ̃∼²¹³	liver	Liu2007	肝	肝	tʂu²¹³kæ̃∼²¹³	豬肝	BeijingDaxue1964	tʂ u ²¹³ k æ̃ ∼ ²¹³	161 162
1268	Meixian	the liver	1224	145	*pork liver	豬肝	lon³³	liver	Liu2007	肝	肝	tsu⁴⁴kɔn⁴⁴	豬肝	BeijingDaxue1964	ts u ⁴⁴ k ɔ n ⁴⁴	161 162
1457	Nanchang	the liver	1224	145	*pork liver	葉子	kon⁴²	liver	Liu2007	肝	肝	iɛt⁵tsɿ⁰	葉子	BeijingDaxue1964	i ɛ t ⁵ ts ɿ ⁰	889 463
1661	Suzhou	the liver	1224	145	*pork liver	豬肝	kø⁴⁴	liver	Liu2007	肝	肝	tsʮ⁴⁴kø⁴⁴₂₁	豬肝	BeijingDaxue1964	ts ʮ ⁴⁴ k ø ⁴⁴₂₁	161 162
1860	Wenzhou	the liver	1224	145	*pork liver	豬肝	ky⁴⁴	liver	Liu2007	肝	肝	tsei⁴⁴ky⁴⁴	豬肝	BeijingDaxue1964	ts e i ⁴⁴ k y ⁴⁴	161 162
2056	Xiamen	the liver	1224	145	*pork liver	豬肝	kuã∼⁵⁵	liver	Liu2007	肝	肝	ti⁵⁵₃₃kũã∼⁵⁵	豬肝	BeijingDaxue1964	t i ⁵⁵₃₃ k ũ ã ∼ ⁵⁵	161 162
96	Beijing	the man (male human)	2106	173	man	男人	nan³⁵+ʐən³⁵	man	Liu2007	男 人	男人	nan³⁵ʐən⁰	男人	BeijingDaxue1964	n a n ³⁵ ʐ ə n ⁰	165 166
97	Beijing	the man (male human)	2106	173	man	男的						nan³⁵tə⁰	男的	BeijingDaxue1964	n a n ³⁵ t ə ⁰	165 167
98	Beijing	the man (male human)	2106	173	man	爺們						ie³⁵mən⁰	爺們	BeijingDaxue1964	i e ³⁵ m ə n ⁰	168 169
289	Changsha	the man (male human)	2106	173	man	男人	lan¹³+ʐən¹³ / lan¹³+ti⁰ / lan¹³+ʐən⁰+ka⁰	man / man / man	Liu2007 / Liu2007 / Liu2007	男 人 / 男 的 / 男 人 家	男人 / 男人 / 男人	lan¹³zən¹³	男人	BeijingDaxue1964	l a n ¹³ z ə n ¹³	165 166
481	Chengdu	the man (male human)	2106	173	man	男的	nan⁵⁵/²¹+zən²¹ / nan⁵⁵/²¹+ni⁵⁵	man / man	Liu2007 / Liu2007	男 人 / 男 的	男人 / 男人	nan³¹ni⁴⁴	男的	BeijingDaxue1964	n a n ³¹ n i ⁴⁴	165 167
679	Fuzhou	the man (male human)	2106	173	man	唐 埔 人	touŋ²¹/²¹²+muo³⁵/³²+nøyŋ⁵³ / naŋ²¹/⁵³+ŋai²¹²	man / man	Liu2007 / Liu2007	丈 夫 儂 / 男 界	男人 / 男人	touŋ⁵²₃₁muɔ⁴⁴nøyŋ⁵²	唐 埔 人	BeijingDaxue1964	t o u ŋ ⁵²₃₁ m u ɔ ⁴⁴ n ø y ŋ ⁵²	583 584 585 584 166
680	Fuzhou	the man (male human)	2106	173	man	男界						naŋ⁵²₃₁ŋai²¹³	男界	BeijingDaxue1964	n a ŋ ⁵²₃₁ ŋ a i ²¹³	165 586
880	Guangzhou	the man (male human)	2106	173	man	男人	nam²¹+liɐn³⁵/²¹	man	Liu2007	男 人	男人	nam²¹jɐn²¹₃₅	男人	BeijingDaxue1964	n a m ²¹ j ɐ n ²¹₃₅	165 166
881	Guangzhou	the man (male human)	2106	173	man	佬						lou²³₃₅	佬	BeijingDaxue1964	l o u ²³₃₅	705
1076	Jinan	the man (male human)	2106	173	man	男人	næ̃∼⁴⁵/⁵³+ʐẽ∼⁰	man	Liu2007	男 人	男人	næ̃∼⁴²ʐẽ∼⁰	男人	BeijingDaxue1964	n æ̃ ∼ ⁴² ʐ ẽ ∼ ⁰	165 166
1077	Jinan	the man (male human)	2106	173	man	男的						næ̃∼⁴²ti⁰	男的	BeijingDaxue1964	n æ̃ ∼ ⁴² t i ⁰	165 167
1078	Jinan	the man (male human)	2106	173	man	爺門兒						ie⁴²mẽ∼r⁰	爺門兒	BeijingDaxue1964	i e ⁴² m ẽ ∼ r ⁰	168 782 783
1270	Meixian	the man (male human)	2106	173	man	男子人	nam¹¹+me³³+ŋin¹¹	man	Liu2007	男 人	男人	nam¹²tsๅ³¹ȵin¹²	男子人	BeijingDaxue1964	n a m ¹² ts ๅ ³¹ ȵ i n ¹²	165 834 166
1459	Nanchang	the man (male human)	2106	173	man	男人	lan⁴⁵+lɨn⁰	man	Liu2007	男 人	男人	lan⁵⁵ȵin⁵⁵	男人	BeijingDaxue1964	l a n ⁵⁵ ȵ i n ⁵⁵	165 166
1663	Suzhou	the man (male human)	2106	173	man	男人	nø²²/¹³+ɲin³¹/¹³	man	Liu2007	男 人	男人	nø²⁴₂₂ȵin²⁴₃₃	男人	BeijingDaxue1964	n ø ²⁴₂₂ ȵ i n ²⁴₃₃	165 166
1862	Wenzhou	the man (male human)	2106	173	man	! 男□	nø²²/³⁴¹+tsɿ⁴⁵/²⁴²+kʰa⁴¹	man	Liu2007	男 子 客	男人	nø³¹gei⁰	! 男□	BeijingDaxue1964	n ø ³¹ g e i ⁰	584 165 0
1863	Wenzhou	the man (male human)	2106	173	man	男子客						nø³¹tsๅ⁴⁵kʰa²³	男子客	BeijingDaxue1964	n ø ³¹ ts ๅ ⁴⁵ kʰ a ²³	165 834 1015
2058	Xiamen	the man (male human)	2106	173	man	!  埔 人	ta³³/²²+pɔ³³/⁵⁵+laŋ²⁴	man	Liu2007	丈 夫 人	男人	ta⁵⁵₃₃po⁵⁵₃₃laŋ²⁴	!  埔 人	BeijingDaxue1964	t a ⁵⁵₃₃ p o ⁵⁵₃₃ l a ŋ ²⁴	584 584 585 584 166
100	Beijing	the meat	634	443	*pork	〔豬〕肉	ʐou⁵¹	flesh	Liu2007	肉	肉	ʐou⁵¹	〔豬〕肉	BeijingDaxue1964	ʐ o u ⁵¹	174 175 176 177
292	Changsha	the meat	634	443	*pork	〔豬〕肉	ʐəu²⁴	flesh	Liu2007	肉	肉	zeu²⁴	〔豬〕肉	BeijingDaxue1964	z e u ²⁴	174 175 176 177
483	Chengdu	the meat	634	443	*pork	〔豬〕肉	zəu²¹³	flesh	Liu2007	肉	肉	zəu¹³	〔豬〕肉	BeijingDaxue1964	z ə u ¹³	174 175 176 177
682	Fuzhou	the meat	634	443	*pork	〔豬〕肉	nyʔ⁵	flesh	Liu2007	肉	肉	nyʔ⁴	〔豬〕肉	BeijingDaxue1964	n y ʔ ⁴	174 175 176 177
883	Guangzhou	the meat	634	443	*pork	〔豬〕肉	ik²	flesh	Liu2007	肉	肉	jʊk²	〔豬〕肉	BeijingDaxue1964	j ʊ k ²	174 175 176 177
1081	Jinan	the meat	634	443	*pork	〔豬〕肉	ʐou³¹	flesh	Liu2007	肉	肉	ʐou²¹	〔豬〕肉	BeijingDaxue1964	ʐ o u ²¹	174 175 176 177
1272	Meixian	the meat	634	443	*pork	〔豬〕肉	ŋiuk¹	flesh	Liu2007	肉	肉	ȵiɔk²¹	〔豬〕肉	BeijingDaxue1964	ȵ i ɔ k ²¹	174 175 176 177
1462	Nanchang	the meat	634	443	*pork	〔豬〕肉	ɲiuʔ⁵	flesh	Liu2007	肉	肉	ȵiuk⁵	〔豬〕肉	BeijingDaxue1964	ȵ i u k ⁵	174 175 176 177
1666	Suzhou	the meat	634	443	*pork	豬肉	ɲioʔ²³*/²³	flesh	Liu2007	肉	肉	tsʮ⁴⁴ȵioʔ²³₂₁	豬肉	BeijingDaxue1964	ts ʮ ⁴⁴ ȵ i o ʔ ²³₂₁	175 177
1667	Suzhou	the meat	634	443	*pork	肉						ȵioʔ²³	肉	BeijingDaxue1964	ȵ i o ʔ ²³	177
1865	Wenzhou	the meat	634	443	*pork	〔豬〕肉	ɲieu²¹	flesh	Liu2007	肉	肉	ȵiu¹²	〔豬〕肉	BeijingDaxue1964	ȵ i u ¹²	174 175 176 177
2061	Xiamen	the meat	634	443	*pork	〔豬〕艤 ，	baʔ³²*/³²	flesh	Liu2007	肉	肉	baʔ³²，mã∼ʔ³²	〔豬〕艤 ，	BeijingDaxue1964	b a ʔ ³² ， m ã ∼ ʔ ³²	174 175 176 1095 1096 1097
102	Beijing	the moon	1313	4	moon	月亮	yɛ⁵¹+liɑŋ¹ / yɛ⁵¹+liɑŋ⁰	moon / moon	Hou2004 / Liu2007	月亮 / 月 亮	月亮 / 月亮	ye⁵¹liaŋ⁰	月亮	BeijingDaxue1964	y e ⁵¹ l i a ŋ ⁰	181 182
294	Changsha	the moon	1313	4	moon	月亮	ye²⁴+lian¹¹ / ye²⁴+lian⁵⁵+pu¹³+sa²⁴ / ye²⁴+lian⁵⁵+pa³³+pa⁰ / ye²⁴+lian¹¹ / ye²⁴+lian¹¹+pa³³+pa⁰	moon / moon / moon / moon / moon	Hou2004 / Hou2004 / Hou2004 / Liu2007 / Liu2007	月亮 / 月亮菩萨 / 月亮巴巴 / 月 亮 / 月 亮 巴 巴	月亮 / 月亮 / 月亮 / 月亮 / 月亮	ye²⁴lian²¹	月亮	BeijingDaxue1964	y e ²⁴ l i a n ²¹	181 182
485	Chengdu	the moon	1313	4	moon	月亮	ye³¹+niaŋ¹³ / ye⁵⁵/²¹+liaŋ⁰	moon / moon	Hou2004 / Liu2007	月亮 / 月 亮	月亮 / 月亮	ye³¹niaŋ¹³	月亮	BeijingDaxue1964	y e ³¹ n i a ŋ ¹³	181 182
684	Fuzhou	the moon	1313	4	moon	月	ŋuoʔ⁵ / ŋuoʔ⁵	moon / moon	Hou2004 / Liu2007	月 / 月	月亮 / 月亮	ŋuɔʔ⁴	月	BeijingDaxue1964	ŋ u ɔ ʔ ⁴	181
885	Guangzhou	the moon	1313	4	moon	月光	jyt²+kwɔŋ⁵⁵ / jyt²+lœŋ²² / yt²+kuɔŋ⁵⁵	moon / moon / moon	Hou2004 / Hou2004 / Liu2007	月光 / 月亮 / 月 光	月亮 / 月亮 / 月亮	jyt²²kwɔŋ⁵⁵	月光	BeijingDaxue1964	j y t ²² k w ɔ ŋ ⁵⁵	181 707
1083	Jinan	the moon	1313	4	moon	月亮	yə²¹/⁵⁴⁴+liaŋ⁰ / yɤ²¹⁴/²¹+liɑŋ³¹	moon / moon	Hou2004 / Liu2007	月亮 / 月 亮	月亮 / 月亮	ye²¹liaŋ⁰	月亮	BeijingDaxue1964	y e ²¹ l i a ŋ ⁰	181 182
1274	Meixian	the moon	1313	4	moon	月光	ŋiat⁵+kuoŋ⁴⁴ / ŋiat⁵+kuoŋ³³	moon / moon	Hou2004 / Liu2007	月光 / 月 光	月亮 / 月亮	ȵiat⁴kuɔŋ⁴⁴	月光	BeijingDaxue1964	ȵ i a t ⁴ k u ɔ ŋ ⁴⁴	181 707
1465	Nanchang	the moon	1313	4	moon	月光	ɲyɵʔ²+kuɔŋ⁴² / ɲyot⁵+liɔŋ⁰	moon / moon	Hou2004 / Liu2007	月光 / 月 光	月亮 / 月亮	ȵiɔt⁵kuɔŋ⁴²	月光	BeijingDaxue1964	ȵ i ɔ t ⁵ k u ɔ ŋ ⁴²	181 707
1669	Suzhou	the moon	1313	4	moon	月亮 ？	ŋəʔ²+liã∼³¹/²¹ / ŋəʔ²³*/²³+liã∼³¹/²³¹	moon / moon	Hou2004 / Liu2007	月亮 / 月 亮	月亮 / 月亮	ŋɣʔ²³liaŋ³¹₂₁	月亮 ？	BeijingDaxue1964	ŋ ɣ ʔ ²³ l i a ŋ ³¹₂₁	181 182 933 934
1867	Wenzhou	the moon	1313	4	moon	月光	ɲy²¹³/²¹+kuɔ³³ / ɲy²¹³/²¹+kuɔ³³/³⁵+vai²¹³/¹³ / ɲy²/²¹+kuɔ⁴⁴	moon / moon / moon	Hou2004 / Hou2004 / Liu2007	月光 / 月光佛 / 月 光	月亮 / 月亮 / 月亮	ȵy¹²kuɔ⁴⁴	月光	BeijingDaxue1964	ȵ y ¹² k u ɔ ⁴⁴	181 707
2063	Xiamen	the moon	1313	4	moon	月	geʔ⁵/²¹ / geʔ⁵/²¹+niu³⁵ / geʔ²¹*/⁵+niũ∼²⁴	moon / moon / moon	Hou2004 / Hou2004 / Liu2007	月 / 月娘 / 月 娘	月亮 / 月亮 / 月亮	geʔ⁵	月	BeijingDaxue1964	g e ʔ ⁵	181
2064	Xiamen	the moon	1313	4	moon	月娘						geʔ⁵₃₂nĩũ∼²⁴	月娘	BeijingDaxue1964	g e ʔ ⁵₃₂ n ĩ ũ ∼ ²⁴	181 1099
105	Beijing	the mosquito	1509	360	mosquito	蚊子						uən³⁵tsɿ⁰	蚊子	BeijingDaxue1964	u ə n ³⁵ ts ɿ ⁰	186 187
296	Changsha	the mosquito	1509	360	mosquito	蚊子						mən³³tsɿ⁰	蚊子	BeijingDaxue1964	m ə n ³³ ts ɿ ⁰	186 187
487	Chengdu	the mosquito	1509	360	mosquito	蚊子						uən³¹tsɿ⁵³	蚊子	BeijingDaxue1964	u ə n ³¹ ts ɿ ⁵³	186 187
686	Fuzhou	the mosquito	1509	360	mosquito	風蚊						xuŋ⁴⁴muɔŋ⁵²	風蚊	BeijingDaxue1964	x u ŋ ⁴⁴ m u ɔ ŋ ⁵²	589 186
888	Guangzhou	the mosquito	1509	360	mosquito	蚊						mɐn²¹₅₅	蚊	BeijingDaxue1964	m ɐ n ²¹₅₅	186
1085	Jinan	the mosquito	1509	360	mosquito	蚊子						uẽ∼⁴²tsɿ⁰	蚊子	BeijingDaxue1964	u ẽ ∼ ⁴² ts ɿ ⁰	186 187
1276	Meixian	the mosquito	1509	360	mosquito	蚊						mun⁴⁴	蚊	BeijingDaxue1964	m u n ⁴⁴	186
1467	Nanchang	the mosquito	1509	360	mosquito	蚊蟲						un⁵⁵tsʰuŋ²⁴	蚊蟲	BeijingDaxue1964	u n ⁵⁵ tsʰ u ŋ ²⁴	186 890
1671	Suzhou	the mosquito	1509	360	mosquito	蚊子						mən²⁴₂₂tsɿ⁴¹₄₄	蚊子	BeijingDaxue1964	m ə n ²⁴₂₂ ts ɿ ⁴¹₄₄	186 187
1869	Wenzhou	the mosquito	1509	360	mosquito	蚊蟲						maŋ³¹dʑyoŋ³¹	蚊蟲	BeijingDaxue1964	m a ŋ ³¹ dʑ y o ŋ ³¹	186 890
2066	Xiamen	the mosquito	1509	360	mosquito	蠓仔						baŋ⁵¹₅₅ã∼⁵¹	蠓仔	BeijingDaxue1964	b a ŋ ⁵¹₅₅ ã ∼ ⁵¹	1100 1101
106	Beijing	the mother	1216	219	mother (mommy)	媽媽	niɑŋ³⁵ / ma⁵⁵ / mi²¹/²¹⁴+tɕʰin⁵⁵	mother / mother / mather	Hou2004 / Hou2004 / Liu2007	娘 / 妈 / 母 親	妈妈 / 妈妈 / 母親	ma⁵⁵ma⁰	媽媽	BeijingDaxue1964	m a ⁵⁵ m a ⁰	188 188
107	Beijing	the mother	1216	219	mother (mommy)	娘						niaŋ³⁵	娘	BeijingDaxue1964	n i a ŋ ³⁵	189
297	Changsha	the mother	1216	219	mother (mommy)	媽媽	ma⁵⁵+ma⁰ / mm̩∼³³+ma³³ / ɲian¹³ / ɲian¹³+lau⁴¹+tsɿ⁰ / mo⁴¹+tɕʰin³³ / ɲian¹³ / ɲian¹³+lau⁰+tsɿ⁰ / ma³³+ma³³ / mm̩∼³³+ma³³	mother / mother / mother / mother / mather / mather / mather / mather / mather	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007 / Liu2007 / Liu2007 / Liu2007 / Liu2007	妈妈 / 姆妈 / 娘 / 娘老子 / 母 親 / 娘 / 娘 老 子 / 媽 媽 / 姆 媽	妈妈 / 妈妈 / 妈妈 / 妈妈 / 母親 / 母親 / 母親 / 母親 / 母親	ma³³ma³³	媽媽	BeijingDaxue1964	m a ³³ m a ³³	188 188
488	Chengdu	the mother	1216	219	mother (mommy)	媽媽	ma⁰ / ma⁵⁵+ma⁰ / ɲiaŋ⁰ / nau⁵³+ɲiər³¹/⁵⁵ / ma⁴⁵+ma⁵⁵	mother / mother / mother / mother / mather	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007	妈 / 妈妈 / 娘 / 老娘 / 媽 媽	妈妈 / 妈妈 / 妈妈 / 妈妈 / 母親	ma⁴⁴ma⁴⁴	媽媽	BeijingDaxue1964	m a ⁴⁴ m a ⁴⁴	188 188
687	Fuzhou	the mother	1216	219	mother (mommy)	依 媽	nouŋ⁵³/³²+nɛ³² / i⁴⁴/⁵³+nɛ³² / i⁴⁴+ma⁴⁴ / i⁴⁴+ma⁴⁴ / i⁵³/⁵⁵+nɛ³² / louŋ³³/⁵³+nɛ³²	mother / mother / mother / mather / mather / mather	Hou2004 / Hou2004 / Hou2004 / Liu2007 / Liu2007 / Liu2007	娘奶 / 依奶 / 依妈 / 依 媽 / 依 奶 / 娘 妳	妈妈 / 妈妈 / 妈妈 / 母親 / 母親 / 母親	i⁴⁴ma⁴⁴	依 媽	BeijingDaxue1964	i ⁴⁴ m a ⁴⁴	590 591 188
688	Fuzhou	the mother	1216	219	mother (mommy)	依 奶						i⁴⁴₅₂nɛ³¹	依 奶	BeijingDaxue1964	i ⁴⁴₅₂ n ɛ ³¹	590 591 592
689	Fuzhou	the mother	1216	219	mother (mommy)	娘奶						nouŋ⁵²₃₁nɛ³¹	娘奶	BeijingDaxue1964	n o u ŋ ⁵²₃₁ n ɛ ³¹	189 592
889	Guangzhou	the mother	1216	219	mother (mommy)	媽媽	ma²¹+ma⁵⁵ / lou²³+mou²³/³⁵ / mou³⁵+tsʰɐn⁵³	mother / mother / mather	Hou2004 / Hou2004 / Liu2007	妈妈 / 老母 / 母 親	妈妈 / 妈妈 / 母親	ma⁵⁵₂₁ma⁵⁵	媽媽	BeijingDaxue1964	m a ⁵⁵₂₁ m a ⁵⁵	188 188
890	Guangzhou	the mother	1216	219	mother (mommy)	老母						lou²³mou²³₃₅	老母	BeijingDaxue1964	l o u ²³ m o u ²³₃₅	711 712
1086	Jinan	the mother	1216	219	mother (mommy)	娘〔媽〕	ma²¹³ / ɲiaŋ⁴² / mu²¹⁴/⁴⁵+tɕiẽ∼⁰	mother / mother / mather	Hou2004 / Hou2004 / Liu2007	妈 / 娘 / 母 親	妈妈 / 妈妈 / 母親	ȵiaŋ⁴²	娘〔媽〕	BeijingDaxue1964	ȵ i a ŋ ⁴²	189 785 188 786
1277	Meixian	the mother	1216	219	mother (mommy)	阿姆	a⁴⁴+me⁴⁴ / oi³⁵/³³+ie⁰ / a³³+me³³	mother / mather / mather	Hou2004 / Liu2007 / Liu2007	阿姆 / 娭 / 阿 姆	妈妈 / 母親 / 母親	a⁴⁴mɛ⁴⁴	阿姆	BeijingDaxue1964	a ⁴⁴ m ɛ ⁴⁴	836 837
1278	Meixian	the mother	1216	219	mother (mommy)	!						@ɔi⁴⁴ɛ⁰	!	BeijingDaxue1964	@ ɔ i ⁴⁴ ɛ ⁰	
1468	Nanchang	the mother	1216	219	mother (mommy)	姆媽	mm̩∼⁴²+mɑ⁰² / ɲiɔŋ⁴⁵ / mu²¹³+tɕʰin⁴² / ɲiɔŋ⁴⁵	mother / mother / mather / mather	Hou2004 / Hou2004 / Liu2007 / Liu2007	姆妈 / 娘 / 母 親 / 娘	妈妈 / 妈妈 / 母親 / 母親	ṃ⁴²ma⁰	姆媽	BeijingDaxue1964	ṃ ⁴² m a ⁰	837 188
1469	Nanchang	the mother	1216	219	mother (mommy)	娘						ȵiɔŋ⁵⁵	娘	BeijingDaxue1964	ȵ i ɔ ŋ ⁵⁵	189
1672	Suzhou	the mother	1216	219	mother (mommy)	姆媽	mm̩∼⁵⁵+mɑ⁰ / ɲiã∼¹³ / mm̩∼⁴⁴+mɑ²¹/⁴⁴	mother / mother / mather	Hou2004 / Hou2004 / Liu2007	姆妈 / 娘 / 姆 媽	妈妈 / 妈妈 / 母親	ṃ⁴⁴mɒ⁴⁴₂₁	姆媽	BeijingDaxue1964	ṃ ⁴⁴ m ɒ ⁴⁴₂₁	837 188
1673	Suzhou	the mother	1216	219	mother (mommy)	娘						ȵiaŋ²⁴	娘	BeijingDaxue1964	ȵ i a ŋ ²⁴	189
1870	Wenzhou	the mother	1216	219	mother (mommy)	阿媽	a³³/²¹+ma³⁵ / a³³/²¹+na³³ / na³³ / a²/⁴¹+na⁴⁴	mother / mother / mother / mather	Hou2004 / Hou2004 / Hou2004 / Liu2007	阿妈 / 阿妳 / 妳 / 阿 奶	妈妈 / 妈妈 / 妈妈 / 母親	a²³ma⁴⁵	阿媽	BeijingDaxue1964	a ²³ m a ⁴⁵	836 188
1871	Wenzhou	the mother	1216	219	mother (mommy)	〔阿〕奶						na⁴⁴	〔阿〕奶	BeijingDaxue1964	n a ⁴⁴	785 836 786 592
2067	Xiamen	the mother	1216	219	mother (mommy)	阿母〔仔〕	lau²²/²¹+bu⁵³ / bu⁵³/⁵⁵+tsʰin⁵⁵ / a⁵⁵/²²+bu⁵³ / ma⁵⁵/²¹+ma⁵⁵/³⁵ / a¹¹/⁵⁵+bu⁵³ / lau²²/²⁴+bu⁵³	mother / mother / mother / mother / mather / mather	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007 / Liu2007	老母 / 母亲 / 阿母 / 妈妈 / 阿 姆 / 老 姆	妈妈 / 妈妈 / 妈妈 / 妈妈 / 母親 / 母親	a⁵⁵₃₃bu⁵¹	阿母〔仔〕	BeijingDaxue1964	a ⁵⁵₃₃ b u ⁵¹	836 712 785 1102 786
2068	Xiamen	the mother	1216	219	mother (mommy)	母仔						bu⁵¹a⁵¹₁₁	母仔	BeijingDaxue1964	b u ⁵¹ a ⁵¹₁₁	712 1102
2069	Xiamen	the mother	1216	219	mother (mommy)	老母						lau³³₁₁bu⁵¹	老母	BeijingDaxue1964	l a u ³³₁₁ b u ⁵¹	711 712
