# Wordlist

# DATA
ID	IPA	SOURCE	TOWEROFBABEL	SUBGROUP	WOLD	CONCEPT	ENTRY_IN_SOURCE	CHINESE	SWADESH_1952	POS	NOTE	SCAID	SWADESH_1955	HANZI	DOCULECT	BORROWING	ALIGNMENT	IELEX	ABVD	OMEGAWIKI	GLOSS_IN_SOURCE	COGID	TOKENS
11685	-	-	-	Burmish	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Burmese		-	wash (187)	-	6069	-	0	-
11686	-	-	-	Burmish	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Hpun		-	wash (187)	-	6069	-	0	-
11687	-	-	-	Burmish	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Lashi		-	wash (187)	-	6069	-	0	-
11688	-	-	-	Burmish	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Maru		-	wash (187)	-	6069	-	0	-
11689	-	-	-	Burmish	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Old_Burmese		-	wash (187)	-	6069	-	0	-
11690	-	-	-	Burmish	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Xiandau		-	wash (187)	-	6069	-	0	-
11691	-	-	-	Kiranti	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Dumi		-	wash (187)	-	6069	-	0	-
11692	-	-	-	Kiranti	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Khaling		-	wash (187)	-	6069	-	0	-
11693	-	-	-	Kiranti	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Limbu		-	wash (187)	-	6069	-	0	-
11694	-	-	-	Kiranti	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Wambule		-	wash (187)	-	6069	-	0	-
11695	-	-	-	Kiranti	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Yakkha		-	wash (187)	-	6069	-	0	-
11696	-	-	-	Kiranti	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Yamphu		-	wash (187)	-	6069	-	0	-
11697	-	-	-	Nungish	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Dulong		-	wash (187)	-	6069	-	0	-
11698	-	-	-	SAL	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Jingpo		-	wash (187)	-	6069	-	0	-
11699	-	-	-	Sinitic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Beijing		-	wash (187)	-	6069	-	0	-
11700	-	-	-	Sinitic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Caijia		-	wash (187)	-	6069	-	0	-
11701	-	-	-	Sinitic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Changsha		-	wash (187)	-	6069	-	0	-
11702	-	-	-	Sinitic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Ganzhou		-	wash (187)	-	6069	-	0	-
11703	-	-	-	Sinitic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Guangzhou		-	wash (187)	-	6069	-	0	-
11704	-	-	-	Sinitic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Meixian		-	wash (187)	-	6069	-	0	-
11705	-	-	-	Sinitic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Old_Chinese		-	wash (187)	-	6069	-	775	◦
11706	-	-	-	Sinitic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Xiamen		-	wash (187)	-	6069	-	0	-
11707	-	-	-	rGyalrongic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Guiqiong		-	wash (187)	-	6069	-	0	-
11708	χtɕi	-	-	rGyalrongic	9.36	to wash	χtɕi	洗	to wash(180)	Verb	-	0	-	-	Japhug		-	wash (187)	-	6069	-	774	χ tɕ i
11709	-	-	-	rGyalrongic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Khroskyabs_Wobzi		-	wash (187)	-	6069	-	0	-
11710	-	-	-	rGyalrongic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Muya		-	wash (187)	-	6069	-	0	-
11711	-	-	-	rGyalrongic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Stau		-	wash (187)	-	6069	-	0	-
11712	-	-	-	rGyalrongic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Tangut		-	wash (187)	-	6069	-	0	-
11713	-	-	-	rGyalrongic	9.36	to wash	-	洗	to wash(180)	Verb	-	0	-	-	Zbu		-	wash (187)	-	6069	-	0	-
#
12456	-	-	-	Bai	-	to work	-	-	-	Verb	-	0	-	-	Dashi		-	-	to work (83)	471303	-	0	-
12457	-	-	-	Bai	-	to work	-	-	-	Verb	-	0	-	-	Zhaozhuang		-	-	to work (83)	471303	-	0	-
12458	-	-	-	Bai	-	to work	-	-	-	Verb	-	0	-	-	Ega		-	-	to work (83)	471303	-	0	-
12459	-	-	-	Bai	-	to work	-	-	-	Verb	-	0	-	-	Enqi		-	-	to work (83)	471303	-	0	-
12460	t͡sɯ₅₅t͡sɔ₄₂ʂɯ₃₃	Allen2007, 291	-	Bai	-	to work	tsɯ55tsɔ42ʂɯ33	-	-	Verb	-	553	-	-	Eryuan		t͡s ɯ ₅₅ t͡s ɔ - ₄₂ ʂ - ɯ ₃₃	-	to work (83)	471303	labour / 劳动	777	t͡s ɯ ₅₅ t͡s ɔ ₄₂ ʂ ɯ ₃₃
12461	-	-	-	Bai	-	to work	-	-	-	Verb	-	0	-	-	Gongxing		-	-	to work (83)	471303	-	0	-
12462	t͡sɿ₅₅t͡sɔu₄₂sʰɯ₃₃	Allen2007, 291	-	Bai	-	to work	tsɿ55tsɔu42sʰɯ33	-	-	Verb	-	553	-	-	Heqi		t͡s ɿ ₅₅ t͡s ɔ u ₄₂ sʰ - ɯ ₃₃	-	to work (83)	471303	labour / 劳动	777	t͡s ɿ ₅₅ t͡s ɔ u ₄₂ sʰ ɯ ₃₃
12463	t͡su₅₅t͡sou₄₂sɯ₃₃	Allen2007, 291	-	Bai	-	to work	tsu55tsou42sɯ33	-	-	Verb	-	553	-	-	Jianchuan		t͡s u ₅₅ t͡s o u ₄₂ s - ɯ ₃₃	-	to work (83)	471303	labour / 劳动	777	t͡s u ₅₅ t͡s o u ₄₂ s ɯ ₃₃
12464	-	-	-	Bai	-	to work	-	-	-	Verb	-	0	-	-	Jinman		-	-	to work (83)	471303	-	0	-
12465	-	-	-	Bai	-	to work	-	-	-	Verb	-	0	-	-	Jinxing		-	-	to work (83)	471303	-	0	-
12466	t͡sɤ₃₃t͡sɤ₃₃ɕi₅₅	Allen2007, 291	-	Bai	-	to work	tsɤ33tsɤ33ɕi55	-	-	Verb	-	553	-	-	Luobenzhuo		t͡s ɤ ₃₃ t͡s ɤ - ₃₃ ɕ - i ₅₅	-	to work (83)	471303	labour / 劳动	777	t͡s ɤ ₃₃ t͡s ɤ ₃₃ ɕ i ₅₅
12467	-	-	-	Bai	-	to work	-	-	-	Verb	-	0	-	-	Mazhelong		-	-	to work (83)	471303	-	0	-
12468	t͡sɿ₅₅t͡sɔ₃₂sɯ₃₃	Allen2007, 291	-	Bai	-	to work	tsɿ55tsɔ32sɯ33	-	-	Verb	-	553	-	-	Qiliqiao		t͡s ɿ ₅₅ t͡s ɔ - ₃₂ s - ɯ ₃₃	-	to work (83)	471303	labour / 劳动	777	t͡s ɿ ₅₅ t͡s ɔ ₃₂ s ɯ ₃₃
12469	kã₅₅t͡sɔ₄₂sou₃₃	Allen2007, 291	-	Bai	-	to work	kã55tsɔ42sou33	-	-	Verb	-	553	-	-	Xiangyun		k ã ₅₅ t͡s ɔ - ₄₂ s o u ₃₃	-	to work (83)	471303	labour / 劳动	777	k ã ₅₅ t͡s ɔ ₄₂ s o u ₃₃
12470	t͡sɿ₅₅t͡sɔ₄₂sɯ₃₃	Allen2007, 291	-	Bai	-	to work	tsɿ55tsɔ42sɯ33	-	-	Verb	-	553	-	-	Yunlong		t͡s ɿ ₅₅ t͡s ɔ - ₄₂ s - ɯ ₃₃	-	to work (83)	471303	labour / 劳动	777	t͡s ɿ ₅₅ t͡s ɔ ₄₂ s ɯ ₃₃
12471	-	-	-	Bai	-	to work	-	-	-	Verb	-	0	-	-	Zhoucheng		-	-	to work (83)	471303	-	0	-
12472	-	-	-	Bodic	-	to work	-	-	-	Verb	-	0	-	-	Cone_Tibetan		-	-	to work (83)	471303	-	0	-
12473	-	-	-	Bodic	-	to work	-	-	-	Verb	-	0	-	-	Lhasa_Tibetan		-	-	to work (83)	471303	-	0	-
12474	-	-	-	Bodic	-	to work	-	-	-	Verb	-	0	-	-	Old_Tibetan		-	-	to work (83)	471303	-	0	-
12475	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Achang_Lianghe		-	-	to work (83)	471303	-	0	-
12476	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Achang_Longchuan		-	-	to work (83)	471303	-	0	-
12477	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Achang_Luxi		-	-	to work (83)	471303	-	0	-
12478	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Atsi		-	-	to work (83)	471303	-	0	-
12479	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Bola		-	-	to work (83)	471303	-	0	-
12480	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Burmese		-	-	to work (83)	471303	-	0	-
12481	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Hpun		-	-	to work (83)	471303	-	0	-
12482	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Lashi		-	-	to work (83)	471303	-	0	-
12483	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Maru		-	-	to work (83)	471303	-	0	-
12484	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Old_Burmese		-	-	to work (83)	471303	-	0	-
12485	-	-	-	Burmish	-	to work	-	-	-	Verb	-	0	-	-	Xiandau		-	-	to work (83)	471303	-	0	-
12486	-	-	-	Kiranti	-	to work	-	-	-	Verb	-	0	-	-	Dumi		-	-	to work (83)	471303	-	0	-
12487	-	-	-	Kiranti	-	to work	-	-	-	Verb	-	0	-	-	Khaling		-	-	to work (83)	471303	-	0	-
12488	-	-	-	Kiranti	-	to work	-	-	-	Verb	-	0	-	-	Limbu		-	-	to work (83)	471303	-	0	-
12489	-	-	-	Kiranti	-	to work	-	-	-	Verb	-	0	-	-	Wambule		-	-	to work (83)	471303	-	0	-
12490	-	-	-	Kiranti	-	to work	-	-	-	Verb	-	0	-	-	Yakkha		-	-	to work (83)	471303	-	0	-
12491	-	-	-	Kiranti	-	to work	-	-	-	Verb	-	0	-	-	Yamphu		-	-	to work (83)	471303	-	0	-
12492	-	-	-	Nungish	-	to work	-	-	-	Verb	-	0	-	-	Dulong		-	-	to work (83)	471303	-	0	-
12493	-	-	-	SAL	-	to work	-	-	-	Verb	-	0	-	-	Jingpo		-	-	to work (83)	471303	-	0	-
12494	-	-	-	Sinitic	-	to work	-	-	-	Verb	-	0	-	-	Beijing		-	-	to work (83)	471303	-	0	-
12495	-	-	-	Sinitic	-	to work	-	-	-	Verb	-	0	-	-	Caijia		-	-	to work (83)	471303	-	0	-
12496	-	-	-	Sinitic	-	to work	-	-	-	Verb	-	0	-	-	Changsha		-	-	to work (83)	471303	-	0	-
12497	-	-	-	Sinitic	-	to work	-	-	-	Verb	-	0	-	-	Ganzhou		-	-	to work (83)	471303	-	0	-
12498	-	-	-	Sinitic	-	to work	-	-	-	Verb	-	0	-	-	Guangzhou		-	-	to work (83)	471303	-	0	-
12499	-	-	-	Sinitic	-	to work	-	-	-	Verb	-	0	-	-	Meixian		-	-	to work (83)	471303	-	0	-
12500	-	-	-	Sinitic	-	to work	-	-	-	Verb	-	0	-	-	Old_Chinese		-	-	to work (83)	471303	-	777	◦
12501	-	-	-	Sinitic	-	to work	-	-	-	Verb	-	0	-	-	Xiamen		-	-	to work (83)	471303	-	0	-
12502	-	-	-	rGyalrongic	-	to work	-	-	-	Verb	-	0	-	-	Guiqiong		-	-	to work (83)	471303	-	0	-
12503	ta-ma	-	-	rGyalrongic	-	to work	ta-ma	-	-	Verb	-	0	-	-	Japhug		-	-	to work (83)	471303	-	776	t a ◦ m a
12504	-	-	-	rGyalrongic	-	to work	-	-	-	Verb	-	0	-	-	Khroskyabs_Wobzi		-	-	to work (83)	471303	-	0	-
12505	-	-	-	rGyalrongic	-	to work	-	-	-	Verb	-	0	-	-	Muya		-	-	to work (83)	471303	-	0	-
12506	-	-	-	rGyalrongic	-	to work	-	-	-	Verb	-	0	-	-	Stau		-	-	to work (83)	471303	-	0	-
12507	-	-	-	rGyalrongic	-	to work	-	-	-	Verb	-	0	-	-	Tangut		-	-	to work (83)	471303	-	0	-
12508	-	-	-	rGyalrongic	-	to work	-	-	-	Verb	-	0	-	-	Zbu		-	-	to work (83)	471303	-	0	-
#
12562	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Dashi		-	-	to yawn (47)	441371	-	0	-
12563	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Zhaozhuang		-	-	to yawn (47)	441371	-	0	-
12564	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Ega		-	-	to yawn (47)	441371	-	0	-
12565	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Enqi		-	-	to yawn (47)	441371	-	0	-
12566	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Eryuan		-	-	to yawn (47)	441371	-	0	-
12567	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Gongxing		-	-	to yawn (47)	441371	-	0	-
12568	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Heqi		-	-	to yawn (47)	441371	-	0	-
12569	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Jianchuan		-	-	to yawn (47)	441371	-	0	-
12570	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Jinman		-	-	to yawn (47)	441371	-	0	-
12571	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Jinxing		-	-	to yawn (47)	441371	-	0	-
12572	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Luobenzhuo		-	-	to yawn (47)	441371	-	0	-
12573	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Mazhelong		-	-	to yawn (47)	441371	-	0	-
12574	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Qiliqiao		-	-	to yawn (47)	441371	-	0	-
12575	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Xiangyun		-	-	to yawn (47)	441371	-	0	-
12576	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Yunlong		-	-	to yawn (47)	441371	-	0	-
12577	-	-	-	Bai	4.52	to yawn	-	-	-	Verb	-	0	-	-	Zhoucheng		-	-	to yawn (47)	441371	-	0	-
12578	-	-	-	Bodic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Cone_Tibetan		-	-	to yawn (47)	441371	-	0	-
12579	-	-	-	Bodic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Lhasa_Tibetan		-	-	to yawn (47)	441371	-	0	-
12580	-	-	-	Bodic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Old_Tibetan		-	-	to yawn (47)	441371	-	0	-
12581	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Achang_Lianghe		-	-	to yawn (47)	441371	-	0	-
12582	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Achang_Longchuan		-	-	to yawn (47)	441371	-	0	-
12583	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Achang_Luxi		-	-	to yawn (47)	441371	-	0	-
12584	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Atsi		-	-	to yawn (47)	441371	-	0	-
12585	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Bola		-	-	to yawn (47)	441371	-	0	-
12586	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Burmese		-	-	to yawn (47)	441371	-	0	-
12587	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Hpun		-	-	to yawn (47)	441371	-	0	-
12588	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Lashi		-	-	to yawn (47)	441371	-	0	-
12589	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Maru		-	-	to yawn (47)	441371	-	0	-
12590	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Old_Burmese		-	-	to yawn (47)	441371	-	0	-
12591	-	-	-	Burmish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Xiandau		-	-	to yawn (47)	441371	-	0	-
12592	-	-	-	Kiranti	4.52	to yawn	-	-	-	Verb	-	0	-	-	Dumi		-	-	to yawn (47)	441371	-	0	-
12593	-	-	-	Kiranti	4.52	to yawn	-	-	-	Verb	-	0	-	-	Khaling		-	-	to yawn (47)	441371	-	0	-
12594	-	-	-	Kiranti	4.52	to yawn	-	-	-	Verb	-	0	-	-	Limbu		-	-	to yawn (47)	441371	-	0	-
12595	-	-	-	Kiranti	4.52	to yawn	-	-	-	Verb	-	0	-	-	Wambule		-	-	to yawn (47)	441371	-	0	-
12596	-	-	-	Kiranti	4.52	to yawn	-	-	-	Verb	-	0	-	-	Yakkha		-	-	to yawn (47)	441371	-	0	-
12597	-	-	-	Kiranti	4.52	to yawn	-	-	-	Verb	-	0	-	-	Yamphu		-	-	to yawn (47)	441371	-	0	-
12598	-	-	-	Nungish	4.52	to yawn	-	-	-	Verb	-	0	-	-	Dulong		-	-	to yawn (47)	441371	-	0	-
12599	-	-	-	SAL	4.52	to yawn	-	-	-	Verb	-	0	-	-	Jingpo		-	-	to yawn (47)	441371	-	0	-
12600	-	-	-	Sinitic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Beijing		-	-	to yawn (47)	441371	-	0	-
12601	-	-	-	Sinitic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Caijia		-	-	to yawn (47)	441371	-	0	-
12602	-	-	-	Sinitic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Changsha		-	-	to yawn (47)	441371	-	0	-
12603	-	-	-	Sinitic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Ganzhou		-	-	to yawn (47)	441371	-	0	-
12604	-	-	-	Sinitic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Guangzhou		-	-	to yawn (47)	441371	-	0	-
12605	-	-	-	Sinitic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Meixian		-	-	to yawn (47)	441371	-	0	-
12606	*[k]ʰ(r)om-s	-	-	Sinitic	4.52	to yawn	*[k]ʰ(r)om-s	-	-	Verb	-	0	-	欠	Old_Chinese		-	-	to yawn (47)	441371	to yawn	779	kʰ r ) o m ◦ s
12607	-	-	-	Sinitic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Xiamen		-	-	to yawn (47)	441371	-	0	-
12608	-	-	-	rGyalrongic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Guiqiong		-	-	to yawn (47)	441371	-	0	-
12609	aχom	-	-	rGyalrongic	4.52	to yawn	aχom	-	-	Verb	-	0	-	-	Japhug		-	-	to yawn (47)	441371	-	778	a χ o m
12610	-	-	-	rGyalrongic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Khroskyabs_Wobzi		-	-	to yawn (47)	441371	-	0	-
12611	-	-	-	rGyalrongic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Muya		-	-	to yawn (47)	441371	-	0	-
12612	-	-	-	rGyalrongic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Stau		-	-	to yawn (47)	441371	-	0	-
12613	-	-	-	rGyalrongic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Tangut		-	-	to yawn (47)	441371	-	0	-
12614	-	-	-	rGyalrongic	4.52	to yawn	-	-	-	Verb	-	0	-	-	Zbu		-	-	to yawn (47)	441371	-	0	-
#
11396	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Dashi		-	-	Twenty (207)	7013	-	0	-
11397	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Zhaozhuang		-	-	Twenty (207)	7013	-	0	-
11398	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Ega		-	-	Twenty (207)	7013	-	0	-
11399	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Enqi		-	-	Twenty (207)	7013	-	0	-
11400	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Eryuan		-	-	Twenty (207)	7013	-	0	-
11401	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Gongxing		-	-	Twenty (207)	7013	-	0	-
11402	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Heqi		-	-	Twenty (207)	7013	-	0	-
11403	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Jianchuan		-	-	Twenty (207)	7013	-	0	-
11404	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Jinman		-	-	Twenty (207)	7013	-	0	-
11405	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Jinxing		-	-	Twenty (207)	7013	-	0	-
11406	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Luobenzhuo		-	-	Twenty (207)	7013	-	0	-
11407	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Mazhelong		-	-	Twenty (207)	7013	-	0	-
11408	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Qiliqiao		-	-	Twenty (207)	7013	-	0	-
11409	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Xiangyun		-	-	Twenty (207)	7013	-	0	-
11410	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Yunlong		-	-	Twenty (207)	7013	-	0	-
11411	-	-	-	Bai	13104	twenty	-	-	-	Function word	-	0	-	-	Zhoucheng		-	-	Twenty (207)	7013	-	0	-
11412	-	-	-	Bodic	13104	twenty	-	-	-	Function word	-	0	-	-	Cone_Tibetan		-	-	Twenty (207)	7013	-	0	-
11413	-	-	-	Bodic	13104	twenty	-	-	-	Function word	-	0	-	-	Lhasa_Tibetan		-	-	Twenty (207)	7013	-	0	-
11414	-	-	-	Bodic	13104	twenty	-	-	-	Function word	-	0	-	-	Old_Tibetan		-	-	Twenty (207)	7013	-	0	-
11415	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Achang_Lianghe		-	-	Twenty (207)	7013	-	0	-
11416	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Achang_Longchuan		-	-	Twenty (207)	7013	-	0	-
11417	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Achang_Luxi		-	-	Twenty (207)	7013	-	0	-
11418	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Atsi		-	-	Twenty (207)	7013	-	0	-
11419	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Bola		-	-	Twenty (207)	7013	-	0	-
11420	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Burmese		-	-	Twenty (207)	7013	-	0	-
11421	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Hpun		-	-	Twenty (207)	7013	-	0	-
11422	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Lashi		-	-	Twenty (207)	7013	-	0	-
11423	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Maru		-	-	Twenty (207)	7013	-	0	-
11424	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Old_Burmese		-	-	Twenty (207)	7013	-	0	-
11425	-	-	-	Burmish	13104	twenty	-	-	-	Function word	-	0	-	-	Xiandau		-	-	Twenty (207)	7013	-	0	-
11426	-	-	-	Kiranti	13104	twenty	-	-	-	Function word	-	0	-	-	Dumi		-	-	Twenty (207)	7013	-	0	-
11427	-	-	-	Kiranti	13104	twenty	-	-	-	Function word	-	0	-	-	Khaling		-	-	Twenty (207)	7013	-	0	-
11428	-	-	-	Kiranti	13104	twenty	-	-	-	Function word	-	0	-	-	Limbu		-	-	Twenty (207)	7013	-	0	-
11429	-	-	-	Kiranti	13104	twenty	-	-	-	Function word	-	0	-	-	Wambule		-	-	Twenty (207)	7013	-	0	-
11430	-	-	-	Kiranti	13104	twenty	-	-	-	Function word	-	0	-	-	Yakkha		-	-	Twenty (207)	7013	-	0	-
11431	-	-	-	Kiranti	13104	twenty	-	-	-	Function word	-	0	-	-	Yamphu		-	-	Twenty (207)	7013	-	0	-
11432	-	-	-	Nungish	13104	twenty	-	-	-	Function word	-	0	-	-	Dulong		-	-	Twenty (207)	7013	-	0	-
11433	-	-	-	SAL	13104	twenty	-	-	-	Function word	-	0	-	-	Jingpo		-	-	Twenty (207)	7013	-	0	-
11434	-	-	-	Sinitic	13104	twenty	-	-	-	Function word	-	0	-	-	Beijing		-	-	Twenty (207)	7013	-	0	-
11435	-	-	-	Sinitic	13104	twenty	-	-	-	Function word	-	0	-	-	Caijia		-	-	Twenty (207)	7013	-	0	-
11436	-	-	-	Sinitic	13104	twenty	-	-	-	Function word	-	0	-	-	Changsha		-	-	Twenty (207)	7013	-	0	-
11437	-	-	-	Sinitic	13104	twenty	-	-	-	Function word	-	0	-	-	Ganzhou		-	-	Twenty (207)	7013	-	0	-
11438	-	-	-	Sinitic	13104	twenty	-	-	-	Function word	-	0	-	-	Guangzhou		-	-	Twenty (207)	7013	-	0	-
11439	-	-	-	Sinitic	13104	twenty	-	-	-	Function word	-	0	-	-	Meixian		-	-	Twenty (207)	7013	-	0	-
11440	-	-	-	Sinitic	13104	twenty	-	-	-	Function word	-	0	-	-	Old_Chinese		-	-	Twenty (207)	7013	-	781	◦
11441	-	-	-	Sinitic	13104	twenty	-	-	-	Function word	-	0	-	-	Xiamen		-	-	Twenty (207)	7013	-	0	-
11442	-	-	-	rGyalrongic	13104	twenty	-	-	-	Function word	-	0	-	-	Guiqiong		-	-	Twenty (207)	7013	-	0	-
11443	ɣnɤsqi	-	-	rGyalrongic	13104	twenty	ɣnɤsqi	-	-	Function word	-	0	-	-	Japhug		-	-	Twenty (207)	7013	-	780	ɣ n ɤ s q i
11444	-	-	-	rGyalrongic	13104	twenty	-	-	-	Function word	-	0	-	-	Khroskyabs_Wobzi		-	-	Twenty (207)	7013	-	0	-
11445	-	-	-	rGyalrongic	13104	twenty	-	-	-	Function word	-	0	-	-	Muya		-	-	Twenty (207)	7013	-	0	-
11446	-	-	-	rGyalrongic	13104	twenty	-	-	-	Function word	-	0	-	-	Stau		-	-	Twenty (207)	7013	-	0	-
11447	-	-	-	rGyalrongic	13104	twenty	-	-	-	Function word	-	0	-	-	Tangut		-	-	Twenty (207)	7013	-	0	-
11448	-	-	-	rGyalrongic	13104	twenty	-	-	-	Function word	-	0	-	-	Zbu		-	-	Twenty (207)	7013	-	0	-
#
11449	koŋ₃₃	Wang2006a, 798	two(2)	Bai	13.02	two	koŋ33	二	two(176)	Function word	-	1323	two(91)	-	Dashi		k o ŋ ₃₃	two (183)	Two (198)	6248	two	782	k o ŋ ₃₃
11450	-	-	two(2)	Bai	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Zhaozhuang		-	two (183)	Two (198)	6248	-	0	-
