# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	CONCEPTID	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	ID_IN_SOURCE	IELEX	IPA	LGID	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	RGEN	SCAID	SOURCE	SRCABBR	SRCID	SUBGROUP	SWADESH_1952	SWADESH_1955	TAXON_NAME_IN_SOURCE	TOKENS	TOWEROFBABEL	WOLD
15459						0	to count	236	Nusu_Central		xɹɯ³¹	count (numbers)		50073		xɹɯ³¹	1831								v.	426051	0	STEDT/TBL	TBL	1640.34	Northern Loloish			Nusu (Central)	x ɹ ɯ ³¹		
15685						0	to count	236	Hani_Mojiang		l̥i³³	count (numbers)		66793		l̥i³³	1840								v.	426059	0	STEDT/TBL	TBL	1640.42	Southern Loloish			Hani (Mojiang)	l̥ i ³³		
16052						0	to count	236	Tibetan_Written		bgraŋ	count (numbers)		1830		bgraŋ	1804		!						v.	426018	0	STEDT/TBL	TBL	1640.01	Tibetan			Tibetan (Written)	b g r a ŋ		
16838						0	to count	236	Bokar		kɯː	count (numbers)		30542		kɯː	1820								v.	426041	0	STEDT/TBL	TBL	1640.24	Western Tani			Bokar	k ɯː		
16875						0	to count	236	Lahu_Lancang		ɣɔ³³	count (numbers)		68613		ɣɔ³³	1841								v.	426060	0	STEDT/TBL	TBL	1640.43	Central Loloish			Lahu (Lancang)	ɣ ɔ ³³		
17451						0	to count	236	Jingpho		thi⁵⁵	count (numbers)		20283		thi⁵⁵	1814								v.	426036	0	STEDT/TBL	TBL	1640.19	Jingpho			Jingpho	th i ⁵⁵		
18049						0	to count	236	Yi_Weishan		gu⁵⁵	count (numbers)		53944		gu⁵⁵	1833								v.	426053	0	STEDT/TBL	TBL	1640.36	Northern Loloish			Yi (Weishan)	g u ⁵⁵		
18456						0	to count	236	rGyalrong_Maerkang		kɐ rtsə	count (numbers)		5384		kɐ rtsə	1806		!						v.	426028	0	STEDT/TBL	TBL	1640.11	rGyalrong			rGyalrong (Maerkang)	k ɐ _ r ts ə		
18750						0	to count	236	Qiang_Mawo		ʂɛ ʂɛ	count (numbers)		87802		ʂɛ ʂɛ	1852								v.	426025	0	STEDT/TBL	TBL	1640.08	Qiangic			Qiang (Mawo)	ʂ ɛ _ ʂ ɛ		
18842						0	to count	236	Tibetan_Lhasa		tʂhaŋ¹³ka⁵⁵ ca¹³²	count (numbers)		22390		tʂhaŋ¹³ka⁵⁵ ca¹³²	1815								v.	426019	0	STEDT/TBL	TBL	1640.02	Tibetan			Tibetan (Lhasa)	tʂh a ŋ ¹³ ◦ k a ⁵⁵ _ c a ¹³²		
19107						0	to count	236	Yi_Xide		vu²¹	count (numbers)		52041		vu²¹	1832								v.	426052	0	STEDT/TBL	TBL	1640.35	Northern Loloish			Yi (Xide)	v u ²¹		
19347						0	to count	236	Naxi		ʐuɑ²¹	count (numbers)		72274		ʐuɑ²¹	1843								v.	426062	0	STEDT/TBL	TBL	1640.45	Naxi			Naxi	ʐ u ɑ ²¹		
19658						0	to count	236	Yi_Nanhua		ɣɯ³³	count (numbers)		55805		ɣɯ³³	1834								v.	426054	0	STEDT/TBL	TBL	1640.37	Northern Loloish			Yi (Nanhua)	ɣ ɯ ³³		
19806						0	to count	236	Daofu		ʂtse dʐu	count (numbers)		7362		ʂtse dʐu	1807		!						v.	426029	0	STEDT/TBL	TBL	1640.12	rGyalrongic			Daofu	ʂ ts e _ dʐ u		
19861						0	to count	236	Motuo_Menba		dʐaŋ ʔa	count (numbers)		85892		dʐaŋ ʔa	1851								v.	426024	0	STEDT/TBL	TBL	1640.07	Bodic			Motuo Menba	dʐ a ŋ _ ʔ a		
20059						0	to count	236	Pumi_Lanping		xə¹³tsə¹³	count (numbers)		89678		xə¹³tsə¹³	1853								v.	426026	0	STEDT/TBL	TBL	1640.09	Qiangic			Pumi (Lanping)	x ə ¹³ ◦ ts ə ¹³		
20157						0	to count	236	Dulong		ɹɯ³¹tɯ⁵³	count (numbers)		24286		ɹɯ³¹tɯ⁵³	1816								v.	426037	0	STEDT/TBL	TBL	1640.20	Nungic			Dulong	ɹ ɯ ³¹ ◦ t ɯ ⁵³		
20428						0	to count	236	Tibetan_Batang		tse⁵⁵ dʐu⁵³ dʑɑu²³¹	count (numbers)		41092		tse⁵⁵ dʐu⁵³ dʑɑu²³¹	1826								v.	426020	0	STEDT/TBL	TBL	1640.03	Tibetan			Tibetan (Batang)	ts e ⁵⁵ _ dʐ u ⁵³ _ dʑ ɑ u ²³¹		
20594						0	to count	236	Yi_Wuding		ɣɯ¹¹	count (numbers)		57725		ɣɯ¹¹	1835								v.	426055	0	STEDT/TBL	TBL	1640.38	Northern Loloish			Yi (Wuding)	ɣ ɯ ¹¹		
20596						0	to count	236	Namuyi		mi³¹sa³⁵	count (numbers)		74112		mi³¹sa³⁵	1844								v.	426063	0	STEDT/TBL	TBL	1640.46	Qiangic			Namuyi	m i ³¹ ◦ s a ³⁵		
20681						0	to count	236	Pumi_Jiulong		khɯ¹¹ sɿ⁵⁵ tʂy¹¹	count (numbers)		3563		khɯ¹¹ sɿ⁵⁵ tʂy¹¹	1805								v.	426027	0	STEDT/TBL	TBL	1640.10	Qiangic			Pumi (Jiulong)	kh ɯ ¹¹ _ s ɿ ⁵⁵ _ tʂ y ¹¹		
21169						0	to count	236	Nung		sɿ³¹zɯ³¹ u³¹	count (numbers)		25837		sɿ³¹zɯ³¹ u³¹	1817								v.	426038	0	STEDT/TBL	TBL	1640.21	Nungic			Nung	s ɿ ³¹ ◦ z ɯ ³¹ _ u ³¹		
21681						0	to count	236	Gazhuo		v̩³³	count (numbers)		75824		v̩³³	1845								v.	426064	0	STEDT/TBL	TBL	1640.47	Northern Loloish			Gazhuo	v̩ ³³		
22089						0	to count	236	Darang_Taraon		tɑ³¹tsɑi⁵⁵	count (numbers)		27270		tɑ³¹tsɑi⁵⁵	1818								v.	426039	0	STEDT/TBL	TBL	1640.22	Deng			Darang [Taraon]	t ɑ ³¹ ◦ ts ɑ i ⁵⁵		
22236						0	to count	236	Zhaba_Daofu_County		ə⁵⁵ ʂtsə⁵⁵	count (numbers)		11100		ə⁵⁵ ʂtsə⁵⁵	1809		!						v.	426031	0	STEDT/TBL	TBL	1640.14	Qiangic			Zhaba (Daofu County)	ə ⁵⁵ _ ʂ ts ə ⁵⁵		
22900						0	to count	236	Tibetan_Xiahe		htsə	count (numbers)		61342		htsə	1837		!						v.	426021	0	STEDT/TBL	TBL	1640.04	Tibetan			Tibetan (Xiahe)	h ts ə		
22905						0	to count	236	Bai_Jianchuan		sɿ⁵⁵	count (numbers)		77746		sɿ⁵⁵	1846								v.	426065	0	STEDT/TBL	TBL	1640.48	Bai			Bai (Jianchuan)	s ɿ ⁵⁵		
23129						0	to count	236	Kaman_Miju		xɑ³¹tsɯt⁵⁵	count (numbers)		28713		xɑ³¹tsɯt⁵⁵	1819								v.	426040	0	STEDT/TBL	TBL	1640.23	Deng			Kaman [Miju]	x ɑ ³¹ ◦ ts ɯ t ⁵⁵		
23223						0	to count	236	Lyuzu		(suo⁵³) ndʐæ⁵³	count (numbers)		18425		(suo⁵³) ndʐæ⁵³	1813		!						v.	426035	0	STEDT/TBL	TBL	1640.18	Qiangic			Lyuzu	( s u o ⁵³ ) _ n dʐ æ ⁵³		
23439						0	to count	236	Jinuo		ne⁴²	count (numbers)		70433		ne⁴²	1842								v.	426061	0	STEDT/TBL	TBL	1640.44	Central Loloish			Jinuo	n e ⁴²		
23456						0	to count	236	Muya		(tsi³³tʂu⁵⁵) tə³³dʑɐ⁵³	count (numbers)		13028		(tsi³³tʂu⁵⁵) tə³³dʑɐ⁵³	1810		!						v.	426032	0	STEDT/TBL	TBL	1640.15	Qiangic			Muya	( ts i ³³ ◦ tʂ u ⁵⁵ ) _ t ə ³³ ◦ dʑ ɐ ⁵³		
23636						0	to count	236	Yi_Sani		ɣɯ³³	count (numbers)		59560		ɣɯ³³	1836								v.	426056	0	STEDT/TBL	TBL	1640.39	Central Loloish			Yi (Sani)	ɣ ɯ ³³		
23762						0	to count	236	Cuona_Menba		tsi⁵³ ja³⁵	count (numbers)		84163		tsi⁵³ ja³⁵	1850								v.	426023	0	STEDT/TBL	TBL	1640.06	Bodic			Cuona Menba	ts i ⁵³ _ j a ³⁵		
23972						0	to count	236	Tujia		xɯ⁵³	count (numbers)		79310		xɯ⁵³	1847								v.	426066	0	STEDT/TBL	TBL	1640.49	Tujia			Tujia	x ɯ ⁵³		
24114						0	to count	236	Queyu_Xinlong		tsy⁵⁵tʂu⁵⁵	count (numbers)		9195		tsy⁵⁵tʂu⁵⁵	1808								v.	426030	0	STEDT/TBL	TBL	1640.13	Qiangic			Queyu (Xinlong)	ts y ⁵⁵ ◦ tʂ u ⁵⁵		
24123						0	to count	236	Lisu		vu³³	count (numbers)		63168		vu³³	1838								v.	426057	0	STEDT/TBL	TBL	1640.40	Central Loloish			Lisu	v u ³³		
24635						0	to count	236	Guiqiong		tɕhe⁵⁵	count (numbers)		14751		tɕhe⁵⁵	1811								v.	426033	0	STEDT/TBL	TBL	1640.16	Qiangic			Guiqiong	tɕh e ⁵⁵		
25068						0	to count	236	Tibetan_Alike		wtsi	count (numbers)		80887		wtsi	1848		!						v.	426022	0	STEDT/TBL	TBL	1640.05	Tibetan			Tibetan (Alike)	w ts i		
25240						0	to count	236	Yidu		ɑ⁵⁵tʂhi⁵⁵	count (numbers)		32020		ɑ⁵⁵tʂhi⁵⁵	1821								v.	426042	0	STEDT/TBL	TBL	1640.25	Deng			Yidu	ɑ ⁵⁵ ◦ tʂh i ⁵⁵		
25366						0	to count	236	Hani_Lüchun		gɯ³³	count (numbers)		64966		gɯ³³	1839								v.	426058	0	STEDT/TBL	TBL	1640.41	Southern Loloish			Hani (Lüchun)	g ɯ ³³		
#
1750	to cry (34)	m ɚ ³¹			-	21	to cry (weep)	237	Dashi		mɚ31	cry (verb or noun?, should be made clear later on)	-		-	mɚ₃₁			-	7709					Verb		147	Wang2006a, 1485			Bai	-	-	Dashi	m ɚ ³¹	-	16.37
1752	to cry (34)	- - - qʰ u - ⁴⁴			-	607	to cry (weep)	237	Ega		qʰu44	cry (verb or noun?, should be made clear later on)	-		-	qʰu₄₄			-	7709					Verb		148	Wang2006a, 1485			Bai	-	-	Ega	qʰ u ⁴⁴	-	16.37
1753	to cry (34)	- - - qʰ u - ⁵⁵			-	607	to cry (weep)	237	Enqi		qʰu55	cry (verb or noun?, should be made clear later on)	-		-	qʰu₅₅			-	7709					Verb		148	Wang2006a, 1485			Bai	-	-	Enqi	qʰ u ⁵⁵	-	16.37
1754	to cry (34)	- - - kʰ ɔ - ⁴⁴			-	607	to cry (weep)	237	Eryuan		kʰɔ44	cry / 哭	-		-	kʰɔ₄₄			-	7709					Verb		148	Allen2007, 349			Bai	-	-	Eryuan	kʰ ɔ ⁴⁴	-	16.37
1755	to cry (34)	- - - qʰ u - ²²⁴			-	607	to cry (weep)	237	Gongxing		qʰu224	cry (verb or noun?, should be made clear later on)	-		-	qʰu₂₂₄			-	7709					Verb		148	Wang2006a, 1485			Bai	-	-	Gongxing	qʰ u ²²⁴	-	16.37
1756	to cry (34)	xʰ ɛ ⁵⁵ k u ɔ ⁵⁵			-	607	to cry (weep)	237	Heqi		xʰɛ55kuɔ55	cry / 哭	-		-	xʰɛ₅₅kuɔ₅₅			-	7709					Verb		152	Allen2007, 349			Bai	-	-	Heqi	xʰ ɛ ⁵⁵ k u ɔ ⁵⁵	-	16.37
1757	to cry (34)	- - - kʰ o u ⁴⁴			-	607	to cry (weep)	237	Jianchuan		kʰou44	cry / 哭	-		-	kʰou₄₄			-	7709					Verb		153	Allen2007, 349			Bai	-	-	Jianchuan	kʰ o u ⁴⁴	-	16.37
1758	to cry (34)	- - - qʰ o - ⁵⁵			-	607	to cry (weep)	237	Jinman		qʰo55	cry (verb or noun?, should be made clear later on)	-		-	qʰo₅₅			-	7709					Verb		148	Wang2006a, 1485			Bai	-	-	Jinman	qʰ o ⁵⁵	-	16.37
1759	to cry (34)	- - - kʰ o u ⁴⁴			-	607	to cry (weep)	237	Jinxing		kʰou44	cry (verb or noun?, should be made clear later on)	-		-	kʰou₄₄			-	7709					Verb		153	Wang2006a, 1485			Bai	-	-	Jinxing	kʰ o u ⁴⁴	-	16.37
1760	to cry (34)	- - - qʰ o - ⁵⁵			-	607	to cry (weep)	237	Luobenzhuo		qʰo55	cry / 哭	-		-	qʰo₅₅			-	7709					Verb		148	Allen2007, 349			Bai	-	-	Luobenzhuo	qʰ o ⁵⁵	-	16.37
1761	to cry (34)	- - - kʰ o - ⁴⁴			-	607	to cry (weep)	237	Mazhelong		kʰo44	cry (verb or noun?, should be made clear later on)	-		-	kʰo₄₄			-	7709					Verb		148	Wang2006a, 1485			Bai	-	-	Mazhelong	kʰ o ⁴⁴	-	16.37
1762	to cry (34)	- - - kʰ o - ⁴⁴			-	607	to cry (weep)	237	Qiliqiao		kʰo44	cry / 哭	-		-	kʰo₄₄			-	7709					Verb		148	Allen2007, 349			Bai	-	-	Qiliqiao	kʰ o ⁴⁴	-	16.37
1763	to cry (34)	- - - kʰ ɔ u ⁴⁴			-	607	to cry (weep)	237	Xiangyun		kʰɔu44	cry / 哭	-		-	kʰɔu₄₄			-	7709					Verb		153	Allen2007, 349			Bai	-	-	Xiangyun	kʰ ɔ u ⁴⁴	-	16.37
1764	to cry (34)	- - - kʰ u - ⁴⁴			-	607	to cry (weep)	237	Yunlong		kʰu44	cry / 哭	-		-	kʰu₄₄			-	7709					Verb		148	Allen2007, 349			Bai	-	-	Yunlong	kʰ u ⁴⁴	-	16.37
1765	to cry (34)	- - - kʰ ɑ - ⁴⁴			-	607	to cry (weep)	237	Zhoucheng		kʰɑ44	cry (verb or noun?, should be made clear later on)	-		-	kʰɑ₄₄			-	7709					Verb		148	Wang2006a, 1485			Bai	-	-	Zhoucheng	kʰ ɑ ⁴⁴	-	16.37
1768	to cry (34)	-			-	0	to cry (weep)	237	Old_Tibetan		-	-	-		-	ŋu			-	7709					Verb		0	-			Bodic	-	-	Old_Tibetan	-	-	16.37
1794	to cry (34)	-			-	607	to cry (weep)	237	Old_Chinese		*k-r̥əp	to cry	泣		-	*k-r̥əp			-	7709					Verb		0	-			Sinitic	-	-	Old_Chinese	k ◦ r̥ ə p	-	16.37
1797	to cry (34)	-			-	606	to cry (weep)	237	Japhug		ɣɤwu	-	-		-	ɣɤwu			-	7709					Verb		0	-			rGyalrongic	-	-	Japhug	ɣ ɤ w u	-	16.37
13178						0	to cry (weep)	237	Guzhang			哭	嗁=啼			liɛ¹³				7709							0							Guzhang			
13925						0	to cry (weep)	237	Jixi				嚎			xɤ⁴⁴				7709							0							Jixi			
14951						0	to cry (weep)	237	Xumi		qua⁵⁵	cry		16404		qua⁵⁵	1812								v.	418719	0	STEDT/TBL	TBL	1485.17	Qiangic			Xumi	q u a ⁵⁵		
15383						0	to cry (weep)	237	Nusu_Central		ŋɯ³³	cry		49925		ŋɯ³³	1831								v.	418736	0	STEDT/TBL	TBL	1485.34	Northern Loloish			Nusu (Central)	ŋ ɯ ³³		
16085						0	to cry (weep)	237	Lyuzu		ŋu³⁵	cry		18266		ŋu³⁵	1813								v.	418720	0	STEDT/TBL	TBL	1485.18	Qiangic			Lyuzu	ŋ u ³⁵		
16271						0	to cry (weep)	237	Tibetan_Lhasa		ŋu¹³	cry		22206		ŋu¹³	1815								v.	418704	0	STEDT/TBL	TBL	1485.02	Tibetan			Tibetan (Lhasa)	ŋ u ¹³		
16779						0	to cry (weep)	237	Lahu_Lancang		xɔ³¹	cry		68458		xɔ³¹	1841								v.	418745	0	STEDT/TBL	TBL	1485.43	Central Loloish			Lahu (Lancang)	x ɔ ³¹		
17139						0	to cry (weep)	237	Pumi_Jiulong		kuɛ⁵⁵	cry		3451		kuɛ⁵⁵	1805								v.	418712	0	STEDT/TBL	TBL	1485.10	Qiangic			Pumi (Jiulong)	k u ɛ ⁵⁵		
17346						0	to cry (weep)	237	Jingpho		khʒap³¹	cry		20124		khʒap³¹	1814		!						v.	418721	0	STEDT/TBL	TBL	1485.19	Jingpho			Jingpho	kh ʒ a p ³¹		
17411						0	to cry (weep)	237	Motuo_Menba		gep	cry		85759		gep	1851								v.	418709	0	STEDT/TBL	TBL	1485.07	Bodic			Motuo Menba	g e p		
17958						0	to cry (weep)	237	Yi_Weishan		ɲu⁵⁵	cry		53776		ɲu⁵⁵	1833								v.	418738	0	STEDT/TBL	TBL	1485.36	Northern Loloish			Yi (Weishan)	ɲ u ⁵⁵		
17959						0	to cry (weep)	237	Yi_Weishan		ŋu̪⁵⁵	cry		53777		ŋu̪⁵⁵	1833								v.	418754	0	STEDT/TBL	TBL	1485.36	Northern Loloish			Yi (Weishan)	ŋ u̪ ⁵⁵		
18020						0	to cry (weep)	237	Jinuo		ny⁴²	cry		70279		ny⁴²	1842								v.	418746	0	STEDT/TBL	TBL	1485.44	Central Loloish			Jinuo	n y ⁴²		
18630						0	to cry (weep)	237	Kaman_Miju		ŋɑi⁵⁵	cry		28625		ŋɑi⁵⁵	1819								v.	418725	0	STEDT/TBL	TBL	1485.23	Deng			Kaman [Miju]	ŋ ɑ i ⁵⁵		
18649						0	to cry (weep)	237	Qiang_Mawo		zɪj	cry		87631		zɪj	1852								v.	418710	0	STEDT/TBL	TBL	1485.08	Qiangic			Qiang (Mawo)	z ɪ j		
19177						0	to cry (weep)	237	Yi_Nanhua		ŋɯ⁵⁵	cry		55645		ŋɯ⁵⁵	1834								v.	418739	0	STEDT/TBL	TBL	1485.37	Northern Loloish			Yi (Nanhua)	ŋ ɯ ⁵⁵		
19381						0	to cry (weep)	237	Naxi		ŋv̩²¹	cry		72128		ŋv̩²¹	1843								v.	418747	0	STEDT/TBL	TBL	1485.45	Naxi			Naxi	ŋ v̩ ²¹		
19693						0	to cry (weep)	237	Daofu		zjo ra	cry		7203		zjo ra	1807								v.	418714	0	STEDT/TBL	TBL	1485.12	rGyalrongic			Daofu	z j o _ r a		
19945						0	to cry (weep)	237	Pumi_Lanping		χquɑ⁵⁵	cry		89523		χquɑ⁵⁵	1853		!						v.	418711	0	STEDT/TBL	TBL	1485.09	Qiangic			Pumi (Lanping)	χ q u ɑ ⁵⁵		
20332						0	to cry (weep)	237	Tibetan_Batang		ʔɑu⁵⁵tɑuʔ⁵³	cry		40927		ʔɑu⁵⁵tɑuʔ⁵³	1826								v.	418705	0	STEDT/TBL	TBL	1485.03	Tibetan			Tibetan (Batang)	ʔ ɑ u ⁵⁵ ◦ t ɑ u ʔ ⁵³		
20477						0	to cry (weep)	237	Yi_Wuding		ŋɯ³³	cry		57552		ŋɯ³³	1835								v.	418740	0	STEDT/TBL	TBL	1485.38	Northern Loloish			Yi (Wuding)	ŋ ɯ ³³		
20491						0	to cry (weep)	237	Namuyi		ngu⁵⁵ndʑu⁵³	cry		73958		ngu⁵⁵ndʑu⁵³	1844		!						v.	418748	0	STEDT/TBL	TBL	1485.46	Qiangic			Namuyi	n g u ⁵⁵ ◦ n dʑ u ⁵³		
20697						0	to cry (weep)	237	rGyalrong_Maerkang		kɑ ŋɑ kru	cry		5227		kɑ ŋɑ kru	1806								v.	418713	0	STEDT/TBL	TBL	1485.11	rGyalrong			rGyalrong (Maerkang)	k ɑ _ ŋ ɑ _ k r u		
20916						0	to cry (weep)	237	Queyu_Xinlong		ptʂa⁵⁵	cry		9050		ptʂa⁵⁵	1808		!						v.	418715	0	STEDT/TBL	TBL	1485.13	Qiangic			Queyu (Xinlong)	p tʂ a ⁵⁵		
21102						0	to cry (weep)	237	Nung		ɑ³¹ŋɯ⁵⁵	cry		25732		ɑ³¹ŋɯ⁵⁵	1817								v.	418723	0	STEDT/TBL	TBL	1485.21	Nungic			Nung	ɑ ³¹ ◦ ŋ ɯ ⁵⁵		
21496						0	to cry (weep)	237	Tibetan_Written		ŋu	cry		1652		ŋu	1804								v.	418703	0	STEDT/TBL	TBL	1485.01	Tibetan			Tibetan (Written)	ŋ u		
21608						0	to cry (weep)	237	Gazhuo		ŋ³²³	cry		75691		ŋ³²³	1845								v.	418749	0	STEDT/TBL	TBL	1485.47	Northern Loloish			Gazhuo	ŋ ³²³		
21662						0	to cry (weep)	237	Yi_Sani		ŋˌ⁴⁴	cry		59402		ŋˌ⁴⁴	1836		!,?						v.	418741	0	STEDT/TBL	TBL	1485.39	Central Loloish			Yi (Sani)	ŋ ˌ⁴⁴		
22039						0	to cry (weep)	237	Darang_Taraon		khɹo⁵³	cry		27186		khɹo⁵³	1818								v.	418724	0	STEDT/TBL	TBL	1485.22	Deng			Darang [Taraon]	kh ɹ o ⁵³		
22125						0	to cry (weep)	237	Zhaba_Daofu_County		phu³³ko⁵⁵	cry		10938		phu³³ko⁵⁵	1809								v.	418716	0	STEDT/TBL	TBL	1485.14	Qiangic			Zhaba (Daofu County)	ph u ³³ ◦ k o ⁵⁵		
22801						0	to cry (weep)	237	Bai_Jianchuan		kho̱³³	cry		77575		kho̱³³	1846								v.	418750	0	STEDT/TBL	TBL	1485.48	Bai			Bai (Jianchuan)	kh o̱ ³³		
23365						0	to cry (weep)	237	Muya		tə̱⁵⁵ɴGɐ̱⁵³	cry		12866		tə̱⁵⁵ɴGɐ̱⁵³	1810		! G ?						v.	418717	0	STEDT/TBL	TBL	1485.15	Qiangic			Muya	t ə̱ ⁵⁵ ◦ ɴ ɣ ɐ̱ ⁵³		
23915						0	to cry (weep)	237	Tujia		tsi³⁵	cry		79213		tsi³⁵	1847								v.	418751	0	STEDT/TBL	TBL	1485.49	Tujia			Tujia	ts i ³⁵		
23938						0	to cry (weep)	237	Dulong		ŋɯ⁵³	cry		24131		ŋɯ⁵³	1816								v.	418722	0	STEDT/TBL	TBL	1485.20	Nungic			Dulong	ŋ ɯ ⁵³		
24025						0	to cry (weep)	237	Lisu		ŋu⁴⁴	cry		63016		ŋu⁴⁴	1838								v.	418742	0	STEDT/TBL	TBL	1485.40	Central Loloish			Lisu	ŋ u ⁴⁴		
24108						0	to cry (weep)	237	Bokar		kap	cry		30375		kap	1820								v.	418726	0	STEDT/TBL	TBL	1485.24	Western Tani			Bokar	k a p		
24534						0	to cry (weep)	237	Tibetan_Xiahe		ŋə	cry		61200		ŋə	1837								v.	418706	0	STEDT/TBL	TBL	1485.04	Tibetan			Tibetan (Xiahe)	ŋ ə		
24553						0	to cry (weep)	237	Guiqiong		guɔ³⁵	cry		14636		guɔ³⁵	1811								v.	418718	0	STEDT/TBL	TBL	1485.16	Qiangic			Guiqiong	g u ɔ ³⁵		
24941						0	to cry (weep)	237	Hani_Mojiang		ȵi⁵⁵	cry		66644		ȵi⁵⁵	1840								v.	418744	0	STEDT/TBL	TBL	1485.42	Southern Loloish			Hani (Mojiang)	ȵ i ⁵⁵		
24985						0	to cry (weep)	237	Tibetan_Alike		ŋə	cry		80779		ŋə	1848								v.	418707	0	STEDT/TBL	TBL	1485.05	Tibetan			Tibetan (Alike)	ŋ ə		
24986						0	to cry (weep)	237	Tibetan_Alike		ɣȵək tɕhə joŋ	cry		80780		ɣȵək tɕhə joŋ	1848								v.	418753	0	STEDT/TBL	TBL	1485.05	Tibetan			Tibetan (Alike)	ɣ ȵ ə k _ tɕh ə _ j o ŋ		
25094						0	to cry (weep)	237	Karen		hɔ³¹	cry		82347		hɔ³¹	1849								v.	418752	0	STEDT/TBL	TBL	1485.50	Karenic			Karen	h ɔ ³¹		
25190						0	to cry (weep)	237	Yidu		ɑ⁵⁵tɕɑ⁵⁵	cry		31941		ɑ⁵⁵tɕɑ⁵⁵	1821								v.	418727	0	STEDT/TBL	TBL	1485.25	Deng			Yidu	ɑ ⁵⁵ ◦ tɕ ɑ ⁵⁵		
25257						0	to cry (weep)	237	Hani_Lüchun		ŋø⁵⁵	cry		64815		ŋø⁵⁵	1839								v.	418743	0	STEDT/TBL	TBL	1485.41	Southern Loloish			Hani (Lüchun)	ŋ ø ⁵⁵		
25665						0	to cry (weep)	237	Yi_Xide		ʑi³³ŋo³⁴	cry		51864		ʑi³³ŋo³⁴	1832								v.	418737	0	STEDT/TBL	TBL	1485.35	Northern Loloish			Yi (Xide)	ʑ i ³³ ◦ ŋ o ³⁴		
25714						0	to cry (weep)	237	Cuona_Menba		ŋu³⁵	cry		84016		ŋu³⁵	1850								v.	418708	0	STEDT/TBL	TBL	1485.06	Bodic			Cuona Menba	ŋ u ³⁵		
#
1803	to cut, hack (78)	ʂʰ ɚ - ⁴⁴ - - -			砍	609	to cut	238	Dashi		ʂʰɚ44	cut (meat)	-		cut (27)	ʂʰɚ₄₄			-	6043					Verb		154	Wang2006a, 1339			Bai	to cut(26)	-	Dashi	ʂʰ ɚ ⁴⁴	-	9.22
1805	to cut, hack (78)	ɕ a - ⁴⁴ - - -			砍	609	to cut	238	Ega		ɕa44	cut (meat)	-		cut (27)	ɕa₄₄			-	6043					Verb		154	Wang2006a, 1339			Bai	to cut(26)	-	Ega	ɕ a ⁴⁴	-	9.22
1806	to cut, hack (78)	ɕ i æ ⁵⁵ - - -			砍	609	to cut	238	Enqi		ɕiæ55	cut (meat)	-		cut (27)	ɕiæ₅₅			-	6043					Verb		156	Wang2006a, 1339			Bai	to cut(26)	-	Enqi	ɕ i æ ⁵⁵	-	9.22
1807	to cut, hack (78)	ʂ ɛ - ⁴⁴ - - -			砍	609	to cut	238	Eryuan		ʂɛ44	cut,reap / 割	-		cut (27)	ʂɛ₄₄			-	6043					Verb		154	Allen2007, 294			Bai	to cut(26)	-	Eryuan	ʂ ɛ ⁴⁴	-	9.22
1808	to cut, hack (78)	s æ - ²⁴ - - -			砍	609	to cut	238	Gongxing		sæ24	cut (meat)	-		cut (27)	sæ₂₄			-	6043					Verb		154	Wang2006a, 1339			Bai	to cut(26)	-	Gongxing	s æ ²⁴	-	9.22
1809	to cut, hack (78)	sʰ ɛ - ⁴⁴ - - -			砍	609	to cut	238	Heqi		sʰɛ44	cut,reap / 割	-		cut (27)	sʰɛ₄₄			-	6043					Verb		154	Allen2007, 294			Bai	to cut(26)	-	Heqi	sʰ ɛ ⁴⁴	-	9.22
1810	to cut, hack (78)	s ɛ - ⁴⁴ - - -			砍	609	to cut	238	Jianchuan		sɛ44	cut,reap / 割	-		cut (27)	sɛ₄₄			-	6043					Verb		154	Allen2007, 294			Bai	to cut(26)	-	Jianchuan	s ɛ ⁴⁴	-	9.22
1811	to cut, hack (78)	ɕ a - ⁵⁵ q a ²¹			砍	609	to cut	238	Jinman		ɕa55qa21	cut (meat)	-		cut (27)	ɕa₅₅qa₂₁			-	6043					Verb		161	Wang2006a, 1339			Bai	to cut(26)	-	Jinman	ɕ a ⁵⁵ q a ²¹	-	9.22
1812	to cut, hack (78)	s a - ⁴⁴ - - -			砍	609	to cut	238	Jinxing		sa44	cut (meat)	-		cut (27)	sa₄₄			-	6043					Verb		154	Wang2006a, 1339			Bai	to cut(26)	-	Jinxing	s a ⁴⁴	-	9.22
1813	to cut, hack (78)	ɕ a - ⁵⁵ - - -			砍	609	to cut	238	Luobenzhuo		ɕa55	cut,reap / 割	-		cut (27)	ɕa₅₅			-	6043					Verb		154	Allen2007, 294			Bai	to cut(26)	-	Luobenzhuo	ɕ a ⁵⁵	-	9.22
1814	to cut, hack (78)	s ɚ - ⁴⁴ - - -			砍	609	to cut	238	Mazhelong		sɚ44	cut (meat)	-		cut (27)	sɚ₄₄			-	6043					Verb		154	Wang2006a, 1339			Bai	to cut(26)	-	Mazhelong	s ɚ ⁴⁴	-	9.22
